footnote_no,footnote
libtech_1_footnote,"1Extracted from 	Mahadev Desai’s “Weekly Letter”. Dr. Crane was a clergyman 	from America, who had given up active service in the midst of World 	War I in disgust for its violence. He wanted to know Gandhiji’s 	attitude towards Christianity and also religion in general."
libtech_2_footnote,2From the manuscript 	of Mahadev Desai’s Diary
libtech_3_footnote,"3St. John, III 16"
libtech_4_footnote,"1Here Gandhiji referred the interviewer to the article “Need for Tolerance”, 13-3-1937"
libtech_5_footnote,1These are not reproduced here.
libtech_6_footnote,"1The letter is not translated here. The correspondent had asked whether vices like untruth, jealousy and hatred were not more harmful than sexual lapses."
libtech_7_footnote,1This was written after the results of the first election under the Act of 1935 were out in February 1937.
libtech_8_footnote,"1This met for 8 days 	at Calcutta from March 1, 1937, 	as part  of  Sri 	 Ramakrishna Paramhansa’s 	first birth-centenary celebrations."
libtech_9_footnote,2The addressee had been suffering from jaundice.
libtech_10_footnote,3Yusuf Meherally
libtech_11_footnote,"3Vide “Letter 	to Rabindranath Tagore”, 19-2-1937"
libtech_12_footnote,1The original is not clear here.
libtech_13_footnote,2This is not 	traceable.
libtech_14_footnote,3This was quoted by the addressee in his presidential speech delivered on 3-3-1937 at the Fourth Session of the International Parliament of Religions held at Calcutta.
libtech_15_footnote,1Extracted from Mahadev Dasai’s “Weekly Letter”. The deputation was from Al Azaar University and included among others Sheikh Ibrahim El Gibali as its leader and Prof. Habib Ahmed and Prof. Salah Eldin.
libtech_16_footnote,"2The original, which was in Hindi, is not traceable."
libtech_17_footnote,
libtech_18_footnote,"4Vide footnote 4, “Message to International Parliament of Religions”,"
libtech_19_footnote,1The subscription is 	in Urdu.
libtech_20_footnote,1Extracted from 	Mahadev Desai’s “Weekly Letter”. R.R. Keithahn was an American 	missionary.
libtech_21_footnote,1Extracted from Mahadev Desai’s “Weekly Letter”
libtech_22_footnote,"1A member of the Viceroy’s Council, he directed the statistical survey of Indian Empire (1869-81), whose reports were later condensed in The Imperial Gazetteer of India."
libtech_23_footnote,2From the manuscript 	of Mahadev Desai’s Diary
libtech_24_footnote,1St. Francis Xavier was in India during 1541-45.
libtech_25_footnote,2From the manuscript of Mahadev Desai’s Diary
libtech_26_footnote,1Only extracts are reproduced here.
libtech_27_footnote,"1Wife of addressee’s brother, Wahid Khan"
libtech_28_footnote,1Abul Kalam Azad
libtech_29_footnote,2Omission as in the source
libtech_30_footnote,"1Vide “Letter to Chimanlal N. Shah”, 6-2-1937"
libtech_31_footnote,2Addressee’s 	brother
libtech_32_footnote,"1Vide “Letter 	to Viyogi Hari”, infra."
libtech_33_footnote,"2The Gujarati original of this was published in the Harijanbandhu, 7-3-1937. The translation is by Pyarelal."
libtech_34_footnote,"3Hosa Rashid, 	Rashid’s wife"
libtech_35_footnote,"3Vide“What Khadi Workers Should Know”, 13-2-1937"
libtech_36_footnote,1Of Travancore
libtech_37_footnote,2This is not 	traceable.
libtech_38_footnote,"3Of the Church 	Missionary Society; vide 	“Interview to 	Bishop Moore, Bishop Abraham and Others”, 19-1-1937"
libtech_39_footnote,"1Vanat Shastra, 	Part I"
libtech_40_footnote,1Ribbon
libtech_41_footnote,2Jamnalal Bajaj has noted in his diary under the date 14-3-1937 that he discussed the subject with Gandhiji. The writing of the notes presumably followed this discussion.
libtech_42_footnote,
libtech_43_footnote,"1Vide “Letter 	to Vithal L. Phadke”, 5-3-1937"
libtech_44_footnote,1Vide the 	following item.
libtech_45_footnote,"1Vide “A Christian Letter”, 30-1-1937"
libtech_46_footnote,"1The Hindi original of this was published in Harijan Sevak, 13-3-1937. The translation is by Pyarelal."
libtech_47_footnote,"1Ramachandran; vide 	“Letter to Amrit 	Kaur”, 8-1-1937"
libtech_48_footnote,1Dr. Gopichand 	Bhargava
libtech_49_footnote,"1The original Gujarati was published in Harijanbandhu, 14-3-1937. The translation is by Pyarelal."
libtech_50_footnote,1Gandhiji had prepared these notes for the presidential speech to be delivered by Jamnalal Bajaj at the Hindi Sahitya Sammelan to be held at Madras.
libtech_51_footnote,"1Congressmen; vide 	also “Cable to 	Agatha Harrison”, 27-3-1937"
libtech_52_footnote,1A  few  words are 	illegible here.
libtech_53_footnote,"1Gandhiji says that 	he was 	“the sole author of 	the office-acceptance 	clause of the 	Congress resolution”. 	Vide “Statement 	to the 	Press”, 30-3-1937, also 	“Interview to 	the Press”, 	19-3-1937 For the text 	of the 	resolution passed  in     Delhi, 	    and      the"
libtech_54_footnote,"1also “Interview 	to Bishop Moore, Bishop Abraham and Others”, 19-1-1937"
libtech_55_footnote,2Also called Anna
