footnote_no,footnote
libtech_1_footnote,1Another name for 	Orissa
libtech_2_footnote,1National language
libtech_3_footnote,1Revashanker Jagjivan Zaveri of Bombay
libtech_4_footnote,"1The first two paragraphs are translated from The Samaj, an Oriya paper. What follows is from Mahadev Desai’s “Weekly Letter”, published in Young India, 15-12-1927. Mahadev Desai adds: “The students’ meeting had been timed at 7 p.m. Although we did not reach the meeting at 7 and had to have our prayers whilst in motion, Gandhiji decided to have the congregational prayer at the meeting. So we had it, the students keeping pin-drop silence. . . ”"
libtech_5_footnote,2In Orissa
libtech_6_footnote,"2Mahadev Desai says in his “Weekly Letter”: “In Chicacole the youngsters sang the Janaganamana. The lines enumerating the provinces including Madras and Utkal were mutilated by some parochial Andhra who had dropped Utkal and added Andhra instead ! . . . The Chhatrapur meeting was the first quiet meeting we had after many noisy ones, and Gandhiji took an opportunity to animadvert upon this narrow spirit.”"
libtech_7_footnote,1Gandhiji was in 	Berhampur on this date.
libtech_8_footnote,1By Leo Tolstoy
libtech_9_footnote,"1From the reference to Kasturba Gandhi having gone to live with Devdas, it appears that this letter was written about the same time as “Letter to Manilal and Sushila Gandhi”, 5-12-1927."
libtech_10_footnote,"2The opening line of a song from Dadu, a Hindi poet of the 16th century"
libtech_11_footnote,1This paragraph is 	from Mahadev Desai’s “Weekly Letter” published in
libtech_12_footnote,2From the postmark
libtech_13_footnote,3The addressee had taken up constructive work in villages.
libtech_14_footnote,1All-India Spinners’ 	Association
libtech_15_footnote,"2To Ramdas Gandhi, 	the youngest son of Gandhiji, They, however, got married on January 	27, 1928."
libtech_16_footnote,"3In August-September 	1927, the 	Bengal Nagpur 	Railway Administration 	decided to 	reduce the 	labour force in 	the Kharagpur 	Workshop by 1,600 	hands. The workmen 	adopted passive resistance. The 	workshops were closed on 	12th September 	and were 	reopened on 8th December 	when, as the result 	of an enquiry, 	some workmen who 	had been discharged were reinstated and in a few cases the 	compensation payable   to the discharged workmen was enhanced (India 	in 1927-28, 	pp. 177-8)."
libtech_17_footnote,1The source has a 	blank here.
libtech_18_footnote,"1Dated 28-9-1927, in 	which the addressee sought Gandhiji’s permission to translate his 	book into Swedish."
libtech_19_footnote,"1The addressee, in 	his letter dated 8-10-1927, sought from Gandhiji “a full and 	complete statement as to the effects of the teachings of Christ on 	the people of India” and also his views on certain other matters."
libtech_20_footnote,"1Vide “Speech 	at Kathiawar Political Conference, Porbandar”, 22-1-1928."
libtech_21_footnote,"1This was written on 	the letter-head of the All-Parties Convention, Allahabad which was 	held on 11-12-1927."
libtech_22_footnote,"1From the contents, 	from ‘Silence day’ in the dateline and from reference to 	Gandhiji’s presence in an unknown village of Utkal; vide 	“Letter to C. 	Rajagopalachari”, December 10, 1927 and “Letter to Sri Prakasa”, 	December 11, 1927."
libtech_23_footnote,1The letter 	evidently followed Gandhiji’s wire to Sakarchand Sheth of the same 	date. December 14 in the year 1927 was a Wednesday.
libtech_24_footnote,2Vide the 	following item.
libtech_25_footnote,3Vide the 	preceding item
libtech_26_footnote,"1Vaman, Rama and Krishna"
libtech_27_footnote,"2Vide “Speech on New Congress Creed, Nagpur”, December 28, 1920 and Appendix “Brahmin-Non-Brahmin Question”, November 24, 1927."
libtech_28_footnote,"3That is, suspension of satyagraha in Bardoli on February 12, 1922; vide"
libtech_29_footnote,
libtech_30_footnote,1Dated 25-11-1927; 	the addressee had asked for a message for the Christmas issue of the 	Anglo-Indian Review.
libtech_31_footnote,2A few words here 	are iliegible in the source.
libtech_32_footnote,
libtech_33_footnote,"4Vide “Note on Civil Disobedience in Guntur”, before February 10, 1922."
libtech_34_footnote,1Letter was not sent to him.
libtech_35_footnote,1All-India 	Cow-protection Association
libtech_36_footnote,"1The addressee 	had drawn 	Gandhiji’s attention to 	a deficiency of 	Rs. 2,000 in 	the Palamcottah purse and requested him to make enquiries (S.N. 12640)."
libtech_37_footnote,"1From ‘Cuttack’ 	and ‘Sunday’ 	in the 	dateline, and 	Gandhiji’s programme of 	reaching the 	Ashram before January l; 	in the year 1927, 	Gandhiji was in Cuttack 	from December 18 	to 21, and Sunday 	was on 	the 18th. 	He reached 	the Ashram 	on the 	31st  of 	the same month."
libtech_38_footnote,"1The letter, which 	was dictated in the train which took Gandhiji to Cuttack, was 	probably typed and signed on this date."
libtech_39_footnote,1Yogic postures
libtech_40_footnote,1Perhaps “not” was a slip.
libtech_41_footnote,2Breathing exercises
libtech_42_footnote,1Vide “Satyagraha 	in South Africa (Chapter XXII: Opposition and Assault)”.
libtech_43_footnote,1In 1927 Gandhiji reached Madras on December 23.
libtech_44_footnote,"2The addressee 	acknowledged this letter on March 2, 1928 (S.N. 11968)."
libtech_45_footnote,"1Dated 26-9-1927; 	the addressee, an educated Englishwoman, had stated that she wanted 	to serve the downtrodden and the untouchables."
libtech_46_footnote,3From the discussion 	about dress and finery; also from Gandhiji’s being in Cuttack on 	this date.
libtech_47_footnote,"1These talks were delivered on 18th, 19th and 20th December, 1927. They are here reproduced under the date of the last talk. Mahadev Desai says about these talks: “Advice to those who wanted to run a khadi joint-stock company was on the lines to the Rajapalayam merchants”; vide “Speech at Khadi Vastralaya, Rajapalayam”, 4-10-1927."
libtech_48_footnote,2In Gujarat in July 1927
libtech_49_footnote,"3W. West, addressee’s brother"
libtech_50_footnote,1Dated 2-10-1927; the addressee had written to Gandhiji on his birthday.
libtech_51_footnote,1The source has a blank here.
libtech_52_footnote,"1An English 	translation of a series of Gujarati articles on general knowledge 	about health published in Indian 	Opinion from January 	4, 1913 to August 16, 1913"
libtech_53_footnote,1Died in 1933; a 	philanthropist
libtech_54_footnote,1The source has “1916”.
libtech_55_footnote,1Inferred from the 	reference to Gandhiji’s arrival in Madras.
libtech_56_footnote,2Dr. M. A. Ansari
libtech_57_footnote,"3January 27, 1928, 	on which day the addressee was to marry Nirmala"
libtech_58_footnote,
libtech_59_footnote,1Dated 6-10-1927; 	the addressee was aged 16 years.
libtech_60_footnote,1A Muslim lady who wished to dedicate her Urdu play to Gandhiji
libtech_61_footnote,"1Addressee’s 	parents wanted her to marry, but she wished to go and stay at the 	Ashram. Vide also 	“Letter to Kamala Das Gupta”, July 10 and August 23, 1927."
libtech_62_footnote,"1From V. K. Sankara Menon, Manager, Pulaya Colony, Chalakudi, a colony run by the Depressed Classes Development Society. He had invited Gandhiji’s suggestions and advice."
libtech_63_footnote,1This note follows M. K. Pandya’s article complaining that untouchables were forbidden to enter the temple of Ranchhodaraiji at Dakor and to bathe in the Gomati tank near the temple.
libtech_64_footnote,2Ritual offering to 	the spirit of a deceased ancestor
libtech_65_footnote,2Heavy floods in Gujarat
libtech_66_footnote,3From the reference 	to Utkal and Gandhiji’s return to Ashram
libtech_67_footnote,"1Traditionally regarded as the ideal political order; literally, Rama’s rule"
libtech_68_footnote,"1This suggestion 	seems to have been accepted; vide 	Appendix “Part B— 	Section 1 of the Resolution on Hindu-Muslim Unity”, December 26, 	1927."
libtech_69_footnote,1From the postmark
libtech_70_footnote,2ibid
libtech_71_footnote,2Presumbly addressed 	to Maulana Mahomed Ali; vide 	the preceding item.
libtech_72_footnote,"1The resolution was drafted by Gandhiji. Dr. M. A. Ansari, the President, moved it at the annual session of the Indian National Congress at Madras on 27-12-1927. The resolution was carried unanimously."
libtech_73_footnote,"1Presumably Part 	B—Section 1 of the Resolution on Hindu-Muslim Unity adopted by the 	Congress; vide 	Appendix “resolution 	on Hindu-Muslim Unity”, December 26, 1927."
libtech_74_footnote,1General Dyer and O’Dwyer were responsible for the massacre of Jallianwala Bagh in April 1919.
libtech_75_footnote,"2In a separate resolution, the Congress declared “the goal of the Indian people to be complete National Independence”."
libtech_76_footnote,1Under-Secretary of State for India
libtech_77_footnote,1Submitted before the Madras Session of the Congress; the Working Committee was given power to confer with other bodies and place a revised draft before a Special Convention for approval.
libtech_78_footnote,1On 29-12-1927
libtech_79_footnote,"2From the contents, 	it appears that this was written around mid-1927, when there began a 	controversy surrounding the subject of cow-slaughter."
libtech_80_footnote,3S. D. Satavalekar
libtech_81_footnote,1Mashruwala
libtech_82_footnote,"1Panchama Putrane 	Bapuna Ashirvad, (p. 	42) also places this along with letters for 1927."
libtech_83_footnote,4Vaidika Dharma
libtech_84_footnote,2ibid
libtech_85_footnote,1From Manavtana Prahari—Pannalal Jhaveri
libtech_86_footnote,5Not available
libtech_87_footnote,"1From the contents; 	vide “Letter 	to Ashram Women”, January 17, 1927 and “Letter to Gangabehn 	Jhaveri”, about September 12, 1927."
libtech_88_footnote,"1From the reference 	to Gandhiji’s proposed stay at the Ashram “for the next three 	months”, the letter appears to have been written in the first week 	of January 1928; vide 	“Letter to G. D. 	Birla”, 5-1-1928."
libtech_89_footnote,"2From the contents; 	vide and 	“Letter to Gangabehn Jhaveri”, about September 12, 1927"
libtech_90_footnote,1This was published along with the following note from Jawaharlal Nehru: “I returned from Europe in December 1927 and went straight to the Madras Session of the Indian National Congress. A number of resolutions were passed there at my instance. This letter was written by Gandhiji because he did not approve of some of my activities at this session.”
libtech_91_footnote,"1“What I Saw in the Jamia”, published in Young India, 5-1-1928"
libtech_92_footnote,2II. 56
libtech_93_footnote,3Rajendra Prasad’s 	son
libtech_94_footnote,"4Mrityunjaya’s 	wife, Prabhavati’s sister"
libtech_95_footnote,"6For this and the 	subsequent letters of 1927, precise dates are not ascertai-"
libtech_96_footnote,
libtech_97_footnote,"2Vide Appendix “extract from Statement by the Viceroy on  the  Indian  Statutory Commission”, November 8, 1927."
libtech_98_footnote,
libtech_99_footnote,"1Vide footnote to “Interview to Indian Daily Mail”, 30-12-1927"
libtech_100_footnote,"1Vide “Cable to Dhan Gopal Mukerjee”, 14-11-1927."
libtech_101_footnote,"2G. Ramachandran, a Gandhian educationist"
libtech_102_footnote,1For the Kathiawar Political Conference
libtech_103_footnote,"2Vide “Independence v . Swaraj”, 12-1-1928."
libtech_104_footnote,"1A Tamil version of the Bhagavad Gita done in 1912 by Subramania Bharati, a Tamil poet and patriot, Srimad Bhagavadgeethai was published in 1928. Gandhiji wrote this foreword in Hindi at the request of Bharati’s brother, C. Visvanathan."
libtech_105_footnote,"2The letter was received by the addressee on January 7, 1928."
libtech_106_footnote,"3Vide Appendix “resolution on Hindu-Muslim Unity”, December 26, 1927."
libtech_107_footnote,
libtech_108_footnote,1As in the G.N. 	Register
libtech_109_footnote,"2Vide also 	“Letter to Ratilal”, January 18, 1928."
libtech_110_footnote,3Addressee’s son 	who was seriously ill and later died in July 1928
libtech_111_footnote,1From the postmark
libtech_112_footnote,"2Young India, 	12-1-1928, and Navajivan, 	15-1-1928, also carried reports of the discourses which were 	delivered on January 6 and 7."
libtech_113_footnote,"2Dr. Henry Drummond, author of The Natural Law in the Spiritual World and"
libtech_114_footnote,1The Supreme Being
libtech_115_footnote,2ibid
libtech_116_footnote,1Not translated here
libtech_117_footnote,3IX
libtech_118_footnote,1“General 	Knowledge about Health”; later published in book form.
libtech_119_footnote,1This letter is 	drafted on the reverse of the preceding item which is dated 	8-1-1928.
libtech_120_footnote,2The letter is not 	translated here. The correspondent had written that mud treatment 	was quite effective even in ailments like appendicitis and that he 	had personal experience in the matter.
libtech_121_footnote,"1This was read out at a meeting of the staff and students of the Jamia Millia Islamia, Delhi, held to mourn the death of Hakim Ajmal Khan."
libtech_122_footnote,"2Vide “Letter 	to W. H. Pitt”, 14-10-1927."
libtech_123_footnote,3Not translated here
libtech_124_footnote,1In reply to the 	following telegram received from the addressee on January 9: “Thanks 	for letter. Lala Sultansingh of Delhi met me Calcutta told me Jamia 	Islamia would not appeal Hindus. Tibbia College will agree with this 	opinion but I will support whatever you decide. What do you propose 	regarding Hindu-Muslim work? Agree should not delay action.”
libtech_125_footnote,2These were 	evidently instructions to a secretary.
libtech_126_footnote,3As in the S.N. Register
libtech_127_footnote,"1As entered in the source; however, January 10 was a Tuesday."
libtech_128_footnote,"2Kantiprasad Chandrashankar Antani, a political worker of Cutch"
libtech_129_footnote,1From the postmark
libtech_130_footnote,"2Member, Viceroy’s 	Executive Council and leader of the Indian delegation which went to 	South Africa in November, 1926"
libtech_131_footnote,"1The following is an 	extract from a letter from Sastri to T. N. Jagadisan (1940): 	“Gandhi’s letter to me on the Ramayana 	question is really in 	his best style. I was in South Africa at the time. In a speech to 	women in Travancore State, he had told them that Sita disobeyed her 	husband in following him to the forest, and that a husband’s order 	could therefore be set aside when there was sufficient cause. I 	wrote protesting against the obvious misreading of Valmiki. ”"
libtech_132_footnote,"2Vide “Letter to Jawaharlal Nehru”, 4-1-1928."
libtech_133_footnote,
libtech_134_footnote,1Eldest daughter of Vijayalakshmi Pandit
libtech_135_footnote,2Extracted from 	Mahadev Desai’s account of a prayer meeting
libtech_136_footnote,"1From Mahadev 	Desai’s article “The Week”, which reported the speech under 	the caption “The Poor in Spirit”"
libtech_137_footnote,"1From Mahadev 	Desai’s article “The Week”, which reported the 	speech under 	the caption 	“The Essence of 	Forgiveness”. It 	was preceded by the following 	 paragraph: “One of 	the candidates for 	the Khadi Service went in 	one day with his 	own ailment. He 	said he 	was very 	much prone to anger 	and he 	wanted to 	cleanse himself 	with fasting. ‘I 	warn you,’ said 	Gandhiji, ‘that 	fasting is 	not always 	a penance 	for sins. 	Humble surrender to 	God is 	the only 	escape from sin, and all 	fasting, except 	when it 	is undertaken to 	help that surrender, 	is useless. 	I would 	suggest a better 	remedy. Go 	and apologize 	to the 	man you were angry with, 	ask him to 	prescribe the 	penance for you and do 	that. That 	will be much 	better expiation than 	fasting.’ The 	friend went and 	did likewise. But 	what should the 	man who has been wronged 	do in 	this case? Simply 	forgive? Forgiveness, we 	have been told, is 	the ornament 	of the 	brave, but 	what is 	that forgiveness? 	Passivity? Taking the 	blow lying down? Is 	that the meaning 	of not 	resisting evil? 	This was the subject of 	a talk 	one evening and 	I summarize it briefly :”"
libtech_138_footnote,2The extracts are not reproduced here.
libtech_139_footnote,"1In his presidential address at the Calcutta Congress in 1906, Dadabhai Naoroji used the word ‘swaraj’ as a synonym for ‘self-government’."
libtech_140_footnote,1Not reproduced here. Polak had criticized the Exhibition for the bad site and defective arrangements.
libtech_141_footnote,2A. A. Paul
libtech_142_footnote,
libtech_143_footnote,4Addressee’s wife
libtech_144_footnote,1Not reproduced here
libtech_145_footnote,2It appears this letter was written before the Council of International Federa- tion met in the Ashram; vide the succeeding item.
libtech_146_footnote,"1For Gandhiji’s address at the convention of the Council of Federation of International Fellowship held at Sabarmati, vide “Discussion on Fellowship”, before January 15, 1928."
libtech_147_footnote,1Vide the preceding item.
libtech_148_footnote,"2Damayanti, wife of King Nala, in the Mahabharata"
libtech_149_footnote,1Members of the Council of International Federation and their friends stayed  in the Ashram and held discussions on “the fundamental objective of the fellowship”. Mahadev Desai in his article “The Week” under the caption “The Foundation of Fellowship” records: “The discussion lasted for  two days	It led to a  free and
libtech_150_footnote,"2In reply to the addressee’s letter, dated 11-1-1928; vide Appendix “Letter from Jawaharlal Nehru”."
libtech_151_footnote,"1Gandhiji was in Vartej on January  23,  24,  1928  to  lay  the  foundation- stone of a temple for untouchables."
libtech_152_footnote,"1This letter is 	referred to in “Letter to Jawaharlal Nehru”, 17-1-1928, as not 	available."
libtech_153_footnote,1C. F. Andrews 	delivered the convocation address.
libtech_154_footnote,1Boy’s schools
libtech_155_footnote,1Of Gujarat Vidyapith
libtech_156_footnote,"2This was a 	collection of Gandhiji’s writings on self-control, brahmacharya 	birt-control, etc., 	and included a series of articles published in Young 	India under the title 	“Towards Moral Bankruptcy”"
libtech_157_footnote,"1This was in reply 	to the addressee’s letter of January 9 in which he had refuted 	Gandhiji’s criticism of the Exhibition put up at the Congress 	Session at madras as being anti-Indian; vide 	“The National 	Congress”, 5-1-1928."
libtech_158_footnote,2ibid
libtech_159_footnote,1Satyagraha in 	South Africa
libtech_160_footnote,
libtech_161_footnote,1Of the 	Autobiography
libtech_162_footnote,1Names are omitted.
libtech_163_footnote,1Only extracts are reproduced here.
libtech_164_footnote,"1About the Pulaya 	Colony; vide “Letter 	to K. Kelappan”, 23-12-1927."
libtech_165_footnote,"1Dated  11-1-1928, 	 which  said:  “As  a  	result  of  satisfactory  	compromise  of all communal cases at Comilla, we have all been acquitted.	I 	hope as a"
libtech_166_footnote,"3Vide Addenda—2, “Letter to Jawaharlal Nehru”, 15-1-1928"
libtech_167_footnote,"2Vide “Boycott 	of British Goods”, 26-1-1928."
libtech_168_footnote,1From the reference to Jamia Fund; vide also the preceding item.
libtech_169_footnote,"4Vide “The National Congress”, 5-1-1928 and “Independence v. Swaraj”, 12-1-1928."
libtech_170_footnote,"2Vide “Telegram to Madan Mohan Malaviya”, On or after 9-1-1928."
libtech_171_footnote,3Kathiawar Political 	Conference
libtech_172_footnote,"4Vide 	“Correspondence”, 	16-2-1928."
libtech_173_footnote,
libtech_174_footnote,1This was the fourth Conference.
libtech_175_footnote,1Sister of Mirabehn
libtech_176_footnote,1One of the princely States in Saurashtra
libtech_177_footnote,"2This resolution is reproduced from “Weekly Letter”, published in Young India, 26-1-1928. According to Mahadev Desai, Gandhiji was “the author of the resolution”."
libtech_178_footnote,"1 Mighty effort, like that made by Bhagiratha to bring the Ganga down to the"
libtech_179_footnote,"3Held on January 8, 1925; Gandhiji presided; vide “Presidential Address at Kathiawar Political Conference, Bhavnagar”."
libtech_180_footnote,2A village in the 	then princely State of Bhavnagar in Saurashtra. Gandhiji laid the 	foundation-stone of the temple of Rama for the untouchables.
libtech_181_footnote,3Gandhiji belonged to this sub-caste of Banias.
libtech_182_footnote,
libtech_183_footnote,1Ramdas Gandhi
libtech_184_footnote,2From the reference to Ramdas Gandhi’s marriage which took  place  on January 27
libtech_185_footnote,1What follows was addressed to the Jains who formed a large part of the population of Morvi.
libtech_186_footnote,"1Vide “Letter 	to Jawaharlal Nehru”, 17-1-1928."
libtech_187_footnote,"1Vide “The 	National Congress”, 5-1-1928."
libtech_188_footnote,"2The letter bears 	the following remark from A. Subbiah: “The article, since the 	above note, was handed over to Bapuji.”"
libtech_189_footnote,"1This was in reply to the addressee’s letter, dated January 18, in which, referring to the fund for Jamia Millia, he wrote: “I have long been of opinion that it is such sectarian institutions which, amongst other causes, have been mainly responsible for emphasizing and exaggerating sectarian separateness, culminating eventually in such deplorable Hindu-Muslim tension. . . . I shall be pleased to associate with any national scheme of a memorial to our revered and beloved late Hakimji as. . . with any similar memorial to our revered late Swami Shraddhanand. . . ."
libtech_190_footnote,"2From Mahadev 	Desai’s “The Week”, which reported this speech under the 	caption “A Solemn Ceremony”"
libtech_191_footnote,1Dated 23-1-1928; 	the addressee and his wife were missionaries having spent about 30 	years among Bengali students and Santhal villagers and were leaving 	India for good. They had expressed a desire to see Gandhiji.
libtech_192_footnote,2Vide the preceding item.
libtech_193_footnote,3The spring festival 	which falls on the fifth day of the bright half of the lunar
libtech_194_footnote,1From Mahadev Desai’s “The Week”
libtech_195_footnote,"2Brijkishore Prasad, 	addressee’s father."
libtech_196_footnote,1From the reference 	to Ramdas Gandhi’s marriage which took place on this
libtech_197_footnote,2Dated 23-1-1928
libtech_198_footnote,"3For the text of the resolution, vide “Speech at Kathiawar Political Confer- ence, Porbandar”, 22-1-1928."
libtech_199_footnote,"1Ramdas and Nimu got 	married on January 27,1928. This appears to have been written some 	time after their marriage as suggested by the words “Do you wish 	to look upon me as a father-in-law?”"
libtech_200_footnote,"1Vide “Speech 	at Kathiawar Political Conference, Porbandar”, 22-1-1928."
libtech_201_footnote,"1A meeting of the Senate of Gujarat Vidyapith was held to frame a new constitution and remodel the institution. Gandhiji who was Chancellor presided. Vide also “Gujarat Vidyapith”, 2-2-1928."
libtech_202_footnote,"1Translated by 	V. G. Desai from the 	Gujarati original 	published in   Navajivan,"
libtech_203_footnote,"1Amritlal V. Thakkar of the Servants of India Society, who presided over the Conference"
libtech_204_footnote,2This letter is not 	available.
libtech_205_footnote,1The following paragraph was addressed to the rulers.
libtech_206_footnote,1This and the following questions were asked by members of the Satyagraha
libtech_207_footnote,2The ruler of Porbandar
libtech_208_footnote,1Vide “Hind Swaraj (Chapter XII: The Condition of India (Continued): Doctors)”.
libtech_209_footnote,1The source has “felt or done by or to him”.
