chapter_no,date,title,content
1,"November 	5, 1906",CIRCULAR FOR MEETING AT HOUSE OF COMMONSlibtech_1_footnote,"
       HOUSE 	OF COMMONS,  November 	5, 1906  DEAR 	SIR,  	A meeting of the Liberal, Labour and Nationalist Members of this 	House will take place at 6 p.m. on Wednesday next, the 7th inst. in 	the Grand Committee Room, to hear the British Indian Deputation that 	has arrived from the Transvaal, in connection with the Ordinance 	passed by the Legislative Council of that Colony, termed the Asiatic 	Law Amendment Ordinance, and to pass a resolution.  	In the opinion of the Delegates, the Ordinance reduces the British 	Indian settlers of the Transvaal to a position much worse than they 	occupied under the Boer regime and even than  that  of the Kaffirs.  	They contend that the Ordinance in question is in contravention of 	promises repeatedly made by British Ministers and in conflict with 	British traditions.  	The undersigned trust that you will be good enough to attend the 	meeting.  We 	are, Yours faithfully,  HENRY COTTON	R. LEHMANN  H. COX	J. 	M. ROBERTSON 	CHARLES W. DILKE	A. 	H. SCOTT 	CHARLES SWANNlibtech_2_footnote J. 	WARD  From 	a photostat of the typewritten office copy: S. N. 4482                     
 
 
 
 
 
 
 
 DEAR SIR,"
2,"November 5, 1906",LETTER TO J. KITCHIN,"
  
 
 
 HOTEL CECIL, LONDON, W. C.,
 November 5, 1906
  	Your brother and my friend, Mr. H. Kitchin, has written to me 	sending your address. He is anxious, and so am I, that I should make 	your acquaintance during my brief stay in London, and I shall thank 	you if you will kindly make an appointment.  	I shall be exceedingly busy this week with reference to the 	Deputation that is to wait upon Lord Elgin. Will you therefore 	kindly make an appointment for some time next week? 
    JOSEPH 	KITCHIN, 	ESQ. 	“INGLENOOK” 	BRACKLEY ROAD 	BECKENHAM  From 	the typewritten office copy: S. N. 4484  Yours 	truly, 
   "
3,"November 	5, 1906",LETTER TO AMEER ALI,"
               DEAR 	SIR,        [HOTEL CECIL,  LONDON,]  November 	5, 1906 
  	I have your note of the 3rd instant. Mr. Ally I expect here today 	from Bromley, and he and I will be pleased to wait on you at the 	Reform Club to-morrow at 4 p.m. 
      AMEER 	ALI, 	ESQ., 	C.I.E. THE LAMBDENS 	BEENHAM  NEAR 	READING  From 	the typewritten office copy: S.N. 4485  I 	am, Yours faithfully, 
 
 
 
 
 
 
 
 DEAR SIR,"
4,"November 5, 1906",LETTER TO G. J. ADAM,"
  
 
 
[HOTEL CECIL,
 LONDON,]
 November 5, 1906
  	With reference to your enquiry, the Deputation will be received by 	Lord Elgin at 3 p.m. next Thursday. 
    G. J. ADAM, 	ESQ. 	24, OLD JEWRY 	LONDON  From 	the typewritten office copy: S.N. 4486  Yours 	faithfully, 
   "
5,"November 	5, 1906",LETTER TO G. WALPOLE,"
               DEAR 	SIR,        [HOTEL CECIL,  LONDON,]  November 	5, 1906 
 I 	have your letter of the 3rd inst. for which I thank you.  	I shall not need your services with regard to the Deputation as I 	have permanently engaged the services of an expert shorthand writer.  Yours 	faithfully,  GEORGE 	WALPOLE, 	ESQ. 	1, NEW COURT  LINCOLN’S INN  From 	the typewritten office copy: S.N. 4487 "
6,"November 5, 1906","LETTER TO SISTER IN CHARGE, ST. EDMUND'S","
  
 [HOTEL CECIL,
 LONDON,]
 November 5, 1906
 TO
 THE SISTER IN CHARGE ST. EDMUND’S “BROADSTAIRS”
 DEAR MADAM,
 
 Dr. Josiah Oldfield and I are old friends. The Doctor has just seen a friend of mine, Mr. Suleman Manga, whose case in the opinion of Dr. Oldfield calls for a change and rest for a week or two at your Convalescent Home. Would you kindly inform Mr. Manga  by telegram whether you have accommodation for him,  also  your charges per week. Mr. Manga’s address is: 106, Baron’s Court Road,
W. Kindly send Mr. Manga the telegram early tomorrow morning.
 I am, Yours faithfully,
 From the typewritten office copy: S. N. 4488
 "
7,"November 5, 1906","LETTER TO EDITOR, ''THE TIMES""","
  
 [HOTEL CECIL,
 LONDON,]
 November 5, 1906
 TO
 THE EDITOR
 THE TIMES
 PRINTING HOUSE SQUARE, E.C.
 DEAR SIR,
 I   beg   to	enclose	herewith	for	your	information	[and] publication the signed letterlibtech_3_footnotelibtech_4_footnoteaddressed by some of the Members of
 
 the House of Commons.
 
 
[Enclosure]
 
From the typewritten office copy: S. N. 4489
 
 I remain, Yours faithfully,
   "
8,"November 	5, 1906",LETTER TO G. J. ADAM,"
                 DEAR 	MR. ADAM,         [HOTEL CECIL,  LONDON,]  November 	5, 1906 
  	I enclose herewith for your information the circular letter 	addressed by some of the Members of the House of Commons.  	Perhaps you will be so kind as to furnish the Press with 	information. 
     [Enclosure]  G. J. ADAM, 	ESQ. 	24, OLD JEWRY 	LONDON, 	E.C.  From 	the typewritten office copy: S.N. 4490  I 	remain, Yours faithfully, "
9,"November 5, 1906",LETTER TO LORD ELGINlibtech_5_footnote,"
  
 22, KENNINGTON ROAD,
 LAMBETH,
 November 5, 1906
 TO
 THE RIGHT HON’BLE THE EARL OF ELGIN
 HIS MAJESTY’S PRINCIPAL SECRETARY OF STATE FOR THE COLONIES
 COLONIAL OFFICE LONDON
 MY LORD,
 I beg to draw your attention to the copy of  Indian  Opinion for the 13th of October, herewith enclosed. It contains the leading article “The Thin End”, about which I have already had the honour to write to you, also a report of the case of Mahomed Hafejee Moosa on page 745 entitled “War on Infants”.
 I venture to think that the report brings into prominent relief the difficulties of British Indians (even infants) in the Transvaal.
 I beg to remain,
 Your Lordship’s obedient servant
[Enclosure]
 From the typewritten office copy: S. N. 4483,
 "
10,"November 	5, 1906",LETTER TO A. CARTWRIGHT,"
        [HOTEL CECIL,  LONDON,] 
    DEAR 	SIR,  November 	5, 1906 
 I 	am much obliged to you for your letter of the 5th instant.  	I enclose herewith the Representation submitted to Lord Elgin, and 	also a circular letter addressed to the Liberal and other Members    
 of the House of Commons who are taking active interest in  the question of the status of British Indians in the Transvaal in the light of the Asiatic Law Amendment Ordinance.
 You may have seen that Lord Elgin receives the Deputation on Thursday next at 3 o’clock.
 I also enclose a copy of the Representationlibtech_6_footnotelibtech_7_footnotemade to Lord Elgin by five young Indians from South Africa who are studying either for the Bar or for the medical profession. Your letter encourages me [to] seek your personal acquaintance. May I ask you to give me an interview some time after next Thursday, and if it is convenient to you, we might lunch together at the Hotel and talk over the matter that has brought Mr. Ally and myself to London."
