footnote_no,footnote
libtech_1_footnote,1This was the War 	Conference convened by Lord Chelmsford.
libtech_2_footnote,"2The resolution 	read as follows: 	“That this Conference authorizes and 	requests His 	Excellency the 	Viceroy to convey to 	His  Majesty the  King-Emperor  an 	expression of 	India’s dutiful and loyal 	response to his 	gracious message, and  assurance 	of her determination 	to continue 	to do her duty 	to her utmost 	capacity in the 	great crisis through which the 	Empire is passing.”"
libtech_3_footnote,"3Tilak had 	not been invited; but, 	after an interview 	with the Viceroy 	on April 	27, Gandhiji 	wired asking Tilak to 	attend the 	Conference. This 	he declined 	to do as 	Government would not 	rescind the externment 	order issued against 	him. Annie  Besant, too, 	had received no 	invitation, while 	the Ali Brothers were 	still in 	internment."
libtech_4_footnote,"1Some light is thrown on the background to these observations of Gandhiji in Charles Freer Andrews, p. 132. Gandhiji had asked Andrews to join him on his way to the War Conference. “In the train on his way there Andrews read in the English New Statesman an account of the predatory ‘secret treaties’ unearthed by revolutionaries from the Russian Foreign Office; Great Britain was a signatory of these treaties, notwithstanding her public declarations of the disinterestedness of her fight for freedom. Andrews thrust the papers before Gandhi. ‘How can you take part in a war conference while this sort of double-dealing is going on?’ he demanded.” This was another reason why Gandhiji had initially refused to attend the Conference. Lord Chelmsford, however, in the course of an interview, repudiated the report about the treaties as having emanated from interested quarters and expressed his disbelief that the British Cabinet would enter into a treaty to cede Constantinople to Russia. It was on the basis of this clarification that Gandhiji finally agreed to participate in the Conference."
libtech_5_footnote,1Vide the 	preceding item.
libtech_6_footnote,1This took place on 	April 27.
libtech_7_footnote,2Gandhiji received 	the next day the following message from Maffey: “The Viceroy does 	not believe in your ‘fear and trembling’. Nor do I ! His 	Excellency is very glad indeed to hear that you will join the 	Conference. I have written to Sir Claude Hill to inform him that you 	will join the Man Power Committee which meets at 11 a.m.”
libtech_8_footnote,"1To this Gandhiji received the next day the following reply from Maffey: “I now find that in this morning’s rush I did not read the end part of your letter and only dealt with the first question—your speech. If I may deal with that, may I say that I know the Viceroy felt very much touched by your presence, by the simple words you said and the way you said them. I am so glad that you see scope for definite work ahead. It is all wanted and you will not regret it. Standing out for rights is not always the best way of getting them. If you can believe in us, fight for us and don’t be impatient with us. We leave tonight, but if at any time I can be of service let me know.”"
libtech_9_footnote,"2This has been extracted from “Letter to G. A. Natesan”, 12-5-1918."
libtech_10_footnote,"1Vide footnote 	to “Letter to J. L. Maffey”, 24-4-1918."
libtech_11_footnote,"2Vide “Letter 	to Viceroy”, 29-4-1918, 	and “Letter to J. L.  	Maffey”,  30-4-1918."
libtech_12_footnote,"3Gandhiji has referred to his speech in the Man-Power Committee in his autobiography as follows: “So I attended the Conference. The Viceroy was very keen on my supporting the resolution about recruiting. I asked for permission to speak in Hindi-Hindustani. The Viceroy acceded to my request, but suggested that I should speak also in English. I had no speech to make. I spoke but one sentence to this effect, ‘With a full sense of my responsibility, I beg to support the resolution.” Vide An Autobiography, Part V; Ch. XXVII"
libtech_13_footnote,"1Though drafted on 	this date, it appears to have been sent to the Viceroy at Simla only 	the following day, with a covering note addressed to J. L, Maffey; 	vide the 	following item."
libtech_14_footnote,2Vide “Letter 	to Sir Claude Hill’; 26-4-1918.
libtech_15_footnote,1The letter appears to have been drafted on April 29 but actually sent on this date.
libtech_16_footnote,2 Ibid
libtech_17_footnote,"1Vide “Indian Ambulance Corps in Natal”, 14-3-1900, “Indian Ambulance Corps”, 18-4-1900,”and Speech at Calcutta Meeting”, 19-1-1902."
libtech_18_footnote,"1Vide “Letter 	to Dr. Abdurrahman”, 1-10-1914 to “Letter to C. Roberts”, 16- 	10-1914 & “Letter to G.K. Gokhale”, 26-11-1914."
libtech_19_footnote,"2On May 2, Maffey 	telegraphed to Gandhiji: “You may publish letter at your"
libtech_20_footnote,"3Indian Stretcher-bearer Corps, vide “Indian Stretcher-Bearer Corps”, Before 19-7-1906.."
libtech_21_footnote,3Vide the 	preceding item.
libtech_22_footnote,"1Gandhiji sent this 	letter to Tagore through Andrews, after he heard that the two were 	to go abroad."
libtech_23_footnote,2This was the second Depressed Classes Mission Conference. B. S. Kamat presided.
libtech_24_footnote,
libtech_25_footnote,1The reference is obviously to his part in the War Conference.
libtech_26_footnote,"1At a Bombay meeting, Sastri raised a point of order against moving a resolution on the Kheda Satyagraha on the ground that seven days’ notice of the resolution had not been given. Gandhiji offered, in that case, to withdraw the resolution. All except Sastri said they did not want this to be done; Sastri regretted he could not agree to the resolution. It was dropped."
libtech_27_footnote,1V. R. Shinde
libtech_28_footnote,2This was issued on 	April 24.
libtech_29_footnote,1A brief summary of 	the statement appeared earlier in New 	India on
libtech_30_footnote,"1The Government note said: “The Government regret their inability to accept the pressing request which Mr. Gandhi and others are making for an indep-endent inquiry. The agriculturists really cannot claim to have the land revenue suspended or remitted. They can only ask for relief as a matter of concession; but even if we were to assume that the Government is prepared to appoint such a committee it is clear that such an inquiry can be of little use, for final authority must vest in the Land Revenue Department.”"
libtech_31_footnote,"2Vide “Letter 	to Viceroy”, 29-4-1918."
