footnote_no,footnote
libtech_1_footnote,1An infant 	school in the Sabarmati Ashram
libtech_2_footnote,"2Since the new 	constitution published on June 14, 1928 the Ashram was renamed 	Udyoga Mandir."
libtech_3_footnote,1Addressee’s daughter and son
libtech_4_footnote,2ibid
libtech_5_footnote,3Addressee’s wife
libtech_6_footnote,1Gandhiji’s secretary
libtech_7_footnote,1Omission as in the 	source
libtech_8_footnote,1Udyoga Mandir
libtech_9_footnote,"2Vide 	“Third-Class 	Travelling”, February 14, 1929."
libtech_10_footnote,"1Vide “My Apologies”, January 31, 1929."
libtech_11_footnote,"2Harilal Gandhi’s 	son who died of typhoid fever on February 8, 1929"
libtech_12_footnote,1Servants of the People Society
libtech_13_footnote,"2The meeting was held in Rambagh grounds presided over by Narayan Das Anandji, M.L.C. A purse for Lajpat Rai Memorial Fund was presented to Gandhiji."
libtech_14_footnote,2To this Motilal Nehru replied on February 5: “Your consultation with full Committee greatly preferable. Many members Committee staying on Delhi. Anyhow others can come back. Your presence would also help solution Punjab difficulty.”
libtech_15_footnote,"1This was sent in reply to Motilal Nehru’s telegram, dated February 4, reading: “Working Committee considers consultation with you necessary regarding boycott foreign cloth programme. Could you visit Delhi or Lahore for day on way back Sind or any other date for meeting committee? Wire.”"
libtech_16_footnote,1Extracted from Pyarelal’s account of Gandhiji’s tour in Sind
libtech_17_footnote,2ibid
libtech_18_footnote,3Extracted from Pyarelal’s account of Gandhiji’s tour in Sind
libtech_19_footnote,1Extracted from Pyarelal’s account of Gandhiji’s tour in Sind
libtech_20_footnote,"2Presented jointly by the students of the Law College, the Engineering College and the Arts College"
libtech_21_footnote,3The members of the “Depressed” classes had described themselves as Mayavanshi Rajputs.
libtech_22_footnote,1Slave girls or maid servants
libtech_23_footnote,2Dowry system
libtech_24_footnote,1Later Gandhiji opened the New Library of Karachi Sweepers’ Union. In an address the sweepers stated that they had decided to reform their lives and that they would not touch drink. Gandhiji replied that they should not be ashamed of their profession and should cultivate their minds by reading newspapers and books.
libtech_25_footnote,1Extracted from Pyarelal’s account of Gandhiji’s tour in Sind
libtech_26_footnote,1A public reception for Gandhiji was organized by the Karachi Vidyarthi Samagam.
libtech_27_footnote,"2Later, purses were presented to Gandhiji by students and women of Karachi. Gandhiji left for Jacobabad at 7 p.m."
libtech_28_footnote,3Only the first paragraph is reproduced here.
libtech_29_footnote,"1Vide “A South African Tribute”, January 31, 1929."
libtech_30_footnote,"1Vide “Europe-Goers Beware”, August 30, 1928."
libtech_31_footnote,1Extracted from Pyarelal’s “Weekly Letter”. Purses and addresses on behalf of seven different organizations were presented to Gandhiji.
libtech_32_footnote,2Not reproduced here
libtech_33_footnote,"3Vide “Notes”, January 3, 1929."
libtech_34_footnote,"1The letter was 	signed by Girdhari, nephew of J. B. Kripalani, on behalf of 	Gandhiji."
libtech_35_footnote,1Extracted from Pyarelal’s “Weekly Letter”
libtech_36_footnote,1Extracted from Pyarelal’s “Weekly Letter”
libtech_37_footnote,2Fearing that sanatani Hindus might object to untouchables attending the same meeting the organizers had arranged separate meetings for them. On learning this Gandhiji said: “You may keep your purses and all your addresses. I am going to have the meeting with untouchables only. Let all others who want come and present their addresses then.”
libtech_38_footnote,
libtech_39_footnote,1From the reference 	to Rasik’s death
libtech_40_footnote,"1From the reference 	to Rasik’s death, which occurred on February 8"
libtech_41_footnote,"2At a women’s meeting held earlier in the afternoon, a detailed report of which   is not available, a few cowries were received among the collections made."
libtech_42_footnote,"1Who died of typhoid 	fever on February 8, 1929 at Delhi; vide 	also “Letter to 	Devdas Gandhi”, February 9, 1929."
libtech_43_footnote,"1By Tulsidas; it 	means: “The Creator has made the world full of things animate and 	inanimate, of good qualities and bad. ”"
libtech_44_footnote,"1The Gujarati original of this appeared in Navajivan, 10-2-1929."
libtech_45_footnote,2Gandhiji was at 	Larkana on February 9.
libtech_46_footnote,"1Miss Helen Reed’s letter which also appeared in Young India, 7-2-1929, along with Gandhiji’s comments is not reproduced here. She had described the great impact Sarojini Naidu’s personality and speeches had made on the Canadians. With her knowledge, poetic fervour, humour and command over English, she awakened the sense of justice in her listeners and melted their hearts. Great popularity did not turn her head."
libtech_47_footnote,"1The letter is not translated here. The correspondent had sent Gandhiji some hints about kakar in a carding-bow, saying that it was best to use kakar made from a goat’s hide instead of one from the hide of a calf."
libtech_48_footnote,2A leather strap fastened below the gut in a carding-bow
libtech_49_footnote,1The letter is not translated here. The correspondent had  supported  a suggestion that one must begin spinning by learning to card. He also said that every agriculturist should utilize his leisure for khadi work.
libtech_50_footnote,"3Probably Gandhiji meant that he had been, without knowing it, using a carding-bow with a kakar made from the hide of a calf."
libtech_51_footnote,"1Vide “Good Carding”, December 9, 1928."
libtech_52_footnote,"1Son of Harilal Gandhi; he passed away at Delhi on February 8, 1929 after prolonged illness."
libtech_53_footnote,"1For text of the letter, vide “A Terror of the Penal Code”, February 7, 1929."
libtech_54_footnote,"2The reference, presumably, is to the article referred to in the item vide  “Letter to Vasumati Pandit”, February 11, 1929. The article, however, could not be traced."
libtech_55_footnote,1From the postmark
libtech_56_footnote,2The addressee had earlier suggested the name ‘Dhairyabala’ for Sushila Gandhi’s new-born daughter.
libtech_57_footnote,3Seeker after knowledge
libtech_58_footnote,1Extracted from Pyarelal’s “Weekly Letter”
libtech_59_footnote,"1Gandhiji reached 	Sukkur on February 10, 1929."
libtech_60_footnote,1Here and in the 	subsequent letters of this period the permanent address was given 	for purposes of correspondence.
libtech_61_footnote,2The address presented on behalf of the students included some “ethical questions which did not seem to be in keeping with the atmosphere. ” On cross- examination the students admitted that they had not been consulted before or after the address was drafted.
libtech_62_footnote,2H. S. L. Polak
libtech_63_footnote,1The addressee had asked :
libtech_64_footnote,1Editor of Indian 	Ladies Magazine
libtech_65_footnote,"2“As with microcosm, so with macrocosm. ”"
libtech_66_footnote,1Milk dehydrated
libtech_67_footnote,"2Bhagavad Gita, II. 55"
libtech_68_footnote,4Extracted from Pyarelal’s “Weekly Letter”
libtech_69_footnote,
libtech_70_footnote,4The name is omitted in the source.
libtech_71_footnote,1The name is omitted in the source.
libtech_72_footnote,"1From the reference to the sale of mava, it is evident that the letter was written later on this date; vide “Letter to Chhaganlal Joshi”, 11-2-1929"
libtech_73_footnote,2ibid
libtech_74_footnote,1Extracted from Pyarelal’s “Weekly Letter”
libtech_75_footnote,2Induction of the spirit
libtech_76_footnote,3Ibid
libtech_77_footnote,1Extracted from 	Pyarelal’s “Weekly Letter”
libtech_78_footnote,1Only extracts are reproduced here.
libtech_79_footnote,1Only extracts are reproduced here.
libtech_80_footnote,2Extracted from Pyarelal’s “Weekly Letter”
libtech_81_footnote,"3The Chairman had said that if strict compliance with habitual wearing of khadi for Congress membership was insisted on, most Congress Committees would become defunct and Kotri Congress Committee would have hardly two members left on its rolls."
libtech_82_footnote,
libtech_83_footnote,1Only extracts are reproduced here.
libtech_84_footnote,1The full name is 	not reproduced here.
libtech_85_footnote,"1Vide “Not That Way”, January 31, 1929."
libtech_86_footnote,2The Congress Secretary while presenting a purse of Rs. 200 had expressed the hope that Gandhiji would not see the sum but the spirit behind it and accept the will for the deed.
libtech_87_footnote,"1Extracted from Pyarelal’s “Weekly Letter”. The meeting was held at the office of the Provincial Congress Committee, where Gandhiji had unfurled the Congress flag and unveiled Lajpat Rai’s portrait."
libtech_88_footnote,1Extracted from Pyarelal’s “Weekly Letter”. The meeting was held in the Sindhi National College. The students presented an address in Sindhi which was “a bold confession of their weaknesses and shortcomings”.
libtech_89_footnote,1Later Gandhiji addressed members of the Jhatia and the Kalal communities and exhorted them to do away with the invidious distinction of high and low that was poisoning their atmosphere and to regard all sections of their community as children of the same Father.
libtech_90_footnote,1One who holds the thread
libtech_91_footnote,
libtech_92_footnote,"1Vide the following item and also “Sind Impressions”, February 21, 1929, sub-topic “Congress Squabbles”."
libtech_93_footnote,3The amount was then raised to Rs. 500.
libtech_94_footnote,"1Vide also 	“Sind Impressions”, February 21, 1929."
libtech_95_footnote,"2Gandhiji was at Mirpurkhas on February 15, 1929."
libtech_96_footnote,1The name is omitted here.
libtech_97_footnote,"1Vide 	“Forthcoming Andhra 	Tour”, March 7, 1929."
libtech_98_footnote,"2Dated February 	16, 1929."
libtech_99_footnote,3The names are not found in the source.
libtech_100_footnote,"1Following the Sind 	tour, Gandhiji, after a halt at Delhi, reached the Ashram on 	Wednesday, February 20, 1929."
libtech_101_footnote,"2From the contents 	this letter appears to have been written after the one to the 	addressee dated February 16, 1929"
libtech_102_footnote,3Harilal Gandhi’s daughter
libtech_103_footnote,1The letter is not translated here. The correspondent had reported that prohibition was making progress.
libtech_104_footnote,2Not translated here. The correspondent had said that in his community many such marriages continued to take place.
libtech_105_footnote,
libtech_106_footnote,"1The students of Gujarat College had been on a prolonged strike in protest against punishment meted out to them for staying away from their classes on Simon Commission Boycott Day. For details, vide “Duty of Resistance”, January 24, 1929 and “Notes”, January 31, 1929."
libtech_107_footnote,"1Over the death of 	Rasik; vide “A 	Boy of much Promise”, February 21, 1929."
libtech_108_footnote,1From the reference 	to the anticipated meeting on Wednesday; Monday was February 18.
libtech_109_footnote,2Principal of Gujarat College.
libtech_110_footnote,
libtech_111_footnote,4From the postmark.
libtech_112_footnote,
libtech_113_footnote,1Only extracts are reproduced here.
libtech_114_footnote,2Gangabehn Vaidya
libtech_115_footnote,"1For Gandhiji’s comments on this, vide “A Marvellous fasting  Cure”,  February 28, 1929."
libtech_116_footnote,"2Vide “Be 	True”, March 14, 1929."
libtech_117_footnote,"1Vide “Scheme 	for Boycott of Foreign Cloth through Khadi”, January 24,"
libtech_118_footnote,"1Ram Binod Sinha, a khadi worker of Bihar, was given a loan of Rs. 25,000 for furtherance of his projects. Later he was charged with considering the institution he had built up with public funds as his own proprietary concern. Satis Chandra Das Gupta, who was deputed by Gandhiji to investigate, declared that the affairs of the Bihar branch of the Charkha Sangh were mismanaged. Dr. Rajendra Prasad who was  in charge of it protested against this and requested Gandhiji to look into the accounts himself. After some time Gandhiji placed the matter in the hands of Narandas Gandhi who approved the accounts submitted by the Bihar Charkha Sangh."
