footnote_no,footnote
libtech_1_footnote,1Omission as in the 	source
libtech_2_footnote,2These words are in 	the Devanagari script.
libtech_3_footnote,"2The addressee had 	sought permission to prolong his stay at Anandmayi Devi’s Ashram; 	vide “Letter 	to Amrit Kaur”, 21-8-1941"
libtech_4_footnote,3ibid
libtech_5_footnote,3ibid
libtech_6_footnote,1One word is 	illegible in the source.
libtech_7_footnote,1According to the 	source the telegram was received by the addressee on August
libtech_8_footnote,"1Vide “Letter 	to amrit Kaur”, 17-8-1941"
libtech_9_footnote,2Maheshdutta Mishra
libtech_10_footnote,"1The addressee had 	decided to curtail the expenses of his family as regards food, 	clothing, etc. He felt that they were a burden on the Ashram."
libtech_11_footnote,"1Vide letter 	to the addressee, “Letter to Krishnachandra”, 18-8-1941"
libtech_12_footnote,"2Vide letter 	to the addressee, “Letter to Amrit Kaur”, 16-8-1941"
libtech_13_footnote,"2James Baxter, Financial Adviser, with two assessors, U Tin-Tut and Ratilal Desai, was appointed by the Government of Burma to examine the question of Indian immigration into Burma. The report was submitted to the Government of Burma in October 1940."
libtech_14_footnote,"1To its 	first Indian 	edition published 	by Navajivan 	 Publishing  House, 	Ahmedabad"
libtech_15_footnote,2For the silver 	jubilee of the Benares Hindu University
libtech_16_footnote,
libtech_17_footnote,4Harijan Sevak Sangh
libtech_18_footnote,"1Girija Shankar Bajpai; vide “Letter to Amrit Kaur”, 27-7-1941"
libtech_19_footnote,1Shanta Ruia
libtech_20_footnote,2B. V. Keskar
libtech_21_footnote,"1Vide “Letter 	to Jamnalal Bajaj”, 24-8-1941"
libtech_22_footnote,"1A Congressman 	and tribal 	welfare worker, popularly 	known as Yenadi Raghaviah"
libtech_23_footnote,1Akhil Bharatiya Hindi Sahitya Sammelan
libtech_24_footnote,1A Unani medicine
libtech_25_footnote,2This is 	not available.
libtech_26_footnote,"1This was in reply 	to the addressee’s telegram dated August 25, requesting Gandhiji 	to allow the Chairman of the Chikhli Municipality to withdraw his 	resignation temporarily as there was work pending."
libtech_27_footnote,3A leader of the 	Congress Socialist Party. He was then seriously ill in the prison.
libtech_28_footnote,"1Conducted by the 	Rashtrabhasha Prachar Samiti, Wardha"
libtech_29_footnote,1Bombay Provincial 	Congress Committee
libtech_30_footnote,
libtech_31_footnote,"1At Gandhiji’s 	instance the addressee had decided to leave Sevagram Ashram as he 	couldn’t control his temper. Finally, however, he did not leave 	the Ashram."
libtech_32_footnote,3Vijayalakshmi Pandit
libtech_33_footnote,1At Gandhiji’s 	instance the addressee had gone to Nagpur for training in 	accountancy.
libtech_34_footnote,"4Vide”Statement 	to the Press”, 24-8-1941"
libtech_35_footnote,1Fulchand 	Kasturchand Shah
libtech_36_footnote,"1Vide “Letter 	to Ratanmoni Chatterji”, 3-8-1941"
libtech_37_footnote,"2At a public meeting 	in Madras on August 27, S. Satyamurti, Deputy Leader of the Congress 	Party in the Central Assembly, had expressed the opinion that the 	Congress should resume office in the provinces."
libtech_38_footnote,3ibid
libtech_39_footnote,4Fulchand 	Kasturchand Shah’s widow
libtech_40_footnote,"1The source 	has: “All well. 	Come Mataji.” 	In his 	letter dated August 26, 	1941, the 	addressee had 	suggested that 	Anandamayi Devi be 	invited to 	Wardha to meet Gandhiji."
libtech_41_footnote,"1For Gandhiji’s foreword to this pamphlet, vide “Forward to “A Discipline For Non-Violence”, 24-8-1941"
libtech_42_footnote,"1The Working 	Committee of the 	All-India Muslim League, 	which concluded its 	session on 	August 26, 	1941, passed 	resolutions on 	the question  of  inclusion 	 of Muslims 	in the expanded Viceroy’s 	Executive Council and 	 the  National  Defence 	Council, the 	political and 	communal situation in 	the country, the Indo-Burma Agreement 	and the Bihar-Sharif 	riots. The Committee 	called upon Sir Sultan 	Ahmed, member-designate 	of the 	Viceroy’s Executive 	Council, the 	Nawab of Chhatari and 	Begum Shah Nawaz, members 	of the 	National Defence Council, 	to resign 	from their respective 	bodies within ten days."
libtech_43_footnote,1Jawaharlal Nehru
libtech_44_footnote,"1Tennant Sloan, 	Adviser to the Governor, U.P."
libtech_45_footnote,"1F. Mary Barr, who 	had gone to South Africa"
