chapter_no,date,title,content
1,"January 18, 1934",MAY THE OLD MAN LIVE FOR A HUNDRED YEARSlibtech_1_footnote,"
       	[January 18, 1934]libtech_2_footnoteYou would add to the glory of Gujarat and its people by 	cele- brating the eighty-first birthday of Abbas Saheb. No one can 	compete with 	Abbas Saheb in zeal,  self-sacrifice  and  generosity.  I   came   	in  	contact with him during the inquiry regarding the Punjab Martial 	Law. Knowing that he belonged to the Tyabji family and had been a 	Congress worker for a long time, I suggested his name for the 	Committee. Though a staunch Mussalman, he can live with a staunch 	Hindu like his own bloodbrother. Among such Hindus I am as one of 	his family. His secrets are not unknown to me. Everyone in his 	family contributes to the national service according to his or her 	capacity. May the old man live for a hundred years! [From 	Gujarati]  Gujarati, 	28-1-1934     "
2,"January 	18, 1934",FRAGMENT OF LETTER TO JIVANJI D. DESAI,"
       PS.     January 	18, 1934    	I  was forgetting one thing completely. I  cannot give the right 
  	decision on the question of closing of the Prakashan Mandir. The 	matter was discussed in my presence. I had expressed the view that, 	if some people took up the task of propagating Gandhi literature, we 	could leave it to them and let those who wished to court arrest do 	so. We do not wish to stop anyone from courting arrest so that we 	can carry on the work of publication. But the converse of this also 	may be worth considering. We can decide about that only after taking 	into account all the relevant factors. I cannot judge about them 	from this distance. You should, therefore, pay no attention to my 	opinion but do what all of you think is best. If there are strong 	differences of opinion among you, send me the views of all together 	with their reasons. I shall then be able to give the final decision. 	There is no     
 need to do anything in a hurry. But I have no doubt about one thing. No one should give up his responsibility and court arrest. The view which Mahadev has expressed from jail could not be different from what it is. It should, therefore, be ignored and everybody should think for himself or herself. Mahadev may not have the necessary data to enable him to form the right view.
 BAPU
 From a photostat of the Gujarati: G.N. 9934. Also C.W. 6909. Courtesy: Jivanji D. Desai
 "
3,"January 18, 1934",SPEECH AT PALLURUTHYlibtech_3_footnote,"
  
 January 18, 1934 I am thankful to the organizers for having taken me through the school building and the temple. I  am thankful also for the  frankness
with which your opinion is expressed in this address. I am glad that
 this address is really more in the nature of advice to me than anything else. The best way to reciprocate is to tell you frankly what views I hold. You have advised me not to conduct this campaign in the name of Hindu religion. I am very sorry I cannot endorse your advice. It is wholly wrong to say or even think that this movement is conducted in order to consolidate Hindu religion or consolidate anything. If I commit sin and want to do penance, I do it not to consolidate myself but to purify myself. For me, this untouch-ability is a sin  that Hinduism commits against the untouchables. It becomes and remains a sin inasmuch as the savarna Hindus consider the untouchables, whom I now call Harijans, as untouchable Hindus. Therefore I can only call this a movement of reformation and purifi-cation in Hinduism. I become a debtor only to those who call them-selves Hindus. I do not become a debtor to those who have nothing to do with Hinduism. You just now took me to the temple and there showed me everything including the worship that is done according to the Hindu traditions. If your form of worship is the same as mine, my heart naturally goes out to you. But if you say you are no longer Hindus and you have adopted some other faith, my obligation to you as Hindus ceases. My obligation to you as fellow-beings, of course,
 
 does not cease.
 There is that fine and necessary distinction which you cannot get over. God has made Nature so that we are one in many. There are different faiths in this world. I believe them all to be true. But so long as there are different faiths and we belong to one faith, there are special obligations attached to that faith. That does not mean that I would not work for Mussalman fellow-men or Christian fellow-men or Parsis or Jews or any other. But I can realize unity with no one if I loose my foot from the platform on which I am standing. I believe in God much more than I believe in the fact that you and I are alive and that I am speaking to you. I may give you an illustration of what I mean. In appearance, I am speaking to you and you are listening to me. In reality, your hearts and minds may be somewhere else. My heart also may be somewhere else and my mind may be in something else. Then my speaking or your listening would be a deception. Therefore my speaking and your listening, though they are an appearance, may not be a reality. But my heart, word and deed are pledged to the Being called God, Allah, Rama or Krishna. You will now easily recognize that it is true when I say that my belief in God is far more a reality to me than this meeting which I am addressing.
 But I must not take you into deeper waters. The sum and substance of what I say is this. If I appear to you as a Hindu, I do so in order to discharge an obligation I owe to you. I am supposed to have been born in a savarna family. As a savarna Hindu, when I see that there are some Hindus called avarnas, it offends my sense of justice and truth, and it cuts me to the quick. It is an abhorrent thought to me that in the faith in which I was born and nurtured there should be a single human being considered lower than myself. Therefore I have become an untouchable by choice, and if I discover that Hindu Shastras really countenance untouchability as it is seen today, I will renounce and denounce Hinduism. As a student of Hindu religion and of comparative religions, I see no such warrant in Hindu Shastras. But Hindus today practise untouchability. Therefore it becomes my duty to warn them against that evil. If, however, you embrace any other faith, or have no faith whatsoever, I can have no appeal for you. You cease to be untouchable Hindus. If you want to cut adrift from Hinduism, you are absolutely free to do so. I cannot hold you to Hinduism by force. I can only hold you by the force of love. I may so endear myself to you by my service that you may feel that,
 although you have been classed as untouchables by certain Hindus, there is no untouchability in Hinduism. It may be in God’s dis- pensation that I have come to you too late. But God will not punish me for that, because He knows that for the last fifty years I have rebelled against untouchability. Now, I think, you fairly understand what I stand for. The movement is not anti-Mussalman, anti-Christian or anti-Jew. It is anti-humbug. That is what I stand for.
 A concluding remark as to the use of the word ‘Harijan’. It is not a word of my coinage. It was suggested by an untouchable. Untouchability is a hateful and detestable thing; but, so long as one has to talk of those who are considered today untouchables, it is surely better to use an unoffending name than an offending one. I give you an illustration from life. In South Africa, Indians were not called Indians but coolies. I was called not an Indian lawyer but a coolie lawyer. To the Whites, the words coolie and Indian were synonymous.  I protested against the word coolie, just as this untouchable brother protested against the word untouchable, and I suggested that the word Indians should be used to designate the inhabitants of India. So long as men were known by their countries, some name was necessary to signify the inhabitants of India ‘Indians’ was an unoffending desig- nation. Precisely in the same manner the word ‘Harijan’ is used.
 Lastly, let me in all humility tell you that I have not come to help those who feel their strength. I know that no word of offence which you use against the savarna Hindus will be too strong. I know also that, if your resentment expresses itself in acts, savarna Hindus will deserve those acts. But I know infinitely more than you do what Harijans are, where they live, what their number is and to what con- dition they have been reduced. You can speak of this place, possibly of the whole of Cochin, possibly of Cochin and Travancore, still more possibly of Malabar. But I claim to be able to speak of Harijans from the North to the South, the East and the West of India, and I know their abject position. My only business is, if it is at all possible, to lift those who are in the mire. I want to do it because I want to lift myself. With their abjectness I feel myself also abject. I know that, if Hindus were freed from the coil of untouchability, you would find that all the corroding distinctions, not between Hindus and Hindus only, but also between Hindus and non-Hindus, will disappear as if by a magic touch. I have delivered during the brief period at my disposal the whole of my message. The choice is entirely yours. You may accept
 this reparation or it is perfectly open to you to reject it.
 If you still fail to understand me, I can only pray in the lines of a celebrated English hymn:
 We shall know each other better When the mists have rolled away. Harijan, 2-2-1934
 "
4,"January 18, 1934",SPEECH AT THURAVURlibtech_4_footnote,"
  
 January 18, 1934
 In the course of his reply, he asked the audience if they knew anything about the story of the purse presented to him then. The real collection, he said, was Rs. 420, out of which a sum of Rs. 195 was reported to him to be expenses for the reception. The purse was only the balance of the collection. That meant that nearly 50 per cent of the collection was devoted to expenses in feeding him and entertaining him otherwise. Neither they nor he could justify those expenses. The Reception Committee should have spent the amount they collected as a miser. They should render to him an account of their expenses. Till recently, he was not able to go through the accounts of each of the districts on account of great pressure of work he was in. But immediately he got the time, he began to enquire. He had received a rough account of the expenses of this place. They collected Rs. 420 and spent Rs. 159 out  of it for his reception. At this rate, he would have to tour with his food in his pocket as had been his wont some time ago. The cost of that pandal came up to Rs. 80. Of course, a portion of that amount could be realized by the sale proceeds of the pandal after the function was over. The pandal was an avoidable item. There was no justification whatever to spend a single pie from the Harijan purse for the pandal and other reception luxuries. Another item was Rs. 25 spent for volunteers. Another item was Rs. 20 spent on printing. The last two items of expenditure were Rs. 35 for conveyance and Rs. 35 for miscellaneous. The last item was the last straw to break the camel’s back. It may be that all these amounts were spent legitimately. He meant no reflection at all on the integrity of the workers, but it reflected indeed on the want of forethought or want of consideration for the cause on their part. They had not thought of the religious nature of the programme, they had not thought of the reparation to be made to the Harijans. Reparation meant reparation and nothing else. The savarna Hindus should consider themselves as the debtors of the Harijans; those who did not feel as debtors should be deemed to be not in sympathy with the cause. He did not wish to receive anything from those who had no sympathy for this cause.
 The Hindu, 21-1-1934
 
 
  "
5,"January 18, 1934","SPEECH AT PUBLIC MEETING, ERNAKULAM","
  
 January 18, 1934 Mahatmaji, replying to the addresslibtech_5_footnotelibtech_6_footnote, said that he saw the destruction of Hindu religion and Hindu dharma in the custom of untouchability. The Hindus brought into
 being the untouchable Harijans and later proclaimed they were created by God. The Shastras did not sanction caste or untouchability which was the root cause of all the evils the country was subject to. He did not want to fight with the Christians or Muslims for greater rights for the Hindus. It was a movement of self-purification for the Hindus. Cochin could be converted to a punyakshetra. They had the seashore on one side and the rishis had proclaimed such tracts to be holy. Suryanarayan was shedding his radiance from above, and that was the best time for them to take a vow that they would consider no one inferior to them. He felt deeply grieved that in such States like Cochin and Travancore ruled by far-seeing, enlightened and benevolent Hindu rulers, whose ideals and simplicity of life were remarkable, untouchability should have found a place. It was not the duty of rulers alone to get rid of the evil. As long as they had in their hearts the thought of untouchability, the rulers were helpless. He did not care very much for their addresses and presents. What was required was their wholehearted co-operation in the removal of the curse of untouchability.
 The Hindu, 20-1-1934
 "
6,"January 18, 1934","SPEECH AT PUBLIC
MEETING, ALLEPPEYlibtech_7_footnote","
  
 January 18, 1934
 In the course of his reply, Gandhiji thanked the temple authorities for placing the temple premises at the disposal of the Reception Committee and he was thankful that the temple premises being in the possession of the Thiyyas or the Ezhavas of the locality, there was no trouble on that score. Then about the preference of a reply in English, Gandhiji opined that the Alleppey public was not singular in the choice of that language. He added:
You want to examine me and know how well or ill I speak in
English. I do not pretend to be a scholar of the English language. In
 
 spite of my great love for the English tongue and English people, I have failed to master that language up to now. I commit mistakes in spelling the English words and my English idioms have often been inaccurate, the English words I use are not always appropriate. How can I do otherwise? I learnt the English language not to become a scholar but to convey my thoughts. I consider myself to be a practical man and use the English language as occasion arises to serve my pur- pose. If I speak in Hindustani, the audience will appreciate  my speeches more. Anyhow, often I yield to the wishes of the English-educated people since I want them to work for me. If I were to take a referendum to know the mind of the audience, I know they would record a thumping majority for the Hindi language. Hundreds of words are common to Malayalam and Hindi. I follow my Malay- alam translators rather closely and correct them, if they committed mistakes. Even today, I had to do this correction business more than twice, because the translator did not get at the spirit of my speeches. One point I have to bring home to you, i.e., please pick up at least an elementary knowledge of the Hindi language so that you may be enabled to get into the hearts of the twenty crores of your brethren in India. Maybe, it is not a substitute for either English or Malayalam. Malayalam is your mother tongue. It is a sin not to know it and not to know it well. Only, if you have an all-India heart or an all-India will, Hindi could be learnt. English helps us to become internationalists for that is the language of the international commerce of the day. Each is good in its own place and will serve its purpose accordingly. May I illustrate this point ? Malayalam in the Punjab is useless, so is English for a Punjabi farmer. But if you speak to the Punjabi in Hindi, e.g., Salamalikum’, he will smile at you and he will say, ‘I know him’.libtech_8_footnote
 Instead of dealing with the several addresses presented here, I deal with the addresses or letters not presented here but showered on me from outside this audience. I hold two letters in my hand. One is a printed letter written from Shertalai, the other, a typewritten one, from Alleppey. Now this is how the printed letter starts: “We beg to state that your present attempt to strengthen the Hindu religion by re- moving the evil of untouchability will end in utter failure.” Then follows the advice after this introduction. The second letter has this: “You are well aware of the fact that the greatest obstacle in the way of the creation of a united Indian nation is religion.” I am not a stranger
 
 to this kind of advice. I had had letters from Travancore and Cochin even when I was in Poona, ailing. They were all nicely and courte- ously worded, but strong in their emphasis on their belief that religion was the greatest obstacle in the way of the country’s progress. Ever since I have set foot on the Cochin-Travancore soil, I have been flooded with communications of this sort. I cannot possibly disregard all these letters. I know that for this belief, which is evidently growing upon some young men in Cochin and Travancore, the  savarna  Hindus are primarily responsible. They have dignified irreligion in the name of religion. They have defended sin as if it was virtue with divine sanction. These young men have felt, in their impatience, that, if religion is as savarna Hindus describe it to be and practise  it, religion is an evil. Having become impatient and angered, they have not stopped to think out the question and have condemned religion wholesale. If I have real religion in me, I have got to be patient and gentle to these brethren of mine. I have reasoned with them by corres- pondence, and reasoned with them today at Palluruthy.libtech_9_footnote
 I must tell these friends that my present attempt has nothing to do with the strengthening of Hinduism. I ask you to take me at my word when I say that I am wholly indifferent whether Hindu religion is strengthened or weakened or perishes; that is to say, I have so much faith in the correctness of the position I have taken up that, if my taking up that position results in weakening Hinduism, I cannot help it and I must not care. I tell you what I want to do with Hindu religion. I want to purify it of the sin of untouchability. I want to exorcize the devil of untouchability which has today distorted and disfigured Hinduism out of all recognition. I know that, if this evil can be re- moved root and branch, those very friends who say religion is the greatest obstacle to the progress of India will immediately change their minds. But if it is any consolation to these friends, I tell them that, if I came to the conclusion that Hinduism sanctioned untouch- ability, I should denounce it. But even then I would not go so far with them as to say that religion itself is useless and that God is not God but devil. For me the result will be that I shall lose faith in Hindus and Hinduism, but my faith in God will be strengthened. And I want to tell you why it will be strengthened. Faith is not a delicate flower which would wither under the slightest stormy weather. Faith is like the Himalaya mountains which cannot possibly change. No storm can possibly remove the Himalaya mountains from their foundations. I am daily praying for strength from God to be able to say to God,
 
 when Hindus disappoint me, ‘Although Thy own creation has dis- appointed me, I still cling to Thee as a babe clings to the mother’s breast.’ And I want every one of you to cultivate that faith in God and religion. It is my conviction that all the great faiths of the world are true, are God-ordained and that they serve the purpose of God and of those who have been brought up in those surroundings and those faiths. I do not believe that the time will ever come when we shall be able to say there is only one religion in the world. In a sense, even today there is one fundamental religion in the world. But there is no such thing as a straight line in Nature. Religion is one tree with many branches. As branches you may say religions are many; as tree  Religion is one.
 What is at the bottom of this movement for purification in Hinduism? It is not designed as a movement hostile to any religion. It is designed to bring all faiths nearer together. Do you  for  one  moment suppose that, if savarna Hindus make reparation in the terms that I have suggested and if they forget the distinctions of high and low, they will forget those distinctions only in regard to Harijans and not in regard to others? Today this poison of untouchability has overtaken the whole of Indian society. Harijans are not the only untouchables. They are on the extreme fringe. But all Hindus are untouchables to themselves, and all Hindus to non-Hindus. Non- Hindus have noted this fact; and I suggest to you that our differences and quarrels today have their main root in this canker of untouch- ability. I ask you to believe me implicity when I say that, if untouch- ability is removed, it must result in bringing all Indians together and, if I may say in all humility, all humanity nearer. It is not a small movement, but a big movement fraught with great conse-quences. Can you imagine that, if it were otherwise, as a wise man, which I consider myself to be, I would ceaselessly wander from place to place in the evening of my life to deliver a message which has the consequence of strengthening Hindus for fighting against Mussal-mans, Christians, Jews and Parsis, among whom I have friends as dear as blood-bro- thers? I have that implicit faith in my mission that, if it succeeds—as it will succeed, it is bound to succeed—history will record it as a movement designed to knit all people in the world to-gether, not as hostile to one another but as parts of one whole.
 I think I have given sufficient answer to those who have sent me these letters.
 Harijan, 26-1-1934, and The Hindu, 21-1-1934
  "
7,,KAUMUDI’S RENUNCIATION,"
  
 It has been my privilege to witness many touching and soulstirring scenes during a busy life packed with a variety of rich experiences. But at the moment of writing this, I cannot recall a scene more touching than that of the Harijan cause. I had just finished my speech at Badagara. In it I had made a reasoned appeal to the women present for jewellery. I had finished speaking and was selling the presents received when gently walked up to the platform Kaumudi, a girl 16 years old. She took out one bangle and asked me if I would give my autograph. I was preparing to give it, when off came the other bangle. She had only one on each hand. I said, “You need not give me both, I shall give you the autograph for one bangle only.” She replied by taking off her golden necklace. This was no easy performance. It had to be disengaged from her long plait of hair. But the Malabar girl that she is, she had no false modesty about per- forming the whole process before a wondering public  counting several thousands of men and women. “But have you the permission of your parents ?” I asked. There was no answer. She had not yet completed her renunciation. Her hands automatically went to her ears and out came her jewelled ear-rings amid the ringing cheers of the public, whose expression of joy was no longer to be suppressed. I asked her again whether she had her parents’ consent to the sacrifice. Before I could extract any answer from the shy girl, someone told me that her father was present at the meeting, that he was himself helping me by bidding for the addresses I was auctioning and that he was as generous as his daughter in giving to worthy causes. I reminded Kau- mudi that she was not to have the ornaments replaced. She resolutely assented to the condition. As I handed her the autograph, I could not help prefacing it with the remark,“Your renunciation is a truer orna- ment than the jewellery you have discarded.” May her renunciation prove to have been an earnest of her being a true Harijan sevika.
 Harijan, 19-1-1934
 
 
 
 
 CHI. PRABHAVATI,"
8,"January 19, 1934",LETTER TO PRABHAVATI,"
  
 
 January 19, 1934"
9,"January 	19, 1934","SPEECH AT PUBLIC
MEETING, KOTTAYAMlibtech_10_footnote","
  	You do not receive my letters at all. What does that mean? I wrote 	three letters to you which you have not acknowledged. I have written 	to Jayaprakash also. I shall now be going there in a short time. We 	shall meet then. I am well.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G.N. 3441       January 	19, 1934 Gandhiji, in the 	course of his reply, said that the organizers should produce a certificate from the 	Harijans before he could believe whatever they had stated in the  address. 	The address attempted to show that the Harijans were perfectly all 	right. But the case of Harijans was not really so. He warned the 	savarnas against 	entertaining any false belief. Things were not as rosy as had been 	depicted. He had received bitter complaints from the Ezhavas and 	Thiyyas. Some of them wanted to destroy God from their and others’ 	religion. He did not blame them for entertaining such a misconcep- 	tion. Gandhiji emphasized the need for the economic uplift of the 	Harijans and pointed out that temple-entry would not solve their 	problems. Economic uplift alone would make the Harijans conscious of 	their degraded position. He expressed his belief that the address 	was not a true expression of the feeling of the public that had 	assembled.  Continuing, 	Gandhiji said that the campaigning against untouchability was not an 	easy job. Its virus had upset the whole society. He had received 	piteous wails from Christian Harijans. If Christians had grades of 	untouchability, even for that sin savarnas 	were responsible. 	There was no use in reminding him that there was in Kottayam a 	church, a mosque, and a temple existing side by side. They existed 	in many other parts of India and even outside India. He made an 	earnest plea for the removal of untouchability from “this land of 	Dharma Rajya”. He had heard with considerable strain that there 	was a Christian party and a Nayar party in the State that    
 did not work for the common end. People had been repeatedly dinning into his ears that there were mutual jealousies and rivalries in their midst. The Maharaja and the officials would be unable to remove those evils. The people themselves had to remove them root and branch. If untouchability was removed from the heart, all other ills would also be removed. He would not go away satisfied if the opening of the roads and temples were not a token of the heart-unity among them.
 Gandhiji said that he had received from Travancore the most hair-splitting letters on untouchability. It was not a matter for surprise that religious faiths of the Ezhavas were being rudely shaken. He did not want them to surrender reason and import interpretation. A reproduction of the Vedic life of old on the part of the savarnas was necessary before they could impart religion to others. He asked them to pray to God to give them the strength to confess their guilt, purify their heart and discharge the duty they owed to the Harijans.
 The Hindu, 21-1-1934
 "
10,"January 20, 1934",LETTER TO SHANTIKUMAR MORARJEE,"
  
 January 20, 1934
 CHI. SHANTIKUMAR,
 I got your letter. You must have left the hospital now and are probably able to walk about. I have come to such a distant place that letters take four days to reach me.
 I have heard about Dr. Mulgaonkar, but I don’t  know  him much personally. Please give him my compliments for wearing khadi. Ask Gokibehn to write to me.
 Blessings from
 BAPU
 From a photostat of the Gujarati: C.W. 4722. Courtesy: Shantikumar Morarjee
 
 "
