footnote_no,footnote
libtech_1_footnote,"1In his reply, 	G.E. Chatfield wrote the 	same day 	: “I am afraid I 	cannot accept 	the principle 	of recovering 	the amount from the 	mill-hands by 	individual and  collective 	contributions or agree 	that it 	is unreasonable to 	levy a 	fine from them 	without consulting them 	first. I quite 	understand your point of 	view and 	I am sure you 	will understand mine and 	how they must inevitably 	differ.” The Collector 	agreed that the 	timing of 	the levy was awkward, 	but believed 	that delay 	involved even more 	danger, observed that he 	was making arrangements to avoid disturbances and appealed   to Gandhiji to use his influence with the mill-hands to keep the peace."
libtech_2_footnote,2Gandhiji followed 	this up with a telegram on October 2; the prohibitory order was 	withdrawn on October 15.
libtech_3_footnote,"1The exact date of 	this letter is not known. It is, however, likely that it was written 	some time towards the end of September 1919."
libtech_4_footnote,2The reference is to 	the weeklies Navajivan 	and Young 	India. Though the
libtech_5_footnote,"3Vide “Exact 	from Letter to Abdul Bari”, 27-8-1919."
libtech_6_footnote,"1The period has been 	inferred from the reference to Navajivan, 	the  first 	issue  of 	which appeared 	in September 	1919 under the editorship 	of Gandhiji, 	who wrote 	widely on 	  the subject 	of handloom 	and spinning-wheel 	during the year  1919;  vide"
libtech_7_footnote,"1In the “Letter to 	N.P. Cowie”, 4-10-1919, Gandhiji refers to this telegram as sent 	on Wednesday, i.e., October 1."
libtech_8_footnote,"1Gandhiji presided over a public meeting held at the Excelsior Theatre to celebrate the 73rd birthday of Annie Besant. The report was reproduced in New India, 4-10-1919."
libtech_9_footnote,1Vide the 	preceding item.
libtech_10_footnote,"1A meeting to felicitate Gandhiji on his 51st birthday was organized by the Bhagini Samaj, at which a purse was presented to him."
libtech_11_footnote,"1Vide “Letter to P. S. to Viceroy”, 30-9-1919."
libtech_12_footnote,"2Maffey telegraphed back on October 3: “Orders to which you refer will be withdrawn on October fifteenth. Lord Hunter had not left London on October first but hoped to sail yesterday.” Notice withdrawing the order was received by Gandhiji on October 16; vide “Letter to the Press”, 17-10-1919."
libtech_13_footnote,"3A similar telegram was sent to C.F. Andrews at the Tribune Office, Lahore."
libtech_14_footnote,"1The Bhagini Samaj had collected a sum of Rs. 23,000 for the Golden Jubilee Fund  in  connection  with  Gandhiji’s   51st   birthday.   The   purse   was   presented to him on October 2. For a brief account of Gandhi’s speech on the occasion, vide “Speech att Felicitation meeting, Bombay”, 2-10-1919"
libtech_15_footnote,2Ibid
libtech_16_footnote,"1From the contents; vide “Petition to Natal Legislative Assembly”, Before 5-5-1895. Gandhiji left Bombay for Ahmedabad on this day."
libtech_17_footnote,1The Bombay District 	Police Act IV of 1890 as amended by Act III of 1915.
libtech_18_footnote,2Swadeshi
libtech_19_footnote,"1The reply stated: “ 	. . . if Miss Faering will apply in the usual way to Government for 	permission to travel to Bombay, there will be no difficulty in 	granting it.” Gandhiji acknowledged this letter on October 22; 	vide “Letter 	to P. S. to Governor, Madras”, 22-10-1919."
libtech_20_footnote,"1The date is 	mentioned in the official acknowledgment, dated October 6, addressed 	to Gandhiji from the Madras Governor’s camp."
libtech_21_footnote,"1Vide “Notes”, 	5-10-1919."
libtech_22_footnote,"2In her letters 	dated September 15 and 21, Esther Faering had expressed her longing 	to go to the Sabarmati Ashram early. On September 28, she had 	written of her impatience and asked Gandhiji to allow her to go to 	Bombay and intercede with the Governor."
libtech_23_footnote,"1The first issue of Young India, as a weekly, was published from Ahmedabad on October 8; the Wednesday before it was October 5."
libtech_24_footnote,"1Vide “Letter to Patrick Geddes”, 12-4-1918"
libtech_25_footnote,2This is not available.
libtech_26_footnote,"1Public worker, Panch Mahals district, Gujarat"
libtech_27_footnote,1New life
libtech_28_footnote,"2Member, Transvaal Legislative Council; vide “Interview to the Star”, 6-1-1908."
libtech_29_footnote,1This telegram is not available.
libtech_30_footnote,2“And Truth”
libtech_31_footnote,"2The prize of Rs. 5,000 was offered to anyone inventing a portable spinning- wheel of indigenous components, as far as possible, which could take on ten spindles at a time. The model was to reach the Satyagraha Ashram before January 1, 1920."
libtech_32_footnote,"1Vide “Letter to Chhotalal Tejpal”, 17-9-1919."
libtech_33_footnote,"1Director of 	Agriculture, Bombay Presidency"
libtech_34_footnote,"2Vide footnote 	1 to “Letter to P. S. to Governor, Bombay”, 25-8-1919."
libtech_35_footnote,"1From the contents. 	The first issue of Young 	India as a weekly was 	published from Ahmedabad on October 8, 1919 with Gandhiji as editor."
libtech_36_footnote,1The husband and the wife were obliged to share one single garment between them. The story is told in the Mahabharata.
libtech_37_footnote,"2Gandhiji had this experience in a village near Bhitiharwa; vide An Autobiography, Part V, Ch. XVIII."
libtech_38_footnote,"1Since the Ali Brothers, in detention at Rampur, had themselves not applied for parole, the Home Department considered no action was called for and no reply by Viceroy’s Private Secretary to Gandhiji’s telegram was necessary."
libtech_39_footnote,1Vide the 	following item.
libtech_40_footnote,2Vide the preceding item.
libtech_41_footnote,"1A statement released by the organizers of the Khilafat Day on the same day said: “Mahatma Gandhi advised that it is absolutely incumbent upon the Hindus to signify their sympathy with their Mohammedan brethren by joining with them in observing the 17th of October as a day of prayer and protest by closing their shops and suspending their business.” According to the Bombay Secret Abstracts, 1919, 30,000 copies of the above text, issued as a manifesto, were prepared in the form of a handbill by the Satyagraha Sabha, but the period of fasting mentioned in it was 12 hours."
libtech_42_footnote,"1This was issued as “A Circular Letter of Instructions guiding public demonstration of 17th October”, and was sent to the following persons: Rajagopalachari; Kasturi Ranga Ayengar; Natesan; Dr. Rajan, Trichinopoly; Joseph, Barrister, Madura; Harilal Gandhi, Calcutta; Satyanand Bose, Calcutta; Swami Shraddhanand; Pandit Motilal Nehru; Professor J.B. Kripalani, Allahabad; Rajendra Prasad; Brijkishore Babu; Jamshedji Mehta, Karachi; Durgadas Adwani, Karachi; Dr. Choithram Gidwani, Hyderabad (Sind); Krishnalal A. Desai, Delhi; Pandit Sundarlal, Allahabad; Jawaharlal Nehru, Barrister, Allahabad; Pandit Kunzru, Agra; Pandit B.D. Shukla, Jabalpur; C.F. Andrews, Lahore; V.A. Sundaram, Triplicane; Devdas Gandhi;"
libtech_43_footnote,"1Vide “Letter 	to the Press” and “Circular Letter”, 10-10-1919."
libtech_44_footnote,1Vaishnava teacher (1473-1531); principally responsible for spreading the
libtech_45_footnote,2Gandhiji spoke at a 	farewell function in honour of Prof. Anandshankar Dhruva who was 	leaving the College on his appointment as Vice-Chancellor of Banaras 	Hindu University.
libtech_46_footnote,"1Vide “Notes”, 5-10-1919."
libtech_47_footnote,"1He was editor of the Hindustan Review, a monthly magazine of Patna."
libtech_48_footnote,"1He was editor of the Hindustan Review, a monthly magazine of Patna."
libtech_49_footnote,1Andrews proposed to 	visit East Africa to study the situation there. He replied from 	Gujranwala on October 17 : “Delighted come both immediately 	starting South Africa. Have wired Jehangir Petit.”
libtech_50_footnote,1Madan Mohan Malaviya
libtech_51_footnote,1The petition was 	reproduced in the same issue of Young 	India.
libtech_52_footnote,2This was published 	in several leading newspapers.
libtech_53_footnote,"1The removal of restriction on Gandhiji was, in fact,  being  seriously considered as early as September. A confidential telegram (No. 1917, Home Department) of the Government of India, dated September 8, observed: “Conditions are now comparatively normal and there seems no immediate intention on his part of advocating civil disobedience. In view of His Excellency’s opening speech in the Imperial Legislative Council, the Government of India think that a suitable opportunity now presents itself to relax the existing orders and that there is not sufficient ground for maintaining the restrictions on him and they propose that, when Lord Hunter lands in India, all restrictions should be relaxed.”"
libtech_54_footnote,1From the contents
libtech_55_footnote,"2This reflected the official reading of the situation. The Bombay Government wrote on September 12, in a confidential note to the Chief Secretary, Madras Government: “His Excellency-in-Council considers that Gandhi’s satyagraha movement may, for the present, be regarded as extinct. Even in Gujarat, which is Gandhi’s headquarters and where the movement originated, the local organization have fallen to pieces. It is doubtful whether Gandhi, even if he so desired, could revive the movement with anything like its former vigour. Gandhi’s own declared attitude is that the movement is, so far as civil disobedience is concerned, suspended sine die..”"
libtech_56_footnote,1This was later postponed to suit Tagore’s convenience.
libtech_57_footnote,"1Vide “Letter to J.l. Merriman”, 22-11-1917."
libtech_58_footnote,"2Vide“Father 	of theWorld [—IV]”,2-11-1919 and “Notes”, 2-11-1919"
libtech_59_footnote,"1The letter appears 	to have been written from Ahmedabad. The exact date is not known. It 	is, however, likely that this and the following item were written 	some time before October 22, 1919, after which Gandhiji was away in 	the Punjab for the rest of the year."
libtech_60_footnote,"2Assistant Secretary, Imperial Citizenship Association"
libtech_61_footnote,"1Vide “The 	Indemnity Bill”, 20-9-1919."
libtech_62_footnote,2These are not 	available.
libtech_63_footnote,"3Vide “Letter 	to thePress”, 17-10-1919"
libtech_64_footnote,1This appeared among the “Notes”.
libtech_65_footnote,3This was dated October 18. Enclosed with it was Aswat’s cable from South Africa seeking Gandhiji’s advice.
libtech_66_footnote,"2This was reproduced in the same issue, and read as follows: “Separate but concurring judgments were delivered by the Chief Justice and Justices Heaton and Kajiji of the Bombay High Court in the case of the satyagrahi lawyers of Ahmedabad on 15th October, 1919. In summing up, the Chief Justice in his judgment said: ‘I wish to make it perfectly clear that, apart from any other considerations, those who are enrolled as advocates or pleaders of this High Court or of the District Courts cannot serve two masters. It may be that after due consideration of this expression of our opinion, the respondents may see the force of it. We have no desire to deal harshly with them and for the present we shall content ourselves with giving them the warning. We do so because we are told that the Satyagraha Sabha since the riots of April has been quiescent. Whether we shall take any further action depends entirely on the development, if any, of the satyagraha movement, so that these notices will be adjourned with leave to the Advocate-General and the respondents to move for their restoration to the Board should occasion arise.’ ”"
