chapter_no,date,title,content
1,"November 	7, 1946","TALK TO RELIEF
WORKERSlibtech_1_footnote","
       CHANDPUR,  November 	7, 1946  GANDHIJI: What goes 	against my grain is that a single individual can be converted or a 	single woman can be kidnapped or raped. So long as we feel we can be 	subjected to these indignities, we shall continue to be so 	subjected. If we say we cannot do without police or military 	protection, we really confess defeat even before the battle has 	begun. No police or military in the world can protect people who are 	cowards. Today you say thousands of people are terrorizing a mere 	handful, so what can the latter do? But even a few individuals are 	enough to terrorize the whole mass, if the latter feel helpless. 	Your trouble is not numerical inferiority but the feeling of 	helplessness that has seized you and the habit of depending on 	others. The remedy lies with you. That is why I am opposed to the 	idea of your evacuating East Bengal en masse . It is no cure 	for impotence or helplessness.  A 	WORKER: East Bengal is 	opposed to such a move.  G. They should not leave. 	20,000 able-bodied men prepared to die like brave men non-violently 	might today be regarded as a fairy tale, but it would be no fairy 	tale for every able-bodied man in a population of 20,000 to die like 	stalwart soldiers in open fight. They will go down in history like 	the immortal three hundred of Leonidas who made Thermopylae :  Stranger! 	Tell Sparta, here her sons are laid, Such was her law and we that 	law obeyed. I 	will proclaim from the housetops that it is the only condi- tion  	under which you can live in East Bengal. You have asked for Hindu 	officers, Hindu police and Hindu military in the place of Muslim. It 	is  a false cry. You forget that Hindu offi- cers, Hindu police and 	Hindu military have in the past done all these things—looting, 	arson, abduction, rape. I come from Kathiawar—the land of petty 	principa- lities. I  cannot describe to  you to  what depths of 	depravity human      
 nature can go. No woman’s honour is safe in some principalities and the chief is no hooligan but a duly annointed one.
 W. These are cases of individual depravity. Here we have got this on a mass
  scale.   G. 	But the individual there is not alone. He is backed by the 
 machinery 	of his little State.  W. 	 He is condemned even by 	his compeers. Here such acts are not condemned  by 	the Muslims. G. 	I have heard nothing but condemnation of these acts from  	Shaheed Suhrawardy downwards since I have come here. Words of 	condemnation may tickle your ears, but they are no consolation to 	the unfortunate women whose houses have been laid desolate or who 	have been abducted, forcibly converted and forcibly married.  	What a shame for Hindus, what a disgrace for Islam! No, I am not 	going to leave you in peace. Presently you will say to your- self, 	‘When will this man leave us and go?’ But this man will not go. 	He did not come on your invitation and he will go only on his own, 	but with your blessings, when his mission in East Bengal is 	fulfilled.  A 	WORKER: It is a part of 	their plan for Pakistan.  G. It is midsummer 	madness and they have realized it. They will soon sicken of it. They 	have already begun to.  W. 	Why do not they come here 	then and set this right?  G. That stage will come. 	Sickness only marks the crisis. Convalescence must precede cure. You 	see I am a nature-curist.  A 	WORKER: But here we are a 	mere drop in the ocean.  Gandhiji 	replied that even if 	there was one Hindu in 	East Bengal, 	he wanted 	him to 	have the courage 	to go and 	live in the 	midst of 	the Mussalmans 	and die if 	he must 	like a hero. 	He should 	refuse to live 	as a serf 	and a slave. 	He might 	not have 	the non-violent strength 	to die 	without fighting. But 	he could 	command their admiration  	if he had the courage not to submit to wrong and died fighting like a man.  	There is not a man, however cruel and hard-hearted, but would give 	his admiration to a brave man. A goonda is not the vile man 	he is imagined to be. He is not without his noble traits.  W. 	A goonda 	does not understand 	reason.  G. But he understands 	bravery. If he finds that you are braver than he, he will respect 	you. You will note that for the purposes of our present discussion I 	have not asked you to discard the use of arms. I 
 can’t provide you with arms. It is not for me to provide arms to the Chittagong Armoury  Raidlibtech_2_footnotemen.  The  most  tragic  thing  about  the Armoury Raid people is that they could not even multiply themselves. Their bravery was lop-sided. It did not infect others.
 A WORKER: No wonder it could not. They were condemned.
G. By whom? I may have—that is a different thing.
 W. The people did so. I am myself an Armoury Raid man.
 G. They did not. You are no  Armoury  Raid  man  or,  you should not have been here to tell these things. That so many of them should have remained living witnesses of the things  that  have happened is in my eyes a tragedy of the first order. If they had shown the same fearlessness and courage to face death in the present crisis as they did when they made that raid, they would have gone down in history as heroes. As it is, they have only inscribed a small footnote in the page of history. You will see I am not, as I have already said, asking you just now to unlearn the use of arms or to follow my type of heroism. I have not made it good even in my own case. I have come here to test it in East Bengal. I want you to take up the conventional type of heroism. You should be able to infect others— both men and women—with courage and fearlessness to face death when the alternative is dishonour and humiliation. Then the Hindus can stay in East Bengal, not otherwise. After all, the Mussalmans are blood of our blood and bone of our bone.
 W. Here the proportion of Mussalmans and Hindus is 6 to 1. How can you expect us to stand against such heavy odds?
 G. When India was brought under British subjection, there were 70,000 European soldiers against 33 crores of Indians.
 W. We have no arms. The Government backs them with its bayonets.
 G. The odds were much heavier against the Indians in South Africa. The Indian community there was a mere hand- ful in the midst of an overwhelming majority of Europeans and Negroes. The Europeans had arms. We had none. So we forged the weapon of satyagraha. Today the Indian is respected by the White man in South Africa, not so the Zulu with all his fine physique.
 A WORKER: So we are to fight with arms anyhow?
G. Not anyhow. Even violence has its code of ethics. For
 
 instance, to butcher helpless old men, women and children is not bravery but rank cowardice. Chivalry requires that they should be protected even at the cost of one’s life. The history of early Islam is replete with such instances of chivalry and Islam is all the stronger for them.
 W. Would you permit the Hindus to take the offensive?
 G. The people of Bihar did and brought disgrace upon thems- elves and India. They have set the clock of India’s independence back. I have a right to speak about Bihar. In a sense I feel closer to Bihar than to Bengal as fortune enabled me to give a striking demonstration of the non-violence technique in Champaran.libtech_3_footnoteI  have heard it said that the retaliation in Bihar has ‘cooled’ the Muslims down. They mean it has cowed them down for the time being. They forget that two can play at a game. Bihar has forged a link in the chain of our slavery. If the Bihar performance is repeated or if the Bihar mentality does not mend, you may note down my words in your diary: Before long India will pass under the yoke of the Big Three with one of them probably as the mandatory power. The Independence of India is today at stake in Bengal and Bihar. The British Government entrusted the Congress with power not because they are in love with the Congress but because they had faith that the Congress would use it wisely and well, not abuse it. Today Pandit Jawaharlal Nehru finds the ground slipping from under his feet. But he won’t let that happen. That is why he is in Bihar. He has said he is going to stay there as long as it may be necessary.
 Biharis have behaved as cowards. Use your arms well, if you must. Do not ill-use them. Bihar has not used its arms well. If the Biharis wanted to retaliate, they could have gone to Noakhali and died to a man. But for a thousand Hindus to fall upon a handful of Mussalmans—men, women and children —living in their midst is no retaliation but just brutality. It is the privilege of arms to protect the weak and helpless. The best succour that Bihar could have given to the Hindus of East Bengal would have been to guarantee with their own lives the absolute safety of the Muslim population  living  in  their midst.
 Their example would have told. And I have faith that they will still do so with due repentance when the present madness has passed away. Anyway that is the price I have put upon my life if they want me to live. Here ends the first lesson.
 Harijan, 1-12-1946
 
  "
2,"November 7, 1946","DISCUSSION WITH MUSLIM
LEAGUE LEADERSlibtech_4_footnote","
  
 CHANDPUR,
 November 7, 1946 One of them remarked that no disturbances had taken place in Chandpur sub- division. The rush of refugees to Chandpur was due to panic caused by false Press
 propaganda. The number of Hindus killed by the Muslims was only 15 while double that number of Muslims had died as a result of firing by the military who were mostly Hindus.
 Another member of the deputation who was an M. L. A. was even more bitter about the fact that the Hindus were still evacuating and their rehabilitation was being ‘obstructed’ by the Hindu workers who encouraged them to migrate in order to discredit the Muslim League Government and paralyse the administration.
 Shamsuddin Saheb who was present at the meeting along with Nasrullah Saheblibtech_5_footnoteand Abdul Rashid Saheb interposed that it was no use isolating Chandpur sub- division and ignoring what had taken place elsewhere in the  district.  Equally irrelevant to their present argument was their reference to the military firing.
 When they had finished, Gandhiji replying remarked that if what they had said was to be taken at its face value, then it amounted to this: that the Muslims had committed no excesses. The mischief had all been provok ed by the excesses of the police and the military who were harassing the Mussalmans and it  was  they, therefore, who together with the panic-monger ing Hindus were the real culprits. That was too big a pill for anybody to swallow. Why had it become necessary to call the military, if no disturbances had taken place? A deputation of 20 to 25 Hindus had a meeting with him in the morning.libtech_6_footnoteThey had told him awful tales of what had happened in Tippera and Noakhali. Similar tales had been pouring into his ears ever since he had set foot in Bengal. Even Muslim Leaguers had admitted that terrible things had been done. They disputed the figures which they feared were exaggerated. He was not concerned with numbers. Even if there was a single case of abduction, forcible conversion or forcible marriage, it was enough to make every godfearing man or woman hang down his or her head in shame.
 He was not going to keep anything secret, Gandhiji proceeded. He would place all the information which he might receive before the Ministers. He had come to
 
 promote mutual goodwill and confidence. In that he wanted their help. He did not want peace to be established with the help of the police and the military. An imposed peace was no peace. He did not wish to encourage people to flee from their homes in East Bengal either. If the mass flight of the refugees had been deliberately planned to discredit the Muslim League Ministry, it would recoil on the heads of those who had done so. To him it seemed hardly credible. He suggested that the right course would be  to make a clean breast of the matter.
It is far better to magnify your own mistake and proclaim it to
 the whole world than leave it to the world to point the accusing finger at you. God never spares the evil-doer.
 The gentleman who had spoken first thereupon admitted that he had heard of some cases of arson and looting but the looting had taken place after the occupants had fled. The deserted houses offered too strong a temptation to the hooligans.
GANDHIJI: But why should people flee from their homes?  People
 do not do so normally. Everybody knows that an unoccupied and unprotected house is bound to be looted by someone or the other. Would anyone risk the loss of all he owns just to discredit the League?
 Still another member of the deputation remarked that only one per cent of the people had indulged in acts of hooliganism. The rest of the 99 per cent were really good people and in no way responsible for the happenings.
 That was not a correct way of looking at it, Gandhiji replied. If 99 per cent were good people and had actively disapproved of what had taken place, the one per cent would have been able to do nothing and could easily have been brought to book. Good people ought actively to combat the evil, to entitle them to that name. Sitting on the fence was no good. If they did not mean it, they should say so and openly tell all the Hindus in the Muslim majority areas to quit. But that was not their position as he understood it. The Qaid-e-Azam had said that the minorities in Pakistan would get unadulterated justice. Where was that justice? Today the Hindus asked him if Noakhali was an indication of what they were to expect in Pakistan. He had studied Islam. His Muslim friends in South Africa used to say to him: “Why not recite the Kalama and forget Hinduism?” He used to say in reply that he would gladly recite the Kalama but forget Hinduism never. His respect and regard for Hazrat Mohammed was not less than theirs. But authoritarianism and compulsion was the way to corrupt religion, not to advance it.
 Shamsuddin Saheb agreeing with Gandhiji quoted a verse from the Koran to the effect that there can be no compulsion in religion. He had told the Mussalmans, he said, that if they wanted Pakistan they must mete out justice to the minority community and win its confidence. “By doing what you have done, you have killed Pakistan,” he had told them.
 G. Mr. McInerny, the District Magistrate  of Noakhali,  in  a leaflet he has issued, has said that he will assume, unless the contrary is conclusively proved, that anyone who accepted Islam after the beginning of the recent disturbances was forcibly converted and in fact remained a Hindu. If all the Muslims made that declaration, it would go a long way to settle the question. Why should there be a public show of it, if anybody genuinely felt inclined to recite the Kalama? A heart conversion needs no other witness than God.
 Mere recitation of the Kalama while one continued to indulge in acts which are contrary to elementary decency was not Islam but a travesty of it. That reminded him of the Plymouth Brotherslibtech_7_footnotewho had invited him to embrace Christianity because then he would be free to do anything he liked since Christ redeemed the sins of those who accepted him. As against that there was the conclusive verse of the New Testament: “Not everyone who says Lord, Lord, with his lips comes to me.”libtech_8_footnotelibtech_9_footnoteIt was therefore up to the leaders of the Muslims to declare that forcible repetition of a formula could not make a non-Muslim into a Muslim. It only shamed Islam.
 “All that has happened is the result of false propaganda,” argued one member of the deputation who had not hitherto spoken.
 G. Let us not make a scapegoat of false propaganda. False propaganda would fall flat if we are all right.
 Finally one of the deputationists remarked that they were all prepared to go into the interior along with the Hindu leaders to restore peace and confidence but the latter distrusted them.
 Gandhiji replied that that did not matter. He would gladly accept their offer. He
  said 	:   You and I will visit 	every village and every home in the interior 
  	and restore peace and confidence.  Harijan, 	24-11-1946                   
  "
3,"November 7, 1946",TALK TO REFUGEESlibtech_10_footnote,"
  
 LAKSHAM,
 November 7, 1946
 I have not come on a whirlwind propaganda visit. I have come to stay here with you as one of you. I have no provincialism in me. I claim to be an Indian and therefore a Bengali even as I am a Gujarati.  I have vowed to myself that I will stay on here and die here if necessary, but I will not leave Bengal till the hatchet is finally buried and even a solitary Hindu girl is not afraid to move freely about in the midst of Mussalmans.
 The greatest help you can give me is to banish fear from your hearts. And what is the talisman that can do that for you. It is the unfailing mantra of Ramanama. You may say, you do not believe in Him. You do not know that but for His will you could not draw a single breath. Call Him Ishwar, Allah, God, Ahura Mazda. His names are as innumerable as there are men. He is one without a second. He alone is great. There is none greater than He. He is timeless, formless, stainless. Such is my Rama. He alone is my Lord and Master.
 Gandhiji touchingly described to them how as a little boy he used to be usually timid and afraid of even shadows and how his nurse Rambha had taught him the secret  of Ramanama as an antidote to fear. “When in fear, take Ramanama. He will protect you,” she used to tell him. Ever since then Ramanama had been his unfailing refuge and shelter from all kinds of fear.
 He resides in the heart of the pure always. Tulsidas, that prince of devotees, whose name had become a household word among the Hindus from Kashmir to Cape Comorin as Shri Chaitanya’s and Shri Ramakrishna Paramahansa’s in Bengal, had presented the message of that name to us in his immortal Ramayana. If you walked in fear of that name, you did not need to fear any man on earth, be he a prince or a pauper.
 Why should they be afraid of the cry of “Allaho Akbar”? The Allah of Islam was the protector of innocence. What had been done in East Bengal had not the sanction of Islam as preached by its Prophet.
 Who could dare to dishonour their wives or daughters if they had faith in God?
 
 He, therefore, expected them to cease to be afraid of Mussalmans. If they believed in Ramanama, they must not think of leaving East Bengal. They must live where they were born and brought up and die there if necessary, defending their honour as brave men and women.
To run away from danger instead of facing it is to deny one’s
 faith in man and God and even one’s own self. It were better for one to drown oneself than live to declare such bankruptcy of faith.
 If you ask the military, they will tell you that God is their protector. I want you, therefore, to be able to tell Shamsuddin Saheb that you no longer need the protection of the police and the military, which may be withdrawn, but would rather put yourself under the protection of Him whose protection they all seek.libtech_11_footnote
 Gandhiji said that the military and the police could not give any protection. They could ask the soldiers (who were then standing with them) whether anybody could save them in war. Guns were unavailing before death. It was only God who could protect. The only way to save oneself was to rely on one’s fellowmen, no matter whether they were Hindus or Muslims. It was the gospel of love that he had come here   to preach.
 The Bengal Ministers and other officials were accompanying him, he added, but not to look after him. They would help him preach and convince the people to have faith in their fellowmen and neighbours and remove fear from their minds. Gandhiji felt convinced that the people would soon learn to dispense with the military and the police. The sooner they could do so, he said, the better. He would like   to hear people say so from today.
 Harijan, 24-11-1946; and The Hindu, 10-11-1946
 
 "
4,"November 	7, 1946","SPEECH AT PRAYER
MEETINGlibtech_12_footnote","
        CHAUMUHANI, 
  November 	7, 1946  Gandhiji 	told them how he 	had toured 	East Bengal 	in the 	company of 	the Ali 	Brothers during the 	Khilafat days. In 	those days the 	Muslims felt that all 	that he 	said was 	right. If 	the Ali Brothers went 	into a women’s 	meeting, they went blindfolded. He 	was allowed to go with his eyes open. Why should he blindfold himself when he went     
 to his mothers and sisters? He had no desire to go among the purdah ladies. But the Ali Brothers insisted that he must go. The women were eager to meet him and they were sure that his advice would do good to them. In South Africa he had lived in the midst of Muslim friends for twenty years. They treated him as a member of their family and told their wives and sisters that they need not observe purdah with him. He had become a barrister in England but what was a dinner barrister worth? It was South Africa and the struggle that he had launched there that had made him. It was there that he discovered satyagraha and civil disobedience.
 He had come to them in sadness. What sin had Mother India committed that her children, Hindus and Muslims, were quarrelling with each other? He had learnt that no Hindu woman was safe today in some parts of East Bengal. Ever since he had come to Bengal, he was hearing awful tales of Muslim atrocities. Shaheed Saheb, their Prime Minister, and Shamsuddin Saheb had admitted that there was some truth in the reports that one heard.
 I have not come to excite the Hindus to fight the Mussalmans. I have no enemies. I have fought the British all my life. Yet they are my friends. I have never wished them ill.
 He had heard of forcible conversions, forcible feeding of beef, abductions and forcible marriages, not to talk about murders, arson and loot. They had broken idols. The Muslims did not worship them nor did he. But why should they interfere with those who wished to worship them? These incidents are a blot on the name of Islam. He said :
 I have studied the Koran. The very word Islam means peace. The Muslim greeting ‘Salam Alaikum’ is the same for all, whether Hindus or Muslims or any other. Nowhere does Islam allow such things as had happened in Noakhali and Tippera. Shaheed Saheb and all the Ministers and League leaders who met me in Calcutta have condemned such acts unequivocally. The Muslims are in such overwhelming majority in East Bengal that I expect them to constitute themselves the guardians of the small Hindu minority. They should tell Hindu women that while they are there, no one dare cast an evil eye on them.libtech_13_footnote
 Harijan, 24-11-1946
 
 
 
  "
5,"November 7, 1946","MESSAGE TO PEOPLE
OF CHITTAGONGlibtech_14_footnote","
  
 CHAUMUHANI,
 [On or after November 7, 1946]libtech_15_footnote
 Cultivate the spirit of fearlessness and self-sacrifice. Do not evacuate.
 Hindustan Standard, 16-11-1946
 
 "
6,"November 7, 1946","TALK TO RELIEF
WORKERSlibtech_16_footnote","
  
 CHAUMUHANI,
 [On or after November 7, 1946]
 GANDHIJI: The tragedy is not that so many Muslims have gone mad, but that so many Hindus in East Bengal have been witnesses to these things. If every Hindu in East Bengal had been done to death, I would not have minded it. Do you know what the Rajputs did? They killed their womenfolk when they issued forth to sacrifice themselves on the battlefield. The surviving ones immolated them- selves by mounting the funeral pyre before the fortress fell rather than allow themselves to be captured and dishonoured. There is nothing coura- geous in thousands of Mussalmans killing out a handful of Hindus in their midst, but that the Hindus should have degraded themselves by such cowardice, i.e., being witness to abduction and rape, forcible conversion and forcible marriage of their womenfolk, is  heart- rending.
 QUESTION: How can we create a sense of security and self-confidence?
 By learning to die bravely. Let us turn our wrath against ourselves. I am not interested in getting the police substituted by the military or the Muslim police by the Hindu police. They are broken reeds.
 To whom should we appeal—the Congress, the League or the British Government?
 To none of these. Appeal to yourselves, therefore to God.
 We are men—made of flesh and blood. We need some material support.
Then appeal to your own flesh and blood. Purify it of all dross.
 A WOMAN WORKER: What is your idea of rehabilitation?
 GANDHIJI: Not to send them to Assam and West Bengal but to infuse courage in them so that they are not afraid to stay in their original homes.
 How is that possible?
 You must stay in their midst and say to them: ‘We shall die to the last person before a hair of your head is injured.’ Then you will produce heroines in East Bengal.
 That was once our idea too.
 I do not mind if each and every one of the 500 families in your area is done to death. Here you are 20 per cent of the population. In Bihar, the Muslims constitute only 14 per cent.
 They know they won’t be molested there.
 They have been butchered in a more unsufferable manner and there have been cases of molestation of women too, this time.
 If the Government do not provide rations?
 There are so many relief organizations. Rations can  be purchased but honour and self-respect cannot be bought. I have a feeling that even the Bengal Government do not want
 this thing to go any further. The lesson has been taught not by Bihar but the vile things done in Bengal. They stand aghast.
 You have opened up a new vista before us, Mahatmaji. We feel fresh blood coursing through our veins.
 Harijan, 8-12-1946; and Mahatma Gandhi—The Last Phase, Vol. I, Book II, pp. 20-1
  "
7,"November 8, 1946",SPEECH AT DATTAPARAlibtech_17_footnote,"
  
 November 8, 1946
 Gandhiji told them that it was a shame for both the Hindus and the Mussalmans that the Hindus should have to run away from their homes as they had done. It was a shame for the Muslims because it was out of fear of the Muslims that the Hindus had run away. Why should a human being inspire another with fear? It was no less a shame for the Hindus to have given way to craven fear. He had always said that man should fear none but God. The Government officials accompanying him were all anxious that they should return to their homes. To feed and clothe thousands in one place involved difficulties for the refugees as well as for the Government. The Government officials were ashamed of the fact that such things should have happened in their jurisdiction. He wanted them to forgive and forget what had happened in Noakhali and Tippera. That did not mean that they were to become cowards. But it served no useful purpose to keep on recalling the unpleasant past. He hoped and prayed that the Hindus and Muslims of these parts would become friends once more. He knew the Hindus had suffered a lot and were suffering still. He would not ask them to return to their homes till at least one good Muslim and one good Hindu came forward to accompany them and stand surety for their safety in each village. He was sure there were plenty of good Hindus and good Muslims in these parts who would give the necessary guarantee.
 A Muslim friend from the audience said, they had already given them the assurance that they would look after them but the Hindus would not listen to them. Gandhiji replied that they should try to understand and appreciate the reasons of the Hindus’ distrust and overcome their fear. A Hindu refugee got up and askedlibtech_18_footnotehow they could have confidence in the assurances of the Muslims any more. When the trouble was threatening they had promised to look after them but had failed to protect them afterwards. Besides, where were they to go and stay? They had lost their all. Were they  to go back and stay in the jungles? And when fifty good Muslims in the village had failed to save them on the previous occasion, how would one good Muslim do so now? Moreover, miscreants were still at large roaming about in villages even after one month of the incidents.libtech_19_footnotelibtech_20_footnoteGandhiji replied that the Government would see that
 
 their huts were rebuilt and they had food and clothing when they returned to their homes. Whatever might have happened in the past, if now one good Muslim and one good Hindu took the responsibility for their safety in each village, they could rely on their word backed as it would be by the collective invitation of all the Muslims in the village. If they were still afraid they were cowards and not even God could help the cowardly.
 Harijan, 1-12-1946; and The Bombay Chronicle, 11-11-1946
 
 "
8,"November 8, 1946","DISCUSSION WITH MUSLIM
LEAGUE LEADERSlibtech_21_footnote","
  
 CHAUMUHANI,
 November 8, 1946 One of the friends suggested that in order to restore confidence Hindu leaders  should reinforce the appeals of  the Muslims to  the refugees to  go  back   to their
 villages. Gandhiji replied that that was not the right way to dispel the apprehension
 and distrust of the Hindus which was well grounded. He would not be able to advise them to return to their homes unless there was at least one good Hindu and one good Mussalman for each village who would stand guarantee for their safety and security and who would be prepared to immolate himself before a hair of their head was touched. It was for the Muslim League leaders who were also members of the Government to say whether such men would be forthcoming. There was no other way to restore confidence after all that had happened. They all agreed with Gandhiji’s suggestion and said that they would do their best to give effect to it.
 Harijan, 24-11-1946
 "
9,"November 	8, 1946",LETTER TO JITENDRA CHAKRAVARTI,"
          BHAI 	JITENlibtech_22_footnote,     CHAUMUHANI,  November 	8, 1946 
  	In the present condition of Noakhali and Tippera you can sell khadi 	without insisting on yarn in exchange. Keep sending an account of 	the khadi thus sold.  Blessings 	from  BAPU  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal     
  "
10,"November 8, 1946",LETTER TO SHRIKRISHNADAS JAJU,"
          BHAI 	JAJUJI,     [After November 8, 1946]libtech_23_footnote 
  	Keep this letter. My advice is that you should have Saraladevi’s 	name among the trustees. She is an extremely pure-hearted and 	truthful lady. What I wrotelibtech_24_footnotelibtech_25_footnotein 	 Harijan was regarding her. If you see anything 	wrong in this, write to me. 
      	[PS.]  Blessings 	from  BAPU 
 (Enclosure: 	Saralabehn’s letter of November 8, 1946)  SHRI 	SHRIKRISHNADAS 	JAJU 	WARDHA  From 	a copy of the Hindi: Pyarelal Papers. Courtesy: Pyarelal   "
