chapter_no,date,title,content
1,"February 28, 1926",[5],"
 February 28, 1926
 The use of Sanskrit for prayers is a mere form; the real aim is to let the meaning of dharma sink into one’s heart. Simple like a villager that I am, why should I insist on reading the Gita myself? Why should Mahadev refuse to do that?libtech_103_footnotelibtech_104_footnoteWhy did I take this upon myself? Beca- use I have the necessary humility. I believe that we are all imperfect in one way or another. But I know well enough what dharma means, and have tried to follow it in my life. If I have somewhere deep in me the spirit of dharma and loving devotion to God, I shall be able to kindle it in you. But one cannot light a piece of stone. Only those of you who have some oil and wick in them will light their lamp with this match-stick of mine; only those who have something in them will profit from this discussion.
 Our pronunciation should be such that the recitation of the verses would immediately please the mind. I committed a grammatical error  yesterday.  In  the  clause  shankham  dadhmau  pratapavanlibtech_105_footnotelibtech_106_footnote,  I explained pratapavan as being in apposition to shankham. It should be applied to Bhishma, the grandfather. But my Sanskrit is no better than a villager’s. I am not so proficient in it that, if I commit an error,  it would be immediately felt by my ear, would jar on it.
 Sanjaya is proceeding with his description of the conches which are being blown in the Pandava camp.
 Kairmaya saha yoddhavyam:libtech_107_footnoteArjuna is asking, not whether it is necessary that he should fight, but against whom he has to fight. If he did not wish to fight, he would have told Krishna so on the previous day itself. He had no aversion to fighting as such. In fact, he had obtained Yudhishthira’slibtech_108_footnotepermission and secured weapons from Indra that he might fight. Krishna would have, in that case, asked Arjuna to go to Duryodhana and win him over. But that was not the case. Arjuna had fought even during the exile. He had fought when King Viratlibtech_109_footnotewas attacked by Duryodhana. He was always prepared to fight. His question, therefore, was who they were against whom he would be
 
 fighting. We should always bear this in mind."
2,"March 2, 1926",[6],"
 March 2, 1926
 Arjuna requests Shri Krishna to station his chariot between the two armies, so that he may see the warriors on the field.
 He sees that all of them are relatives and friends, whom one cannot easily bring oneself to kill.
 Arjuna says: “I do not see any good in killing one’s kinsmen.” The stress here is on “kinsmen”. He says:
 I would not fight against them, even for the kingdom of  the  three worlds; how could I, then, fight against them for a few clods of earth?libtech_110_footnote
Because he has asked for only five villages as the Pandavas’ share. He
 repeatedly asks how he can be happy after killing his kinsmen. All his arguments are summed up in the question: Kairmaya saha yoddha- vyam? He is unhappy, not at the thought of killing, but at the thought of whom he was required to kill. By putting the word “kinsmen” repeatedly in his mouth, the author of the Gita shows into what dark- ness and ignorance he has sunk. Arjuna has been arguing from a pra- ctical point of view and Shri Krishna, it is hinted here, will try to meet that very argument.
 The world will blame a person even for going to a court against his relations. Arjuna is shaken in his whole being, but it is not as if Shri Krishna wanted him to cast off this weakness of his forthwith. If, while seeking to follow the path of good, we do not eschew something which even in practical life we are required to eschew, dharma would cease to be dharma. In our daily life we avoid doing things out of fear of society. In this case, it is not merely a question of avoiding something which even ordinary people would avoid; it is a question of killing hundreds of thousands of men. How could Arjuna bring himself to do that? He had no need to go to Krishna for an answer to the question. If he could have approached us, even we could have told him; “Do not fight.” When the dharma laid down for even this kaliyugalibtech_111_footnotelibtech_112_footnoterequires us to refrain from unnecessary fighting, we should ask why Arjuna thought it necessary to put the question to  Shri  Krishna and why the two had such a long discussion. We can,  therefore, understand the teaching of the Gita aright only if we give
 
 
 careful thought to the author’s aim and the attendant circumstances. These last verses, however, are of great importance, for the entire argument which follows is based on them; we shall discuss them tomorrow."
3,"March 3, 1926",[7],"
 March 3, 1926
 What people would generally do in their common dealings is regarded as good. If we see anyone here, or elsewhere, who renounces a right in regard to worldly matters and forgives even strangers, not to speak of relations, we would think of him as a good man. If we desist from beating up a thief or any other felon, do nothing to get him punished but, after admonishing him and recovering from him the stolen article, let him go, we would be credited with humanity and our action would be regarded as an instance of non-violence; a contrary course would be looked upon as violence. How is it, then, that Shri Krishna stops Arjuna from advancing such an argument? How can we explain a plainly contrary teaching in Bhagavad Gita? Why does Shri Krishna describe Arjuna as cowardly and weak?
 The Bhagavad Gita is consistent from the first to the last verse. That is why we meditate on its teaching and hope to discover from it the path to moksha. We should, therefore, think whether Arjuna’s argument is valid or contains some flaw.
 As though he were digging up a mountain to discover a mouse, Shri Krishnalibtech_113_footnotedescribes the Gita, at the conclusion of each chapter, as an Upanishad, as a  Yogashastralibtech_114_footnoteand as  brahmavidyalibtech_115_footnoteand describes this particular one as a chapter on Arjuna’s despondency.
 It is important to consider what Arjuna’s question was and what the circumstances were in which he raised it. Having got his chariot stationed between the two armies, he said he wanted to see who those men were against whom he would be fighting. His reason is, for the time being, clouded. He has lost his nerve. All that has gone before shows that Arjuna is a great warrior and that, when starting out to fight, he does not, like Dharmarajalibtech_116_footnote, hesitate and ask all manner of questions. In the past, he never hesitated even when he had to fight against relations. Even during their fourteen years’ exile, he gave
 
 free expression to his hatred for the Kauravas before Dharmaraja; what is more, victory in the battle depends entirely on him. Bhima is physically strong and daring, but he lacks Arjuna’s power. In their preparations for the battle during the fourteen years’ exile, the other brothers always placed Arjuna at their head. When there was a battle outside Viratnagar, Arjuna, who had been living there in disguise wanted to be led to the place of fighting. Why does a man, who loves fighting to this extent, want his chariot to be stationed between the two armies and to see who the warriors are on the other side? He knows every one of them well enough. Why does he argue with Shri Krishna and tell him all that he does? He could have left the place imme- diately. Arjuna has a smaller army—an army of seven  aksh-auhinilibtech_117_footnoteas against the Kauravas’ of eleven. Let us suppose that Arjuna flees the battle-field. Though his enemies are wicked people, are sinners, they are his relations and he cannot bring himself to kill them. If he leaves the field, what would happen to those vast numbers on his side? If Arjuna went away, leaving them behind, would the Kauravas have mercy on them? If he left the battle, the Pandava army would be simply annihilated. What, then, would be the plight of their wives and children? I publish in Navajivan a narrative of the European War, and there is a reason for this. It reminds us of the battle of the Maha- bharata. I give the narrative so that readers may know the ruin which such a war brings on a whole people. If Arjuna had left the battle- field, the very calamities which he feared would have befallen them. Their families would have been ruined, and the traditional dharma of these families and the race would have been destroyed. Arjuna, therefore, had no choice but to fight. This is the meaning of the battle in crude physical terms; I shall discuss later what it would be if the battlefield were taken to be the human being.
 I will tell you tomorrow what I said when I discussed the Gita in Phoenixlibtech_118_footnote."
4,"March 4, 1926",[8],"
 Chapter II
 March 4, 1926
 Shri Krishna tells Arjuna: Shake off this faintness of heart and arise. His state of mind is imagined to be like that of Christian in the Slough of Despond. Why does Krishna say this to Arjuna, who is in
 
 fact ready to forgo everything?
 When I was in London, I had talks with many revolutionaries. Shyamji Krishnavarma, Savarkarlibtech_119_footnoteand others used to tell me that the Gita and the Ramayana taught quite the opposite of what I said they did. I felt then how much better it would have been if the sage Vyasa had not taken this illustration of fighting for inculcating spiritual knowledge. For when even highly learned and thoughtful men read this meaning in the Gita, what can we expect of ordinary people? If what we describe as the very quintessence of all Shastras, as one of the Upanishads, can be interpreted to yield such a wrong meaning, it would have been better for the holy Vyasa to have taken another, more effective, illustration to teach sacred truths.
 He has drawn Arjuna and Shri Krishna so vividly that we are inclined to regard them as historical figures. The historian-author, moreover, gives the histories of cities, communities and individual characters and claims that he is describing a battle in which the best men of his age took part. I said how much better it would have been if the revered Vyasa had not adopted the method which he did. This, you may say, was impertinence on my part. But what should one seeking to serve truth do? What must one do if one sees an error? It is not wrong to draw attention, in all humility, to what one feels to be an error. This thought remained in my mind for many years. Then I thought I should read the Mahabharata. I decided to do so, that I might understand the atmosphere of the age in which the Gita was written and feel the good and the evil influences at work in that age. I read in jail a Gujarati version of the Mahabharata which I could get there. I saw that Vyasa did not believe that fighting was wrong. The illustration which he has taken is a very beautiful one. Just as in Aesop’s Fables and in Panchtantra, the authors have created conver- sations among birds and animals to impart moral teaching, so in the Mahabharata virtues and vices are personified and great moral truths conveyed through those figures. The description of the battle serves only as a pretext. The Mahabharata itself was not composed with the aim of describing a battle. In the Gita, the author has cleverly made use of the event to teach great truths. If the reader is not on his guard, he may be misled. The very nature of dharma is such that one may easily fall into error if one is not vigilant. Anyone rashly imitating Prahlad would do something very wrong. This is the reason for the
 
 injunction against the reading of the Shastras by one without qualifi- cation. It is not easy for any person to solve the problems of dharma which may face him. He will not succeed till he has made himself fit by observing the yama-niyamaslibtech_120_footnoteand similar other rules of discipline. To take up a work like the Gita without having equipped oneself in this manner is the surest way of falling into the Slough of Despond. It would be like taking up a study of botany without ever having seen plants.
 The author has used the word Gudakesha for Arjuna. It means one who has conquered sleep, who is always vigilant. We should, therefore, think carefully about this illustration of the battle. The first thing to bear in mind is that Arjuna falls into the error of making a distinction between kinsmen and outsiders. Outsiders may be killed even if they are not oppressors, and kinsmen may not be killed even if they are. My son, even if a drunkard, would inherit my property. I would write in Navajivan about another’s son if he was wicked, but would not treat my own son in that manner. The Gita says, “No, this is not right. We have no right to point an accusing finger at others. We should point out the lapses of our own people first.” Arjuna was Dronacharya’s best pupil. Bhishma had actually showered love on him as if he had been his first-born. Arjuna should be ready to kill either of them. It has become his duty to non-co-operate with both, for they have joined the wrong side. Should it become necessary to cut off, with a sword, one’s father’s head, one must do so if one has a sword and is a Kshatriya, and if one would be ready to cut off anyone else’s head in similar circumstances. Shri Krishna, therefore, asks Arjuna to free himself from ignorant attachments in this world. How should I act as editor of Navajivan? Would it be right for me to proclaim with beat of drum the theft committed by an outsider’s child and say nothing about a boy of my Ashram, who may have mis- behaved in the same way? Certainly not. The Gita permits no distinction between one’s relations and others. If one must kill, one should kill one’s own people first. Shri Krishna asks Arjuna: “What is this you are saying about people being your relations?” The Gita wants to free him from this ignorant distinction of some people being his relations and others not. He has resolved to kill. It was not right, then, that he should shrink from killing particular individuals. It was not with any selfish motive that he had gone out to kill. Ravana
 
 deserved to be killed by Rama. Why did not the latter take cover behind such wise talk? He knew well enough that Ravana could do no harm to Sita. But he did not argue with himself in that manner. We never say that he fought for the sake of Sita; we believe that he fought in order to kill Ravana.
 Even if we believe in non-violence, it would not be proper for us to refuse, through cowardice, to protect the weak. If Arjuna had for- gotten the difference between kinsmen and others and had been so filled with the spirit of non-violence as to bring about a change of heart in Duryodhana, he would have been another Shri Krishna. Actually, however, he believed Duryodhana to be wicked. I might be ready to embrace a snake, but, if one comes to bite you, I should kill it and protect you. Arjuna has two courses open to him: he should either kill Duryodhana and others, or else convert them. In the circum- stances, Arjuna’s laying down arms would mean the annihilation of all those on his side. His refusal to fight would bring on a disaster. Thus, Vyasa has taken the right illustration. A person who believes  in fighting and does not regard it as violence, though it is violence, is here being asked to kill."
5,"March 5, 1926",[9],"
 March 5, 1926
 The question which Arjuna asks Shri Krishna is not whether it is right for him to kill. His question is whether it would be right to kill his kinsmen. This question arises out of bias. Bhishma and Drona, a kinsman and an honoured person, stand vividly before his eyes. How can he kill them? To a person whose dilemma is not concerning violence and non-violence but is only about whom he may kill, our commonsense can give only one answer. But a godfearing man like Arjuna should pause and reflect before acting. Only a person with deep understanding can solve the rather fine problem whether he should go on with the recitation of  gayatrilibtech_121_footnotelibtech_122_footnoteor  run  to   the  help  of someone who is crying out in distress. To a godfearing man, the problem would present no difficulty. The author of the Mahabharata has discussed such delicate issues on almost every page of the epic. He has taken instances from the lives of individual characters and drawn lessons from them. Some of the instances may well have  been incidents of history, but he has treated them as poets and seers have
 
 always treated such incidents. English poets, too, have written plays and poems with historical figures as subjects. The author of the Mah- abharata raises, for instance, the question whether the sage Vishv- amitra had secretly eaten beeflibtech_123_footnoteand whether one should accept food offered by a chamar. The author has, thus, discussed problems of three kinds."
6,"March 6, 1926",[10],"
 March 6, 1926
 From today we begin the argument of the Gita and shall not, therefore, be able to go as fast with the verses as we have been doing.
 “Accept innocent happiness, innocent joy, whatever the sou- rce,” said Raychandbhai. Accordingly, we may derive a variety of meanings from the verses of the Gita.
 The argument addressed to Arjuna begins with the eleventh verselibtech_124_footnotelibtech_125_footnote, and continues right up to the last chapter. Shri Krishna starts with the distinction between the  atmanlibtech_126_footnotelibtech_127_footnoteand the body, for that is the first step to spiritual knowledge. We must first know certain defini- tions, then alone can we proceed. Arjuna is represented as a seeker, as a man who believes in the atman and observes the disciplines of yama-niyama, and so Shri Krishna starts giving him the knowledge of the atman. One becomes entitled to ask questions and seek illumi- nation only if one has observed  brahmacharyalibtech_128_footnotelibtech_129_footnoteand always followed truth, and only then will one’s questions deserve to be answered. Arjuna has this fitness; he has the genuine spirit of submission and humility.
 We have not yet fully discussed the premise on which the argument of the Gita is based. Yesterday we were discussing Arjuna’s plea that it is wrong to kill one’s kinsmen, not that it is wrong to kill at all. He was asked to forget the distinction of kinsmen and outsiders. The Hindu Shastras say that non-violence is the supreme dharma. The question, therefore, whether or not it is right to kill does not arise. Only an atheist would raise such a question. Arjuna has observed the disciplines of yama-niyama, among which ahimsa is placed first. But ahimsa is an ideal which it is impossible to realize to perfection. It may be possible to realize it in thought, but not in action. Shankara-
 
 charyalibtech_130_footnotelibtech_131_footnotehas said that one   seeking  moksha  should  have  far  greater patience than one who would try to empty the sea, drop by drop, with a blade of grass. One must have equal patience for realizing the ideal of perfect non-violence. It is impossible in this body to follow ahimsa fully. That is why moksha is laid down as the supreme end of life. Violence is inescapable. While the eyes wink and nails have to be pared, violence in one form or another is unavoidable. Evil is inherent in action, the Gita says further on. Arjuna did not, therefore, raise the question of violence and non-violence. He simply raised the question of distinction between kinsmen and others, much in the same way that a fond mother would advance arguments favouring her child.
 The Bhagavad Gita traces all maladies to their one source. A physician treats different diseases with different remedies. But, on the basis of researches in medical science, physicians are now coming to the conclusion that, though diseases seem different from one another, in the final analysis they are one. The cause is one, and so is the cure. Similarly, Shri Krishna says that there is only one spiritual evil, with only one cause and one remedy. To explain this oneness, an extreme example is used. If one’s kinsmen deserve to be killed, they ought to be killed; and one must not hesitate even if the entire world were likely to be destroyed in consequence. It is not only Arjuna’s right but his duty to act in this manner. To his question whether one ought not to make an exception in regard to relations, he gets an un- ambiguous answer. The principle, thus, admits of no exception, just as there can be no exception in the matter of following truth, for truth is God and, if exceptions were admitted in regard to it, God also would be sometimes truth and sometimes not-truth. Thus the rule in this instance admits of no exception.
 Shri Krishna tells Arjuna that he is talking specious wisdom. The Gita does not teach the path of action, nor of knowledge, nor of devotion. No matter how well one cultivates vairagya or how diligent one is in performing good actions or what measure of  bhaktilibtech_132_footnoteone practises, one will not shed the sense of “I” and “mine” till one has attained knowledge. One can attain self-realization only if one sheds this attachment to the ego. It is possible only for a person who has
 
 
 succeeded in doing so. In English, ‘i’ is a vertical line with a dotlibtech_133_footnoteabove it. Only when this ‘I’ is done away with can one attain self- realization. A man’s devotion to God is to be judged from the extent to which he gives up his stiffness and bends low in humility. Only then will he be, not an impostor, but a truly illumined man, a man of genuine knowledge. The Gita does not advocate any one of the three paths; I have from my experience come to the conclusion that it has been composed to teach this one truth which I have explained. We can follow truth only in the measure that we shed our attachment to the ego.
 It is to teach this that Shri Krishna has advanced the beautiful argument of the Gita."
7,"March 7, 1926",[11],"
 March 7, 1926
 As every human being passes through childhood, youth and so on to old age, so also does he or she meet death. The phrase dehan- tarpraptilibtech_134_footnoteused here does not mean a new body or another life, for what is being discussed here is the fear of death, not that of a new life."
8,"March 9, 1926",[12],"
 March 9, 1926 We feel afraid only so long as we take the rope to be a serpent. Likewise, if we know the natural stages of growth of the body, we shall
 not grieve over death. In order to help Arjuna to overcome his agita- tion, Shri Krishna tries to explain to him the difference between the atman and the body.
 O Kaunteya, contacts of the senses with their objects bring cold and heat, pleasure and pain; they come and go and are transient. Endure them, O Bharata.
 O noblest of men, the wise man who is not disturbed or agitated by these, who is unmoved by pleasure and pain, he alone is fitted for immortality.libtech_135_footnote
 Any being who is not subject to the impressions of senses will never experience fear. It is these impressions which are responsible for the feelings of happiness and misery. Someone has said that the
 
 muscles of a man who is angry become thirteen times as tense as when he is normal, and of a man who is laughing nine times as tense. That is, one spends more energy when one is angry, and one whose energy is thus wasted cannot attain to immortality. The cultivation of this state requires practice. We can even say of a person who has attained to it that he is God. Once a sannyasi, an impostor, paid a visit to Phoenix. He asked me to recite any verse from the Gita which I knew. I recited this one. During the early days of my legal practice, I was on one occasion very much troubled in my mind. I then went out for a walk. I was very much agitated. I then remembered this verse, and the very next moment I was almost dancing with relief. We should identify ourselves with Arjuna and have faith that Shri Krishna is driving our chariot. Thus, the meaning of the Gita on the commonsense level is that, once we have plunged into a battle, we should go on fighting. One ought not to give up the task one has undertaken. In this way, the illustration used should not be pointless or inadequate and a wise man should not read a wrong meaning in it either.
 Vyasa’s own intention was something different. He wanted to write the Mahabharata in such a way that even little boys and girls would study it, remember the virtuous characters in it and learn to keep away from people like the wicked characters in the epic. His aim was to strengthen the finer impulses in us and help us to overcome the evil ones. Before the women, too, he held up the example of Draupadi and thus taught them that they should, when threatened with danger, roar like lionesses and protect their honour. Draupadi could do this and rouse Arjuna, Yudhishthira and Bhima. The author of the Maha- bharata has raised woman to a great height through his epic. The chief aim of the epic, however, is to represent the most invisible of all invisible wars. It tells of the Arjuna and other Pandavas in our minds who are battling with the Kauravas in it. The moral problems which confront one in this inner war are far more difficult than those of a physical war. An error in the sphere of practical action will at the most result in the destruction of this perishable body, but the result of an error in this inner invisible war will lead to perdition. The most painful punishment is appointed for evil intention. In the course of time, Pandavas and Kauravas are bound to be forgotten. They will most certainly be forgotten when this Age ends. We should not delude ourselves with the belief that they will continue to be remembered for ever. This Age of ours was preceded by many others. Even when all of them are forgotten, this war in our heart will go on. The Gita shows
 how we may emerge safe from it. The Krishna of the Gita is not the person who, when the hour of his death arrived, fell to a hunter’s arrow, and Arjuna is not that person from whose hand the Gandiva bow slipped. Krishna is the atman in us, who is our charioteer. We can win only if we hand over the reins of the chariot to him. God makes us dance, like the master in a puppet show. We are smaller than even puppets. We should, therefore, trust everything to God, as children to parents. Let us not eat uncooked stuff. Let Krishna the cook prepare and give us what food of grace. He wills for our atman.
 The Gita does not decide for us. But if, whenever faced with a moral problem, you give up attachment to the ego and then decide what you should do, you will come to no harm. This is the substance of the argument which Shri Krishna has expanded into 18 chapters."
9,"March 10, 1926",[13],"
 March 10, 1926 The verselibtech_136_footnotebeginning with the phrase  matrasparsha applies to sleeping as much as to waking. We have to make ourselves conscious
 machines. We should cultivate such perfect concentration that, like a man asleep, we are aware of nothing else. Hazrat Ali told his people to draw out the arrow from his body while he was praying, for at that time he would be totally absorbed in devotion to God. One cannot say that such a thing could be done when one was asleep, for one would not be able to fall asleep at all when the body was pierced with an arrow. A person who can be totally absorbed in every task on hand, as Hazrat Ali could be in prayer, who lives in such a state of self-obsor- ption all the twenty-four hours of the day, will attain to immortality.
 Shri Krishna now explains why the impressions of the senses are unreal:
 What is non-Being is never known to have been, and what is Being is never known not to have been. Of both these the secret has been seen by the seers of the Truth.libtech_137_footnote
 That which never was cannot exist, and that which exists cannot cease to exist. Even the sun is transient, coming into existence and vanishing. The candle both exists and does not exist, for, when it is burnt up, its substance dissolves back into the five elements. Everything which has a name and a form ceases one day to exist in that particular mode, though it does not cease to be as a creation of God.
 "
10,"March 11, 1926",[14],"
 March 11, 1926
 The jnanis, the men of knowledge, have discovered what exists and what does not exist. Name and form are brittle as glass. The jnanis know what is implied in the difference between existence and non-existence. We only know one simple thing: God is, nothing else is.
 We shall breathe life into the Ashram by laying down our own lives. Its lands and buildings may disappear, but the spirit we inform it with will never perish.
 Know that to be imperishable whereby all this is pervaded. No one can destroy that immutable Being.libtech_138_footnote
 Know that his Bodiless One, which can lift many Govardhan mountains on its little finger,libtech_139_footnoteis imperishable.
Avyaya means that which cannot be spent."
