chapter_no,date,title,content
1,"April 	26, 1918",LETTER T0 SIR CLAUDE HILL,"
     ST. 	STEPHEN’S COLLEGE,  DELHI,  April 	26, 1918   DEAR 	SIR CLAUDE HILL,  	It was not without considerable pain that I had to decline the 	honour of serving on any of the Committee that will be appointed at 	the eventful Conferencelibtech_1_footnoteor speaking to the main resolutionlibtech_2_footnote.  	I feel that the Conference will  be  largely abortive  with  the 	most powerful leaders excluded from it. The absence of Mr. Tilak, 	Mrs. Besant and Ali Brothers from the Conference deprives it of any 	real weight.libtech_3_footnotelibtech_4_footnoteI must confess that not one of us who were present at 	today’s meeting has the influence of these leaders with the 	masses. Refusal to have them at the Conference shows that there is 	no real desire to change the attitude hitherto adopted by those who  	are  holding the reins of Government. And without any real 	alteration in the spirit all your concessions will lose their grace 	and force and will fail to evoke genuine loyalty from the masses. If 	I understand the purpose of the Conference aright, you wish to work 	upon the masses. How to evoke in the Indian the loyalty of the 	Englishman is the ques- tion before the Indian leaders. I submit 	that it is impossible to do so unless you are prepared to trust the 	trusted leaders of the people and to do all that such trust means. 	So far as Ali Brothers are concerned there is no proof of their 	guilt before the public and they have emph- atically repudiated the 	charge of having corresponded with the ene- my. Most Mahomedans 	think what the Brothers think on the situation. I 	feel that for other reasons also I could not effectively serve on        
 the Conference. I have just read the Home Mail papers. They deal with the secret Treaties. The revelations make painful reading, I do not know that I could call the Allies’ cause to be any longer just if these treaties are truly reported. I do not know what effect the news will produce on the Mahomedans of India. The Government will  best serve the Empire if they were boldly to advise His Majesty’s Government to recede from the false and immoral  position they placed themselves in by these treaties. No one will be more glad than I would be to find that my reading of the papers is totally incorrect.libtech_5_footnote
 There will be no domestic peace in India so long as  local officials administer affairs as they have been doing in Kaira. I am sure the Viceroy does not wish that the people should not resist injustice and tyranny. I do hope that the contemplated spoliation in Kaira will be stopped at once and the just demand of the Kaira people will be complied with.
 I would like to warn the Government against accepting or initiating conscription. I hope it will never flourish on the Indian soil. But, in any case, it ought not to be introduced until all voluntary efforts have been honestly made and failed. You will admit that the leaders have with remarkable self-restraint hushed all the tales of the forcible recruitment that is reported to have gone on  hitherto.  I venture to think that the danger point has been reached.
 Lastly a thorough education in Home Rule has now so widely penetrated the masses that nothing short of very substantial evidence of the near advent of Home Rule will secure the real co-operation of the people.
You will now understand and perhaps appreciate my reluctance
 
 to speak or to serve on the committees. I can best demonstrate my good wishes by abstaining from the Conference.
 Will you please place this letter before the Viceroy at the earliest possible opportunity?
 From the manuscript of Mahadev Desai’s Diary. Courtesy: Narayan Desai
 "
2,"April 	27, 1918",LETTER T0 J. L. MAFFEY,"
               DEAR 	MR. MAFFEY,     ST. 	STEPHEN’S COLLEGE,  DELHI,  April 	27, 1918 
  	I duly received your wire as also your note of the l9th instant for 	both of which I thank you.  	The development which the situation has since undergone renders the 	discharge of the [Ali] Brothers more than ever imperative. After 	considerable hesitation and much deep thought, I have come to the 	conclusion that I cannot take part in the Conference and serve the 	cause for which it has been called. My reasons are set forth in my 	letter to  Sir Claude Hill,libtech_6_footnotelibtech_7_footnotecopy 	of which I beg to enclose herewith. I do not know whether His 	Excellency would still like to see me about the Brothers. I am in 	Delhi up to the 29th, but can naturally prolong my stay if 	necessary.  Yours sincerely,  M. K. GANDHI  N.A.I.: 	Home, War (Deposit): October 1918, No. 26                          
  "
3,"April 27, 1918",LETTER TO J. L. MAFFEY,"
  
 
 DELHI,
 April 27, 1918
 DEAR MR. MAFFEY,
 In fear and trembling I have decided as a matter of duty to join the   Conference.   After   the   interview   with   His   Excellencylibtech_8_footnoteand subsequently with you, I feel I could not do otherwise.libtech_9_footnote"
4,"April 	28, 1918",LETTER T0 J.L. MAFFEY,"
       N.A.I.: 	Home, War (Deposit): October 1918, No. 26       Yours sincerely,  M. K. GANDHI           DELHI,  April 	28, 1918 
    DEAR 	MR. MAFFEY,  	I would like you please to secure for me His Excellency’s 	permission to deliver my speech at the Conference today in Urdu. I 	intended to send a translation of it, but I think that I shall speak 	most effectively by merely speaking the words necessary to support 	the resolution in question. The answer to my request you will 	perhaps send per Mr. Andrews.      Earlier 	Gandhiji had received, according to Mahadev 	Desai’s Diary, Vol. 	IV, the following message from the Viceroy: “Please assure all 	your friends that I have already done what I possibly could do. The 	Scheme submitted will not be exactly the Congress-League Scheme, but 	will substantially be like it. I hope tomorrow 	there will be no 	bargaining, no huckstering therefore. The whole world—especially 	all in England—will be watching with anxiousness what happens 	tomorrow, 	everybody’s eyes are fixed on tomorrow and I do hope there will be 	no huckstering.” 
 Will you please tell me how long you are going to stay in Delhi ?libtech_10_footnote
 Yours sincerely.
 M.K. GANDHI
 N.A.I.: Home, War (Deposit): October 1918, No. 26
 
 "
5,,"SPEECH AT WAR
CONFERENCElibtech_11_footnote","
  
 
 DELHI,
 April 28, 19I8
 I consider myself honoured to find my name among the supporters of this resolution. I realize fully its meaning and I tender my support to it with all my heart.libtech_12_footnote
 From a photostat of the original in Gandhiji’s hand: G. N. 2225
 
 
 
 
 
 
 
 
 
 
  "
6,"April 29, 1918",LETTER T0 J. L. MAFFEY,"
  
 DELHI,
 April 29, 1918
 
 DEAR MR. MAFFEY,
 
 It was kind of you in spite of your overwhelming work to reread my letter and find time to answer it.libtech_13_footnote
 Pray convey my thanks to His Excellency for his kindly sentiments.
 I am preparing two letterslibtech_14_footnotefor you which will follow  you  to Simla. I hardly think I shall be ready before you leave. One of them will contain definite suggestions in which you may use my services and the other will simply complete my view on the situation.
 My trust in you is not to be easily shaken. I entirely endorse what you say about rights. But I have no business to inflict a long letter on you.
I always feel that I am committing a sin when I write to
 you.           N.A.I.: 	Home, War, Political: October 1918, No. 27    Yours sincerely,  M. K. GANDHI 
                           
  "
7,"April 29, 1918",LETTER TO VICEROY,"
              SIR,        DELHI,  April 29, 1918libtech_15_footnote 
  	As you are aware, after careful consideration, I felt constrained to 	convey to Your Excellency that I could not attend the Conference for 	reasons  stated  in  my  letterlibtech_16_footnoteof  the  26th  instant.  But  after  the interview 	you were good enough to grant me, I persuaded myself to join it, —if 	for no other cause, then certainly out of my great regard for 	yourself. One 	of my reasons for abstention,—and perhaps the strongest,  	—was that Mr. Tilak, Mrs. Besant, and the brothers Ali, whom I 	regard as among the most powerful leaders of public opinion,  were  	not invited to the Conference. I still feel that it was a grave 	blunder not to have asked them, and I respectfully suggest that the 	blunder might be partially repaired if these leaders were invited to 	assist the Government by giving it the benefit of their advice at 	the Provincial Conferences which, I understand, are to follow. I 	venture to submit that no Government can afford to disregard leaders 	who represent large  masses of the people, as these do, even though 	they may hold views fundamentally different. At the same time, it 	gives me pleasure to be able to say that the views of all parties 	were permitted to be freely expressed at the Committees of the 	Conference. For my own part, I purposely refrained from stating my 	views, either at the Committee on which I had the honour of 	serving—or at the Conference itself. I felt that I could best 	serve the objects of the Conference by simply tendering my support 	to the resolutions submitted to it,—and this I have done without 	any reservation. I hope to translate the spoken word into action as 	early as the Government can see its way to accept my offer, which I 	am submitting simultaneously herewith in a separate letter. I 	recognize that, in the hour of its danger, we must give, —as we 	have decided to give—ungrudging and unequivocal support to the 	Empire, of which  we aspire, in the near future, to be partners in 	the     
 same sense as the Dominions overseas. But it is the simple truth that our response is due to the expectation that our goal will be reached all the more speedily on that account—even as the performance of a duty automatically confers a corresponding right. The people are entitled to believe that the imminent reforms alluded to in your speech will embody the main, general principles of the Congress-League Scheme, and I am sure that it is this faith which has enabled many members of the Conference to tender to the Government their whole-hearted co- operation.
 If I could make my countrymen retrace their steps, I would make them withdraw all the Congress resolutions, and not whisper “Home Rule” or “Responsible Government” during the pendency of the war. I would make India offer all her able-bodied sons as a sacrifice to the Empire at its critical moment; and I know that India by this very act would become the most favoured partner in the Empire and racial distinctions would become a thing of the past.  But practically the whole of educated India has decided to take a less effective course, and it is no longer possible to say that educated India does not exercise any influence on the masses. I have been coming into most intimate touch with the ryots ever since my return from South Africa to India, and I wish to assure you that the desire for Home Rule has widely penetrated them. I was present at the sessions of the last Congress, and I was party to the resolution that full Responsible Government should be granted to British India within a period to be fixed definitely by a Parliamentary Statute. I admit that it is a bold step to take, but I feel sure that nothing less than a definite vision of Home Rule—to be realized in the shortest possible time— will satisfy the Indian people. I know that there are many in India who consider no sacrifice too great in order to achieve the end; and they are wakeful enough to realize that they must be equally prepared to sacrifice themselves for the Empire in which they hope and desire to reach their final status. It follows, then, that we can but accelerate our journey towards the goal by silently and simply devoting ourselves, heart and soul, to the work of delivering the Empire from the threatening danger. It will be national suicide not to recognize this elementary truth. We must perceive that, if we serve to  save  the Empire, we have in that very act secured Home Rule.
 Whilst,  therefore,  it  is  clear  to  me  that  we  should  give  to  the Empire every available man for its defence, I fear that I cannot say
 the same thing about financial assistance. My intimate intercourse with the ryots convinces me that India has already donated to the Imperial Exchequer beyond her capacity. I know that, in making this statement, I am voicing the opinion of the vast majority of my countrymen.
 The Conference means for me, and I believe for many of us, a definite step in the consecration of our lives to the common cause. But ours is a peculiar position. We are today outside the partnership. Ours is a consecration based on the hope of a better future. I should be untrue to you and to my country if I did not clearly and unequivocally tell you what that hope is. I do not bargain for its fulfilment. But you should know it. Disappointment of the  hope means disillusion.
 There is one thing I may not omit. You have appealed to us to sink domestic differences. If the appeal involves the toleration of tyranny and wrongdoing on the part of officials, I am powerless to respond. I shall resist organized tyranny to the uttermost. The appeal must be to the officials that they do not ill-treat a single soul, and that they consult and respect popular opinion as never before. In Champaran, by resisting an age-long tyranny, I have shown  the ultimate sovereignty of British justice. In Kaira, a population that was cursing the Government now feels that it, and not the Government, is the power when it is prepared to suffer for the truth it represents. It is, therefore, losing its bitterness and is saying to itself that the Government must be a Government for the people, for it tolerates orderly and respectful disobedience where injustice is felt. Thus, Champaran and Kaira affairs are my direct, definite, and special contribution to the war. Ask me to suspend my activities in that direction, and you ask me to suspend my life. If I could popularize the use of soul-force, which is but another name for love-force, in the place of brute force, I know that I could present you with an India that could defy the whole world to do its worst. In season and out of season, therefore, I shall discipline myself to express in my life this eternal law of suffering and present it for acceptance to those who care. And if I take part in any other activity, the motive is to show the matchless superiority of that law.
 Lastly, I would like you to ask His Majesty’s Ministers to give definite assurances about Mahomedan States. I am sure you know that every Mahomedan is deeply interested in them. As a Hindu, I cannot be indifferent to their cause. Their sorrows must be our sorrows. In
 the most scrupulous regard for the right of these States, and for the Muslim sentiment as to places of worship and in your just and timely treatment of the Indian claim to Home Rule, lies the safety of the Empire.
 I write this, because I love the English Nation, and I wish to evoke in every Indian the loyalty of the Englishman.
 I remain,
 Your Excellency’s faithful servant,
 M. K. GANDHI
 N.A.I.: Home, War (Deposit): October 1918, No. 26
 "
8,"April 30, 1918",LETTER T0 J. L. MAFFEY,"
  
 NADIAD,
 April 30, 1918libtech_17_footnote
 
 DEAR MR. MAFFEY,
 In pursuance of my declaration at the Conference yesterday, I wish respectfully to state that I place my services at the disposal of the authorities to be utilized by them in any manner they choose, save that  I personally will not kill or injure anybody, friend or foe.
 But it would be better perhaps if I were to state how, in my opinion, my services may be best used.
 In the first place, it is necessary in order to make my work effective that I should receive permission to go to Chindwara and see the brothers Ali. I would like to confer with them and ascertain from them their advice as to the objects of the Conference. I have little doubt that they will approve of co-operation. If  the  Government would accept the request originally made by me, they would instantaneously soothe both Hindus and Mahomedans by releasing the brothers, if only as a war measure, in order to advance the objects of the Conference. I shall be content for the time being with the permission to see them. I merely state that their release would, from the war standpoint, be a more effective act. Of course I shall reserve to myself the right to press for their release in any case.
Further I desire relief regarding the Kaira trouble. Relief will
 
 entirely disengage me from that preoccupation which I may not entirely set aside. It will also enable me to fall back for war purposes upon my co-workers in Kaira and it may enable me to get recruits from the district. The problem there is extremely simple. I have suggested that the revenue—now probably less than four lakhs of rupees—be suspended this year, with the proviso that those who can will be put upon their honour and expected to pay revenue voluntarily. I have already offered myself to see that the well-to-do cultivators pay the revenue. If this offer is not acceptable, I have suggested an impartial committee to inquire into the differences between the authorities and the cultivators. I suggest that action in this matter be taken as a war measure. This will obviate the fear of the relief being regarded as a precedent.
 Pray understand that my offer is not conditional upon relief in either case. I merely ask for relief in the two cases in furtherance of the common object.
 As for my work, I would like, for the time being, to travel about the country and place before the people the desirability of offering their services and ascertain the possibilities of success. I would, if I am to do this, like detailed information as to the areas in which, in the opinion of the experts, work should be done and some instructions as to the nature of it and any further information that they may consider  I should possess.
 If it is desired that I should personally wait on any of  the officials or meet you, I would be prepared to come up to Simla. You may give me as short a notice as you like after the 4th of May. My address would be Nadiad.
 I suppose I must give you something of my past record. I was in charge of the Indian Ambulance Corps consisting of 1,100 men during the Boer Campaign and was present at the battles of Colenso, Spionkop  and   Vaalkranz.libtech_18_footnoteI   was  specially   mentioned   in   General Buller’s despatches.libtech_19_footnotelibtech_20_footnoteI was in charge of a similar corpslibtech_21_footnoteof 90 Indians at the time of the Zulu Campaign in 1906, and I was specially thanked
 
 by the then Government of Natal, Lastly, I raised the Ambulance Corps in London consisting of nearly 100 students on the outbreak of the present war, and I returned to India in 1915 only because I was suffering from a bad attack of pleurisy brought about while I was undergoing the necessary training.libtech_22_footnoteOn my being restored to health, I offered my services to Lord Hardinge, and it was then felt that I should not be sent out to Mesopotamia or France, but that I should remain in India. I omit reference to renewals of my offer to Provincial authorities.
 Yours sincerely,
 M. K. GANDHI
 N.A.I.: Home, War (Deposit): October 1918, No. 26
 "
9,"April 	30, 1918",LETTER TO J.L. SMAFFEY,"
  
 
         DEAR 	MR. MAFFEY,  NADIAD,  April 	30, 1918 
  	I would like you please to read the letter to the Viceroy and wire 	to me at Nadiad whether His Excellency has any reason why it may not 	be published.libtech_23_footnoteIt 	is intended to counteract forces of darkness. I am simply besieged 	with inquiries as to my position. The people are befogged. Dame 	rumour is doing all the mischief she can. I want to overtake her. 	You will forgive me for my apparent impatience.  	The other enclosurelibtech_24_footnotecontains my offer. You will do with it what you like. I 	would like to do something which Lord Chelmsford would consider to 	be real war work. I have an idea that, if I became your recruiting 	agent-in-chief, I might rain men on you. Pardon me for the 	impertinence.  	The Viceroy looked pale yesterday. My whole heart went out to him as 	I watched him listening to the speeches. My God watch over      own 	discretion. No authority for doing so should be quoted.”  
 and protect him and you, his faithful and devoted Secretary. I feel you are more than a secretary to him.
 Yours sincerely,
 M.K. GANDHI
 PS. The Reverend Mr. Ireland of St. Stephen’s College has kindly offered to deliver this letter into your hands.
    N.A.I.: 	Home, War (Deposit): October 1918, No. 26  M.K.G. "
10,"April 	30, 1918",LETTER TO SIR WILLIAM VINCENT,"
       April 	30, 1918    DEAR 	SIR WILLIAM VINCENT,  	I ruffled you on Sunday. But I really came to further the object for 	which you have overworked yourself. I merely came to tell you that 	the release of the Brothers Ali was calculated to encourage 	recruiting. If I did not believe this, it would have been sinful for 	me to expect you to give me a single minute of your time.  	You asked me whether I had brought the authorities a single recruit. 	I suggest to you that it was not a fair question and one might truly 	serve the Empire and yet not bring a single recruit.  	I hope you will not resent this letter, but accept it as an honest 	explanation of a visit which you so hastily misunderstood.  From 	the manuscript of Mahadev Desai’s Diary. Courtesy: Narayan Desai   "
