footnote_no,footnote
libtech_1_footnote,1The date is 	inferred from the reference to the swelling of the hip-bone; vide
libtech_2_footnote,2Hip-bone
libtech_3_footnote,"1The addressee was 	trying for reconciliation between the Congress leaders and the 	British Government by personally interviewing Lord Irwin, Lord 	Sankey, Sir Samuel Hoare and Ramsay MacDonald."
libtech_4_footnote,2To the 	flood-stricken areas of China in company with the Dean of Canterbury
libtech_5_footnote,3What I Owe to 	Christ
libtech_6_footnote,
libtech_7_footnote,1Son of Maganlal 	Gandhi
libtech_8_footnote,"1Vide “Letter to Parasram Mehrotra”, 16-6-1932."
libtech_9_footnote,2Addressee’s son
libtech_10_footnote,"1Vide 	“Letter to Parasram Mehrotra”, 1-6-1932."
libtech_11_footnote,"1Gandhiji, however, 	was persuaded by Vallabhbhai Patel to request the U.P. Governor for 	the addressee’s transfer to a jail having less inclement climate. 	Vide “Telegram 	to Sir Malcolm Hailey”, 18-6-1932."
libtech_12_footnote,"2This was followed 	by a note from Mahadev Desai: “I have gone through your article on 	the takli and 	found nothing special about it, on the contrary you have omitted to 	discuss its economic aspect. We should prepare an interesting 	dialogue on this subject for children.”"
libtech_13_footnote,1The letter was in 	reply to a question whether the story about Gandhiji having allowed 	a venmous snake to crawl over his body was true.
libtech_14_footnote,"2Vide “Letter 	to Dr. Hiralal Sharma”, 18-6-1932."
libtech_15_footnote,"1Vide “Letter 	to Premabehn Kantak”, 3-8-1932 and “Letter to Premabehn Kantak”, 	18-8-1932."
libtech_16_footnote,1Son of Narahari 	Parikh
libtech_17_footnote,"2According to 	Mahadevbhaini Diary, 	the addressee had argued that our attitude"
libtech_18_footnote,3Sel
libtech_19_footnote,"2Vide “Letter 	to Mirabehn”, 8-6-1932."
libtech_20_footnote,1The addressee had requested Gandhiji to explain to him the meaning of the vow of non-possession.
libtech_21_footnote,"2Pragji Khandubhai 	Desai, a co-worker of Gandhiji during the South African period, 	wrote regularly for the Gujarati secion of Indian 	Opinion."
libtech_22_footnote,"1The addressee had 	suggested satyagraha against politcal prisoners being taken out of 	jail for work, chained and fettered."
libtech_23_footnote,
libtech_24_footnote,"1The Diary of Mahadev   Desai, Vol. I, p. 174 has: “A wire from	Devdas. . . ."
libtech_25_footnote,"1Vide “Letter 	to Mirabehn”, 16-6-1932."
libtech_26_footnote,"1Widow of Harilal 	Maneklal Desai , an Ashram inmate"
libtech_27_footnote,"1Surendra Medh, a 	leading satyagrahi during the South African struggle"
libtech_28_footnote,1Son of Harilal Gandhi
libtech_29_footnote,
libtech_30_footnote,
libtech_31_footnote,"1The addressee had 	written: “You play a lot with the kitten and let them sit in your 	lap. How I wish I were born a cat too!” (Mahadevbhaini 	Diary, Vol. 1, p. 	233)"
libtech_32_footnote,2Lakshmi
libtech_33_footnote,"1The Franchise Committee under Lord Lothian had published its report on June  3, 1932 in which it had proposed an increase in the total number of voters in the provincial electorates from 7 millions to over 30 millions, or nearly 30 per cent of the total about population, and for the due representation of all classes and sections of the community. Regarding its recommendations, according to Mahadev Desai, Gandhiji said: “The Committee has done well in so far as it has come forward with a definition of untouchability and calculated the number of ‘untouchables’ so called at three crores and a half instead of the usual seven crores. For this Lothian is perhaps entitled to credit. Thanks to this definition, Hindus, if they wish, can incorporate ‘untouchables’ into Hindu society in one moment and at a stroke satisfy all the demands ostensibly made on their behalf.” (Mahatma, Vol. III, p. 197; India in 1931- 32., pp. 50-1 and The Diary of Mahadev Desai, Vol. p. 147)"
libtech_34_footnote,2The addressee read 	too many books on religion and brooded too much.
libtech_35_footnote,1The addressee had argued in favour of birth-control.
libtech_36_footnote,1The name is omitted in the source.
libtech_37_footnote,2Advocating divorce
libtech_38_footnote,2“Towards Moral Bankruptcy”.
libtech_39_footnote,2Addressee’s son
libtech_40_footnote,"1This was sent along 	with “letter to Narandas Gandhi”, 16/19-6-1932; vide"
libtech_41_footnote,"2A constructive 	worker of Rajasthan, founder of the Vanasthali Vidyapith"
libtech_42_footnote,"1Vide “Letter 	to Jethalal G. Sampat”, 19-6-1932."
libtech_43_footnote,"2Bhansali’s 	sister-in-law, a widow"
libtech_44_footnote,3About five minutes’ 	silence during prayer time
libtech_45_footnote,1Narayan M. Khare
libtech_46_footnote,"2The co-worker, who had helped Gandhiji to acquire the land on which the Sabarmati Ashram was subsequently built, was ill at this time and died in October 1932. For Gandhiji’s reminiscences of him, vide “Long Live Punjabhai”, 23-10- 1932."
libtech_47_footnote,4“The    	wicked    are    reformed    in     the     company 	  of 	   the	righteous.”
libtech_48_footnote,1Professor 	Jaikrishnadas Prabhudas Bhansali
libtech_49_footnote,3A prominent 	Congress leader of Rajasthan who assisted in editing Hindi 	Navajivan
libtech_50_footnote,2This was a form of 	greeting between Gandhiji and the addressee.
libtech_51_footnote,"1The addressee had 	sent a report of his work among the poor of Anantapur, a village in 	Madhya Pradesh where he had been engaged in constructive work for 	the last three years."
libtech_52_footnote,1Addressee’s daughter
libtech_53_footnote,"2Ishopanishad, 1"
