footnote_no,footnote
libtech_1_footnote,"1Vide “Viceroy’s 	speech”, 21-6-1937"
libtech_2_footnote,"2Vide “Extract 	from A.I.C.C. Resolution”,16-3-1937"
libtech_3_footnote,"1This was drafted by Gandhiji. The date-line is reproduced from The Hitavada, 9-7-1937."
libtech_4_footnote,"2Actually on March 16; vide“Extract from A.I.C.C. Resolution”,16-3-1937"
libtech_5_footnote,"3For Lord Zetland's and the Viceroy's speeches, vide “Viceroy’s speech”, 21-6-1937"
libtech_6_footnote,
libtech_7_footnote,"4Passed at Allahabad; vide footnote 1, “Interview to Associated Press of India”, 6-5-1937"
libtech_8_footnote,
libtech_9_footnote,"1The addressee has 	noted on the telegram: ""Yes–acceptance of office by 	Congress""."
libtech_10_footnote,"1The speech is extracted from ""Weekly Letter"" by Mahadev Desai, who had reported its ""verbatim"" translation. The date-line is reproduced from The Hindu 8-7-1937."
libtech_11_footnote,"1The correspondent had reported that he met Gandhiji “early in the morning, at 5.30, half way down from Segaon to Wardha.”"
libtech_12_footnote,"1Vide “Are There Different Oaths”,26-6-1937"
libtech_13_footnote,1The figures are not reproduced here.
libtech_14_footnote,"1Vide “Telegram 	to amrit Kaur”,7-7-1937"
libtech_15_footnote,"1Nandalal Bose, in 	his letter 	(C.W. 6393) dated July 22 	to Pyarelal, had 	said:  ""I 	was very much interested 	to look 	through Mirabehn's 	sketches. Please tell 	Bapuji that 	they show marks of real 	artistic insight, specially one 	of them 	–'Clear after rain– 	early morning'. Art, like 	other creative activities, is 	a very jealous mistress 	and must 	be pursued with genuine, 	disinterested devotion. If used as an amusement or recreation for 	one's enforced 	leisure hours, it 	will not 	yield its 	full beauty and 	significance. I 	hope Mirabehn will keep 	up her interest."""
libtech_16_footnote,"2Jawaharlal Nehru 	wrote an essay entitled ""The Question of Languages"" for 	the Congress Political and Economic Studies Series. For extracts 	from it and Gandhiji's Foreword, dated August 3, 1937,"
libtech_17_footnote,"2Ramdas left for 	South Africa with Hermann Kallenbach on July 7, 1937;"
libtech_18_footnote,"1Addressees' 	grandmother, Swaraup Rani"
libtech_19_footnote,"2Addressee's aunt, 	Vijayalakshmi  Pandit"
libtech_20_footnote,"2In the 	source, the 	following two 	paragraphs and 	the subscription are 	written in Hindi."
libtech_21_footnote,"1E. W. Aryanayakam 	of Ceylon, Principal, Marwari High School"
libtech_22_footnote,3Mat
libtech_23_footnote,"2Vide also 	""Letter to Bharatan Kumarappa"", and letter to the 	addressee,"
libtech_24_footnote,4A faithful 	attendant of the addressee's father. He became her servant after her 	fathers' death.
libtech_25_footnote,3History of the 	Indian National Congress by 	Pattabhi Sitaramayya
libtech_26_footnote,"1In the source, what 	follows is in Gandhiji's hand."
libtech_27_footnote,4The source is 	illegible here.
libtech_28_footnote,"1The reference is to 	""Loose Leaves from a Socialist's Diary"", a typed copy of 	the addressee's diary which he had maintained during his study tour 	abroad."
libtech_29_footnote,1Wife of Bharatan 	Kumarappa
libtech_30_footnote,2Granddaughter of 	the addressee
libtech_31_footnote,"3Now called 	Vijayawada. The addressee's speech at the tenth anniversary 	celebration of the Khaddar Samasthanam appeared under the title 	""Advantages of Barter"" in Harijan, 	24-7-1937."
libtech_32_footnote,"1Harsu Dayal, 	addressee's father-in-law"
libtech_33_footnote,"1In his letter dated 	July 6, the addressee had asked Gandhiji whether he could publish 	details about the difficulties in taking over the Seva Dal building 	from the Government; vide 	also “Letter to N. 	S. Hardiker”, 22-5-1937"
libtech_34_footnote,"1Aruna Gandhi, 	addressee's grand daughter"
libtech_35_footnote,"1Madalasa; vide 	also “Letter to 	Vallabhbhai Patel”, 11-7-1937"
libtech_36_footnote,"2Vide “Letter to Amrit Kaur”,10-7-1937"
libtech_37_footnote,3Vide the preceding item.
libtech_38_footnote,"4Vide “Letter to Amirt Kaur”, 10-7-1937"
libtech_39_footnote,"1Vide also 	“Letter to J. C. Kumarappa”, 12-7-1937"
libtech_40_footnote,"1Vide “Vallabhai Patel’s Statement”, 9-7-1937"
libtech_41_footnote,2Brothers of the 	addressee
libtech_42_footnote,1The addressee 	travelled to Madras by the same train as Rajaji but she had only   a 	third-class ticket.
libtech_43_footnote,3ibid
libtech_44_footnote,"1In his letter dated July 16 to G. D. Birla, Mahadev Desai explains: “C.R. asked for Bapu’s blessings to be wired to him and his colleagues when they were all sworn in as Ministers.” According to India Since the Advent of the British, Rajagopalachari formed the Congress Ministry in Madras on July 15, 1937."
libtech_45_footnote,"1Dated July 14, 	which read: ""I 	am being charged for 	defying and 	attempting to 	circumvent the Working 	Committee Resolution at Delhi and Wardha by demanding an independent tribunal. . . . In the        conversation I had with you, I had made it clear"
libtech_46_footnote,"1Shankarrao Deo, 	President, Maharashtra Provincial Congress Committee, in his letter 	dated July 14 had brought to the notice of Gandhiji a report that 	had appeared in the issue of of Dnyanprakash, 	10-7-1937. The report 	said that N.C. Kelkar, speaking at a meeting in Poona at the Tilak 	Smarak Mandir, had alleged that Gandhiji had refused to sign on the 	application for the release of Savarkar; that Gandhiji's attitude 	towards Maharashtrians, including great leaders like Tilak was not 	friendly and that Gandhiji's readiness for office-acceptance was not 	consistent with his earlier stand."
libtech_47_footnote,2Congress Working Committee
libtech_48_footnote,"2Vide ""Letter 	to Shankarrao Deo"", 20-7-1937."
libtech_49_footnote,"3Vide ”Congress Ministries”, 17-7-1937; also ""The Fundamental Difference"", 24-7-1937."
libtech_50_footnote,1Vide the 	preceding item
libtech_51_footnote,"2The reference is to the death of the addressee's eldest brother Somabhai. Speaker Vithalbhai, another brother, had died on October 22, 1933."
libtech_52_footnote,3Vide the 	following item: also “The Fundemental Difference”. 24-7-1937.
libtech_53_footnote,1The name is omitted in the source.
libtech_54_footnote,"2The date is 	inferred from the reference to Purushottamdas Tandon’s letter to 	Ashraf on Hindi-Urdy controversy and Pattabhi Sitaramayya's speech 	at Harijan Conference, Berhampur, which appeared in Mahadev Desai’s 	“Weekly Letter” in Harijan, 	17-7-1937."
libtech_55_footnote,3According to the source this was addressed “to a Sindhi”.
libtech_56_footnote,1Principal of 	Gurukul Kangri
libtech_57_footnote,
libtech_58_footnote,"1In the source, the 	quotations are in Hindi."
libtech_59_footnote,"1The addressee was 	the Superintendent of the Harijan Udyogshala, Delhi, where 	tailoring, shoemaking, carpentry, etc, were taught."
libtech_60_footnote,"1Vide also 	“Letter to Mahadev Desai”, 15-7-1937 and “Letter to Mahadev 	Desai”, 17-7-1937"
libtech_61_footnote,2Of yards of yarn.
libtech_62_footnote,"1This was a note appended to a pamphlet by Narandas Gandhi in connection with the birthday celebration of Gandhiji. These celebrations were known as Rentia Jayanti, spinning-wheel anniversary. Vide also “Letter to Narandas Gandhi”, 17-7-1937"
libtech_63_footnote,1The superscription 	is in Devanagari.
libtech_64_footnote,"1Vide, 	“A.I.V.I.A. Bulletin”, 7-8-1937."
libtech_65_footnote,2These two sentences 	are in Hindi in the source.
libtech_66_footnote,1Justice Govindrao 	Madgaonkar of Bombay High court
libtech_67_footnote,"1Vide “Livery of Freedom”, 31-7-1937"
libtech_68_footnote,"1Dated March 17, 	1937, which read: “ Had the Working COmmittee found any reason to 	believe that the election had been influenced by improper conduct on 	the part of anybody or that the [election] was made under any undue 	pressure from Sardar Vallabhbhai Patel as alleged, it would have 	certainly ordered fresh election.” (The 	Bombay Chronicle, 	3-11-1937)."
libtech_69_footnote,"1Vide   “Letter 	to Mahadev Desai”, 15-7-1937"
libtech_70_footnote,2Vide the 	preceding item.
libtech_71_footnote,3ibid
libtech_72_footnote,4This sentence is in 	Gujarati in the source.
libtech_73_footnote,"1Vide also 	“Letter to Mahadev Desai”, 17-7-1937"
libtech_74_footnote,2From the S.N. 	Register
libtech_75_footnote,"3Vide “Note 	on Rentia Jayanti Celebration”, 17-7-1937"
libtech_76_footnote,1“Weekly Letter” 	published in Harijan 	24-7-1937.
