footnote_no,footnote
libtech_1_footnote,"1In her 	book, With 	No Regrets, 	Krishna Hutheesing 	explains that 	the addressee 	went hiking during the autumn of 1939, got soaked and caught a chill 	which developed into 	pleurisy. In 	a letter 	dated November 	6, 1939, 	Jawaharlal Nehru 	had written 	to the addressee 	that he had a joint 	cable “from Agatha and 	Bhandari that you 	are going to 	Europe”. She 	went to Leysin 	(in Switzerland) 	after having 	spent some 	time in 	Middlesex Hospital. Vide 	also the preceding 	item and “Letter 	to Jawaharlal 	Nehru”. 25-10-1939."
libtech_2_footnote,"1Vide “On Trial”, 10-10-1939."
libtech_3_footnote,"2 Vide	Appendices “Working Committee’s Manifesto”, 14-9-1939 and “A.I.C.C. Resolution”, 14-10-1939."
libtech_4_footnote,"1Dated October 6, 1939"
libtech_5_footnote,"2Dated October 5, 1939"
libtech_6_footnote,1Only excerpts are reproduced here.
libtech_7_footnote,1The source is 	illegible.
libtech_8_footnote,1The    	addressee’s    article  	  “Rentia    Jayanti 	   in     Rajkot” 	   appeared  in
libtech_9_footnote,"1Vide “Qualifications of a Peace Brigade”, 18-6-1938."
libtech_10_footnote,"2Vide “Notes”, 	12-7-1939."
libtech_11_footnote,"3From the 	reference to 	“article”, 	presumably, “The 	Fiction  of 	 Majority”, pp. 258-61."
libtech_12_footnote,"1This appeared under “Notes”, sub-title, “Disappointing”. The statement was also published in The Hindu, 18-10-1939."
libtech_13_footnote,"2Vide Appendices “Viceroy’s Declaration”, 17-10-1939."
libtech_14_footnote,1Vide the 	preceding item.
libtech_15_footnote,"2Vide also 	“Telegram to G. V. Gurjale”, September 1939."
libtech_16_footnote,"3Vide Appendices “Congress Working Committee Resolution”, after 18-7- 1939, “Working Committee’s Manifesto”, 14-9-1939 and “A.I.C.C. Resolution”, 14-10-1939."
libtech_17_footnote,"4Vide Appendix “Congress Working Committee Resolution”, 22-10-1939."
libtech_18_footnote,"5Vide Appendix “Viceroy’s Declaration”, 17-10-1939."
libtech_19_footnote,"1Vide “Letter 	to Kunvarji K. Parekh”, 12-10-1939."
libtech_20_footnote,1Addressee’s wife
libtech_21_footnote,2Prahlada’s father 	who defied God
libtech_22_footnote,
libtech_23_footnote,"2From The Hindu, 20-10-1939"
libtech_24_footnote,"1The addressee was 	Joint Secretary, Pataudi State Praja Mandal."
libtech_25_footnote,"1This is extracted from “C. P. Local Bodies Give the Lead” by Mahadev Desai, who explains: “A conference of the representatives of the local bodies in the Central provinces and Berar.. .. invited Gandhiji to address them..  ..  Gandhiji  did  so confining himself to a general question put to him by one of the members, viz., ‘How was the Basic Education Scheme calculated to contribute to the economic and political advancement of the country ?’”"
libtech_26_footnote,"3Ravishankar Shukla, Premier, Central Provinces, who welcomed the represe- ntatives"
libtech_27_footnote,"2For Gandhiji’s summary of the report, vide “Summary of Industrial Survey Committee Report”, 29-7-1939."
libtech_28_footnote,"1Ashadevi Aryanayakam, Editor, Nayi Taleem, the chief organ of the Hindustani Talimi Sangh. Her article “Conference of Basic Education” appeared in Harijan, 7-10-1939."
libtech_29_footnote,"1E. W. Aryanayakam, Secretary of the Hindustani Talimi Sangh"
libtech_30_footnote,1Mahadev Desai adds that “the members had a discussion after this for several hours” and passed resolutions.
libtech_31_footnote,"2From the reference to “talks” with the addressee, which, presumably, took place during the conference of local bodies; vide the preceding item."
libtech_32_footnote,"3The Vidya Mandir Scheme sponsored by the addressee. A Bill on the scheme was passed by the Central Provinces Legislative Assembly on November 2, 1939."
libtech_33_footnote,1In Delhi
libtech_34_footnote,2This appeared under 	the title “An Important Interview” as reproduced from
libtech_35_footnote,4The Basic Education Scheme
libtech_36_footnote,"1Vide “Statement to the Press”, 5-9-1939 and “Source of my Sympathy”, 11- 9-1939."
libtech_37_footnote,"1This was in reply to the addressee’s telegram dated October 21, in which he informed Gandhiji of the Working Committee’s decision to publish  the correspondence regarding Gandhiji’s talks with the Dewan and sought permission for its publication."
libtech_38_footnote,"2 In his reply dated October 26, the addressee said: “.	We 	will mutely suffer"
libtech_39_footnote,3From 	Gandhi—1915-1948: A 	Detailed Chronology
libtech_40_footnote,3As in the source
libtech_41_footnote,"4Of October 17; vide 	Appendix “Viceroy’s 	Declaration”, 17-10-1939."
libtech_42_footnote,"1In his letter dated 	October 18, the addressee had, inter 	alia,  said: “The 	minds  of 	the people 	are poisoned 	against those who gave 	evidence against Justice 	Davar. Shri 	Shankarrao Deo, 	Gangadharrao Deshpande, 	R. R. Diwakar, 	H. S. Kaujalgi 	and myself are the targets. If this is left unchecked, I am afraid, it is bound to lead to"
libtech_43_footnote,"2Dr. T. S. S. Rajan, Minister of Public Health, Madras"
libtech_44_footnote,"3The reference is to 	the Congress Working Committee resolution of October 22; vide 	Appendix “Congress 	Working Committee Resolution”, 22-10-1939."
libtech_45_footnote,
libtech_46_footnote,5Sir Samuel Hoare
libtech_47_footnote,"1Viyogi Hari of Harijan Nivas, New Delhi"
libtech_48_footnote,"1Bhagavad Gita, II. 59"
libtech_49_footnote,"1Bhagavad Gita, II. 59"
libtech_50_footnote,2This was found 	among the letters to C. Rajagopalachari. The date-line has been 	written by Amrit Kaur.
libtech_51_footnote,1The addressees 	had met Gandhiji 	and proposed 	to arrange 	for his protection 	 as they had received the news that some people were planning to assault him.
libtech_52_footnote,"2Vide “statement 	to the Press”, 18-10-1939."
libtech_53_footnote,"1This appeared under the title “Door Still Open” as Gandhiji’s “reply to a Press correspondent representing various European papers”. According to The Hindu, 26- 10-1939, among the newspapers and agencies that made the request were The New York Times; The Daily Herald; Paris Soir; Popolo D’ Italia, Rome; National Tidende, Copenhagen; Aften Posten and Telegraff, Amsterdam; the Tass News Agency, Moscow; Arbizzi, Madrid; the Dagen Synther, Stockholm; Swiss News Agency, Geneva; the La Nacion, Buenos Aires; Yormiuri Shimbun, Tokyo; Unsi Suomi, Helsingfors and Nation Belge, Antwerp."
libtech_54_footnote,"3Vide Appendix 	“Viceroy’s Declaration”, 17-10-1939."
libtech_55_footnote,"1This was in reply 	to the addressee's cable of October 21, 1939 which read: “Act of 	1939 inflicting intolerable hardships on growing number of our 	people. Patience stretched to straining point. Pray cable definite 	advice”."
libtech_56_footnote,"1Edward Thompson, 	British poet and writer; vide 	also “My Life”."
libtech_57_footnote,1A khadi worker of 	Punjab
libtech_58_footnote,"1Vide footnote of “Letter to Indira Nehru”, after 15-10-1939."
libtech_59_footnote,"1Vide “Hind Swaraj”, 22-11-1909."
libtech_60_footnote,"1According to Mahadev Desai, the members had a discussion with Gandhiji on the next day also; vide “Discussion with Executive Members of Gandhi Seva Sangh- II”, 26-10-1939."
