footnote_no,footnote
libtech_1_footnote,1Vide the 	preceding item.
libtech_2_footnote,"2Vide “Letter 	to Ardeshir E. Kateli”, 6-1-1944."
libtech_3_footnote,1Vide the 	preceding item.
libtech_4_footnote,"1This is extracted 	from a letter dated January 29, 1944, addressed to Secretary, Home 	Department, Government of Bombay, by the Officer-in-charge, Aga Khan 	Palace."
libtech_5_footnote,"2Vide “Letter 	to Additional Secretary, Home Department, 	Government of  India”, 27-1-1944."
libtech_6_footnote,"1According to Gandhiji’s Correspondence with the Government, p. 228, the addressee’s reply dated February 3, 1944, read: (1) Government have agreed to Kanu Gandhi staying in for the purpose of helping in nursing Mrs. Gandhi on condition that he agrees to be bound by the same regulations as other security prisoners in the detention camp. Government consider that with Kanu Gandhi staying in, the nursing assistance provided should be adequate and they cannot agree to any requests for further assistance. (2) Government have decided that no outside doctors should be allowed unless the Government medical officer considers that it is absolutely necessary for medical reasons. . . . (3) Interviews with near relatives have been sanctioned for Mrs. Gandhi. While Government have no objection to your being present during those interviews, they consider that other inmates should not be present except to the extent demanded by the condition of Mrs. Gandhi’s health. . .” For a joint letter from Dr. Sushila Nayyar and Dr. M. D. D. Gilder to Col. Bhandari for further medical assistance, vide Appendix “Letter form Dr. Nayyar and Dr. Gilder to Col. Bhandari”, 31--1-1944."
libtech_7_footnote,"2Pyarelal explains that the letter was scribbled out by Gandhiji at 4 p.m. on “Monday, the silence-day”, and “handed immediately to the Superintendent of the Camp” who had conveyed the following communication from the Government: “Government wants to know whether Mrs. Gandhi has any particular physician in mind and whether she would want one in addition to Dr. Dinshaw Mehta.”"
libtech_8_footnote,"1Originally written in Hindi, this is a translation by the jail authorities."
libtech_9_footnote,"2Dated January 15, conveying the news of her husband’s death"
libtech_10_footnote,3ibid
libtech_11_footnote,1Feroze and Indira 	Gandhi
libtech_12_footnote,2Allowing security 	prisoners to correspond only with family members
libtech_13_footnote,"3Rita, addressee’s daughter"
libtech_14_footnote,3Illegible in the source
libtech_15_footnote,"4Chandralekha, addressee’s daughter"
libtech_16_footnote,"5Nayantara, addressee’s daughter"
libtech_17_footnote,
libtech_18_footnote,"6Krishna Hutheesing, addressee’s sister"
libtech_19_footnote,
libtech_20_footnote,7Feroze and Indira Gandhi
