chapter_no,date,title,content
1,"March 	12, 1913",LETTER TO HERMANN KALLENBACH,"
        PHOENIX, 
     MY 	DEAR LOWER HOUSE,  [March 	12, 1913] 
  	The abovelibtech_1_footnoteis 	soul-stirring. I was teaching one of the boys this morning and came 	upon it. I thought it so fitted your case at many points that I 	would have it copied. Please read and reread and come out of 	Doubting Castle after having killed Giant Despair. With 	Love, 
    	[PS.]  UPPER HOUSE    	I have not written to the Countesslibtech_2_footnotelibtech_3_footnote. I thought I would await Mrs. "
2,"March 14, 1913",LETTER TO HARILAL GANDHI,"
  	Mayo’s letter. As you will soon be on the tramp I am not sending 	the agricultural books. It is right?  From 	the original: Gandhi-Kallenbach Correspondence. Courtesy: National 	Archives of India       Phagan Sud 6 [March 14, 1913]libtech_4_footnote  CHI. 	HARILAL,  	After many months I have has a letter from you. Every time yu 	express regret and say you are sorry for not writing regularly.Your 	repentace has no meaning either for you or for me. Repentance will 	bear fruit ony when it relates to one’s failure to do a thing 	despite one’s best effort and when it is followed by greater 	vigilance in guarding against further failure. Your regret amounts 	to mere formality. Do children naveto be formal with parents? As 	soon as I knew of yur examination [result] from another      
 source, I wrote you a letterlibtech_5_footnote. But it could not be posted until now,. because the diarylibtech_6_footnotecontaining your address had been misplaced. You will therefore get that letter as well as this one about the same time.
 I am not the only one to wait anxiously for a letter from you. Ba keeps on inquiring, and so do Miss Schlesin and the others.
 Your mind has not become calm even there. I do not understand what it is that you want. All that I can make out is that you want to live in Ahmedabad and with Chanchi. Perhaps you wrote to the Doctorlibtech_7_footnotetoo, about this, You may live as suits you best.
 In reply to the second portion of yur letter, I shall say only this: “Live in any way that suits you,.[but] strive to realize God anyhow.”  I shall not argue.
 Our paths may well be different. If our destination is the same, we shall meet there. What would it matter even if we should follow contrary paths? I am not so arrogant as to believe that I am wholly right and others, in the wrong. Of course, I hold on to the idea that I must do what seems to be my duty. Though I know that we do not become equal even if I give you this freedom, because, in following a course opposed to my ideas, you have to depend on me for money. I wish I could release you even from this situation [of dependence] and then argue with you as an equal. But how is this possible? If, impelled by my sense of duty, I have erred in giving up the source of my income, I shall of course have to repent for that. Have I not, however, done an injustice because in doing this I failed to take my sons’ interests into account? My answer is “No” I did consider their interests, too, accordingly to my own lights. Whether my judgement was right or wrong time alone will show to us both.
 I observe that England is still on your lips. Please overcome the desire. Your time is not yet.
 Send me the question-papers of your examination if you have preserved them.
 Manilal is deep in his studies. He is interested in them. I give him an hour and a half every day. Let me know what books you read—for your examination, I mean. Send me some samples of your
 
 English composition.
 
 
PS.
 
 
 Blessings from
 BAPU
  	Ramdas and Devdas also study fairly well, but they have developed no 	interest in their studies. Ba is well, more  or  less. Anandlal has 	left Phoenix that he may be able to look after Abhechand’s 	business.  From 	a photostat of the Gujarati original in Gandhiji’s hand: S. N. 	9539   "
3,"March 14, 1913",LETTER TO JAMNADAS GANDHI,"
         CHI. 	JAMNADAS,     Phagan Sud 6 [March 14, 1913]libtech_8_footnote 
  	The letters you wrote from India have arrived now. They were read 	with great interest. I know the restrictions you have placed. But in 	these letters you have given me permission to show  them  to 	Chhaganlal and Maganlal. They were also shown to Manilal. I thought 	it was in his interest that he should read them, so admirable they 	appeared to be. I shall not show them to anyone else. If any letter 	of yours contains only personal reflections of an intimate nature, I 	alone will read it and then destroy it.  	Your boils must have disappeared by now. You will continue to have 	one ailment or another till your blood is completely purified and 	you have suitable diet as dictated by experience. With effort, this 	[trouble] can be overcome. This desire [that you should recover] was 	one of my reasons for wanting you to be with me.  	Ginger, according to our rule, need not be avoided, but it is not 	beneficial either. Its undesirable effects will be immediately 	observed in those who live on a fruit diet.  	“If we must know English we should know it well”—from this we 	cannot conclude that if we must travel by railway, we should travel 	first or second. Studying English is not bad in itself, travelling 	by railway is wholly so; if we must travel, therefore, we should 	just huddle    
 ourselves in and mind no discomforts. Moreover, where countless people are forced to put up with hardships, we should submit to them voluntarily—that is, on occasions when it is not immoral to suffer.
 All the items of the diet on the Farm may not be suitable in Phoenix. You fell ill because you did not wait long enough  for necessary adjustments to be made.
A ship is bound to look after the needs of deck passengers.
 I agree that you should not give up milk or curds, but do not give them the chief place. They make us more indolent. Our friend Kotwal is now in India. Cultivate contact with him. He still lives on fruit diet. You may profit by his experience. He is likely to go deep into the matter and discover things which you will not.
 While doing honour to Brahmins, one must maintain a reverential attitude and not treat them with contempt, in the same way that we would respect a person born in a noble family even while we pity him. We would, naturally, feel no respect for a prostitute’s son. I do not mean, however, that we should support any Brahmins in their wicked ways. If you interrupted your studies to offer some little flour to Brahmin beggars who had no business to go begging, you would only be sacrificing your studies. I would not think that in doing so you had done honour to the Brahmins; I would rather count it as your timidity or want of judgement. Question me again if you have not followed this.
 Give up the afternoon nap, forcing yourself if need be. When you feel the urge coming over you, take a bath.
 I am not against schools or against education, but against the stamp. This is one ground of objection against government schools.
 A second objection is the lack of character in teachers and the fact that pupils have no intimate contact with them. The wasting of time over certain subjects is the third objection, and the fourth that quite often these schools become symbols of our slavery.
 The Parsi cap is not the Parsis’ but ours, though an adopted one. Our forefathers may have erred in adopting it. The error, however, is not one that need be corrected now. But why should we take the trouble of adopting a fresh one? Putting on a Hungarian or Moghul cap is suggestive, in a way, of pride and conceit—that we are different from others.
 I imagine that even after my going [to India]   the  presslibtech_9_footnotelibtech_10_footnotewill continue as before. There is a possibility that Miss Schlesin and Miss West may go over to India ultimately. Mr. Polak and Mr. Ritch will of course practise and live on in South Africa. About Mr. Kallenbach, nothing is certain. Kotwal, it seems, will remain with me. Manilal, probably, will be where I am. He is going strong with his studies. They will still continue. I cherish the fond notion that no one else can, and will, teach him as quickly and as well as I. Jekibehn keeps well enough. She is, for the present, my only adopted daughter. She is mine more than Dr. Mehta’s so that it seems likely she will remain with me.
 Do not be eccentric in your dress. The head should be covered, a shirt may be worn, if needed, and so also slippers. These latter, however, only when you go out. At home, keep bare-footed, and outside, too, except when it is very hot or cold. One need not be too particular about these things, but such of them as one has grown used to should be kept up.
 All the questions raised in your letters have now been answered. I have no time to write more. I pray that all my hopes in you be realized, that you remain firm in your mind and that God may help you.
 Blessings from
 MOHANDAS
 
 From the Gujarati original in Gandhiji’s hand: C. W.  5642.  Courtesy: Narandas Gandhi
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  "
4,,A PUBLIC EXAMPLE,"
  
 
 A question was raised that the election of Mr. Gokhale to represent the non-official members of the  Bombay  Legislative Council in the Viceregal Council was invalid, as he was an “official” drawing remuneration from the public treasury as a member of the Public Services Commission. Mr. Gokhale has, we understand, set the matter at rest, in characteristic fashion, by declining to accept the remuneration to which he would have been entitled. Such things are expected from such a man whose whole life has been one of self- abnegation in the service of the public. We do not congratulate him upon what he would himself regard as a perfectly natural act, but we sincerely congratulate the Motherland upon the possession of so rare- minded a son. Whilst it is true that an incident of this particular character could not occur in South Africa, where members of commissions are statutorily exempted from the disabilities otherwise attaching to the receipt of remuneration for their services in that capacity, Mr. Gokhale’s example is one that might well be followed even in this self-governing Dominion, where, on the contrary, such instances of public morality have been, at least of late years, practically non-existent.
 Indian Opinion, 15-3-1913
  "
5,,BRITISH NAVY,"
  
 
 Millions of Englishmen think that British rule is maintained by the strength of the British Navy. Many people is Europe believe this and the idea is impressed upon the minds of all citizens of the British Empire. Associations have been established for this purpose. Newspapers are full of it. A huge association named the Navy League has been formed. Expenditure on the Navy is rising every day. British children are taught from the earliest age that there is nothing at all wrong in this. The British sailor is glorified. The colonies are even asked to pay a share of the expenditure. There was a debate in the Union Parliament last week on this question of contribution, when Mr. Merriman made a very biting and thought-provoking speech. He said in so many words that Europe had gone crazy. It had simply become possessed by the idea of armies. The desire for bigger and bigger armies, it would seem, was a kind of disease. The poor get crushed in consequence, Mr. Merriman believes. He argues, therefore, that South Africa should not join in this craze. Though himself an Englishman, he has not much use for British greatness based on the Navy. His own view is that it is not from their armed strength that the British derive their greatness. He told General Botha and the rest that South Africa should not in any way participate in the British scheme for the [Imperial] Navy. Mr. Merriman holds also that the British Army stationed in South Africa should be withdrawn.
[From Gujarati]
 Indian Opinions, 15-3-1913
  "
6,,GENERAL BOTHA’S SUGGESTION,"
  
 
 There is no doubt that General Botha is a real farmer. Everyone knows that he holds land running into thousands of acres. But that would not by itself make him a farmer. There is a big company in Natal which owns hundreds of thousands of acres of land; none of the members, however, is a farmer. They only want to make profits through farmers. But General Botha, it seems, lives like a farmer. He himself works on the land, is well informed about matters connected with the land and knows all about the various crops. On horses and sheep he is an expert. Besides, even his speeches touch upon the great importance of agriculture. In his heart of hearts, he seems to be convinced that South Africa’s future does not lie in its gold mines. There are some who even believe that the gold mines  will  be exhausted in a few years, and that Johannesburg and other cities will be reduced to the same condition as some American cities. Be that as it may, General Botha has recently made a speech which is worth noting. He has expressed himself in favour of expropriating the land of the white landlords who do not themselves work on it and transferring it to worthier hands. Of course, other whites will not allow him to take such a step and the idea will not be implemented. Nevertheless, it is valuable in itself. Botha, with his enthusiasm for agriculture, can give it a strong impetus through his influence and authority. We would like to see something of the same spirit among us. We, too, would do well to turn our minds to agriculture.
[From Gujarati]
 Indian Opinion, 15-3-1913
  "
7,,WHO IS ENTITLED TO ENTER TRANSVAAL?,"
  
 During our representative’s tour a number of leading people wished to know who can enter the Transvaal. Hence, though this has been stated earlier, we repeat it below.
 Only those Indians who hold certificates under the Registration Act of 1908 or 1907 can now enter the Transvaal without an application or other formalities. Apart from showing their certificates on the border and producing evidence that they are their own, there is nothing they have to do.
 If, however, anyone is accompanied by a wife, or minor under 16 years, he is required to produce evidence in respect of them. Very often, the officer is high-handed and does not allow one to proceed further. This means one’s being kept waiting on the border. It is sometimes even necessary to approach the magistrate. One has to pay lawyers. To save oneself from this harassment one method that is adopted is to flatter the Registrar and take out a permit in advance. But method has had an undesirable consequence: the pressure in that direction has increased. Even a person with excellent evidence is put to difficulties. An alternative way is to put up with the difficulties for the time being and obtain redress through the regular procedure. This may mean inconvenience in the immediate present but things will be smoother afterwards. If all Indians adopt this course, the matter will be put right quite soon. If only some do so, it might take longer. In this connection, a question has also been raised as to what minors and women coming in should do. The Transvaal officers require evidence on the following lines in respect of minors:
  A 	certificate from a 	first-class magistrate 	to the effect 	that the minor holding 	it is in fact 	the child 	of the 	person represented to 	be the father.  The 	thumb-impression of 	the minor 	and the father 	on the 	certificate for 	purposes of identification.  Evidence 	as to the child’s age. 	This need 	not be  very  precise 	in every 	case. When it can 	be seen 	from the child’s 	physique that the 	age is without 	doubt below 	16, no evidence 	as to age is necessary.  It 	should be 	clearly stated in 	the magistrate’s 	certificate that he has fully satisfied himself that the child is in fact the son of the 
 person concerned.
 In a genuine case, evidence on these points can be easily secured and a father who wants to take his son with him to the Transvaal would do well to carry such evidence. It should, however, be remembered that those who have not brought any such evidence do not on that account lose their rights. Poor people cannot sometimes get in India evidence that they can in South Africa.
 We hear that such certificates are also required from women. It is our emphatic advice, however, that women must not give their thumb-impressions. The Government has no authority to be so  rigorous in regard to the identification of women for  the  simple reason that there is no need for that. There have not been many instances of Indians trying to bring in women who have no genuine rights. About women therefore, we must put up a fight. We believe that in the case of women the marriage certificate would suffice and we know that the right of a woman holding such a certificate can be legally established.
 The explanation we have given above relates to the Transvaal. The question, too, was about the Transvaal. But, by and large, it holds for Natal also. We know that there is greater strictness in Natal. The Natal officer has more power. But it should be enough for anyone to have evidence as indicated above. It should also be remembered that we are carrying on a fight against the strictness in Natal. If any Indian, in his selfishness, submits to the high-handedness of an officer there, he will to that extent strengthen the officer’s position and weaken the struggle. This is a simple rule: where there are no slaves, there are no slave-drivers. It is only where people seem prepared to submit to slavery that others set themselves up as masters.
 Our condition in South Africa is such that vigorous action will bring about an immediate improvement in it. But weakness will reduce it to the lowest level. This is not so in other colonies because conditions there are neither too good nor too bad so that people do not even realize that they are held in fetters. Here, on the contrary, every Indian feels he is a captive in chains.
[From Gujarati]
 Indian Opinion, 15-3-1913
  "
8,,GENERAL KNOWLEDGE ABOUT HEALTH [-XI],"
  
 
 We have seen that certain things should be avoided altogether. It remains to be shown that there are others which, for quite different reasons, should either be given up or consumed only in limited quantities. Postponing this discussion for the moment, we  shall consider what our diet ought to be.
 We can divide mankind into there very large categories on the basis of diet. To one class belong the people who, by choice or necessity, eat vegetable products only. This is the largest class. It consists of most persons in India and Europe and considerable numbers in Japan and China. Of these people, a few are vegetarians as a matter of religious principle, but the majority do without meat because they are unable to obtain it, though, if they get it, they eat it with relish. Among these latter are included Italians, Irish and Scottish people and the poor of Russia as well as of China and Japan. Thus, the chief food of Italy is macaroni, of Ireland potato, of Scotland oatmeal and of China and Japan, rice. People of the second category eat a little meat or fish in addition to vegetable products, once or more than once a day. The majority in England comes under this category, as do rich Muslims in India and Hindus who are unorthodox, besides the well-to- do Chinese and Japanese. This division, though quite large, is very much smaller that the first one. The third division consists of primitive tribes inhabiting the Arctic regions, as well as some Negroes who live on flesh alone. Their number is very small and even these, as they come into contact with European travellers, are learning to add vegetables to their diet. The conclusion to be drawn from all this simply is that man can live in all the three ways; what we have to consider, however, is the question as to which diet is the most health- giving.
 The structure of the body would seem to indicate that Nature intended man to be a vegetarian. A comparison which other animals reveals that our body structure most closely resembles that of fruit- eating animals, that is, the apes. The diet of the apes is fresh and dry fruit. Their teeth and stomach are similar to ours. The teeth and the stomach of predacious beasts, such as the lion and the tiger, differ in structure from ours. We do not have claws as they have. We have, moreover, something in common with non-carnivorous beasts—the
 ox, for instance. We do not, however, possess intestines like theirs and in the same number, for digesting large quantities of grass. From this, many scientists conclude that man is not by nature carnivorous nor is he formed so as to be able to eat every kind of vegetable food. Even from among vegetable products, fruit alone should be his staple diet.
 Chemists have shown by experiment that fruits contain all the elements necessary for the maintenance of human life. Fruits such as bananas, oranges, dates, figs, apples, pineapples, almonds, walnuts, peanuts and coconuts contain all the elements necessary for health and energy. These scientists say that this food need not be cooked, and as animals maintain health by eating sun-ripened fruit, so should we. They go so far as to assert that cooking removes certain essential properties of vegetable foods and reduces their nutritional value. The stimulating quality peculiar to vegetable products is partly lost in the process. They even advance the argument that vegetable products which cannot be eaten raw are no diet for us.
 If this argument is correct, surely much of the time spent in preparing and eating food be saved and we could finish our meals in a shorter time. Much of the time of our womenfolk and the space take up by kitchens, etc., in our homes would then be saved and we would be free to attend to many other matters by putting to good use the time and money thus saved.
 The idea that all cooking will stop, that women will be set free from the prison-house of the kitchen, that women will themselves desire such freedom—all this will, I am afraid, seem a mere dream and some may ask why at all we should discuss things which  are impossible. We are, however, not concerned at the moment with whether everyone can put this into practice. We are only thinking of what is best to do. If we know what is perfect health, we shall achieve a more or less satisfactory level of health. If we know what the ideal diet is, we shall know what we should generally eat.
 Many books have been written on this subject in Europe. One even comes across Europeans who experiment with fruit diet. Some of them have recorded their experiences. These men take to a fruit diet not from any religious consideration  but  purely  for  the  sake  of health. There is a German named Just who has written an excellent booklibtech_11_footnotelibtech_12_footnotein which he   has  proved,  with  numerous  examples,
 
 that  fruit  diet  is  the  best.  He  has  cured  many  patients   merely with the help of fruit diet and fresh air. He even claims that men can get all the nourishment they need from the fruit growing in their own regions.
 It will not be out of place if I here describe my own experiment. For the past six months, I have eaten nothing but fruits. I have not taken even milk or curds. My diet has consisted of bananas, peanuts, olive oil, lemon or similar citrus fruit, and dates. I do not claim that the experiment has proved completely successful. Six months is not enough to gauge the results of such a big change, but I can say this at any rate, that when others fell ill I remained well. I have greater physical and mental energy, than before. As regards physical strength, I may not be able, I admit, to lift as heavy weights as I could formerly, but I can work for longer periods at a stretch without fatigue. Of mental work I do much more at present and cope with it all. I have recommended this diet to some patients and the results have been little short of miraculous. I intend to describe these in the chapter on diseases. In fine, then, the experience of others and of myself and what reading and thinking I have done seem to suggest that a fruit- diet is superior to all other kinds of diet.
 I do not for a moment expect that anyone reading this will straightaway take to experimenting with fruit diet. What I have will scarcely have any effect on the reader. But, if I am to tell the truth, as I wish to, I think it is my duty to present only my own conclusions, such as they are.
 If, however, any reader does plan to experiment with fruit diet. I would advise him not to rush into it but to go slow. After first reading all the chapters, he should draw his own conclusions and then do whatever he wants to with full deliberation.
 In the following section we shall consider the diet of the second category. I think the conclusions of that section will be  more acceptable and also that, after he has perused it, he will find it easier to understand the present section.
 To those who have been following these chapters seriously, my request is that they form their own opinions and  that,  too,  after reading the entire series.
[From Gujarati]
 Indian Opinion, 15-3-1913
  "
9,,LORD AMPTHILL’S ADVOCACY,"
  
 Lord Ampthill moved, the other day, in the House of Lords, for papers regarding the visit of the Hon’ble Mr. Gokhale to South Africa.libtech_13_footnotelibtech_14_footnotelibtech_15_footnoteWe have expressed more than once the gratitude of the Indian community to this nobel man for his great and unremitting zeal in our cause. He has never allowed a single opportunity to be missed whenever he could usefully occupy the attention of the House of Lords. And every Indian knows how helpful his Lordship’s work has been and how it has encouraged us in the midst of our troubles. His latest effort, a full report of which we publish elsewhere, was based on Mr. Gokhale’s visit. Lord Ampthill was not satisfied to allow the visit to pass out of men’s minds without tangible results. He was anxious that the good tone produced by the visit should be fully utilized for the purpose of securing legislation or administration of existing laws that might relieve the pressure that is continuously being put upon us. Incidentally, he paid a glowing tribute to Mr. Gokhale’s personality and worth. Lord Emmott, who represented the Government, we regret to say, did not rise to the occasion. He missed the excellent and friendly spirit of Lord Ampthill’s remarks, and, therefore, returned a chilling reply. He was as secretive as he well could be, and would commit himself to nothing. It is this disposition to over-regard colonial sentiment and disregard Indian sentiment that so exacerbates us and makes us realize, as nothing else does, that we have to depend upon our own resources.
 Indian Opinion, 22-3-1913
 "
10,,10 HINDUS AND MAHOMEDANS BEWARE,"
 
 The whole question was whether a wife, married by Mahomedan custom, was wife within the meaning of the Immigration Act. His Lordship held that the application must be refused as the marriage did not satisfy the requirements  of the Immigration Law.
Thus the Cape Argus report. Indians of South Africa will never
 get a clearer or more important judgment to deal with. Hitherto the judgments that have been given affecting the question of marriage have been more or less enigmatic. On the occasion in question, a clear-cut issue was presented. The case was admitted to be a test case and  judgment  has  been  given  against   us   Indians.libtech_16_footnoteThis   is  not   a judgment given against an individual. The Judge was, no doubt, helpless. The Immigration Officer could not be held to blame. He had to administer an Act and he has done so. The meaning  of the judgment is that every Hindu and Mahomedan wife is in South Africa illegally, and, therefore, at the mercy of the Government, whose grace alone can enable her to remain in this country. And no one will be blamed but ourselves if the future Indian wives—Hindu, Mahomedan or Parsee—are turned out. This is a state of things which our self- respect forbids us from tolerating. We hope that every Anjuman, every Association, and every Dharma Sabha will send respectful representations to the Government urging that the new Immigration Bill should be altered so as to admit the legality of marriages celebrated according to the recognized Indian religions. This request should be promptly granted, not merely because we are part of the British Empire, but even because of the law of comity of nations.
 It is, indeed, a serious question for passive resisters to consider whether they ought not to include in their requirements a redress of this unthought of but intolerable grievance. Anyway, it is a question which demands, on the part of the Indians, sacrifice of their all—their businesses, their money, their ease—which will have been dearly bought at the price of the nullity of their or their  brethren’s  marriages. No consideration should be allowed to come in the way of their taking prompt and energetic action.
 Indian Opinion, 22-3-1913
 
 "
