footnote_no,footnote
libtech_1_footnote,"1The Transvaal 	Leader report 	mentions that some 	Chinese, too, 	were present in the gathering, the strength of which its correspondent estimated at 500."
libtech_2_footnote,"1Vide “Johannesburg Letter”, Before 2-7-1908."
libtech_3_footnote,"1Vide “Johannesburg Letter”, 2nd footnote of “Johannesburg Letter”, 21-7- 1908 and “Trial of Sorabji Shapurji-III”, 20-7-1908."
libtech_4_footnote,"2Following this, Gandhiji made another speech in Gujarati, the text of which"
libtech_5_footnote,"2Vide 	“Johannesburg 	Letter”, 1-8-1908."
libtech_6_footnote,1This was published 	under the title “The Immigration Question”.
libtech_7_footnote,"2Vide “Natal Licences”,15-2-1908 and “ Natal Licensing Act”, 13-6-1908."
libtech_8_footnote,1This was presumably 	drafted by Gandhiji.
libtech_9_footnote,"1Vide “Trial of Sorabji Shapurji-III”, 20-7-1908."
libtech_10_footnote,"1Wylie, K.C.; lawyer 	and legislator; was “part author of the Dealers’ Licenses Act”; 	took notable part in suppressing the Zulu rebellion in Natal; as 	leading counsel in Goga’s case (“Indians in Potchefstroom”, 	28-1-1905), he argued that “even an Indian is entitled to justice 	and fair play”."
libtech_11_footnote,"2In his 	letter Rev. 	Joseph Doke 	had asked three 	questions: (I) 	“. . 	. [most Colonists] 	are afraid 	that, should the 	Immigration Restriction 	Law be 	applied to 	Asiatics, . 	. . a number of 	educated men 	might still be 	admitted . 	. . is there any 	way in which 	you can meet this objection[?] 	(2) “Is it 	true that your chief 	objection is 	. . . that 	by claiming 	your consent 	to the 	closed door before 	repealing the 	Asiatic Law 	Amendment Act [General 	Smuts] [I] 	is asking 	you to 	be a party 	to the absolute 	exclusion of 	your educated brethren 	[?] (3) “. 	. . would it 	not be 	easy for 	Government to 	introduce legislation . 	. . to close 	the door absolutely? 	If so, 	what action would be 	taken by 	the Asiatics?”"
libtech_12_footnote,2Lord Krishna of the Gita
libtech_13_footnote,1Atman
