chapter_no,date,title,content
1,,INDIAN COLONIAL EMIGRATION,"
       	I have carefully read the resolution issued at Simla by the 	Government of India on the 1st instant, embodying the report of the 	Inter-Departmental Conference recently held in London.libtech_1_footnotelibtech_2_footnoteIt 	will be remembered that this was the conference referred to in  the 	Viceregal speech of last year at the opening of the Sessions of the 	Viceregal Legislative Council. It will be remembered, too, that this 	was the conference which Sir James Meston and Sir S. P. Sinha were 	to have attended but were unable to attend owing to their having 	returned to India before the date of the meeting of the conference.libtech_3_footnoteIt is stated in the report under discussion that 	these gentlemen were to discuss the question of emigration to 	certain English colonies informally with the two Secretaries of 	State, i.e., the Secretary of State for India and the Secretary of 	State for the Colonies. Lord Islingtonlibtech_4_footnotelibtech_5_footnote, Sir   A.   Steel   Maitlandlibtech_6_footnotelibtech_7_footnoteand 	  Messrs   Setonlibtech_8_footnotelibtech_9_footnote,   Crindlelibtech_10_footnotelibtech_11_footnote,   Greenlibtech_12_footnoteand Macnaughtonlibtech_13_footnotelibtech_14_footnoteconstituted 	the Conference. To take the wording of the Resolution, this 	Conference sat “to consider the proposals for a new assisted 	system of emigration to British Guiana, Trinidad, Jamaica and Fiji”. 	The public should therefore note that this assisted emigration is to 	be confined only to the four Crown Colonies mentioned and not to the 	self-governing Colonies of South Africa, Canada or Australia, or the 	  Crown   Colony   of   Mauritius.libtech_15_footnotelibtech_16_footnoteWhat 	  follows   will   show   the importance of this distinction. It is 	something to be thankful for, that “the Government of India have 	not yet considered the report and reserved judgement on all the 	points raised in it”. This is as it should be on a matter so 	serious as this and one which only last year fairly              
 convulsed the whole of India and which has in one shape or another agitated the country since 1895.
 The declaration too that “His Majesty’s Government in agreement with the Government of India have decided that indentured emigration shall not be re-opened” is welcome as is also the one that “no free emigrantslibtech_17_footnotelibtech_18_footnotecan   be  introduced  into  any  colony  until  all Indian emigrants already there have been released from existing indentures”.
 In spite however of so much in the report that fills one with gladness, the substantive part of it which sets forth the scheme which is to replace indentured emigration is so far as one can judge, to say the least of it, disappointing. Stripped of all the phraseology under which the scheme has been veiled, it is nothing less than a system of indentured emigration no doubt on a more humane basis and safeguarded with some conditions beneficial to the emigrants taking advantage of it.
 The main point that should be borne in mind is that the conference sat designedly to consider a scheme of emigration not in the interests of the Indian labourer but in those of the Colonial employer. The new system therefore is devised to help the colonies concerned. India needs no outlet at any rate for the present moment for emigration outside the country. It is debatable whether in any event the four colonies will be the most suitable for Indian  colonisation. The best thing therefore that can happen from an Indian stand-point is that there should be no assisted emigration from India of any type whatsoever. In the absence of any such assistance, emigration will have to be entirely free and at the risk and expense of the emigrant himself. Past experience shows that, in that event, there will be very little voluntary emigration to distant colonies. In  the report, assisted emigration means, to use a mild expression, stimulated emigration; and surely with the industries of India crying out for labour and with her legitimate resources yet undeveloped, it  is  madness to think of providing a stimulus for the stay-at-home Indian to go out of India. Neither the Government nor any voluntary agency has been found capable of protecting from ill-usage the Indian who emigrates either to Burma or Ceylon, much less can any  such protection avail in far-off Fiji or then three other colonies. I hope that
 
 leaders of public opinion in India will therefore take their stand on the one impregnable rock of not wanting any emigration whatsoever to the colonies. It might be argued that we, as a component part of the Empire, are bound to consider the wants of our partners, but this would not be a fair plea to advance so long as India stands in need of all the labour she can produce. If, therefore, India does not assist the colonies, it is not because of want of will, but it is due to want of ability. An additional reason a politician would be justified in using is that, so long as India does not in reality occupy the position of an equal partner with the colonies and so long as her sons continue to be regarded by Englishmen in the colonies and English employers even nearer home to be fit only as hewers of wood and drawers of water, no scheme of emigration to the colonies can be morally advantageous to Indian emigrants. If the badge of inferiority is always to be worn by them, they can never rise to their full status  and  any  material advantage they will gain by emigrating can therefore be of no consideration.
But let us for the moment consider the new system.
 The system to be followed in future will be one of aided emigrationlibtech_19_footnoteand its object will be to encourage the settlement of Indians in certain colonies after a probationary period of employment in those colonies to train and fit them for life and work there and at the same time to acquirelibtech_20_footnotea supply of the labour essential to the well-being of the colonistslibtech_21_footnotethemselves.
 So the re-settlement is to be conditional on  previous employment under contract and it will be seen in the course of our examination that this contract is to be just as binding as the contracts used to be under indenture. The report has the following humorous passage in it:
 He will be in no way restricted to service under any particular employer except that for his own protection a selected employer will be chosen for him for the first six months.
This has a flavour of the old indentured system. One of the evils
 complained of about that system was that the labourer was assigned to an employer. He was not free to choose one himself. Under the new system,  the  employer  is  to  be  selected   for   the   protection   of  the
 
 labourer. It is hardly necessary for me to point out that the would-be labourer will never be able to feel the protection devised for him.
The labourer is further
 to be encouraged to work for his first three years in agricultural industries by the offer, should he do so, of numerous and important benefits subsequently as a colonist.
This is another inducement to indenture and I know enough of
 such schemes to be able to assure both the Government and the public that these so-called inducements in the hands of clever manipulators become nothing short of methods of compulsion in respect of innocent and ignorant Indian labourers. It is due to the framers of the scheme that I should draw attention to the fact that they have avoided all criminal penalties for breach of contract. In India itself if the scheme is adopted, we are promised a revival of the much-dreaded depots and emigration agents, all no doubt on a more respectable basis, but still of the same type and capable of untold mischief.
 The rest of the report is not likely to interest the public, but those who wish to study it will, I doubt not, come to the conclusion to which I have been driven, that the framers have done their best to strip the old system of many of the abuses which had crept into it, but they have not succeeded in placing before the Indian public an acceptable scheme. I hold that it was an impossible task. The system of indenture was one of temporary slavery; it was incapable of being amended, it should only be ended and it is to be hoped that India will never consent to its revival in any shape or form.
 The Indian Review, September 1917
 "
2,"September 1, 1917",LETTER TO MAGANLAL GANDHI,"
         BOMBAY, 
     CHI. 	MAGANLAL,  Bhadarva Sud 15 [September 1, 1917]libtech_22_footnote 
  	I had made all preparations to leave for that side today, but I am 	in no position to do so. Mrs. Polak has been running a temperature 	for the fourth day in succession. I should not leave her in that    
 condition. That is her wish and I think so too. Mrs. Petit cares for her wonderfully well but Mrs. Polak thinks that, if she is to be laid up for a long time, it should not be at her place. It will not be surprising, therefore, if I have to stay on for two or three days more, or even longer. I shall send you a wire.
Mr. Polak left yesterday.
 Matters are proceeding satisfactorily about satyagraha. There is a meeting today at which I have some hope that an agreed resolution will be passed.libtech_23_footnote
 Amritlalbhailibtech_24_footnotelibtech_25_footnotehas fallen ill. That is the reason why he is late. He is somewhat better now and will be ready with the plan for  our building in eight or ten days perhaps.
 I hope everyone is all right there. Thakorelal is to be paid Rs. 15 every month. I have spoken to Fulchand. Resume forwarding the post [to me here]. You have to send for Mavji’s brother yarn worth Rs. 30 for socks at the place that he will indicate. Inquire of him and make the necessary arrangement.
 Mangaldas Sheth has promised to supply all our requirements of yarn at two annas less than the market rate.
 Blessings from
 BAPU
 As you did not inform Imam Saheb he felt a little hurt. I had no idea that the cloth was for him. I was wondering for whom it could be.
 From the Gujarati original in Gandhiji’s hand: C. W. 5722. Courtesy: Radhabehn Choudhri
 "
3,"September 2, 1917",SPEECH AT BOMBAY PROVINCIAL CONGRESS COMMITTEE MEETING,"
  
 September 2, 1917
 A heated discussion took place.   M. K. Gandhi, on being asked, stated that   the campaign of passive resistance could not be carried on by an institution like the Congress. Passive resistance could be described merely as a matter of conscience or force of soul, when it was useless to go to lawyers.
 
 After Gandhi had delivered his opinion, it was suggested that B. G. Tilak should, after consultation with Gandhi, suggest to the meeting some acceptable amendment. On this Gandhi himself suggested an amendment but Tilak insisted on making his own alterations in it before placing it before the meeting. The
 President, after some discussion with Tilak and his party, declared that a certain amendment had been drawn up in agreement with Tilak and his party. The amendment was as follows:
 ‘Though the Bombay Provincial Congress Committee is of opinion that there is a strong feeling among the people to support the campaign of passive resistance on account of the coercive measures recently taken by the Government, it advises that, taking into consideration the fact that Mr. Montagulibtech_26_footnoteis coming on a visit to this country and that the reasons of his coming are well known, the work of the consideration of and giving opinion on the principles underlying passive resistance and the measures necessary to put them into effect, which has been entrusted to this committee by the All-India Congress Committee and the Council of the All-India Muslim League, be for the present held in abeyance, and the meeting expresses the hope that the Government will take the necessary steps to allay the bitter feeling aroused among the people by action of internments and coercive measures taken by the authorities. This course will enable the Secretary of state to fulfil the work entrusted to him under normal conditions.’
 . . . it was unanimously passed amidst cheers. . . .
 Bombay Secret Abstracts, 1917, pp. 620-1
 "
4,"September 2, 1917",LETTER TO SHANKARLAL ON ‘IDEAS ABOUT SATYAGRAHA’,"
  
     BHAISHRI 	SHANKARLAL,  [September 2, 1917]libtech_27_footnote 
   brief: You 	want to know my ideas about satyagraha. Here they are in   The English phrase 	“passive resistance” does not suggest the 
  	power I wish to write about; “satyagraha”  is the right word. 	Satyagraha is soul-force, as opposed to armed strength. Since it is 	essentially an ethical weapon, only men inclined to the ethical way 	of life can use it wisely. Prahlad, Mirabai, and others were 	satyagrahis. At     
 the time of the Morocco fighting, the Arabs were under fire from French guns. The Arabs were fighting, as they believed, solely for their religion. Reckless of their lives, they advanced running towards the French guns with cries of “Ya Allah”libtech_28_footnotelibtech_29_footnote. Here, there was no scope at all for fighting back to kill. The French gunners refused to fire on these Arabs and, throwing up their caps, ran to embrace these brave Arabs with shouts of joy. This is an example of satyagraha and the success it can achieve. The Arabs were not satyagrahis by deliberate choice. They got ready to face death under pressure of a strong impulse, and had no love in their hearts. A satyagrahi bears no ill-will, does not lay down his life in anger, but refuses rather to submit to his “enemy” or oppressor because he has the strength himself to suffer. He should, therefore, have a courageous spirit and a forgiving and compassionate nature. Imam Hassanlibtech_30_footnoteand Hussainlibtech_31_footnotelibtech_32_footnotewere merely two boys. They felt that an injustice had been done to them. When called upon to surrender, they refused. They knew at the time that this would mean death for them. If, however, they were to submit to injustices they would disgrace their manhood and betray their religion. In these circumstances, they yielded to the embrace of death. The heads of these fine young men rolled on the battlefield. In my view, Islam did not attain its greatness by the power of the sword but entirely through the self-immolation of its fakirs. It is soldierlike to allow oneself to be cut down by a sword, not to use the sword on another. When he comes to realize that he is guilty of murder, the killer, if he has been in the wrong, will feel sorry forever afterwards. The victim, however, will have gained nothing but victory even if he had acted wrongly in courting death. Satyagraha is the way of non-violence. It is, therefore, justified, indeed it is the right course, at all times and all places. The power of arms is violence and condemned as such in all religions. Even those who advocate the use of arms put various limits on it. There are no limits on satyagraha, or rather, none except those placed by the satyagrahi’s capacity for tapascharya, for voluntary suffering.
 Obviously, it is irrelevant to raise issues about the legality of such satyagraha. It is for the satyagrahi to decide. Observers may
 
 judge satyagraha after the event. The world’s displeasure will  not  deter a satyagrahi. Whether or not satyagraha should be started is not decided by any mathematical rule. A man who believes  that satyagraha may be started only after weighing the chances of defeat and victory and assuring oneself of the certainty of victory, may be a shrewd enough politician or an intelligent man, but he is no satyagrahi. A satyagrahi acts spontaneously.
 Satyagraha and arms have both been in use from time im- memorial. We find them praised in the extant scriptures. They are the expressions, one of the daivi sampadlibtech_33_footnoteand the other of the asuri sampadlibtech_34_footnote.  We believe that in former times in India the  daivi sampad was much the stronger of the two. Even today that is the ideal we cherish. Europe provides the most striking example of the predominance of the asuri sampad.
 Both these forms of strength are preferable to weakness, to what we know by the rather plain but much apter word ‘cowardice’. Without either, swaraj or genuine popular awakening is impossible. Swaraj achieved otherwise than through resort to one or the other will not be true swaraj. Such swaraj can have no effect on the people. Popular awakening cannot be brought about without strength, without manliness. Let the leaders say what they like and the Government strive its utmost, unless they and we, all of us, strengthen the forces of satyagraha, the methods of violence are bound automatically to gain ascendancy. They are like weeds which grow wild in any soil. The crop of satyagraha requires willingness to exert oneself or a venturesome spirit by way of manure. Just as, moreover, the seedlings are likely to be lost among the weeds if the latter are not plucked out, so also will weeds of violence keep growing unless we keep the land free of them by tapascharya and, with compassion, pluck out those which have already grown. We can, with the help of satyagraha, win over those young men who have been driven to desperation and anger by what they think to be the tyranny of the Government and utilize their courage and their mettlesome spirit, their capacity for suffering, to strengthen the daivi sampad of satyagraha. It is therefore very much to be desired that satyagraha is propagated as quickly as can be. This is in the interest both of the rulers and the ruled. The satyagrahi desires to harass neither the Government nor anyone else. He takes no step without the fullest deliberation. He is never arrogant.
 
 Consequently, he will keep away from ‘boycott’ but be always firm in the vow of swadeshi as a matter of duty. He fears God alone, so that no other power can intimidate him. He will never, out of fear of punishment, leave a duty undone.
 I need hardly say now that it is our duty to resort to satyagraha to secure the release of the learned Annie Bai and her co-workers. Whether we approve of every or any action of hers is another question. I, for one, certainly do not approve of some of them; all the same, her incarceration by the Government is a great mistake and an act of injustice. I know, of course, that the Government does not think it a mistake. Maybe the people are wrong in desiring her release. The Government has acted according to its lights. What can the people do to express their outraged feelings? Petitions, etc., are good enough when one’s suffering is bearable. When it is unbearable, there is no remedy but satyagraha. Only when people find it unbearable will they, and only those who find it unbearable will, devote their all, body, mind and possessions, to securing the release of Annie Bai. This will be a powerful expression of popular feeling. It is my unshakable faith that before so great a self-sacrifice even the power of an emperor will give way. People may certainly restrain their feelings in view of the forthcoming visit of Mr. Montagu. That will be an expression of faith in his sense of justice. If she is not released, however, before  his arrival, it will be our duty to resort to satyagraha. We do not want to provoke the Government or put difficulties in its way. By resorting to satyagraha, we reveal the intensity of our injured feelings and thereby serve the Government.
 From a photostat of the Gujarati draft in Gandhiji’s hand: S. N. 6373
 "
5,"September 2, 1917","SATYAGRAHA—NOT PASSIVE
RESISTANCElibtech_35_footnote","
  
 [About September 2, 1917]libtech_36_footnote
 The force denoted by the term ‘passive resistance’  and translated into Hindi as nishkriya pratirodha is not very accurately described either by the original English phrase or by its Hindi rendering. Its correct description is ‘satyagraha’. Satyagraha was born in South Africa in 1908. There was no word in any Indian language
 
 denoting the power which our countrymen in South Africa invoked for the redress of their grievances. There was an English equivalent, namely, ‘passive resistance’, and we carried on with it. However, the need for a word to describe this unique power came to be increasingly felt, and it was decided to award a prize to anyone who could think of an appropriate term. A Gujarati-speakinglibtech_37_footnotegentleman  submitted  the word ‘satyagraha’, and it was adjudged the best.
 ‘Passive resistance’ conveyed the idea of the Suffragette Movement in England. Burning of houses by these women was called ‘passive resistance’ and so also their fasting in prison. All such acts might very well be ‘passive resistance’ but  they were  not ‘satyagraha’. It is said of ‘passive resistance’ that it is the weapon of the weak, but the power which is the subject of this article can be used only by the strong. This power is not ‘passive’ resistance; indeed it calls for intense activity. The movement in South Africa was  not passive but active. The Indians of South Africa believed that Truth was their object, that Truth ever triumphs, and with this definiteness of purpose they persistently held on to Truth. They put up with all the suffering that this persistence implied. With the conviction that Truth is not to be renounced even unto death, they shed the fear of death. In the cause of Truth, the prison was a palace to them and its doors the gateway to freedom.
 WHAT IS SATYAGRAHA?
 Satyagraha is not physical force. A satyagrahi does not inflict pain on the adversary; he does not seek his destruction. A satyagrahi never resorts to firearms. In the use of satyagraha, there is no ill-will whatever.
 Satyagraha is pure soul-force. Truth is the very substance of the soul. That is why this force is called satyagraha. The soul is informed with knowledge. In it burns the flame of love. If someone gives us pain through ignorance, we shall win him through love. “Nonviolence is  the   supreme   dharma”libtech_38_footnoteis   the   proof   of   this   power   of   love. Non-violence is a dormant state. In the waking state, it is love. Ruled by love, the world goes on. In English there is a saying, “Might is Right”. Then there is the doctrine of the survival of the fittest. Both these ideas are contradictory to the above principle. Neither is wholly
 
 true. If ill-will were the chief motive-force, the world would have been destroyed long ago; and neither would I have had the opportunity to write this article nor would the hopes of the readers be fulfilled. We are alive solely because of love. We are all ourselves the proof of this. Deluded by modern western civilization, we have  forgotten  our ancient civilization and worship the might of arms.
 WORSHIP OF ARMED MIGHT
 We forget the principle of non-violence, which is the essence of all religions. The doctrine of arms stands for irreligion. It is due to the sway of that doctrine that a sanguinary war is raging in Europe.
 In India also we find worship of arms. We see it even in that great work of Tulsidas. But it is seen in all the books that soul-force is the supreme power.
 RAMA AND RAVANA
 Rama stands for the soul and Ravana for the non-soul. The immense physical might of Ravana is as nothing compared to the soul-force of Rama. Ravana’s ten heads are as straw to Rama. Rama is  a yogi, he has conquered self and pride. He is “placid equally in affluence and adversity”, he has “neither attachment, nor greed nor the intoxication of status”. This represents the ultimate in satyagraha. The banner of saytagraha can again fly in the Indian sky and it is our duty to raise it. If we take recourse to satyagraha, we can conquer our conquerors the English, make them bow before our tremendous soul-force, and the issue will be of benefit to the whole world.
 It is certain that India cannot rival Britain or Europe in force of arms. The British worship the war-god and they can all of them become, as they are becoming, bearers of arms. The hundreds of millions in India can never carry arms. They have made the religion of non-violence their own. It is impossible for the varnashram system to disappear from India.
 WAY OF VARNASHRAM
 The way of varnashram is a necessary law of nature. India, by making a judicious use of it, derives much benefit. Even the Muslims and the English in India observe this system to some extent. Outside of India, too, people follow it without being aware of it. So long as this institution of varnashram exists in India, everyone cannot bear arms here. The highest place in India is assigned to the brahmana dharma—which is soul-force. Even the armed warrior does obeisance to the brahmin. So long as this custom prevails, it is vain for us to aspire for equality with the West in force of arms.
 PANACEA FOR ALL ILLS
 It is our kamadhenulibtech_39_footnotelibtech_40_footnote. It brings good both to the satyagrahi and his adversary. It is ever victorious. For instance, Harishchandra was  a satyagrahi, Prahlad was a satyagrahi, Mirabai was a satyagrahi. Daniel, Socrates and those Arabs who hurled themselves on the fire of the French artillery were all satyagrahis. We see from these examples that a satyagrahi does not fear for his body, he does not give up what he thinks is Truth; the word ‘defeat’ is not to be found in his dictionary, he does not wish for the destruction of his antagonist, he does not vent anger on him; but has only compassion for him.
 A satyagrahi does not wait for others, but throws himself into the fray, relying entirely on his own resources. He trusts that when the time comes, others will do likewise. His practice is his precept. Like air, satyagraha is all-pervading. It is infectious, which means that all people—big and small, men and women—can become satyagrahis. No one is kept out from the army of satyagrahis. A satyagrahi cannot perpetrate tyranny on anyone; he is not subdued through application of physical force; he does not strike at anyone. Just as anyone can resort to satyagraha, it can be resorted to in almost any situation.
 HISTORICAL EVIDENCE
 People demand historical evidence in support of satyagraha. History is for the most part a record of armed activities. Natural activities find very little mention in it. Only uncommon activities strike us with wonder. Satyagraha has been used always and in all situations. The father and the son, the man and the wife are perpetually resorting to satyagraha, one towards the other. When a father gets angry and punishes the son, the son does not hit back with a weapon, he conquers his father’s anger by submitting to him. The son refuses to be subdued by the unjust rule of his father but he puts up with the punishment that he may incur through disobeying the unjust father. We can similarly free ourselves of the unjust rule of the Government by defying the unjust rule and accepting the punishments that go with it. We do not bear malice towards the Government. When we set its fears at rest, when we do not desire to make armed assaults on the administrators, nor to unseat them from power, but only to get rid of their injustice, they will at once be subdued to our will.
 
 
 The question is asked why we should call any rule unjust. In saying so, we ourselves assume the function of a judge. It is true. But in this world, we always have to act as judges for ourselves. That is why the satyagrahi does not strike his adversary with arms. If he has Truth on his side, he will win, and if his thought is faulty, he will suffer the consequences of his fault.
 What is the good, they ask, of only one person opposing injustice; for he will be punished and destroyed, he will languish in prison or meet an untimely end through hanging. The objection is not valid. History shows that all reforms have begun with one person. Fruit is hard to come by without tapasya. The suffering that has to be undergone in satyagraha is tapasya in its purest form. Only when the tapasya is capable of bearing fruit, do we have the fruit. This establishes the fact that when there is insufficient tapasya, the fruit is delayed. The tapasya of Jesus Christ, boundless though it was, was not sufficient for Europe’s need. Europe  has  disapproved  Christ. Through ignorance, it has disregarded Christ’s pure way of life. Many Christs will have to offer themselves as sacrifice at the terrible altar of Europe, and only then will realization dawn on that continent. But Jesus will always be the first among these. He has been the sower of the seed and his will therefore be the credit for raising the harvest.
 EDUCATING IGNORANT PEASANTS IN SATYAGRAHA
 It is said that it is a very difficult, if not an altogether impossible, task to educate ignorant peasants in satyagraha and that it is full of perils, for it is a very arduous business to  transform  unlettered ignorant people from one condition into another. Both the arguments are just silly. The people of India are perfectly fit to receive the training of satyagraha. India has knowledge of dharma, and where there is knowledge of dharma, satyagraha is a very simple matter. The people of India have drunk of the nectar of devotion. This great people overflows with faith. It is no difficult matter to lead such a people on to the right path of satyagraha. Some have a fear that once people get involved in satyagraha, they may at a later stage take to arms. This fear is illusory. From the path of satyagraha [clinging to Truth], a transition to the path of a-satyagraha [clinging to untruth] is impossible. It is possible of course that some people who believe in armed activity may mislead the satyagrahis by infiltrating into their ranks and later making them take to arms. This is possible in all enterprises. But as compared to other activities, it is less likely to
 happen in satyagraha, for their motives soon get exposed and when the people are not ready to take up arms, it  becomes  almost impossible to lead them on to that terrible path. The might of arms is directly opposed to the might of satyagraha. Just as darkness does not abide in light, soulless armed activity cannot enter the sunlike radiance of soul-force. Many Pathans took part in satyagraha in South Africa abiding by all the rules of satyagraha.
 Then it is said that much suffering is involved in being a sat- yagrahi and that the entire people will not be willing to put upwith this suffering. The objection is not valid. People in general always follow in the footsteps of the noble. There is no doubt that it is difficult to produce a satyagrahi leader. Our experience is that a satyagrahi needs many more virtues like self-control, fearlessness, etc.,  than  are requisite for one who believes in armed action. The greatness of the man bearing arms does not lie in the superiority of the arms, nor does it lie in his physical prowess. It lies in his determination and fearlessness in face of death. General Gordon was a mighty warrior of the British Empire. In the statue that has been erected in his memory he has only a small baton in his hand. It goes to show that the strength of a warrior is not measured by reference to his weapons but by his firmness of mind. A satyagrahi needs millions of times more of such firmness than does a bearer of arms. The birth of such a man can bring about the salvation of India in no time. Not only India but the whole world awaits the advent of such a man. We may in the  meanwhile prepare the ground as much as we can through satyagraha.
 USE OF SATYAGRAHA
 
 How can we make use of satyagraha in the present conditions? Why should we take to satyagraha in the fight for freedom? We are all guilty of killing manliness. So long as our learned Annie Besant is in detention, it is an insult to our manhood. How can we secure her release through satyagraha? It may be that the Government has acted in good faith, that it has sufficient grounds for keeping her under detention. But, at any rate, the people are unhappy at her being deprived of her freedom. Annie Besant cannot be freed  through armed action. No Indian will approve of such an action. We cannot secure her freedom by submitting petitions and the like. Much time has passed. We can all humbly inform the Government that if Mrs. Annie Besant is not released within the time limit prescribed by us, we
 will all be compelled to follow her path. It is possible that all of us do not like all her actions; but we find nothing in her actions which threatens   the   “established   Government”libtech_41_footnoteor   the   vested   interests. Therefore we too by participating in her activities will ask for her lot, that is, we shall all court imprisonment. The members of our Legislative Assembly also can petition the Government and when the petition is not accepted, they can resign their membership.For swaraj also, sat-yagraha is the unfailing weapon. Satyagraha means that what we want is truth, that we deserve it and that we will work for it even untodeath.
 Nothing more need be said. Truth alone triumphs. There is no dharma higher than Truth. Truth always wins. We pray to God that in this sacred land we may bring about the reign of dharma by following satyagraha and that this our country may become an example for all to follow.
[From Hindi]
 Mahatma Gandhi, Ramchandra Varma
 "
6,"September 	5, 1917",LETTER TO ESTHER FAERING,"
  
 
         MY 	DEAR ESTHER,  AHMEDABAD,  September 	5, 1917 
  	I have your two letters really to answer, the last one is most 	touching. The cause of the terrible pain I have suffered was within 	myself. I twice ate when I ought not to have. The result was 	dysentery in a most acute form. I am now much better and am making 	daily progress. In four or five days, I shall be out of bed.  With 	love,  BAPU  My Dear Child, 	p. 21              
  "
7,"September 5, 1917",LETTER TO BHAGWANJI ANOOPCHAND MEHTA,"
  
 AHMEDABAD,
 Bhadarva Vad 4 [September 5, 1917]libtech_42_footnote
 BHAISHRI BHAGWANJI,
 I have your letter. Many thanks. The decision about Viramgam has been well taken.libtech_43_footnote
 The question of small princely states is always present in my mind. For the present it does not seem to advance any further.
 Vandemataram from
 MOHANDAS
 BHAGWANJI ANOOPCHAND VAKIL RAJKOT
 From a photostat of the Gujarati: G.N 5805. Also C.W. 3028. Courtesy: Narandas Gandhi
 "
8,"September 	6, 1917",LETTER TO ESTHER FAERING,"
        AHMEDABAD, 
     MY 	DEAR ESTHER,  September 	6, 1917 
  	I was delighted to receive your note. I hope to be in Madras for  a 	day only on the 14th instant. I shall have to leave on the 15th 	instant in the evening.  	Ever since my arrival here, I have been on the move trying to spread 	the gospel of satyagraha in the place of methods of violence. It is 	an uphill task. You will see from the enclosed what I mean by 	satyagraha. It 	was not my intention that your remarks upon dress     
 should be published. I forgot to warn Dr. M. about it. He liked your views so much that he could not restrain himself. I do hope you  don’t mind my sending to Dr. M. such of your letters as may appear to be helpful.
 ‘To be free from desire’ is a technical expression and means desire to be or possess something short of the highest. Thus, love of God is not ‘a desire’. It is the natural longing. But to possess a  fortune so that I may do good is a desire and therefore to be curbed. Our good acts must be as natural to us as the twinkling of our eyes. Without our desiring, they act automatically. The doing of good  should be just as natural to us."
9,"September 9, 1917",LETTER TO BHAGWANJ1 VAKIL,"
      My Dear Child, 	pp. 21-2       Yours 	ever,  BAPU          AHMEDABAD, 
    BHAISHRI 	BHAGWANJIlibtech_44_footnote,  Bhadarva Vad 9 [September 9, 1917]libtech_45_footnote 
  	Will you do one thing to help me? Will you send a brief note on the 	evils in every State? I must have the freedom to publish it. Even if 	you don’t give me such freedom, send the note at any rate. For 	instance, I have heard that in Jamnagar there is a tax on the 	Brahmin’s kit and a tax to be paid on the calving of a buffalo. In 	Wadhwan, hand-spun yarn is taxed in three ways. Mill yarn and mill 	cloth are exempt. These are the more obvious examples I have 	mentioned. I want these and the like, even graver ones. Note the 	hardships resulting from laws and the manner of enforcing them. Send 	the thing immediately. I shall get it wherever I happen to be.  Vandemataram from  MOHANDAS GANDHI  From 	the Gujarati original in 	Gandhiji’s hand: 	C. W.  3024.  Courtesy: 	Narandas Gandhi     
  "
10,"September 11, 1917",LETTER TO KALYANJI MEHTA,"
         AHMEDABAD, 
     BHAISHRI,  [September 11, 1917]libtech_46_footnote 
  	I am leaving for Madras today. I shall be in Poona on the 17th and 	the 18th. I shall come away from Poona on the 19th morning. You can 	then see me in Bombay. On the same date I shall leave for Ranchi by 	Nagpur Mail. 
      BHAISHRI 	KALYANJI 	MEHTA  Patel 	Bandhu Office Surat  Vandemataram 	from  MOHANDAS "
