footnote_no,footnote
libtech_1_footnote,"1In reply 	to his 	letter dated 	August 30, 	1928, wherein he 	had absolved 	Ram Binod 	of the charges 	of having 	misused funds placed at 	his disposal for 	khaddar work 	in Berar"
libtech_2_footnote,"2Seven Months 	with Mahatma Gandhi, 	by the addressee"
libtech_3_footnote,3Man of knowledge
libtech_4_footnote,1A character in the Ramayana. He had no acquaintance with women and was lured away by the first woman he met.
libtech_5_footnote,1Name omitted
libtech_6_footnote,"1The speech was delivered at a meeting held in the Ashram under the auspices of the Ahmedabad Youth Association. An English version of the speech appeared in Young India, 20-9-1928."
libtech_7_footnote,"1Vide “Tolstoy Centenary”, 1-3-1928"
libtech_8_footnote,"2Vide “True Shraddha”, 1-9-1927."
libtech_9_footnote,"1Land of duty, contrasted with bhogabhumi, land of enioyment"
libtech_10_footnote,"1In his introductory remarks, Dr. Hariprasad had said that Tolstoy had failed to find the green stick with many virtues which his brother had advised him to discover."
libtech_11_footnote,1Flying machine
libtech_12_footnote,1Rules of moral and ethical discipline
libtech_13_footnote,1In reply to his letter dated September 10
libtech_14_footnote,2One who has attained spiritual realization
libtech_15_footnote,"1Sarojini Naidu left 	for the United States of America on September 12, 1928, on a 	propaganda mission. For details vide 	“Notes” sub-title 	“Foreign Propaganda And Sarojini Devi”, 13-9-1928 and “My 	Notes” sub-title Sarojini Devi”, 16-9-1928"
libtech_16_footnote,"1Vide “Indian Ambulance Corps”, 13-12-1899, “Indian Ambulance Corps in Natal”, 14-3-1900,”Indian Ambulance Corps”, 18-4-1900, and “Speech at Calcutta Meeting”, 27-1-1902."
libtech_17_footnote,2A slip for 	“Brajkisan” as this letter is included among Brijkrishna
libtech_18_footnote,"2Vide “Letter to Under Secretary for India”, 14-8-1914, “Circular Regarding"
libtech_19_footnote,"3Vide “Speech at Congress Meeting”, 24-4-1906, “Indian Volunteers”, 23-6-1906 and “Indian Stretcher-Bearer Corps”, 19-7-1906."
libtech_20_footnote,"1Vide “The Fiery Ordeal”, 30-9-1928, sub-title “When Killing Is Himsa”."
libtech_21_footnote,"1Vide “Bardoli Settlement”, 6-8-1928"
libtech_22_footnote,"2This was followed by a note entitled “First Offshoot of Bardoli”, not reproduced here, as it had already appeared in Navajivan, 9-9-1928; vide “Letter to C. F. Andrews”, 22-4-1928"
libtech_23_footnote,1The reference is to Mother India.
libtech_24_footnote,"2This is not translated here. About 5,000 men, women and children, going on  a pilgrimage to Amarnath, were caught in torrential rains which lasted a week and disrupted all communications."
libtech_25_footnote,"3A Gujarati article on the same subject appeared in Navajivan, 16-9-1928."
libtech_26_footnote,1The Times of 	India
libtech_27_footnote,"1Vide “Abhoy Ashram’’, 27-9-1928."
libtech_28_footnote,1Of the All-lndia 	Spinners’ Association
libtech_29_footnote,"1Vide “My 	Attitude towards War”, 13-9-1928."
libtech_30_footnote,"1Vide “Speech at Deaf and Dumb School, Ahmedabad”, 7-9-1928."
libtech_31_footnote,2Vide the 	preceding item.
libtech_32_footnote,
libtech_33_footnote,1The letter is not translated here.
libtech_34_footnote,1Sarth Jodanikosh
libtech_35_footnote,1As in the G.N. register.
libtech_36_footnote,1Over the Punjab 	Political Conference
libtech_37_footnote,1This is in English.
libtech_38_footnote,"2Vide “Our 	Jails”, 16-8-1928."
libtech_39_footnote,1The source has “1908”.
libtech_40_footnote,"1Vide “The Swadeshi Vow”, 13-5-1919"
libtech_41_footnote,"2Vide “Hind Swaraj”, 22-11-1909."
libtech_42_footnote,"1By Pyarelal. For extracts, vide “Cow-Protection True and False”, 20-9-1928"
libtech_43_footnote,1The table of rates 	is not reproduced here.
libtech_44_footnote,"2Vide “Working Committee’s Resolutions at Bardoli”, 12-2-1922"
libtech_45_footnote,"1 V. S. Srinivasa Sastri, Agent-General of Government of India in South Africa"
libtech_46_footnote,2Vide the 	preceding item.
libtech_47_footnote,1Name omitted
libtech_48_footnote,3From a typewritten 	copy (S.N. 11987)
libtech_49_footnote,2Of the World’s 	Student Christian Federation
libtech_50_footnote,"2Dated August 30; 	vide “Letter 	to Krishnadas”, 10-9-1928."
libtech_51_footnote,1Vide “The 	Fiery Ordeal”. 30-9-1928.
libtech_52_footnote,"3Vide “Letter 	to C. F. Andrews”, 21-9-1928."
libtech_53_footnote,"2From the contents, 	this and the following 	letter appear to have 	been written before the 	one to the 	addressee and 	to Kalyanji 	Mehta dated October 	2, 1928; 	vide “Letter 	to Kalyanji Mehta 	and Kanti”, 2-10-1928 	and “Extracts  from  	Letter  to Kalyanji Mehta”, 3-10-1928 The Wednesday preceding was September 26."
libtech_54_footnote,1The letter is not translated here. The correspondent had stated that an orphan lad suspected of theft was severely beaten by the police. Farmers were harassed in order to extort tax. When the incidents were reported to the authorities the people did not come forward to tell the truth.
libtech_55_footnote,"1In reply 	to his 	telegram dated September 	25, which 	read: “My  son  	Sarupnarain aged eighteen 	thin sallow left college. Please detain. Coming.”"
libtech_56_footnote,"1In reply to his 	telegram dated September 25, which read: “Letter received. Request 	spare Vallabhbhaiji for a day only.”"
libtech_57_footnote,2Addressee’s 	brothers
libtech_58_footnote,3As placed in the 	Diary
libtech_59_footnote,"1Not reproduced here; vide also “Policy of Making Khadi Self-supporting”, 23-9-1928."
libtech_60_footnote,2The Gujarati original has ‘‘ahimsa”.
libtech_61_footnote,1From the postmark
libtech_62_footnote,1The letter is in a 	different hand but the subscription is by Gandhiji.
libtech_63_footnote,
libtech_64_footnote,
libtech_65_footnote,"1The Gujarati original of this appeared in Navajivan, 30-9-1928."
libtech_66_footnote,1Words “especially in Ahmedabad” are not in the Gujarati original.
libtech_67_footnote,1‘Non-killing’ would be nearer to the Gujarati original.
libtech_68_footnote,1The original has “blameless”.
libtech_69_footnote,2Of the Indian 	National Congress held at Calcutta
libtech_70_footnote,"1Thurston’s Philosophy of Marriage; vide “Startling Conclusions”, 27-9-1928."
libtech_71_footnote,"(as with one so with all) admits of no exceptions, or the killing of the calf was wrong and violent. In practice however we do not cut short the sufferings of our ailing dear ones by death because as a rule we have always means at our disposal to help them and because they have the capacity to think and decide for themselves. But supposing that in the case of an ailing friend I am unable to render any aid whatever and recovery is out of the question and the patient is lying in an unconscious state in the throes of fearful agony, then I would not see any himsa in putting an end to his suffering by death."
libtech_72_footnote,"1Not translated 	here. The scheme 	was to 	popularize Indian music, 	both vocal and 	instrumental, by 	arranging a 	weekly concert covering 	various ragas, 	and holding 	 it at various 	times in the 	morning, in 	the evening 	or in the 	night, according as 	a raga demanded 	it. It was to start 	functioning after a 	hundred members had 	been enrolled at 	an annual 	fee of Rs. 12."
libtech_73_footnote,1Vide “The 	National Congress”
libtech_74_footnote,"2The report appeared 	under the date-line ‘‘Ahmedabad, October 3”."
libtech_75_footnote,"3Vide “Notes”, 	12-7-1928, sub-title, “Are We Getting Poorer?”."
libtech_76_footnote,1Of the North American Review. The interview took place in the Ashram at Ahmedabad.
