footnote_no,footnote
libtech_1_footnote,"2Joseph J. Ghose; 	then Head Master, Modern High School, Allahabad"
libtech_2_footnote,"1From Ghose’s 	reply dated January 31, 1922 (S.N. 7810)"
libtech_3_footnote,3The news 	of Sherwani 	having been struck off 	the rolls was 	wired to 	Gandhiji by the addressee on January 23. The Tuesday following was January 24.
libtech_4_footnote,"1The Leaders’ Conference, also known as the Malaviya Conference, was held in Bombay on January 14 and 15, 1922; vide “Speech at Leaders Conference, Bombay” , 14-1-1922 ; 15-1-1922."
libtech_5_footnote,"2Sir Sankaran Nair, Chairman of the Leaders’ Conference, quit it on January, 15, when the Committee appointed by the Conference held meeting in Bombay. For Gandhiji’s interview regarding this, vide “Women’s Part”, 15-12-1921."
libtech_6_footnote,"3 Vide “Notes”, 12-1-1922, under the sub-title “In God’s Hands”."
libtech_7_footnote,1Only excerpts reproduced here
libtech_8_footnote,1Mahatma Munshiram (1856-1926); later known as Shraddhananda; natio- nalist leader of Arya Samaj; took prominent part in public activities in Delhi and the Punjab
libtech_9_footnote,"1In February 1921; vide “Sikh Awakening”, 13-3-1921."
libtech_10_footnote,"2The letter not reproduced here, described the non-co-operation activities and arrests of volunteers in Ambala district."
libtech_11_footnote,1Not reproduced here. The letter described the holding of a public meeting and women’s activities for the propagation of khaddar.
libtech_12_footnote,"2Vide “Notes”, 22-12-1921, under the sub-title, “Remarkable Proof”."
libtech_13_footnote,1The source has “views.”
libtech_14_footnote,"1Vide “Notes”, 5-1-1922, under the sub-title “Jail Treatment”."
libtech_15_footnote,"2Vide “Hooliganism in Madras”, 19-1-1922"
libtech_16_footnote,1Bal Gangadhar Tilak
libtech_17_footnote,"1The letter, from V. R. Rajagopalan of Presidency College, Madras, is not reproduced here. The following are some excerpts: “. . . The Madras non-co-operators behaved in such a way that all were shocked. They molested those who wanted to go and see the Prince. Trams were blocked and the inmates were peited with stones . . . The few tram-cars which had the audacity to run . . . were stopped, glass panes were broken, footboards were smashed to pieces, and one was about to be set on fire . . . Some girl-guides and lady students who were going in tram-cars were spat at, were abused in the most violent and vile language, and were molested . . . Scouts were deprived of their turbans and were also pelted with stones . . . “"
