chapter_no,date,title,content
1,"October 15, 1939",LETTER TO INDIRA NEHRU,"
          CHI. 	INDU,     [After October 15, 1939]libtech_1_footnote "
2,"October 16, 1939",NOTES,"
  	You must have now lost the habit of writing Hindi. But I must write, 	mustn’t I, in the rashtrabhasha ?  	Have you gone there for studies or for falling ill? How did you 	contract pleurisy? I have suffered the pangs of pleurisy. May God 	restore you soon to health.  Blessings 	from  BAPU  From 	a photostat 	of the Hindi: C. W. 9805. 	Courtesy: Nehru 	Memorial Museum 	and Library     A POSER  	A Britisher has written to Deenabandhu Andrews a letter on the war 	expounding his own views. He is an ardent pacifist. Deenabandhu has 	shared the letter with me. In it occur the following paragraphs:  For 	India too I think that this is a very critical time. The danger I 	see is that Britain may promise full Dominion Status or something of 	the kind, and as a result India will raise an army and become one 	more military-minded nation. Her witness for the way of non-violence 	and soul-force would then be largely discounted.  How 	can Gandhiji as a believer in non-violence ask for clarification of 	war aims with a view to getting India’s support for Britain in 	this way of war? The only thing that he can do and that we should 	all be doing is to build up an army of men and women who are 	committed to the way of love and forgiveness and to receive but 	never to return violence. We have to work this out to see how it 	will alter our daily life as well as all our thinking and acting 	towards other communities and nations. We have to be disciplined in 	this and also to    
 learn to act together as one man. Along this line I see tremendous possibilities.
 Of course we should also use all the influence we can to urge Britain to acknowledge and put into practice full democracy in India as it is a high principle quite apart from whether India helps Britain in the war or not.
The danger that the writer senses is real. I dealt with it last week.libtech_2_footnote
 The writer cavils at my sympathy with the Allies. I have shown it as an out-and-out believer in non-violence, even because of my belief. Whilst all violence is bad and must be condemned in the abstract, it is permissible for, it is even the duty of, a believer in ahimsa  to distinguish between the aggressor and the defender. Having done so, he will side with the defender in a non-violent manner, i.e., give his life in saving him. His intervention is likely to bring a speedier end to the duel and may even result in bringing about peace between the combatants. Applying the argument to the present war, if the Congress actively sides with the Allies in a non-violent way, the Congress assistance will lift the Allied cause to a high moral plane and the Congress influence will be effectively used in the cause of peace. What  is more it will be the special business of the Congress to see that, if the war is fought to a finish, no humiliation is heaped upon the vanquished. That is the role I have conceived for the Congress. The declaration of independence has become a necessity. The question having been raised, the Congress cannot help Britain if Britain is secretly fighting for imperialism while it declares to the world that the fight is for saving democracies. For Britain to be in the right a clear declaration of her war aim is a necessity, irrespective of the Congress policy.
 SEGAON, October 16, 1939
 Harijan, 21-10-1939
 "
3,"October 16, 1939",THE FICTION OF MAJORITY,"
  
 It is painful to find the British Press and Britishers advancing the minority claim to prevent the declaration suggestedlibtech_3_footnoteby the Congress, if I may say so, in the common interest. If the force of the Congress suggestion has not been overwhelmingly felt, the declaration will not
 
 come. There need be no dejection among Congressmen if it does not. We shall get our independence when it is deserved. But it would be well for the British Government and the Allied cause, if the minority argument were not flung in the face of a credulous world. It would be honest to say that the British desire to hold India yet awhile. There will be nothing wrong in such a desire. India is a conquest. Conquests are not surrendered except when the conquered successfully rebel, or under an awakened conscience the conqueror repents of the conquest, or when the conquered territory ceases to be a profitable concern. I had hoped and still hope that the British, having become war-weary and sickened over the mad slaughter involved in the present  war, would want to close it at the earliest possible moment by being above board in every respect and therefore in respect of India. This they can never be, so long as they hold India in bondage.
 I  know  that  many  have  been angry  with  me  for   claiming an exclusive right for the Congress to speak for the people of India as a whole. It is not an arrogant pretension. It is explicit in the first article of the Congress. It wants and works for independence for the whole of India. It speaks neither for majority nor minority. It seeks to represent all Indians without any distinction. Therefore those who oppose it should not count, if the claim for independence is admitted. Those who support the claim simply give added strength to the Congress claim.
 Britain has hitherto held India by producing before the world Indians who want Britain to remain in India as ruler and arbiter  between rival claimants. These will always exist. The question is whether it is right for Britain to plead these rivalries in defence of holding India under subjection or whether she should now recognize the mistake and leave India to decide upon the method of her own government.
 And who are the minorities? They are religious, political and social: thus Mussalmans (religious), Depressed Classes  (social), Liberals (political), Princes (social), Brahmins (social), non-Brahmins (social), Lingayats (social), Sikhs (social?), Christians—Protestants and Catholics (religious), Jains (Social?), Zamindars (political?). I have a letter from the Secretary of the All-India Shia Conference registering their claim for separate existence. Who are the majority  in  this  medley? Unfortunately for unhappy  India even Muslims are somewhat divided and so are the Christians. It is the policy of the
 British Government to recognize every group that becomes sufficiently vocal and troublesome. I have drawn no fanciful picture of the minorities. It is true to life. The Congress  itself  has  been obliged to deal with every one of the groups I have mentioned. My list is not exhaustive. It is illustrative. It can be increased ad libitum.
 I know that the fashion is to talk of the Hindus forming the majority community. But Hinduism is an elastic, indefinable term, and Hindus are not a homogeneous whole like Muslims and Christians. And when one analyses the majority in any provincial legislature it will be found to consist of a combination of the so-called minorities. In other words and in reality so far as India is concerned, there can only be political parties and no majority or minority communities. The cry of the tyranny of the majority is a fictitious cry.
 I observe that Janab Jinnah Saheb has said, in replylibtech_4_footnoteto Rajen Babu’s letterlibtech_5_footnoteoffering to refer the League’s grievances against the Congress Governments to an arbitration tribunal, that he has
 already placed the whole case before the Viceroy and Governor-General and requested him to take up the matter without delay as he and the Governors of the Provinces have been expressly authorised under the Constitution and entrusted with the responsibility to protect the rights and the interests of the minorities.
 The matter is now under His Excellency’s consideration, and he is the proper authority to take such action and adopt such measures as would meet our requirements and would restore complete sense of security and satisfaction amongst the Mussalmans in those Provinces where the Congress Ministries are in charge of the administration.
It    is   unfortunate   that    he  had   rejected	Rajendra	Babu’s
 reasonable proposal. Is it rejection of the proffered  hand  of friendship? Be that as it may, nobody can have anything to say against the Viceroy investigating and adjudicating upon the charges brought against Congress Ministries. Let us hope he will soon conduct the investigation. Whether the Muslims are regarded as minorities or otherwise, their as well as any other community’s rights and privileges, religious, social, cultural and political, must be regarded as a sacred trust to be jealously guarded. And the independence of India will make no difference to the protection of those rights. In fact they will
 
 be better protected in every way, if only because in the framing of the Charter of Independence by the nation’s representatives the Muslims and other minorities, real or so-called, will have an effective voice.
 Consider for one moment what can happen if the English were to withdraw all of a sudden and there was no foreign usurper to rule. It may be said that the Punjabis, be they Muslims, Sikhs or others, will overrun India. It is highly likely that the Gurkhas will throw in their lot with the Punjabis. Assume further that non-Punjabi Muslims will make common cause with the Punjabis. Where will the Congressmen composed chiefly of Hindus be? If they are still truly non-violent, they will be left unmolested by the warriors. Congressmen won’t want to divide power with the warriors but will refuse to let them exploit their unarmed countrymen. Thus if anybody has cause to keep the British rule for protection from the stronger element, it is the Congressmen and those Hindus and others who are represented by the Congress. The question, therefore, resolves itself into not who is numerically superior but who is stronger. Surely there is only one answer. Those who raise the cry of minority in danger have nothing to fear from the so-called majority which is merely a paper majority and which in any event is ineffective because it is weak in the military sense. Paradoxical as it may appear, it is literally true that the so-called minorities’ fear has some bottom only so long as the weak majority has the backing of the British bayonets to enable it to play at democr-
 acy. But the British power will, so long as it so chooses, successfully play one against the other calling the parties by whatever names it pleases. And this process need not be dishonest. They may honestly believe that so long as there are rival claims put up, they must remain in India in response to a call from God to hold the balance evenly between them. Only that way lies not Democracy but Fascism, Nazism, Bolshevism and Imperialism, all facets of the doctrine of ‘Might is Right.’ I would fain hope that this war will change values. It can only do so, if India is recognized as independent and if that  India  represents unadulterated non-violence on the political field.
 SEGAON, October 16, 1939
 Harijan, 21-10-1939
  "
4,"October 16, 1939",FAMINE WORK IN MORVI,"
  
Referring to Rajkumari Amrit Kaur’s visit to Morvi during the
 Rentia Jayanti  celebrations, the Dewan writes as follows:libtech_6_footnote
 His  Highness  the  Maharaja  Saheb  has  been  giving  for   some   years Rs. 10,000 every year during the Gandhi Jayanti for the benefit of the Harijans and khadi. Sometimes the amount is sent to you as was done last year, and many times the amount is spent in Morvi for Harijans and for the encouragement of khadi.. ..
 This year we are hard hit by famine. We have organized relief measures on an extensive scale.     Cheap grain and grass depots are opened throughout the
 State where food and fodder are distributed on cash and credit.	Agriculturists
 are given food and fodder on credit..  .. and.	are helped to grow fodder crops
 by giving loans for seeds.
 Every available source of water is used for irrigation by setting up small pumping plants.
 You will be glad to learn that one of the activities of famine relief is to produce khadi. The Famine Department purchases raw cotton, and all operations from carding to weaving are paid for at reasonable rates. The State takes all the khadi that is being produced. It is hoped that this will give the much required employment to a large section of the people—most of them Harijans—at their doors.
 This year His Highness has decided to distribute khadi worth Rs. 1,000 to the needy, and owing to scarcity conditions many will need free help of clothing. This will be his usual donation on Gandhi Jayanti.. . .
 Bhangis and Meghwars would not use the common tank for taking their water and the State had closed it till their differences were composed. During the period of the existing stress they have made up their differences and now they use the common tank.
 During the year the State has provided two measures for the benefit of the lower ranks of State service which include Harijans—one is to give them loans without interest, and the other is to give female servants the benefit of one month’s maternity leave on full pay.
Seeing that generally it falls to my lot to criticize the States, it is
 a pleasure to be able to record the good work done in Morvi in connection with famine. I congratulate the Maharaja Saheb on the
 
 effort that is being put forth to alleviate distress. As to khadi I would like to suggest that if it is to become a permanent insurance against famine, the Maharaja Saheb and the people of Morvi have to use khadi for their personal and domestic use. Morvi grows good cotton enough for its requirements. Its people can produce all the khadi they need. Those who are too poor to pay the higher price at which khadi must be sold if it is to give an adequate wage to the spinners, should become spinners themselves. Shri Narandas Gandhi’s yearly experiments have shown progressively the immense possibilities in this direction. But these latent virtues of khadi cannot be brought out so long as the Maharaja Saheb and the people of Morvi remain distant patrons instead of becoming lovers and wearers themselves of khadi. It is suicidal economy to buy cheap mill-cloth even though the people can easily produce enough khadi in their own homes without much extra effort or outlay of capital.
 SEGAON, October 16, 1939
 Harijan, 21-10-1939
 "
5,"October 16, 1939",BAPA JAYANTI,"
  
 Thakkar  Bapa,  the  father of Harijans   and   all   those   who are almost like them and classified as semi-civilized races, animists and what not, completes his seventy years on 29th November next. The inmates of Harijan Nivas in Delhi have planned to celebrate the event in a manner that must delight Thakkar Bapa’s heart. They want to collect the modest sum of Rs. 7,000 to be presented to Thakkar Bapa on his birhtday for the Harijan cause. They want me to bless and advertise the effort. I have written to them accusing them of little faith. Thakkar Bapa is a rare worker. He is unassuming. He wants no praise. His work is his sole satisfaction and recreation. Old age has not slackened his zeal. He is himself an institution. I once suggested that he might take a little rest. Immediately came the answer, ‘How can I rest when there is so much to do? My work must be my rest.’ He puts to shame every young man around him in the energy he expends upon his life mission. A purse of Rs. 7,000 is an insult to the cause and to him who carries on his broad shoulders its heavy burden. The workers must aim at collecting nothing less than Rs. 70,000 from all India. Even that amount is nothing for the cause and its father. But it is a respectable enough sum to be collected inside a month. How I wish it was possible to collect coppers from Harijans and Bhils. They
 know him. But the monied and middle-class men too know Bapa and love him. I have no doubt that they will subscribe liberally to the fund both for the cause and for the geat sevak who represents it. Subscriptions may be sent to (1) Harijan Nivas, Kingsway, Delhi, (2) Harijan Ashram, Sabarmati, or (3) Segaon via Wardha.
 SEGAON, October 16, 1939
 Harijan, 21-10-1939
 "
6,"October 	16, 1939",LETTER TO C. F. ANDREWS,"
            MY 	DEAR CHARLIE,     SEGAON, WARDHA,  October 	16, 1939 
  	I hope you got my wire. Deeper consideration made it clear to me 	that I must not force the pace. Therefore I am not sending Mahadev. 	God will guide every one of us. You are  right  in  not rushing to 	Calcutta. Your place is clearly there where you are. You will 	[avoid]libtech_7_footnotelibtech_8_footnoteall anxiety. Love. 
    	[PS.]     Amrit says, “there” 	means Calcutta. Hence the addition.  MOHAN "
7,"October 	16, 1939","FRAGMENT OF LETTER TO HORACE
ALEXANDER","
  From 	the original: C. W. 10203. Courtesy: Visvabharati, Santiniketan       SEGAON, WARDHA,  October 	16, 1939  DEAR 	MR. ALEXANDER,  .. 	.. I am commissioned by 	Bapu who is overwhelmed with work to write and acknowledge yours of 	the 3rd instant duly received. He is grateful for the greetings from 	your college staff and sends you all his love.. . .  Yours sincerely,  AMRIT KAUR  From 	a photostat: G. N. 1431      
  "
8,"October 	16, 1939",LETTER TO NARANDAS GANDHI,"
            CHI. 	NARANDAS,     SEGAON, WARDHA,  October 	16, 1939 "
9,,A SILENCE-DAY NOTE,
10,"October 16, 1939",NOTES,"
  	I have sent your articlelibtech_9_footnoteto  Harijanbandhu. I have writtenlibtech_10_footnoteas much as I could in Harijan. I have had no 	time for further embellishment. What is your suggestion regarding 	how the money collected should be used? I understand your 	difficulty. What cannot be cured must be endured.  Blessings 	from  BAPU  From 	a microfilm of the Gujarati: M.M.U/II. Also C. W. 8567. Courtesy: 	Narandas Gandhi       	[On or after October 16, 1939]libtech_11_footnoteI 	thought that you were keeping a daily count. You should  study my 	article carefully. It answers all difficulties. Even the majority  	can’t function without the  British  bayonet.  The  whole  	agitation  is bluster 	to force as much as they can from the so-called majority.  From 	the original: C.W. 9263. Courtesy: Jairamdas Doulatram       HINDU-MUSLIM 	 CLASHES  	If  proof  were  wanted  to  show   that   the   non-violence   of  	the Congress was in effect violence in suspension or inactive 	violence, it is furnished by the effective though quite 	indisciplined violence exhibited in Hindu-Muslim clashes. Had the 	thousands of Hindus and Muslims who took part in the Khilafat 	agitation been non-violent at     Harijanbandhu, 	22-10-1939.   
 heart, they could never have been violent towards one another as they are continually found to be. Nor can it be said that those who take part in the clashes are not Congressmen. If we rule out all those who resort to violence as non-Congressmen, the Congress will cease to be a mass organization. For the combatants in these clashes are derived from the masses. More over one finds today violence resorted to by rival Congressmen at Congress meetings. The gross indiscipline and fraud practised at Congress elections are all illustrations of Congress violence. It is difficult to say, therefore, who, if any, are non-violent Congressmen. If they were in a majority in the Congress and if they played an effective part in Hindu-Muslim clashes, they could stop them or at least give their lives in stopping them. If the bulk of Congressmen were truly non-violent, Muslims would be obliged to confess that Congressmen could not be accused of anti-Muslim bias. It is not enough for Congressmen to say that they have not been found guilty of incorrect attitude. I may be proved to be legally correct but may fail miserably if my action was examined in non- violent scales. But this non-violence has to be non-violence of the brave and the strong. It must come from inward conviction. I have, therefore, not hesitated to say that it is better to be violent if there is violence in our breasts than to put on the cloak of non-violence to cover impotence. Violence is any day preferable to impotence. There is hope for a violent man to become non-violent. There is no such hope for the impotent.
 NOT TOO LATE
 Rashtrapati Rajen Babu, Acharya Kirpalani, Shri Shankarrao Dev, Dr. Prafulla Chandra Ghosh and Shri Jairamdas had remained behind for two or three days after the meeting of the A. I. C. C. All of these except Rajen Babu gently complained that I had wronged them by saying that the whole of the Working Committee was against me in the interpretation I had put upon their action in terms of non-  violence. They said that they had hitherto given team work. They had always followed Rajen Babu and the Sardar at the meetings of the Working Committee. It must be said for them that they had whispered in my ears that they were with me in the interpretation I had put on non-violence. I had remonstrated that that was not enough. They had boldly to assert themselves at this critical juncture. But their humility would not allow them to do so.
But even their vote, if they had cast it in favour of my interpr-
 etation, would have been in their individual and not representative capacity. As I have made clear in my note on Hindu-Muslim clashes, it is not possible to claim non-violence for the Congress masses. Those Congressmen who believe in non-violence as a creed, to be enforced as much in Hindu-Muslim quarrels as in defending India, have to begin with the alphabet of non-violence and find out how many Congressmen are with them. It is highly probable that they will have to retire from the Congress and, like me, serve and convert  the Congress from without. The new road is straight enough but difficult to negotiate. It is overlaid with the bones of lonely seekers. They died without finding the way, but they had the inward satisfaction of having lived and died for their faith. When I wrotelibtech_12_footnotelibtech_13_footnoteon the formation of peace brigade I had adumbrated a programme for them. The brigades died as soon as they were born but the programme abides. It is a programme of courting death in preventing Hindu-Muslim clashes and the like. It is a programme of dying to prevent violence. Such death, however, will count as criminal suicide if the suicide has not a heart free from impurity and malice.
 SEGAON, October 17, 1939
 Harijan, 21-10-1939
 "
