footnote_no,footnote
libtech_1_footnote,1Kasturba Gandhi was 	arrested at Rajkot on February 3 on entering the State to offer 	satyagraha.
libtech_2_footnote,2Vide 	Cold-Blooded Breach 	of A Solemn Covenant
libtech_3_footnote,"3Vide “Letter 	to Lord Linlithgow”, 26-1-1939, and also “The States”,"
libtech_4_footnote,4E. C. Gibson
libtech_5_footnote,5Sir Patrick R. 	Cadell
libtech_6_footnote,"1Vide “Letter to Akbar Hydari”, 26-12-1938"
libtech_7_footnote,"1For the text of the letter, vide ”Note to Amritlal V. Thakkar St. John”"
libtech_8_footnote,"1For the text of the letter, vide “ Letter to Sir W. Beauchamp”"
libtech_9_footnote,"2For the text of the letter, vide “Letter to Amtussalaam”, 27-1-1939"
libtech_10_footnote,1Vide “Jaipur”
libtech_11_footnote,"2Vide “Letter to Lord Linlithgow”, 26-1-1939"
libtech_12_footnote,1Vide the 	following item.
libtech_13_footnote,"2He had died on 	February 6, 1938, at Haripura."
libtech_14_footnote,"3This appeared in 	the source under the title “I Rejoice in This Defeat” and was 	also published 	in The 	Bombay Chronicle, 	1-2-1939, The 	Hindu, 31-1-1939, 	The Hindustan Times, 	1-2-1939, and 	various other papers."
libtech_15_footnote,1Vide “That Unfortunate Walk-Out”
libtech_16_footnote,2Vide “Internal Decay”
libtech_17_footnote,"2For the Government 	of India communique in reply to this, vide 	Government of India’s 	Statement on Rajkot”, 1-2-1939."
libtech_18_footnote,"1 This appeared under the title “Rajkot and Jaipur”, and was also published in"
libtech_19_footnote,1Vide “Kicks 	and Kisses”
libtech_20_footnote,2Vide “Jaipur”
libtech_21_footnote,"1Wife of Bharatan 	Kumarappa, younger brother of the addressee"
libtech_22_footnote,"2This appeared under 	the title “Not a War of Words”, and was also published in"
libtech_23_footnote,3ibid
libtech_24_footnote,4Vide the 	following item.
libtech_25_footnote,1At Bardoli
libtech_26_footnote,"1Vide the 	following item; also “Letter to Lilavati Asar”, 9-12-1938"
libtech_27_footnote,1This letter seems 	to be connected with that written to the addressee on 1-1-1939. 	Gandhiji returned to Segaon on this date.
libtech_28_footnote,"1Vide “Cold-Blooded Breach of a Soleman Covenant”, 15-1-1939"
libtech_29_footnote,"2In his diary Bajaj 	mentions under the date February 3, having received a telegram from 	Gandhiji. Presumably this was the telegram."
libtech_30_footnote,"3For the Government 	of India communique, vide 	Government of India’s 	Statement on Rajkot”, 1-2-1939."
libtech_31_footnote,"4Vide “Rajkot”, 	2-1-1939 and 30-1-1939, “Jaipur”, 16-1-1939 & 30-1-1939."
libtech_32_footnote,1Sir W. Beauchamp St. John
libtech_33_footnote,"1This was evidently 	in reply to the addressee’s telegram of February 3, saying: 	“Ghanshyamdas pressing delay re-entry” into Jaipur State, which 	Bajaj intended to effect in defiance of the ban imposed by the 	State."
libtech_34_footnote,3This was in answer 	to the addressee’s telegram suggesting that Jamnalal Bajaj might 	wait another fortnight before returning to Jaipur.
libtech_35_footnote,1Ardeshar F. Khabardar
libtech_36_footnote,"2Kasturba Gandhi was 	arrested on entering Rajkot on February 3, 1939."
libtech_37_footnote,3Manibehn Patel
libtech_38_footnote,4Vide the 	preceding item.
libtech_39_footnote,1Vide “Roman 	Script v . 	Devanagari”
libtech_40_footnote,"1For Gandhiji’s 	statement regarding the struggle in Rajkot and the breach by the 	ruler of the covenant entered into with his people; vide 	“Statement to the 	Press”, 3-2-1939"
libtech_41_footnote,1Extracted from Pyarelal’s “Wardha Scheme under Fire”. About seventy-five delegates from all over India had attended a three weeks’ course at the Teacher Training Centre at Wardha. Before leaving for their respective provinces they met Gandhiji.
libtech_42_footnote,"1Vide “Notes”, sub-title “Hindustani Only”"
libtech_43_footnote,"2Gandhiji, at the suggestion of Asha Devi, had started to speak in Hindi and some of the delegates had not been able to follow."
libtech_44_footnote,
libtech_45_footnote,1The addressee 	in his 	telegram of February 4 	from New Delhi 	had said “Inasmuch as police 	officer in charge 	Jamnalalji verbally 	requested him give 	authorities time 	reconsider may I ask Jamnalalji 	address letter 	to authorities 	mentioning police officer’s request absurdity of 	communique and 	giving them 	time until 	eighth? Am sending 	him draft 	suitable letter. If you 	agree advise him 	send letter.”
libtech_46_footnote,2Vide the 	following item.
libtech_47_footnote,1As given in the 	source
libtech_48_footnote,1This appeared under 	“Notes”.
libtech_49_footnote,"1Vide”Discussion With Christian Missionaries”, 12-12-1938"
libtech_50_footnote,"2Vide “Letter 	to General Shinde”, 29-1-1939"
libtech_51_footnote,1Amtussalaam
libtech_52_footnote,"2To Rajkot, to take part in the satyagraha there against the Thakore who had broken the agreement he had made with Vallabhbhai to appoint a committee to draft a constitution for a form of responsible Government for the State."
libtech_53_footnote,1Vide “Statement 	of Subhas Chandra Bose”
libtech_54_footnote,1Vijaya Patel had 	been betrothed to Manubhai Pancholi and Sharada Shah to Gordhandas 	Chokhawala.
libtech_55_footnote,2These letters are 	not available.
libtech_56_footnote,"1The note is written on the back of a telegram from Damodar to Bachhraj, Wardha, dated 5-2-1939."
libtech_57_footnote,"2Vide “Statement 	to the Press”, 31-1-1939"
libtech_58_footnote,"3For the resignation 	letter of members of the Working Committee, vide"
libtech_59_footnote,3Vide the 	preceding item.
libtech_60_footnote,1This was published under the heading “Notes”.
libtech_61_footnote,2Nrisinhaprasad 	Kalidas Bhatt
libtech_62_footnote,"3From the reference 	to Jamnalalji’s arrest and the weddings of Vijaya Patel and Sharda 	Shah which took place on Tuesday, February 7, 1939"
libtech_63_footnote,4Jamnalal Bajaj
libtech_64_footnote,1This was published under the heading “Notes”.
libtech_65_footnote,"2Extracted from Pyarelal’s “A World in Agony-II”, 6-2-1939. The students were in India to pursue medical studies and wanted Gandhiji to help them gain admission in medical college."
libtech_66_footnote,3Ibid
libtech_67_footnote,"1Lord Lothian was at Segaon from January 18 to 20, 1938; vide “Discussion with Lord Lothain”, 20-1-1938"
libtech_68_footnote,"2Vide “Statement 	to the Press”, 8-2-1939"
libtech_69_footnote,3This along with the preceding item was drafted on the reverse of the telegram from Chandrabhal Johri; vide the preceding item.
libtech_70_footnote,"1On February 7, 	Vijaya Patel was married to Manubhai Pancholi and Sharda Shah to 	Gordhandas Chokhawala."
libtech_71_footnote,"1This was in reply to the addressee’s telegram of February 6, 1939, received  on February 7, expressing his anxiety about Jamnalal’s whereabouts after the latter’s arrest on February 5, 1939."
libtech_72_footnote,"1This was obviously 	written some time after the addressee’s marriage, which took place 	on February 7."
libtech_73_footnote,1The news report 	carrying this item is dated February 8.
libtech_74_footnote,2Jamnalal had  been  taken  to  Bharatpur  State  and  released  there  on  February 7.
libtech_75_footnote,"1The statement was also published in The Hindu and  The Bombay Chronicle of February 9 and in a slightly modified form in Harijan of February 11 under the heading “Barbarous Behaviour”. It turned out, however, that the report used by Gandhiji in the statement was not wholly accurate; vide “Statement to the Press”, 12-2-1939"
libtech_76_footnote,2Vide the 	following item.
libtech_77_footnote,3Vide the 	preceding item.
libtech_78_footnote,"1Vide also 	letters to the addressee, “Letter to N. R. Malkani”, 20-1-1939 	and “Letter to N. R. Malkani”, 22-1-1939"
libtech_79_footnote,2Vide the 	following item.
libtech_80_footnote,"2The report was in Hindi, which Gandhiji translated; vide “Statement to the Press”,12-2-1939"
libtech_81_footnote,3This was also 	published in The 	Bombay Chronicle and 	The Hindu of 	February 10 and in Harijan 	of February 18 under 	the heading “Not Guilty”.
libtech_82_footnote,1Vijayalakshmi 	Pandit
libtech_83_footnote,2The addressee had 	wanted to meet Gandhiji to discuss the affairs of the Princely 	States in Orissa.
libtech_84_footnote,1Householder’s 	state
libtech_85_footnote,"2Vide “Letter 	to the Press”, 9-2-1939"
libtech_86_footnote,"1Sir J. G. 	Laithwaite, Private Secretary to the Viceroy"
libtech_87_footnote,1Vide “Cold-Blooded Breach of a Solemn Covenant”
libtech_88_footnote,"2Vide “Statement to the Press”, 3-2-1939"
libtech_89_footnote,1Vide “Kicks 	and Kisses’s
libtech_90_footnote,1Dr. M. D. D. Gilder
libtech_91_footnote,"2This was in reply 	to the addressee’s telegram of February 9, for the text of which, 	vide “Statement 	to the Press”, 12-2-1939"
libtech_92_footnote,2Dr. Jivaraj Mehta
libtech_93_footnote,3Agatha Harrison
libtech_94_footnote,1Vide “Jaipur”
libtech_95_footnote,"2Vide “Letter 	to Sir W. Beauchamp St. John”, 22-1-1939 and “Letter to Sir W. 	Beauchamp St. John”., 27-1-1939"
libtech_96_footnote,"1Vide “Letter 	to Lord 	Linlithgow”, 12-1-1939"
libtech_97_footnote,"2Vide “Letter 	to Lord 	Linlithgow”, 12-2-1939"
libtech_98_footnote,"1Published in 	Harijan, 18-2-1939, 	under the title “My Apology”; this also appeared in The 	Bombay Chronicle, 13-2-1939, 	and other newspapers."
libtech_99_footnote,4The name is not 	decipherable
libtech_100_footnote,"2It also appeared in 	The Tribune, 8-2-1939, 	in the form of a statement by Damodar Das and showed that Young had 	never given any assurance to Jamnalal Bajaj that he would not be 	taken outside Jaipur State."
libtech_101_footnote,5Pattabhi 	Sitaramayya
libtech_102_footnote,"3These members, all belonging to the State Congress, had been disqualified on the ground of their having been convicted under the Criminal Law Amendment Regulation."
libtech_103_footnote,6Kishorelal 	Mashruwala
libtech_104_footnote,
libtech_105_footnote,"7Maurice Frydman, a 	Polish engineer, who bad become Gandhiji’s follower and come to be 	known as Bharatanand"
libtech_106_footnote,
libtech_107_footnote,1Vide “Internal Decay”
libtech_108_footnote,
libtech_109_footnote,1Vide “Mewar”
libtech_110_footnote,
libtech_111_footnote,"1Vide “Talk to Travancore State Congress Deputation”, 15-11-1938, and “Travancore”"
libtech_112_footnote,"1Vide “Notes”, sub-title “Aundh Reforms”"
libtech_113_footnote,2“Travancore Bulletin” by G. Ramachandran
libtech_114_footnote,1Of which only extracts are reproduced here
libtech_115_footnote,2Vide “Cold-Blooded Breach of A Solemn Covenant”
libtech_116_footnote,1Dr. Bidhan Chandra 	Roy
libtech_117_footnote,2Share in State 	lands
libtech_118_footnote,1From the postmark
libtech_119_footnote,"1On being separated 	from Kasturba, Manibehn had refused to take food till she was taken 	back to her."
libtech_120_footnote,1Vijayalakshmi Pandit
libtech_121_footnote,2‘Mani’ means a 	jewel.
libtech_122_footnote,2Appasaheb Pant
libtech_123_footnote,3Extracted from 	Amrit Kaur’s “A Good Samaritan”. Dr. Chesterman was the 	medical secretary of the English Baptist Mission and had come to 	India to attend the International Missionary Conference at Tambaram 	and to visit various mission hospitals.
libtech_124_footnote,3Dr. Chesterman was the medical secretary of the English Baptist Mission and had come to India to attend the International Missionary Conference at Tambaram and to visit various mission hospitals.
libtech_125_footnote,"1Vide “Letter 	to Kasturba Gandhi”, 16-2-1939, in which Gandhiji says, 	“Kallenbach is better.”"
libtech_126_footnote,1Cobbler
libtech_127_footnote,1Vide “The Crime of Chauri Chaura”
libtech_128_footnote,2Editor of Pratap; 	he had been 	killed during the 	Hindu-Muslim riots in 	Kanpur in 	March 1931.
libtech_129_footnote,"1There had been 	communal riots in Kanpur from 11th to 13th February, 1939."
libtech_130_footnote,3Photostats of these 	items were displayed at the Gandhi Darshan Exhibition held in New 	Delhi in 1969-70. Illegible in the source Vide 	“Letter to Akbar 	Hydari”
