footnote_no,footnote
libtech_1_footnote,"1Vide “Exercise 	the Copyright”, 25-3-1926."
libtech_2_footnote,"1Dated March 21, 1926"
libtech_3_footnote,1Hand Spinning 	and Hand Weaving—An Essay by 	S. V. Puntambekar and N.
libtech_4_footnote,1From the postmark
libtech_5_footnote,"1In reply to his 	letter dated 30-3-1926. Herein the addressee had request for a 	message for the first issue of his quarterly, Prohibition"
libtech_6_footnote,1In reply 	to the request on behalf 	of the League against 	Cruelties and Suppression 	in the Colonies 	to include Gandhiji’s 	name as  the  	International  Chairman for India. This League had its branches in many countries.
libtech_7_footnote,2Working Committee of the Kathiawar Political Conference
libtech_8_footnote,3From the postmark
libtech_9_footnote,4From the postmark. Also April 2 was a Friday.
libtech_10_footnote,"1Vide “Letter to Mrs. Hanumantharao”, 21-3-1926, and “Letter to D. V. Ramaswami”, 21-3-1926."
libtech_11_footnote,1Non-co-operation
libtech_12_footnote,1As in the source
libtech_13_footnote,"2Vide “Letter to C. V. Krishna”, 21-3-1926."
libtech_14_footnote,"1The source has 	Chaitra Vad 6 	which, however, was neither a Saturday nor the 3rd of April."
libtech_15_footnote,"1The source has Chaitra Vad 6 which, however, was neither a Saturday nor the 3rd of April."
libtech_16_footnote,"1The original Gujarati article appeared in Navajivan, 4-4-1926. The is a translation by Mahadev Desai."
libtech_17_footnote,2A heroine in the 	Mahabharata who 	successfully strove with Death to regain
libtech_18_footnote,"2Vide “Partial Fast During the Satyagraha Week”, 4-4-1926."
libtech_19_footnote,"3The source has 	Chaitra Vad 6 	which, however, was neither a Saturday nor the 3rd of April."
libtech_20_footnote,
libtech_21_footnote,"1Vide “The National Week”, 4-4-1926."
libtech_22_footnote,"1“Our Ancient Tribes”, Navajivan, 28-3-1926, and “Proselytization among Hill Tribes”, Navajivan, 4-4-1926."
libtech_23_footnote,"2Vide “Mission 	to the Women of India”, 4-3-1926."
libtech_24_footnote,"1The passage 	is not 	translated here. 	It describes 	how Eknath, 	a celebrated 	saint of 	Maharashtra, fed 	Antyajas with 	shraddha offerings 	and once  saved  a 	donkey’s life by 	fetching water for 	it from a river."
libtech_25_footnote,1The source has a 	blank here.
libtech_26_footnote,"1Vide “For 	and against Khadi”, 22-4-1926."
libtech_27_footnote,1Enclosure not in 	the source
libtech_28_footnote,1As in the source
libtech_29_footnote,1The source has a 	blank here.
libtech_30_footnote,"2Vide “Letter to Katherine Mayo“, 26-3-1926."
libtech_31_footnote,1Name dropped
libtech_32_footnote,1The rest of the letter is not reproduced here.
libtech_33_footnote,1This message is 	typed on a telegraphic form and the words in brackets were encircled 	for deletion.
libtech_34_footnote,1 This is written on a sheet from the addressee’s letter dated Adhik Cheitra Vad
