footnote_no,footnote
libtech_1_footnote,"1Vide “Notes”, 	23-9-1926."
libtech_2_footnote,"1Vide “Defending Child Marriage”, 9-9-1926."
libtech_3_footnote,"1Not reproduced here. The correspondent had argued, giving figures about the progress in spinning on the charkha by boys of the national school at Malikanda, Dacca, that it could not be said that takli was always to be preferred to the charkha in schools. That could be done only in the case of the younger boys who could not ply the charkha."
libtech_4_footnote,"1This is not, however, the first time Gandhiji had come across these lines. He commended them to Esther Faering in a letter on March 17, 1920."
libtech_5_footnote,"1Vide “Letter 	to J. W. Petaval”, 12-11-1926."
libtech_6_footnote,"1Vide the 	footnote to “A Correction”, 11-11-1926."
libtech_7_footnote,1Based on the S.N. 	register
libtech_8_footnote,"2Not reproduced here. This came from Satis Chandra Das Gupta and pointed out in a letter of November 2, 1926, in the light of figures, the unfairness of the comparison of the Khadi Pratishthan with the Abhoy Ashram, made in the article “Charkha as the Only Cottage Industry” in Young India, 28-10-1926."
libtech_9_footnote,1The postmark bears 	the date 13-11-1926. Friday fell on November 12.
libtech_10_footnote,1Based on the S.N. 	register
libtech_11_footnote,"2From the 	addressee’s letter dated November 17, 1926 (S.N. 12083)."
libtech_12_footnote,1From the postmark
libtech_13_footnote,"1On October 	15, 1926, 	the correspondent 	had written 	of America’s 	need of 	spiritual guidance and 	added: “It 	takes a 	man of 	your great 	insight to furnish 	it. For 	the sake of those in 	America who feel a need for you, come, oh Mahatma, and you will  be 	assured of a sincere welcome” (S.N. 10830)."
libtech_14_footnote,"1Marmaduke 	Pickthall, sometime eidtor of The 	Bombay Chronicle"
libtech_15_footnote,"1From the reference 	in the letter to Bhansali’s fast, it is clear that it was written 	on the Monday following November 13, 1926; vide 	“Letter to Tulsi 	Maher” 13-11-1926."
libtech_16_footnote,1From the postmark
libtech_17_footnote,1This was sent in 	reply to a telegram dated November 15 reading: “Kindly wire whom 	you prefer Birla or Sriprakasa. Congress work suffering.”
libtech_18_footnote,1Vide the 	preceding item.
libtech_19_footnote,2To go to Wardha; 	Gandhiji reached there on December 4.
libtech_20_footnote,1Devdas went to 	Panchgani in 1926. Kartika 	Sud 11 fell on 	November 16.
libtech_21_footnote,2Fulchand 	Kasturchand Shah
libtech_22_footnote,3For holding the 	session of the Kathiawar Political Conference
libtech_23_footnote,"4This was to be held 	along with the Kathiawar Political Conference at the same place; 	vide “Letter 	to Devchand Parekh”, 26-10-1926."
libtech_24_footnote,
libtech_25_footnote,2The reply is 	scribbled on an undated letter reporting the position of khaddar 	production work in Navgong district and making suggestions for 	improved cotton cultivation.
libtech_26_footnote,1From the contents; vide fn 1 on the following page.
libtech_27_footnote,1Only excerpts are reproduced here.
libtech_28_footnote,"2The postmark bears 	the date 18-11-1926. Kartika 	Sud 11, however, fell 	on November 16."
libtech_29_footnote,"1The letter is not reproduced here; it stated the writer’s difficulty, in view of his financial position, to pay subscriptions to the A.I.S.A. and the All-India Cow- Protection Association, despite being a spinner and weaver."
libtech_30_footnote,"2The reference presumably is to the article titled, ‘Ramachandran Lift’, published in Young India, 18.11.1926; vide “Notes”, 18-11-1926."
libtech_31_footnote,1Haribhai Desai of 	Broach; he had worked for some time as Gandhiji’s sec- retary 	during the initial period of the Sabarmati Ashram.
libtech_32_footnote,2Wife of Haribhai 	Desai
libtech_33_footnote,1Not traceable
libtech_34_footnote,"1Vide “Letter 	to Vasumati Pandit”, 18-11-1926."
libtech_35_footnote,1From the postmark
libtech_36_footnote,"2Dayanand Saraswati, 	author of Satyartha 	Prakash and founder 	of the Arya"
libtech_37_footnote,"3Reference to 	addressee’s Deolali trip indicates that the letter was written in 	1926; vide “Letter 	to Revashanker J. Mehta”, 25-11-1926."
libtech_38_footnote,4Addressee’s son
libtech_39_footnote,"1The postmark bears 	the date, “23-11-1926”, Wardha, where the addressee received it."
libtech_40_footnote,2Son of Gandhiji
libtech_41_footnote,3Twice-born
libtech_42_footnote,"1The original did 	not bear the ‘year’. This is inferred from the reference to the 	article about Colonial-born Indians published under “Notes”, 	25-11-1926."
libtech_43_footnote,2By offering him the 	presidentship of the Kathiawar Political Conference
libtech_44_footnote,1V. S. Srinivasa Sastri
