footnote_no,footnote
libtech_1_footnote,"1Gandhiji addressed the trustees and collectors of the Kasturba Gandhi National Memorial Fund in Hindustani. On behalf of the trustees Sarojini Naidu presented him a purse of Rs. 80 lakhs, This report of the speech was issued to the Press by Pyarelal."
libtech_2_footnote,"2On May 6, 1944"
libtech_3_footnote,"1At one of the meetings of the Trust the question of Kasturba’s outlook on life was raised during the discussion. Gandhiji was reported to have said: “Kasturba’s outlook on life means the outlook represented by Kasturba Gandhi, not Mohandas Karamchand Gandhi.”"
libtech_4_footnote,"1In his letter dated 	July 27, 1944, the addressee, a Depressed Class M.L.A., had sought 	Gandhiji’s permission for forming a ministry in Madras at the 	initiative of the Depressed Class legislators and with the support 	of the non-Depressed Class Congress legislators and some others."
libtech_5_footnote,2The reference is to 	the talks with M. A. Jinnah.
libtech_6_footnote,"1Lakshminarayan 	Gadodia, Treasurer and Trustee of the Surya Chikitsalaya, Dadhichi 	Seva Sangh, an institution run by the addressee"
libtech_7_footnote,2The address is from 	Pyarelal Papers.
libtech_8_footnote,1The source has 	‘as’.
libtech_9_footnote,2Gandhiji had 	written to the addressee from Poona on June 16; vide 	“Letter to
libtech_10_footnote,"2Vide “A 	Circular”, 21-9-1944."
libtech_11_footnote,3Agatha Harrison
libtech_12_footnote,"3Yashvant Mahadev 	Parnerkar, a dairy expert"
libtech_13_footnote,4Muriel Lester
libtech_14_footnote,1Of the Kasturba 	Gandhi National Memorial Fund
libtech_15_footnote,"2Vide “Speech at A.I.S.A. Meeting-II”, 2-9-1944."
libtech_16_footnote,"1This and the subsequent discussions in Hindi with Shrikrishnadas Jaju, Secretary, All-India Spinners’ Association, were reported by Swami Anand. This translation is reproduced with alterations to bring it into conformity with the Hindi version appearing in Charkha Sanghka Navasamskaran."
libtech_17_footnote,2ibid
libtech_18_footnote,"1The addressee, 	a member 	of the Congress 	Working Committee, was 	released on 	October 6, 	1944. Vide 	also pp. 	“Letter to Syed 	Mahmud”, 14-10-1944 and 	“Statement to 	the Press”, 22-10-1944."
libtech_19_footnote,"1Sohanlal Dwivedi, a 	Hindi poet who edited the Gandhi 	Abhinandan Granth, a 	felicitation volume in Hindi"
libtech_20_footnote,"2At the Akhil 	Bharatiya Sahitya Parishad on April 24, 1936; vide 	“Speech at Akhil 	Bharatiya Sahitya Parishad”, 24-4-1936."
libtech_21_footnote,"3For the addressee’s 	reply, vide “Letter 	from K. M. Munshi”, 12-10-1944."
libtech_22_footnote,"3According to the 	Gujarat Samachar, 	10-10-1944, the addressee was entrusted with the task of carrying 	Gandhiji’s message to the people. The message was to the effect 	that “our struggle is definite and every citizen of India has to 	be prepared to make his contribution to the fight for independence”."
libtech_23_footnote,1H. P. Mody
libtech_24_footnote,"2Vide “Letter 	to J. R. D. Tata”, 7-10-1944."
libtech_25_footnote,
libtech_26_footnote,4Omission as in the 	source
libtech_27_footnote,1G. V. Mavalankar
