footnote_no,footnote
libtech_1_footnote,1An advance copy of 	this was sent to Sir Stafford Cripps.
libtech_2_footnote,"2Vide Appendix 	“Statement of Cabinet Declaration and Viceroy”, 16-5-1946."
libtech_3_footnote,"1Vide “Letter to Lord Pethick-Lawrence”, 19-5-1946."
libtech_4_footnote,"1Vide “Vital Defects”, 2-6-1946."
libtech_5_footnote,"1Vide “Letter to lord Pethick-Lawrence”, 19-5-1946."
libtech_6_footnote,"1For the addressee’s 	reply, vide Appendix 	“Letter from Lord Pethick- Lawrence”, 20-5-1946."
libtech_7_footnote,1This was addressed 	to two women.
libtech_8_footnote,"1Vide “Speech at Nankana Saheb”, 3-3-1921."
libtech_9_footnote,"2Vide “The 	Monkey Nuisance”, 5-5-1946."
libtech_10_footnote,"1Vide “Speech at Prayer Meeting”, 16-4-1946."
libtech_11_footnote,2It being Gandhiji’s silence day his written message was read out after the prayers.
libtech_12_footnote,3The extract is not reproduced here. It showed how from chemical analysis mango seed kernels had been found to be rich in rich in carbohydrates and fats.
libtech_13_footnote,"1The Hindi original of this appeared in Harijan Sevak, 26-5-1946."
libtech_14_footnote,"1The Hindi original of this appeared in Harijan Sevak, 26-5-1946."
libtech_15_footnote,2Which is not reproduced here
libtech_16_footnote,"2The Hindi here adds: “However, what I propose to write  is  a  different thing.”"
libtech_17_footnote,1The article by Abul 	Kalam Azad is not reproduced here.
libtech_18_footnote,"2The English version 	of this appeared in Harijan, 	26-5-1946."
libtech_19_footnote,3The Hindi here adds: “and I may conclude that the other villages too will appreciate nature cure.”
libtech_20_footnote,"1The addressee could not send a persnoal reply on account of indisposition. Pethick-Lawrence, however, wrote in reply: “I am indebeted to you for your friendly remarks about my colleagues and myself and our statement. But you will, of course, appreciate that there are other parts of it with regard to which my views are quite different from your own.”"
libtech_21_footnote,2The Hindustan Times report has been collated with  Pyarelal’s  “Weekly Letter” in Harijan.
libtech_22_footnote,"3The reference is to 	“An Analysis” which, however, appeared under the date May, 20, 	1946."
libtech_23_footnote,3Sung earlier by the Harijan girls of the Balika Ashram
libtech_24_footnote,"1Vide Appendix “Letter from Lord Pethick-Lawrence”, 20-5-1946."
libtech_25_footnote,2Lakshmidas Asar
libtech_26_footnote,"3Containing the bhajan “Land without suffering and sorrow” sung at the prayer meeting on May 11, 1946; vide Appendix “The Hymn”, before 16-5-1946."
libtech_27_footnote,"1Harihar Sharma, 	vide the 	following item."
libtech_28_footnote,1Viththaldas 	Jerajani
libtech_29_footnote,1Pyarelal’s report from Harijan has been collated with the Bombay Chronicle and The Hindustan Times reports. About 60 I. N. A. officers including several members of the Provincial Government of Azad Hind and the Indian Independence League called on Gandhiji in the morning.
libtech_30_footnote,2Swords
libtech_31_footnote,"1On March 3, 1921; “Speech at Nankana Saheb”, 3-3-1921."
libtech_32_footnote,"1Sir Claude Auchinleck, Commander-in-Chief in India"
libtech_33_footnote,2Reproduced from Pyarelal’s “Weeekly Letter”
libtech_34_footnote,"1Vide “Speech 	at Prayer Meeting”, 17-5-1946."
libtech_35_footnote,4Gandhiji was then informed that the paper also would not be charged for.
libtech_36_footnote,"2 Literally ‘Before one’s eyes’, generally used as an adverb"
libtech_37_footnote,"3 E. W. Aryanayakum, Secretary, Hindustani Tamili Sangh"
libtech_38_footnote,"4Rameshwari Nehru, 	Vice-President, Central Board of Harijan Sevak Sangh"
libtech_39_footnote,1Addressee’s son
libtech_40_footnote,1Gandhiji had 	been advised by 	his doctors 	to pass 	two months 	of the 	summer  at 	some hill station.
libtech_41_footnote,"1Pratyakshika, 	adjective derived from pratyaksha, 	used as a noun"
libtech_42_footnote,"1Kshitis Chandra Das Gupta, elder brother of Satis Chandra Das Gupta"
libtech_43_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 2-6-1946."
libtech_44_footnote,2The report in The Hindustan Tims has been collated with Pyarelal’s “Weekly Letter” in Harijan.
libtech_45_footnote,"2For the addressee’s reply, vide Appendix “Letter from Lord Pethick- Lawrence”, 25-5-1946."
libtech_46_footnote,3The printed copy of the bhajan . All the copies having been sold out a fresh lot was printed.
libtech_47_footnote,3Addressee’s 	mother
libtech_48_footnote,4By Surdas
libtech_49_footnote,"1Vide Appendix “Congress Working Committee’s Resolution”, 24-5-1946."
libtech_50_footnote,1Eldest son of 	Jamnalal Bajaj
libtech_51_footnote,2The latter is 	written under another of this date.
libtech_52_footnote,2Only an extract is reproduced here.
libtech_53_footnote,3The Hindi adds: “And the observance of the laws becomes imperative for Ramanama to come from the heart. In such a situation man becomes free from all ailments. It involves neither any expenditure nor any discomfort.”
libtech_54_footnote,4Reproduced from 	Pyarelal’s “Weekly Letter”
libtech_55_footnote,1In the source the 	letter is placed between those of May 24 and 25.
libtech_56_footnote,"1The Hindi original of this appeared in Harijan Sevak, 2-6-1946"
libtech_57_footnote,2The Hindi here adds: “A man feels secure with Ramanama.”
libtech_58_footnote,"1The Hindi original of this appeared in Harijan Sevak, 2-6-1946."
