chapter_no,date,title,content
1,,LATE MR. ARATHOON,
2,,VOLKSRUST CASES,"
       	The mail last week brought the sad news of Mr. Arathoon’s death. 	Mr. Arathoon in his capacity as the honorary secretary of the East 	India Association served it for a number of years faithfully and 	well. As Editor of The Asiatic Quarterly Review, his work is 	known to all who have any connection with India. But he is best 	known to Indians in South Africa for his very great sympathy for 	them and the constant attention he gave to the question in 	connection with the Association, with which he was so closely 	identified. He never missed an opportunity of bringing it to the 	notice of the Association, and thereby to that of the authorities. 	He rendered very valuable assistance to the deputation last year by 	his whole-hearted co-operation. We tender our condolences to Mr. 	Arathoon’s family.  Indian 	Opinion, 14-12-1907       	The cases instituted in Volksrust against Mr. Mahomed Essak and 	other Indians deserve attention. Originally, it was the intention of 	the Government to frame the charge under the new law, but it lost 	nerve at the last moment and the case was brought up under the Peace 	Preservation Ordinance. Mr. Mahomed Essak having taken the lead, 	others too could follow. He has saved the honour of the Konkanis. No 	one would now be justified in blaming the Konkanis. The magistrate 	discharged Mr. Mahomed Essak, holding that he was entitled under his 	permit to reside in the Colony.  	These cases have brought out the courage of the people. It was good 	that no bail was offered. It was also good that those arrested 	included people from all communities.  	This case reveals the extreme weakness of the Government. The 	Government is demoralized. It does not know what to do. Its 	condition is like that of an angry man who has started raving. It 	would be to our advantage if there were still more cases like this.  	If the Government were really strong, it would arrest the people in 	the Transvaal who are opposing the law. That it is not able to do. 	Hence it is trying desperately to stop the people from coming from 	outside. The Government cannot but be defeated in such an attempt. 	For, there is a big loophole in the new law. [From 	Gujarati]  Indian 	Opinion, 14-12-1907   
  "
3,,NATAL LICENSING ACT,"
  
 Under this Act, the Government has made new regulations which include three remarkable sections. First, from now on the application for a licence will have to be published in a newspaper. The officer will have the right to take a thumb-impression on the application. Finally, one will have to pay £12.10.0 when making an appeal. All this is bad, but one must consider on what point relief is possible. It does not appear likely that the requirement to have the application published in a newspaper will be cancelled. There is such a law in the Cape. Taking of a thumb-impression is left to the discretion of the officer. This can be interpreted to mean that those who can sign will not be required to give thumb-impressions. We cannot advise making any petition to the Government on either of these two points, for it will be useless to do so. The obligation to pay £12.10.0 is not a new thing. There is only one remedy against it: when anyone has an occasion to file an appeal, he must refuse to pay the sum and fight out the point. We believe that the fee is illegal; that is what the ruling of the court will probably be. The best course is to ignore the law and violate it. Wherever licences are refused in large numbers, people must trade without  licences,  rather than think of disposing of their stocks. For all such ailments, passive resistance is the best cure.
[From Gujarati]
 Indian Opinion, 14-12-1907
 "
4,,LATE NAWAB MOHSIN-UL-MULK,"
  
 We have already reportedlibtech_1_footnotelibtech_2_footnotethe news of the passing away of this gentleman. In this issue, we give a brief sketch of his life. Every Indian, especially every Muslim, should take a lesson from his services in the field of education. He placed education above politics. That was on the whole a realistic attitude, especially in his time. The community can derive the highest benefits from education provided that, along with it, the people acquire truthful conduct and moral life. But education is a dangerous thing in the absence of lofty conduct and morality. It can be compared to a creeper unable to climb without the
 
 support of a hedge. It is such education accompanied by moral training that everyone should receive; that is what we can learn from the life of the late Nawab.
[From Gujarati]
 Indian Opinion, 14-12-1907
 "
5,,GERMAN EAST AFRICA LINE,"
  
 A new spirit of self-respect and dignity is in the air these days among Indians. At such a time, the incident that has occurred involving Mr. Peeran Mahomed calls for notice. He asked for a first class ticket on a Europe-bound steamer belonging to the [German East Africa] Line and it was refused to him. We think this was a highly insulting thing to do. It does not befit the German Company. The Company derives a big income from Indian passengers. Ignoring all this, it refuses to issue a first-class ticket when demanded by an Indian passenger. This ought to make us feel sorry for ourselves. They know our ways. They insult us becausewe are not likely to do anything about it. They dare not do such a thing to a white passenger. There are three remedies for this to be adopted simultaneously:
 A 	strong protest should be 	made to 	the Company.  Their 	agent, Mr. Osman 	Ahmad, should bring to 	the notice 	of the Company 	the loss 	that it might suffer.  Passengers 	should be dissuaded 	from using the steamers 	of this Line. 
 The third step is the best. The other two will have some effect only if the third is taken. We have acquired new  strength,  which should be used on every occasion. It is not enough that we oppose the Transvaal law. That is to be treated only as a beginning.
 Look at the example of Japan. After coming into light, that nation has been paying attention to its education, its trade and its honour. We, too, should work for progress in every field.
[From Gujarati]
 Indian Opinion, 14-12-1907
  "
6,,ATTACK ON INDIANSlibtech_3_footnote,"
  
 The air is thick with the excitement of the new law. There is no doubt that people are now eagerly waiting to be arrested. Nine Indians arrived from Durban on the morning of Friday last. Eleven others came on the evening of the same day, and 17 on Saturday  and  Sunday. All of them had their permits or registers with them. Thirty- five of them had arrived by the Sultan. Of the remaining two, one was a Madrasi who was going to Johannesburg on business, and one was a Gujarati who had gone to Durban in October and was returning to Johannesburg. At first, it was reported that all these persons were arrested for being without permits under the new law. Mr. Gandhi presented himself at the court on Friday. These men were  not produced in the court on that day, since the police were awaiting orders from Pretoria. They were produced on Saturday, and the case was adjourned till Monday. Mr. Gandhi went to Johannesburg again on Monday. The police wanted to bring up the case under the new law. But there was an order from Pretoria that it should be proceeded with under the Peace Preservation Ordinance. Hence they were prosecuted under Section 5 of the Peace Preservation Ordinance on a charge of being without permits.
 DEPOSITION BY SERGEANT MANSFIELDlibtech_4_footnote
 I arrested these Indians in accordance with instructions from Pretoria. They all held valid permits, which, however, did not authorize them to return. They were arrested because they did not have permits under the new law.
 CROSS EXAMINATION
Q.—Did you examine the permits of these men?
 A.—Yes. I found on examination that they contained their thumb-impressions.
 Q.—Do they also have with them registers taken out under the law of 1885?
 A.—They all have such registers. Q.—What are your orders from Pretoria?
A.—I have orders to arrest every Indian coming from outside if
 
“trial of Indians”, 9-12-1907.
 he is without a permit under the new law or any other authority.
 Q.—Do these instructions also apply to Indians whom you may know personally?
A.—Yes, it will be my duty to arrest everyone.
 Q.—Is it true that, under the permits which you saw with the accused, Indians enjoyed complete freedom of movement till now?
 A.—Yes, I had instructions so far that those permits  were sufficient authority.
 The Public Prosecutor closed the case here. Mr. Gandhi demanded that the accused should be set free for want of evidence.
 The Public Prosecutor admitted that his case was weak, but that he had drafted the summons under orders from the Government. Under the permits produced before the court, people were entitled to enter and reside [in the Transvaal] but not to leave and return.
 Mr. Gandhi stated that the Crown witness himself had proved his clients’ case. The authority for the clients to enter [the Transvaal] was the permit which the Crown witness had produced before the court. In the summons, they were charged with entering without permits. That charge had not been proved. It had been held by the court in the case of Bhabha that a permit to enter the Colony included permission to leave it and to return. His clients should therefore be  discharged. Many of them had suffered for four days by that time.
 The magistrate upheld this contention and discharged all of  them. The following are the names of those who were prosecuted:
 Omar Yusuf, Nathu Govind, Madha Galal, Lala Madhav, Govind Dadi [Daji?], Ratanji Maharaj, Kunvarji Manor, Kala Pema, Nagar Bhavan, Morar Bhikha, Samandarkhan, Kana Gopal, Nana Vallabh, Babu Sukha, Prabhu Narain, Jasmat Fakir, Fakir Lakha, Hari Daji, Pema Bhana, Parbhu Chhana, Lallu Khushal, Ramasami Chokkalinga Pillay, Mani Dahya, Bhima Vasan, Zina Kidia, Dahya Pancha, Vallabh Govind, Dhana Hira, Hari Bhikh, Dayal Vallabh, Makan  Morar, Madhav Jivan, Govind Dahya, Budhiya Lala, Daji Bhana, Ranchhod Gopal and Bhikha Ratanji.
 I am glad to observe that there are here persons from all communities, one Pathan, one Konkani, one Madrasi, and the rest Gujarati Hindus.
 MAHOMED ESSAK’S CASE
 This case was heard on Friday in Volksrust. The Public Prosecutor said that he did not know on what charge Mr. Essak was to
 be prosecuted. He could say that only after hearing from the Government. After argument, the magistrate agreed to transfer the case to Johannesburg and ordered the case to be heard there on Wednesday.
 Mr. Mahomed Essak and other Indians had refused to offer  bail. They were therefore released unconditionally. In the court, the Government was being ridiculed for these cases.
[From Gujarati]
 Indian Opinion, 14-12-1907
 "
7,,"REGULATIONS FOR MAKING APPLICATIONS FOR
	LICENCES IN NATAL","
  
 We give below a summary of all the important sections of the Regulations published in the Natal Gazette for making applications for the issue, renewal or transfer of licences or appeals in respect of them:
 Section 2. The application, in the prescribed form, should be addressed to the magistrate duly authorized for the purpose or to the Town Office, and the applicant shall publish a copy of the application at least one day in each week for at least two weeks in a local newspaper.
  Upon 	receipt of an 	application, the 	Licensing Officer shall 	be at 	liberty to 	obtain from the 	Health Officer or 	the Sanitary 	Inspector a report 	in respect to the 	sanitary arrangements 	on  the 	 premises proposed to 	be licenced.  If 	required, the 	applicant shall appear 	personally and produce 	to the Licensing Officer 	his books of 	accounts, or 	such other documents 	as may 	be necessary, 	to show 	to the 	satisfaction of 	that Officer 	that he 	is able to 	fulfil the 	conditions laid 	down by Section 	7 in regard to keeping books of accounts in the English language.  The 	Licensing Officer 	shall endorse upon each 	application his 	decision as 	regards the 	issue or 	refusal of 	a licence. 
  A 	licence shall not 	be issued 	until the necessary 	stamps are 	affixed or 	the money paid.  The 	Licensing Officer may 	require an 	applicant, when issuing 	a licence 	to him, 	to give 	his signature or 	impressions of 	his thumb or fingers. 
 REGULATIONS CONCERNING APPEALS
 An 	applicant intending to 	file an 	appeal may 	give notice 
 within two weeks of the decision to the Clerk of the Board or the Council of his intention to appeal against the decision of the Licensing Officer. With the notice of appeal shall be deposited a sum of £ 12. 10.0 towards the expenses of the members of the Board. If there are more applicants than one, the expenses of the Appeal Board shall be divided equally among them.
  A 	notice of 	the day 	fixed for the hearing 	of appeals, together 	with a 	list of 	appeals, shall 	be fixed 	to the 	door of the 	Court House or Town Office for at least five days before the appointed date. 
13. The proceedings of the Board shall be open to the public.
  The 	appellant, and 	any interested person, 	shall be entitled 	to be heard 	upon the appeal 	by himself 	or by any 	person acting under 	his written 	authority, and also 	to bring 	forward evidence in 	support of 	the appeal. 	The person 	opposing the appeal 	shall be entitled 	to the same rights. 
[From Gujarati]
 Indian Opinion, 14-12-1907
 "
8,,JOHANNESBURG LETTER,"
  
 PUNJABIS’ PETITION
 The reply to this petition is still under the consideration of the Government. But the world has already given the reply, which has turned the sympathies of many Englishmen in favour of the Punjabis. Everyone says that they should get justice. The discussion on the petition is still going on. We have already referred to the very strong criticism that has appeared in The Daily Graphic of England.
 I WITHDRAW
 I wrote about Mr. Parekh’s spirit.libtech_5_footnoteI find that it was written in haste, and hence I withdraw my remarks. At the time of writing this, Mr. Parekh is still in Newcastle. Whether he will be there or not when this is published, I cannot say. But to have called him especially brave and to have advised others to follow his example—that itself was an error. A brave man will take the lead in battle. Mr. Parekh is still outside the Transvaal, hence the implied suggestion in my statement that he was braver than all of us does not stand.
 
 FALSEHOOD
 Mr. Hasan Mahomed Kala made a public statement that he regretted having made the application for registration and that he wished to withdraw it. I now find that, on the very day that he wrote this letter declaring his intention to withdraw his application, he wrote another private letter to a friend of his saying that he would be glad if the title deed of slavery were issued to him immediately, and expressing concern at the delay. I expose this duplicity merely as a matter of duty with a view to preventing a recurrence of such instances among us. I am very sorry that Mr. Kala was one of the pickets at Pietersburg, which gave occasion to Mr. Chamney to assert that even pickets had applied for registers.
 WHAT DOES VOLUNTARY REGISTRATION MEAN?
 This question has often been discussed in this paper, but I find that there are still many Indians who do not understand the meaning of voluntary registration. The whites did not understand what the new law meant till the time [for its enforcement] came; we are in the same position. The main point of difference between voluntary registration and registration under the law is that the law confers upon us the status of slaves, whereas voluntary registration gives us human dignity. To submit to registration under pressure by the Government is like riding an ass. To register ourselves voluntarily is like riding an elephant. Even though in voluntary registration we may have to supply the same particulars as under compulsory registration, the former is to be preferred; on the contrary, compulsory registration will not cease to be slavery even if the specific indications of slavery are removed therefrom. It is a very harsh law, and that is the reason why the local Government clings to it like leeches, and we have been striving for these fifteen months to prevent their sticking on to us. In other words, we wish to be on a footing of equality with the whites, and the whites want to degrade us. The law will involve violation of our oath and bring us lasting disgrace. If anyone asks why even voluntarily we should have our documents exchanged, the question can be easily and simply answered:
  Just 	as we have 	taken an oath 	against the law, 	so also 	have we 	offered to 	have our documents 	exchanged voluntarily. 	If now 	we refuse 	to do so, 	we shall 	have gone back on our 	word and proved 	ourselves liars.  Indians 	are charged 	by many 	people with 	entering [the 	Transvaal] under false 	permits or 	without permits. 	By voluntary registration we can disprove the charge; it is our 
 duty to do so, and it is because we have shown ourselves ready for it that we have been able to win the sympathies of people everywhere.
  To 	resist voluntary 	registration is to admit 	that we have been 	in the wrong.  By 	voluntary registration 	we shall 	win still 	greater prestige than 	we have 	gained so far. 	It should 	be remembered 	that as 	a general 	rule, it is only 	when people refuse to 	do a 	particular thing 	of their 	own free 	will, i.e., 	prove their 	weakness, that the law intervenes and exercises compulsion. There 	are many 	Kaffirs who 	do not 	of their 	own accord 	stop drinking, 	hence wherever 	it is found 	necessary to 	use compulsion 	against them, legislative measures are 	resorted to 	to stop them from 	drinking. The man 	who  stops  drinking 	under compulsion 	by law, 	and not as 	a matter 	of duty, 	cannot be called 	a virtuous 	man. It 	is the man who of 	his own free will avoids 	drinking that 	is really virtuous. 	There is 	the same difference 	between compulsory 	and voluntary registration.  Voluntary 	registration will always 	keep us 	free. For, 	under it 	no one can bind 	us more 	than we bind 	ourselves of 	our own 	accord. A 	volunteer enlists 	himself for war only 	when he 	chooses to 	do so. 	A mercenary who 	is driven  by 	necessity to 	enlist himself is 	bound to 	fight whenever called 	upon to 	do so. 
 We can enumerate many such advantages of voluntary registr- ation. For the present, these arc enough. No reference is made here to finger-prints, etc. For, that will be a matter of our own free will. But we shall consider next week the difference, from a scientific point of view, between ten finger-prints, and two thumb-impressions. For the present, what is necessary is to understand the exact meaning of voluntary registration.
 OBJECTION
 In view of the possibility of a compromise at any time now, the Association has started giving thought to the question of voluntary registration. An objection has been raised to this by some Gentlemen, who want to know why all people are not being consulted. The objection has no force. If the question of voluntary registration were a new proposal, it would have been undoubtedly necessary to invite delegates from all places, but the resolution concerning voluntary registration was passed at the mass meeting in the Empire Theatre by delegates representing all the places, and they had fully acquainted
 themselves with all facts relating tovoluntary registration. Hence, there is no further need to consult delegates from all places. Moreover, there is no time for it. All the same, every Indian can express his opinion at any time. We want that this struggle should lead us to a better understanding of political matters. We also want to learn how meetings are conducted, how other associations are run  and  how public work is organized. We have been fighting a strenuous battle to get the new law repealed, claiming that we are really a civilized people; if so, a proper understanding of the points referred to above is a mark of being truly civilized.
 WHY TEST CASE SHOULD NOT BE MADE
 Some gentlemen have been arguing why we should not make a test case against the new law. I have expressed myself against this for two reasons.
 First, we are not fighting to make a test case, but to prove our strength by going to gaol. There is nothing as effective as one’s own strength. If we proceed to make a test case, our struggle will get into a mess and we shall invite ridicule. The whites will immediately say: “What happened to those who were to go to gaol?” Hence, making a test case will amount to an admission of weakness.
 Second, the Privy Council will hardly be able to invalidate the new law or any other laws of the Colony. An opinion has already been expressed against us by Mr. Leonard, Mr. Esselen, Mr. Gregorowski, Mr. Duxbury, Mr. Ward and Mr. De Villiers. The Supreme Court has pronounced many judgments which go against us.  If  the  Privy Council were to invalidate the new law, that would mean that the laws passed against Kaffirs would also be ultra vires.  This  can  never happen. If, by any chance, this did happen, immediately new laws would be passed to set matters right. In the end we would only be where we were to start with. We have called for [legal] opinion from England, which Mr. Ritch has not been able to send so far. For, no one except Sir Raymond West is prepared to give it. It should also be remembered that Sir Raymond West had advised us to make a test case instead of opposing the law. Now, that gentleman has come over to the side of passive resisters. How can a test case be made, then? Moreover, no one should forget that a test case will mean an expense of £ 1,000. Who will be able to raise such a sum? At the same time, let us be careful not to assume that the Government will not harass people while the test case is pending. The law cannot remain suspended in the meantime.
 HAMIDIA SOCIETY MEETING
 A large meeting was held again on Sunday. So many people had collected that it was impossible to accommodate them in the hall. Hence the meeting was held in the open ground outside. Messrs Cachalia, Suj, Manibhai Desai, Pillay, Gopal, Beg and Vyas had comedown specially from Pretoria. Mr. Emam Abdool Cadir was in the chair. The meeting was addressed by him, and by Messrs Beg, Suj, Cachalia, Naidoo, Hajura Singh, Ahmed Khan, Alibhai  Akuji  and other gentlemen. Mr. Gandhi explained the situation. Mr. Moulvi Ahmed Mukhtiar, who had returned from Delagoa Bay where he had gone to attend to some work, explained [the situation] to the people and, in the end, it was agreed that voluntary registration must be accepted; there were, however, two Punjabi gentlemen who were against giving thumb-impressions. Others argued that there was no objection to giving them voluntarily. This spirit of the people deserves admiration. It shows that people are not afraid of expressing their views, and that they speak out with courage. Those who did not understand anything about the law six months ago now understand something of it. All this is the result of our trying to depend on our own strength. I think everyone will come round in the end for, there is no humiliation in giving two thumb-impressions. It is humiliating to do so under compulsion. Once the law is defeated, we can claim to be free.
 PATHETIC CONDITION OF DELAGOA BAY
 Moulvi Saheb reports about Delagoa Bay that, at a time when throughout South Africa the Indian community is awake and fighting for its honour, the leaders there are sunk in lethargy. They silently endure whatever harsh treatment the Government chooses to mete out to them. People do not care for their honour. They look upon money as their God. And with the Government they behave like submissive courtiers. Will not the Indians of Delagoa Bay rouse themselves from this pitiable condition?
 STRENGTH OF INDIANS
 The Government is betraying more signs of weakness every day on the question of the new law. Even the whites see this. Two amusing cartoons (comic drawings which carry some meaning) are published in the Rand Daily Mail and The Sunday Times. One of them shows General Smuts firing the pistol of the new law at the Indians. The Indian says: “Do your worst. We shall never submit to the law.” General Smuts then explains: “Don’t say so, pal. My blooming gun is out of order.” In the other cartoon, General Smuts and some
 Government officers want to cut off the heads of the Indian leaders with spears. But the horses are altogether exhausted with the effort, and the riders themselves have become breathless; and still the heads of the leaders are intact. Both these cartoons reveal the state of mind of the whites. The editor of this paper is trying to secure the two cartoons for the readers of Indian Opinion; hence I don’t write more about them.
 SUCCESS OF ASSOCIATION
 The Municipality has passed a regulation prohibiting Indians from riding in a first-class carriage. The readers will recall the letterlibtech_6_footnotethat Mr. Essop Mia wrote against it. Now General Smuts has written to say that the law will not be approved by the Government. Is it that General Smuts has also changed a little? This shows that it will do nothing but good to the Indian community if it asserts itself.
 NO PASSPORTS
 A representation was made to Lord Selborne against the refusal of passports to Mr. Moosa Ismail and Mr. Davaji, in reply to which Lord Selborne has said that, if the Government did so, that would be tantamount to admitting the right of Indians to return even without having been registered. This matter is not likely to rest here. Mr. Gandhi   has   addressed   another   letterlibtech_7_footnoteto   Lord   Selborne   on   the question. If this decision remains final, it will prove that Indians are not British subjects at all. All right, let that be so. Our struggle will gain more strength.
 ONE SECTION OF NEW LAW
 One of the sections of the new law was considered to be in favour of the heirs of the late Mr. Aboobaker. It was made much of by Lord Selborne, Lord Elgin and everyone else. Now even that is gone. General Smuts raised an objection to transferring land to the heirs under that section, saying that it could not apply to this case since the land was already transferred to the name of a white. The objection was upheld by the court, though it expressed sympathy [for the heirs]. But what is the use of such sympathy? This means that in the present case, even that one section of the law is proved to be of no avail. This matter, too, is not likely to rest here. The heirs are thinking of proceeding to obtain relief. Meanwhile, the adverse decision in this case has given one more argument against the law. And correspo- ndence on the subject has commenced.
 
 VICTIM OF LAW
 The new law, like the god of destruction, goes on devouring new victims. The monster is fond of Indian blood. Many waiters have lost their jobs, and labourers are out of employment. We know of the protest made by the soldiers. Now Mr. Mohanlal Joshi is in trouble. He had a well-paid job as an interpreter in the court at Pretoria. He is relieved of his post by the Government for failing to take out a register. This is nothing but extreme tyranny. Though a man with a family, Mr. Joshi sacrificed his job for the sake of the country and upheld the honour of the community, on which I offer him my congratulations. It is the duty of Indians to find jobs for those who are thus thrown out of employment. If any Indian needs a clerk, I would strongly urge him to employ Mr. Joshi or others like him who become unemployed.
 CONDOLENCES
 Mr. Dadabhai, the well-known businessman here, has had news from home that his eldest son has died of the plague. He is very much depressed by the news. I join all those who have offered their condolences to him.
 CASE AGAINST ESSAK
 This case came up for hearing on Wednesday before Mr. Jordan.libtech_8_footnotelibtech_9_footnoteThe charge against Mr. Mahomed Essak was the same as that against 37 other Indians. Mr. Chamney was also present. The officer who gave evidence against him, repeated what he had said in the case of the other thirty-seven people. Mr. Gandhi, without giving any evidence for the accused, asked for his discharge. Giving a long judgment, Mr. Jordan held that Mr. Mahomed Essak had the full right to reside [in the Transvaal] under his [old] permit, and that he could not at all be deported under the Peace Preservation Ordinance. He was therefore discharged.
 LINDSAY’S SPEECH
 Mr. Lindsay is one of the leaders of the Progressive Party. He said in a speech that the Government would not be harsh with the Indians. The Immigration Law was not intended to be used against them. There was only one way of expelling the Indians, and that was to stop issuing licences to them. That would be done from January. I treat this as mere raving. First, it was Imprisonment. Then they started talking of deportation. Now they have come to licences. And so, gradually the law will vanish altogether if the Indian community keeps
 
 up its courage and remains united till the end. [From Gujarati]
 Indian Opinion, 14-12-1907
 "
9,"December 14, 1907",LETTER TO COLONIAL SECRETARY,"
  
 [JOHANNESBURG,
 December 14, 1907]
 [THE HON’BLE THE COLONIAL SECRETARY PRETORIA
SIR,]
 I have the honour to state that I was discharged yesterday from the Johannesburg gaol. I was sentenced to be imprisoned for one month under the Peace Preservation Ordinance and the Asiatic Law Amendment Act for remaining in the Colony without a permit, my permit having expired on the 30th day of September last. The reasons for my having disobeyed the order of the Registrar of Asiatics that I should leave the Colony are set forth in the letter addressed to him by me. The Hindu temple at Germiston, in its present form, owes its existence to me. I was, and still am, the only priest in charge. On proceeding to the temple yesterday, I found it in a desolate condition. The temple had remained closed for the whole of the month. I cannot here describe adequately the state of my feelings on seeing the condition of the temple yesterday.
 I am aware that now, in accordance with the laws of the Colony, I should leave it within 7 days if I wish to escape imprisonment. But a law higher than the laws of the Colony dictates to me another course that, as a British subject, and as a preacher of religion in charge of the Hindu temple at Germiston, I should adhere to my duty, irrespective of all consequences. With due submission and in all humility, and consistently also with my duty to the Imperial Government and to the local Government, I beg now to inform you that it is not my intention to leave the Colony. The Hindu congregation at Germiston and I myself would appreciate the strength of the Government in allowing me to continue my duty to my temple and congregation by issuing to me a permit, for which I hereby apply.
 In this connection; I cannot help stating that the charges, of which I still know nothing, hinted at by the Registrar of Asiatics and which were given as the reason for refusing to extend my permit, were, so far as I have guessed them, unfounded. If there are any charges
 against me, I request that they may be formulated and I may be put on my trial; and, if I have, in anything I have done, departed from my religion, as I know it, or from my avocation of priest, I should immediately and voluntarily leave the Colony. If the charges are such that they cannot be brought against me legally, even then I should be preparedto answer them before any impartial person with a legal training who might be specially appointed by the Government for the purpose. This is the least that I venture to claim from a civilised and Christian Government.
     Indian 	Opinion, 21-12-1907  [I 	have, etc.,  RAM 	SUNDAR 	PUNDIT] "
10,"December 	18, 1907",LETTER TO COLONIAL SECRETARY,"
       JOHANNESBURG,  December 	18, 1907  THE 	HON’BLE 	THE COLONIAL 	SECRETARY 	[PRETORIA] SIR,  RE: 	ESTATE [OF] 	LATE ABOOBAKER 	AMOD  	As the Government is aware, Clause 17 of the Asiatic Law Amendment 	Act was inserted in order to give relief to the heirs of this Estate 	and to enable them to hold Erf 373 in Church Street, Pretoria, 	purchased by the late Mr. Aboobaker Amod before Law 3 of 1885 was 	passed. Before the Clause was drafted last year, the circumstances 	under which the property was transferred in favour of Mr. Polak were 	placed before the then Attorney-General and it was understood that 	the Clause was drawn up in order to meet the case. A Deed of 	Transfer was duly framed to register the Erf in favour of the heirs, 	who are British Indians, and submitted to the Registrar of Deeds. 	He, however, threw out the transfer, because in his opinion the case 	was not covered by the Clause in question. The matter then went 	before Mr. Justice Wessels in Chambers, who upheld the Registrar’s 	contention. The Clause in question has thus proved ineffectual for 	giving relief to the heirs. May I venture to trust that the 	Government will grant relief to the heirs? In my humble opinion, the 	most expeditious method of doing this would be to declare that 	portion of the street capable of 
 being held by British Indians.libtech_10_footnote
 
 
Indian Opinion, 1-2-1908
 
 
I  have, etc.,
M. K. GANDHI"
