chapter_no,date,title,content
1,,KHADI IN KATHIAWAD,"
       	Readers must be aware that in order to make the khadi activity more 	extensive and more popular a Committee has been set up. Shri 	Nanabhai has been appointed its President and Shri Nagardas Doshi is 	its Secretary. The money which was collected on the occasion of the 	Rentia Jayantilibtech_1_footnoteand 	which I had deposited with Shri Narandas Gandhi has been given to 	the Committee.libtech_2_footnoteI 	have received a report of this khadi activity for the period 1938 to 	1941 entitled Kathiawadna Khadikamno Heval, published by 	Pandya Khadi Karyalaya, Chalala. The following paragraphslibtech_3_footnotefrom that will give some idea of the khadi activity.  	The number of spinners in 1938 was 150 which rose to 600 in 1941. In 	1941 there were 500 caste Hindus, 18 Muslims and 12 Harijan 	spinners. In 1938 the wages given came to Rs. 3,481 while in 1941 	the amount was Rs. 18,948. The monthly income of a spinner in 1938 	was Rs. 4-12 while in 1941 it rose to Rs. 10. The weavers’ wages 	increased from Rs. 12 to Rs. 30 and that of carders to Rs. 18 from 	Rs. 7.  	The report is good. There is scope for raising the figures. The 	progress of the work is satisfactory. We can easily gauge the 	efforts of Shri Nagardas. But Kathiawad is a small province with a 	population of 26 lakhs. There is scope for much work. How can we 	increase the number of workers? In other words how can we make the 	work more interesting and attractive? [From 	Gujarati]  Harijanbandhu, 	7-6-1942                  
  "
2,"June 7, 1942",RAJAJI,"
  
 Although I retain the opinion I have expressed about my differences with Rajaji, and although I adhere to every word I have said and he has quoted, and although I reaffirm my opinion that my language taken in its context does not bear the interpretation Rajaji puts upon it. I do not propose henceforth to enter into any public controversy with him. I join him in hoping that some day I shall see the error of my views which he sees so clearly. But public controversy with close companions like Rajaji repels me. He has a new mission and he has need to speak.
 SEVAGRAM, June 7, 1942
 Harijan, 14-6-1942
 "
3,,LETTER TO C. RAJAGOPALACHARI,"
         MY 	DEAR C.R.,     June 	7, l 942 
  	Nonsense. You are not fallen. These differences mean nothing. I have 	already written a notelibtech_4_footnotefor 	H[arijan] that I shall no longer enter  into 	controversy with you. You must not feel dejected either. Therefore 	you should come here for rest, jokes and a renewal of strength and 	joy.  	Your argument I do not understand. Come here and explain.  Tell me 	in whose name the houses should go. Better write to  	Kamalnayan. Love. 
     From 	a photostat: G.N. 2088  BAPU "
4,"June 8, 1942",NO SALVATION WITHOUT SACRIFICE,"
       	Accounts pour in upon me from all quarters about the action of the 	authorities demanding evacuation without notice. Sometimes it is a 	zamindar who is to surrender his bungalow and sometimes it is a 	middle-class man who has to surrender his house with fans and    
 furniture for the use of the military. More often it is villagers or labourers who are called upon under promise of compensation to vacate their quarters. The condition of these people is piteous. They do not know where to go. To these I can only say, ‘Do not move— and take the consequences. They cannot be forcibly ejected. Even if they are, their cry will be heard whereas newspaper articles will be of little avail.
 SEVAGRAM, June 8, 1942
 Harijan, 14-6-1942
 "
5,,LETTER TO AMRIT KAUR,"
              CHI. 	AMRIT, Your 	letter.     SEVAGRAM, WARDHA,  June 	8, I 942 
  	Sushila comes here on 18th for a week. I think she has come 	first—nothing much among five candidates. Sushila says  nothing 	about the place she has got. I 	hope there is nothing serious with S.’s eyes.  	J.L. came in yesterday. He slept in Sevagram, Maulana comes 	tomorrow. Love. 
     From 	the original: C.W. 413O. Courtesy: Amrit Kaur. Also G.N. 7439  BAPU 
  "
6,"June 	8, 1942",LETTER TO D. B. KALELKAR,"
          CHI. 	KAKA,       June 	8, 1942 "
7,,LETTER TO VALLABHRAM VAIDYA,"
  	I got your letter. Since there is already an agreement between us 	made long ago that you should consult me before taking up anything 	new, where is the need of a fresh one? You have assumed heavy 	responsibilities, and the work about Hindustani is not an easy one 	either. However, you must fulfil this responsibility. Do it as well 	as you can. You must categorically refuse to go anywhere else, 	whether it is to Vanasthali or Vedchhi or Ambala. If you cannot 	remember the decisions taken by you, you should ask either Amritlal 	or Saroj to remind you and to get them implemented.  Blessings 	from  BAPU  From 	a photostat of the Gujarati: G.N. 10958       SEVAGRAM,  June 8libtech_5_footnotelibtech_6_footnote, 1942   BHAI 	VALLABHRAM,  	I could read the whole of your letter only today. It did help me to 	understand your mind but it did not satisfy me. That is because the 	task which you seek to accomplish cannot be accomplished with what 	you intend doing. Many vaidyas have raised farms of the kind you 	want. No doubt you can improve upon them, but you cannot reform the 	vaidyas.  	I offered to entrust my entire treatment to the vaidyas but I was 	disappointed. Lakshmipati wanted to settle here and made all the 	preparations but never turned up. I sent a patient to him whom he 	dismissed telling him that he was all right. The patient came back 	as ill as ever. I tried to lure you to come and settle down here and 	conduct experiments but there were difficulties in your way.    
 Although I have said all this my blessings are with you. Your intentions are pure; may they bear fruit.
 At present it is allopathy that commands enterprise, industry and knowledge. It is a developing science. It has many defects. Its pharmacopoeia is vast and yet very restricted. But it is systematic and so can draw upon whatever is special in Ayurveda. However, it is worth reflecting upon that if Ayurveda were to take what is special in allopathy the latter would be left with nothing but a few drugs.
 Blessings from
 BAPU
 SHRI VALLABHRAM VAIDYA 23 SAURASHTRA SOCIETY AHMEDABAD
 From Gujarati: C.W. 2921. Courtesy: Vallabhram Vaidya.  Also  Pyarelal Papers. Courtesy: Pyarelal
 "
8,"June 8, 1942",LETTER TO KRISHNACHANDRA,"
  
 June 8, 1942
 
CHI. KRISHNACHANDRA,
 What you say about Ram Prakashji is true, but we should have the strength to assimilate such persons. Some work should be found for them. And if they cannot do it they should be clearly told that they cannot live in the Ashram. As to your first letter all I can say is that you should continue to do the work that you have been doing. I will write whenever you say. So long as you do not have confidence in Chi. it is better to keep quiet.
 Blessings from
 BAPU
 From a photostat of the Hindi: G.N. 4430; also S.N. 24481
 "
9,"June 	9, 1942",LETTER TO AMRIT KAUR,"
              CHI. 	AMRIT,     SEVAGRAM, WARDHA,  June 	9, 1942 
  	I am having long and pleasant chats with J. L. I have a journalist 	with me recommended by J. L. He leaves tomorrow. L. Fischer is his 
 name.
 Khurshedbehn is still here. She has been looking after  the guests. Maulana comes tonight.
 Here is a letter from Benares. Perhaps you remember the thing. Love.
    From 	the original: C.W. 4131. Courtesy: Amrit Kaur. Also G.N. 7440  BAPU 
   "
10,"June 	9, 1942",LETTER TO MRIDULA SARABHAI,"
           CHI. 	MRIDU,     SEVAGRAM, WARDHA,  June 	9, 1942 
  	I have your letter. It is good the resolutions were passed. There is 	no harm in there having been amendments.  	Jawaharlal stayed at the Ashram for two days. He has gone to Wardha 	today because the Maulana is coming. He will now be here for at 	least a day. We are having discussions.  	S. has written to me in detail about you. In this way we often get 	unexpected help. He is a gentleman. Obtain the book regarding 	Juthabhai.  	I have been told about Kamala Devi being appointed President.  	My congratulations to her.  	Take care of your health. Why did you have bleeding from the nose ? 	Does it happen occasionally ? Your suggestions about the bulletin, 	etc. are good. Right now the conditions are not congenial. Let me 	see what can be done. This time it is likely to be a bitter fight. 	We are ready for anything that may happen.  Blessings 	from  BAPU  From 	the Gujarati original: C.W. 11228. Courtesy: Sarabhai Foundation   "
