chapter_no,date,title,content
1,"February 21, 1938",NOTE TO ANAND T. HINGORANI,"
       February 21, 1938 You may 	settle down there if Vidya keeps well and you have  good work. 	Father you should forget. Not to do so is to irritate the boil.libtech_1_footnote   
       gorani Ask 	Jeramdas to do it today.  From 	a microfilm. Courtesy: National Archives of India and Anand T. Hin- "
2,"February 	23, 1938",STATEMENT TO THE PRESS libtech_2_footnote,"
       February 	23, 1938  	I have read the Governor-General’s statementlibtech_3_footnotelibtech_4_footnotewith 	the respect and attention it deserves. I had hoped that it would 	give some satis- faction, as was given at least to me and, if I may 	say so, a large number of Congressmen when he made a pronouncement 	upon the Congress demand for certain assurances as a condition 	precedent to the accep- tance of ministerial responsibility by 	Congress members of the pro- vincial Legislatures. It reads like a 	special pleading unworthy of a personage possessing unheard-of 	powers.  	No one has questioned the propriety of examining the cases of 	prisoners to be discharged; but what I have questioned, and the Con- 	gress most emphatically questions, is the propriety of such exami- 	nation by provincial Governors in provinces said to be enjoying com- 	plete provincial autonomy. That duty and the right of examination 	belong solely to responsible Ministers as I understand the 	Government of India Act and the convention in responsibly governed 	Colonies. The Governors’ duty and right are to advise their 	Ministers on the question of broad policy and warn them of danger in 	their exercise of certain powers, but having done so to leave their 	Ministers free to exercise their unfettered judgment. If such were 	not the case, the responsibility would become a perfectly 	meaningless term, and the Ministers responsible to their electors 	would have as their share      
 nothing but odium and disgrace, if their responsibility had to  be shared with Governors in the daily administration of affairs by law entrusted to them. It is hardly graceful for His Excellency to quote against the poor Ministers their non-exercise of their undoubted powers to prevent Governors from examining individual cases. The Congress   Resolutionlibtech_5_footnotelibtech_6_footnotedescribes   their   forbearance   as   exemplary patience. I would venture to add that probably it was also the inexperi- ence of the Ministers who were totally new to their task. I am afraid, therefore, that unless this crucial question is decided in favour of the Ministers, it will be difficult for them to shoulder the grave responsi- bility that the Congress has permitted them to take over.
 I am glad that His Excellency has drawn public attention to the method I adopted in Bengal. He might have noted also the difference between Bengal on the one hand and the U.P. and Bihar on the other. In Bengal I was dealing with a Government which was not bound by the Congress manifesto in any shape or form. The Ministers there rightly or wrongly would not listen to a wholesale discharge of convi- cted prisoners. I was treading upon very delicate ground in pursuance of my promise to the prisoners. My motive was purely humanitarian, and the only weapon that I had at my disposal was an appeal to the human in the Bengal Ministers. And I am glad to be able to testify that I was not speaking to hearts of stone. The situation in the U. P. and Bihar is totally different. The Ministers there are bound by the manifesto which gave them victory at the polls. They had not only examined the cases of all prisoners whose release they were seeking but, being fully aware of their responsibility for the due preservation of peace in their provinces, had personally secured assurances from the prisoners in question that they no longer believed in the cult of violence.
 One thing in His Excellency’s statement gives me hope that the impending crisis might be prevented. He has still left the door open for negotiations between the Governors and the Ministers. I recognize that the notices were sudden, because in the nature of things they had to be so.libtech_7_footnoteAll the parties have now had ample time for considering the
 
 situation.
 In my opinion the crisis can be avoided if the Governors are left free to give an assurance that their examination of cases was not intended to be usurpation of the powers of the Ministers, and that since they had armed themselves with assurances from prisoners they were free to release them on their own responsibility. And I hope that the Working Committee will leave the Ministers free, if they are sum- moned by the Governors; to judge for themselves whether they are satisfied by the assurances they may receive.
 One thing I must say in connection with the exercise by His Excellency of his powers under Section 126 (5) in the light of his argument justifying the use of sub-section 5 of Section 126. I have read the whole of it. It is entitled “Control of the Federation over Provinces in Certain Cases”. Unless the sub-sections have no conne- ction with one another and they are to be read independently of one another, my reading is that in the present case the exercise of powers under sub-section 5 of Section 126 is a manifest misapplication. But here I am treading on dangerous ground. Let lawyers decide the point. My purpose in making this long statement is to assist a peaceful solution of the crisis that has suddenly appeared.
 Harijan, 26-2-1938, and The Hindu, 24-2-1938
 "
3,"February 	23, 1938",LETTER TO MAHADEV DESAI,"
         CHI. 	MAHADEV,     February 	23, 1938 
  	Your intention was not honest, nor was it correct. All the same, it 	is good that you did not come, since you also needed sleep. Send 	the following telegram to Gosibehn. “Health 	good. Hope Jalbhai makes steady progress. Love. Bapu.”libtech_8_footnote  	Who sent the wire to A. P. saying that I had not seen the state- 	ment? But it does not matter now. The 	rest when you come in the evening.  Blessings 	from  BAPU      
 [PS.]
 Suslhila brought a car when I had walked a little distance beyond the level crossing, and I got in.
 From a photostat of the Gujarati: S.N. 11591
 "
4,"February 24, 1938",LETTER TO N. S. HARDIKAR,"
  
 WARDHA, SEGAON,
 February 24, 1938
 DEAR DR. HARDIKAR,
 I retain the same view that I held in 1920 as to volunteers. You know  that  at   Ahmedabad   the   Congress   had   passed   a   resolutionlibtech_9_footnoteembodying a pledge for volunteers and certain instructions to be followed by them. Experience has proved for me the correctness of the position I then took. It is true that there has not been the response that I wanted. The causes of the inadequacy of response I need not go into at the present moment. Our volunteers for me are, and should be, our non-violent army, irresistible and invincible. Therefore I would expect every adult person to undergo a practical volunteer training for at least three months. I would expect them to give at least one month every year to practical service. Now that in seven provinces the Congress runs the Government the thing should be easy. The first thing, therefore, is to prepare a textbook, giving in minute detail the course of instructions to be imparted to candidate volunteers and then begin the work of instruction not in cities but in villages. I would concentrate all effort on villiages. Whilst I note the marvellous mass awakening that has taken place, I am painfully conscious of the fact that a far greater and a far more solid awakening has to take place before we can confidently say that swaraj is ours for the asking. Any extraneous event may put power into our hands. I would not call that swaraj of the people.
 If what I have said appeals to your head and to your heart, you should show this letter to Jawaharlal and if he approves, and only if he approves, you should take the next step. I say this with deliberation. I do not want to take a new step in life of a political nature unless I can secure his approval and co-operation. Secondly, there is not that meeting of our hearts which is necessary for me to give guidance. You
 
 know the reason why. I know that there is no such barrier between you and Jawaharlal. Therefore even though I may say something which appeals to your head and heart, in my opinion I should have Jawaharlal’s hearty endorsement before you take any step on the strength of what I say.
I hope you are now keeping perfect health.
 Yours sincerely,
 M. K. GANDHI
 From a facsimile: Mahatma, Vol. IV, between pp. 272 and 273
 "
5,"February 	24, 1938",LETTER TO M. A. JINNAH,"
           DEAR 	MR. JINNAH,       SEGAON, WARDHA,  February 	24, 1938 
  	I thank you for your letter. I have read your letter to Jawaharlal 	also. I observe that both the letters invite, not written replies 	but a personal discussion. I do not know whether it will take place 	in the first instance between you and Jawaharlal or, now that Subhas 	Bose succeeds him, between you and the latter. If you desire that 	before this there should be a talk between you and me, I would be 	delighted to see you in Segaon any time which is convenient to you 	before the 10th of March after which, if health permits, I might 	have to go to Bengal. So far as I am concerned, just as on the 	Hindu- Muslim question I was guided by Dr. Ansari, now that he is no 	more in our midst, I have accepted Maulana Abul Kalam Azad as my 	guide. My suggestion, therefore, to you is that conversation should 	be opened in the first instance as between you and Maulana Saheb. 	But in every case regard me as at your disposal.libtech_10_footnote  Yours sincerely,  M. K. GANDHI  The 	Bombay Chronicle, 16-6-1938              
  "
6,"February 	25, 1938",LETTER TO SHARDA C. SHAH,"
         CHI. 	SHARDA,     February 	25, 1938 "
7,"February 	27, 1938",LETTER TO ZAKIR HUSAIN,"
  	I had your letter. Do stay there if you can remain peaceful. You 	have my permission to come over. Saraswatibehn is very keen that you 	should stay on for three months. You should definitely stay on if 	your health can really improve. I am likely to go that side in 	April. I have talked to Devdas about your music. He will get in 	touch with you. When you return you can surely come via 	Ahmedabad. I have already writtenlibtech_11_footnoteto you that I had a long chat with Shakaribehn. The 	whole of last night I dreamt about you. With great impatience and 	restlessness you said: ‘Now please do get me married.’ You even 	showed me the man. I did not know him, nor his name. You did not 	want to act against my wish but your insistence was tremendous. How 	is that?  Blessings 	from  BAPU  From 	the Gujarati original: C.W. 9989. Courtesy: Shardabehn G. 	Chokha-wala       SEGAON, WARDHA, 
     MY 	DEAR ZAKIR,  February 	27, 1938 
  	I opened at Haripura the conversation about Hindu-Muslim unity. You 	were to have talked to me about it the next day if we could meet 	again. Unfortunately, I was unable to spare the time. I would like 	you, if you will, to put down your thoughts in writing and let me 	hear from you.  M. K. GANDHI  From 	a copy: Pyarelal Papers. Courtesy: Pyarelal            
  "
8,"March 4, 1938",TELEGRAM TO SHAM LAL,"
  
 [On or before March 4, 1938]libtech_12_footnotePLEASE       THANK       AND       CONGRATULATE        THE        PRISONERS       ON THEIR      DECISION      IN      RESPONSE      TO       MY       APPEALlibtech_13_footnote.       I       SHALL LEAVE NO STONE UNTURNED ON THEIR BEHALF.
 The Bombay Chronicle, 5-3-1938
 "
9,"March 4, 1938","INTERVIEW TO REPRESENTATIVES OF SCINDIA STEAM
	NAVIGATION COMPANYlibtech_14_footnote","
  
 [March 4, 1938]libtech_15_footnote
 Three representatives of the Scindia Steam Navigation Company had an interview with Gandhiji at Segaon.	They seemed to be worried by the following
among a number of things:
 The 	discrimination clauses.libtech_16_footnoteThey cited from 	Gandhiji’s article in 
 Young India entitled “The Giant and the Dwarf”libtech_17_footnotethe following statements:
 “To talk of no discrimination between Indian interests and English or European is to perpetuate Indian helotage. What is equality of rights between a giant and a dwarf? ” And again: “In almost every walk of life the Englishman by reason
 of his belonging to the ruling class occupies  a  privileged position.	The cottage
 industries of India had to perish in order that Lancashire might flourish. The Indian shipping had to perish, so that British shipping might flourish.”
 Is the shipping not to revive and rise to its full height in a free India?
  What 	are Indian or swadeshi companies? It has become a fashion nowadays  	to bamboozle 	the unwary 	public by adding 	“(India) Limited” to 	full-blooded British 	concerns. Lever Brothers 	“(India) Limited” have their factories here now. They claim 	to produce swadeshi soap, 	and have 	already ruined 	several large 	and small soap 	factories in 	Bengal. Then 	there is 	the Imperial 	Chemicals (India) 	Ltd. which 	has received 	valuable concessions. This is 	dumping foreign 	industries instead 	of foreign 
 
 Discrimination”.
 goods on us!
  Then 	there are 	companies with 	Indian Directorate with 	British Managing 	Agents who 	direct the 	Directorate. Would you 	call a 	company with a 	large percentage 	of Indian 	capital and a 	large number of 	Indian Directors 	on the 	Board, but 	with a 	non-Indian Managing 	Director or non-lndian 	firm as 	Managing Agents, a 	swadeshi concern? 
 Gandhiji dealt with these points fairly exhaustively in his reply which may be summarized below in his own words:
  On 	this point 	I am 	glad you have reminded 	me of my article 	written in 1931. 	I still 	hold the same views, and 	have no doubt 	that a free 	India will 	have the right to 	discriminate—if that 	word must be 	used—against foreign interests, wherever Indian interests need it.  As 	regards the 	definition of 	a swadeshi company I 	would say 	that only those concerns 	can be 	regarded as 	swadeshi whose 	control, direction 	and management either 	by a 	Managing Director 	or by 	Managing Agents 	are in 	Indian hands. I 	should have no 	objection to 	the use of foreign 	capital, or to the 	employment of 	foreign talent, when 	such are not available 	in India, 	or when 	we need 	them, but 	only on 	condition that 	such capital and 	such talents 	are exclusively 	under the 	control, direction and 	management of 	Indians and 	are used in the 	interests of India. 
 But the use of foreign capital or talent is one thing, and the dumping of foreign industrial concerns is totally another thing. The concerns you have named cannot in the remotest sense of the term be called swadeshi. Rather than countenance these ventures, I  would prefer the development of the industries in question to be delayed by a few years in order to permit national capital and enterprise to grow up and build such industries in future under the actual control, direc- tion and management of Indians themselves.
  Answer 	to this 	is contained 	in my answer 	on the 	second point. 
 Harijan, 26-3-1938
  "
10,"March 5, 1938",TALK WITH A FRIENDlibtech_18_footnote,"
  
 [Before March 5, 1938] [GANDHIJI:] The States resolutionlibtech_19_footnoteis a call to the States people
not to go to sleep but to start work in right earnest. The Congress is
 deeply concerned about the welfare of Indian States, as the Congress resolutionlibtech_20_footnotelibtech_21_footnoteon the Federation should clearly show. We want the States people to carry on ceaseless work in the States, but not in the name of the Congress. The use of the name of the Congress may expose the Congress to insult. If insult could result in good to the States people, I would court it. But it is far from being so. The Congress cannot in the nature of things step into each and every Indian State and protect those who agitate there. It is better able to protect them by not allow- ing them to use its name. If the States people have begun to understand and respect the Congress it is a good thing, but then let them work with the moral support of the Congress but avoid the Congress name. Whenever the Congress can effectively help the States people it would do so not by actively meddling with their affairs but by acting as an intermediary. Co-operation from within the States is an impossible proposition, and therefore I have been deliberately advising the States people to refrain from having  Congress  Committees within the States. Some say: ‘We would end the States.’ Now this cry does neither these friends nor the Indian States any harm. But it would harm them if they were actively interesting them- selves in States affairs and trying to work there in the Congress name. The prestige of the Congress would suffer and not gain by the use of the Congress name. Mysore is a case in point. It had a bona fide Congress organization but it could not prevent the Congress flag from being insulted.
 “But,” said the friend from the States, “all these things have happened in British India?”
 
 They have, and the Congress has always stood up to the insult. That is because in British India we can adopt civil disobedience for any good cause, but in the States it is impossible. The Congress Committees will have always to be at the mercy of the States and would be in no better case than, for instance, a Committee in Afgha- nistan, which would entirely exist on the mercy of the Government of Afghanistan. But of course this is my personal view and interpretation.
 When I came to India, I had an offer from three Indian States to settle and carry on my work from there. I had to decline the offer.
 But we do not ask for active help from the Congress. We want to organize under the aegis of the Congress. The onus of helping us would be upon the Congress, but we do not ask for the help.
 There it is, whether you ask for it or not, the onus would be upon the Congress, and it is not able to discharge it. Without being able to render any active support, the aegis of the Congress would be a superfluous affair. A big organization like the Congress cannot allow itself to be stultified. This is all as plain as a pikestaff to me. I do not know how the States people fail to understand this. The best help that the Congress can render today is to destroy the delusion that it can actively help the Indian States. That will automatically mean that the States people must learn to rely on themselves for all internal reforms.
 I understand this very well. But look at the resolution as finally passed. The new rider that has been added is absurd. We are allowed to have Committees in States but they will be allowed to do nothing. The position is anomalous.
 It is, I am afraid. It was a concession to the States people, but a useless concession in terms of my interpretation.
 Then, what shall be our position? Shall we stop enrolling Congress members and begin to organize a separate national organization which will join the Congress under the present restrictions?
 The real job is to build up your own organization. But you may continue to be members of the Congress, attend it and keep in touch with it. But your real work will lie in the States. The resolution is permissive. You need not set up a Congress Committee in the States. But my advice is of no value. You must seek authoritative instructions from the Working Committee
 Harijan, 5-3-1938
  "
