footnote_no,footnote
libtech_1_footnote,"1A translation of 	this was also published in Harijan, 	18-8-1946."
libtech_2_footnote,"2A translation of 	this was also published in Harijan, 	18-8-1946, under the 	title “what a Child Can Teach Us”."
libtech_3_footnote,"3Vide “Letter 	to Vinodini”, 9-8-1946"
libtech_4_footnote,"1Vide “What 	a Child Can Give”, 18-8-1946"
libtech_5_footnote,"2Extracted from 	Pyarelal’s “Weekly 	Letter”. The occasion 	was the 	 inauguration of the 	change from English 	to Marathi 	as the 	medium of 	instruction. Those 	attending included 	Ravi Shanker Shukla, 	Premier of C.P., 	and the Vice- Chancellor 	of the Nagpur University."
libtech_6_footnote,2ibid
libtech_7_footnote,3According to the 	source nearly ten thousand people had come to Wardha from outside 	and the crowd was so unmanageable and undisciplined that the time 	and venue   of the 	function had 	to be shifted 	and it 	was held 	in the 	open instead of 	in the College 	hall.
libtech_8_footnote,1Extracted from Pyarelal’s “Weekly Letter” dated 11-8-1946
libtech_9_footnote,2ibid
libtech_10_footnote,1Extracted from Pyarelal’s “Weekly Letter” dated 11-8-1946
libtech_11_footnote,2Gandhiji had 	received a complaint against the Roman Catholic Bishop of Goa to the 	effect that the Bishop was party to the lawlessness there. Gandhiji 	wrote to the Archbishop of Bombay that the matter called for 	investigation by him. The Archbishop’s reply was to the effect 	that “the Patriarch of Goa is responsible to the Holy See alone” 	and that “with all countries of the world the universal Catholic 	Church has to live on working compromise as to all non-essentials”.
libtech_12_footnote,3The questioner was the Premier of one of the Congress-ruled Provinces.
libtech_13_footnote,"1Vide “Letter to The Governor-General of Portuguese India”, 2-8-1946"
libtech_14_footnote,"1Vide “Notes”, 	sub-title “Goa”"
libtech_15_footnote,"1The source has this 	letter among those dated August 13, 1946."
libtech_16_footnote,"2Sarojini Naidu, the 	addressee’s mother"
libtech_17_footnote,"1Vide, 	“Roman Urdu”, 15-4-1946- “My Advice”, 15-4-1946."
libtech_18_footnote,1The addressee 	had been Indian High Commissioner 	in South Africa in 	1941-43.
libtech_19_footnote,"1Vide “Letter 	to Mirza Ismail”, 11-8-1946 and 20-9-1946."
libtech_20_footnote,"1Extracted from Pyarelal’s “Weekly Letter”. The occasion was the fourth death anniversary of Mahadev Desai. The programme of the day included mass spinning in the Mahadev Desai Bal Bhavan, reciting from the Bhagavad Gita and singing of songs."
libtech_21_footnote,"2This appeared as a 	“Note”. The translation is based on the English version 	published in Harijan, 	25-8-1946."
libtech_22_footnote,"1Not reproduced 	here. It told of how Stephen Grellet, a quaker preacher, instructed 	by the Lord to preach to woodcutters in some backwoods of America, 	preached in an empty building and how a woodcutter, hiding there had 	heard the sermon and in turn preached to other woodcutters and 	brought into the fold at least a thousand of them."
libtech_23_footnote,"1Vide also” Letter to N.G. Ranga”, 15-8-1946."
libtech_24_footnote,"2The source has this 	letter among those dated August 16, 1946."
libtech_25_footnote,1This was published 	under “Notes”.
libtech_26_footnote,1Vide the 	preceding item.
libtech_27_footnote,"2The addressee was a 	delegate of the All-India Students’ Congress to the International 	Student’ Congress which was being held at Prague, Czechoslovakia."
libtech_28_footnote,3Uruli Kanchan
libtech_29_footnote,1This was sent to Dr. K. G. Saiyidain on the occasion of the University’s Silver Jubilee.
libtech_30_footnote,"2Extracted from Pyarelal’s “Khadi On Trial”, 17-8-1946"
libtech_31_footnote,"1R. G. Casey, Governor of Bengal in 1945, whom Gandhiji met in Calcutta on December 1, 2 and 3, 1945. Vide “Speech at Prayer Meeting”, 5-12-1945 and “Speech at Prayer Meeting”, 7-12-1945."
libtech_32_footnote,2Addressee’s son
libtech_33_footnote,3ibid
libtech_34_footnote,"1Vide “Letter to Dr. B.S. Moonje”, 8-8-1946 and “Letter to Jahangir Patel”, 17-8-1946."
libtech_35_footnote,"1This was about 	ill-treatment in jail of Purushottam Kakodkar, Secretary, Goa 	National Congress; vide 	also Goa, 18-8-1946 	and Goa, 1-9-1946."
libtech_36_footnote,"1Vide “ 	Confusion about Ramanama”, 17-8-1946."
libtech_37_footnote,1This appeared under the heading “Notes”.
libtech_38_footnote,"1Daughter of 	Amritlal Tulsidas Gandhi, Gandhi’s cousin"
libtech_39_footnote,"1Sumitra Gandhi, 	daughter of Ramdas Gandhi"
libtech_40_footnote,1Extracted from 	Pyarelal’s “Weekly Letter”. The meeting had been called by Dr. 	Sushila Nayyar with a view to devising ways to rid Sevagram of 	malaria and improving the sanitation.
libtech_41_footnote,
libtech_42_footnote,"1On August 16, which the Muslim League had declared “Direct Action Day”, savage riots broke out in Calcutta. During four days of rioting, according to official estimates, some five thousand were killed and fifteen thousand wounded."
libtech_43_footnote,"1In Harijan, 	10-3-1946 under the title “From Rubbish to Gold”"
libtech_44_footnote,"1Vide “ 	Letter to Jayakunvar Desai”, 18-8-1946."
libtech_45_footnote,1The students 	of the 	Hindustani Prachar 	Sabha’s training college had 	assem- bled 	in Gandhiji’s 	cottage to hear 	him. A meeting 	of the 	Sabha also 	decided during 	the day to bring out 	Hindi-Hindustani and Urdu-Hindustani 	dictionaries.
libtech_46_footnote,1Not reproduced here
libtech_47_footnote,"1This was not 	received by the addressee; vide 	“Letter to D.V. 	Ramaswami”, 29-8-1946."
libtech_48_footnote,1Of the Congress 	Working Committee which was held from 27th to 30th July
libtech_49_footnote,1Extracted from 	Pyarelal’s “Weekly 	Letter”. There were 79 	trainees sent 	by various 	Congress-ruled provinces and by the Kasturba Trust. The meeting was 	held in  the Talimi Sangh Hall.
libtech_50_footnote,1This appeared under the heading ‘Notes’.
libtech_51_footnote,"1English-Hindustani 	dictionary which was to be serialized in Harijan, 	Harijanbandhu and 	Harijan Sevak from 	September 1, 1946."
libtech_52_footnote,"1Extracted from 	Pyarelal’s ‘Weekly Letter’, 3-9-1946"
libtech_53_footnote,1Extracted from 	Pyarelal’s “Weekly Letter”. The inmate had wanted to touch 	Gandhiji’s feet as Gandhiji was leaving Sevagram. According to the 	source this incident took place on the 25th morning.
libtech_54_footnote,2The Maharaja of Cochin in a statement had declared that he was prepared to discuss the unification of his State with Malabar and Travancore to form a State of Kerala.
libtech_55_footnote,1This and the following item were published under ‘Notes’.
libtech_56_footnote,1This appeared under 	the heading ‘Notes’.
libtech_57_footnote,"1A translation of this was also published in Harijan, 1-9-1946."
libtech_58_footnote,"1The addressee had 	resigned from the Muslim League to join the Interim Government. On 	August 24, he was waylaid in Simla and stabbed seven times. He was 	sworn in on September 11."
libtech_59_footnote,"1The source has “August 18” which appears to be a slip; vide “Telegram to Government Information Bureau”,Goa,28-8-1946, ;26-8-1946 and; 29-8-1946. However, Pyarelal Papers have “August 29”."
libtech_60_footnote,"1For Wavell’s 	version of the interview, vide 	Appendix “Lord 	Wavell’s Note on Interview with Gandhiji and Nehru”, 27-8-1946."
libtech_61_footnote,"1The reference is to 	be the assault on Gandhiji in Durban on January 13, 1897 following a 	distorted summary of a pamphlet of Gandhiji by Reuter."
libtech_62_footnote,1This is a slip. Gandhiji was in Delhi on this date.
libtech_63_footnote,1In the source this 	letter is placed among the letters of this date.
libtech_64_footnote,1Addressee’s 	husband Harihar Sharma
libtech_65_footnote,2The Goan authorities refused to “accept in a purely internal matter the interference of a newspaper man”.
libtech_66_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 8-9-1946."
libtech_67_footnote,2The reference is to 	the riots that had occurred in Calcutta.
libtech_68_footnote,"3Gandhiji had 	found Wavell’s attitude so unhelpful that he caused a cable     to 	be sent 	to Sudhir 	Ghosh in 	London to 	the following 	effect : “Gandhi 	says Viceroy 	unnerved Bengal tragedy. 	Please tell friends he 	should be 	assisted by 	abler and 	legal mind. Otherwise 	repetition of tragedy 	a certainty.” 	Sudhir Ghosh accordingly met 	Pethick-Lawrence and 	Attlee to 	convey to 	them Gandhiji’s 	feelings. For Sudhir 	Ghosh’s letter to 	Gandhiji on 	the subject, 	vide Appendix 	“Letter from Sudhir Ghosh 	to Gandhiji”, 7-9-1946"
libtech_69_footnote,4This was to the 	effect that the Viceroy had invited the President of the Congress to 	make proposals for the formation of an Interim Government and that 	the Congress President had accepted the invitation.
libtech_70_footnote,
libtech_71_footnote,2Vide the 	preceding item.
libtech_72_footnote,"1Vide “Goa”, 18-8-1946."
libtech_73_footnote,2Harihar Sharma
libtech_74_footnote,2H. L. Sharma
libtech_75_footnote,"1Vide also 	“Telegram to Manager”, Sevagram Ashram, 30-8-1946."
libtech_76_footnote,"2Vide  “Letter 	to Jahangir 	Patel”, 30-8-1946."
libtech_77_footnote,"1Vide  “Letter 	to Jahangir 	Patel”, 30-8-1946."
libtech_78_footnote,1Vide also 	the preceding item.
libtech_79_footnote,1J. B. Kripalani
libtech_80_footnote,2The Goan 	Government’s reply to 	this was 	: “There 	are no 	domestic scandals 	in this country. That is why I don’t find your point of view either correct or sound.”
libtech_81_footnote,"1Vide “Telegram 	to Government Information Bureau, Goa, 1-9-1946."
libtech_82_footnote,1The Working Committee met in Delhi from August 27 to August 30.
libtech_83_footnote,1The Hindi original of this was published in Gramodyog Patrika.
libtech_84_footnote,"1The Khadi Scheme of the Madras Government which envisaged making villages as far as possible self-sufficient in cloth; vide “Speech at Prayer Meeting, 25-9-1946."
libtech_85_footnote,2The addressees had gone to seek Gandhiji’s blessings before they went to the Viceroy’s House for the swearing-in ceremony. It being Gandhiji’s Silence Day he wrote this note.
libtech_86_footnote,1This is in Devanagari.
libtech_87_footnote,"1The addressee had 	taken up 	a job in 	the Government; vide 	“Letter to 	Jhaverbhai patel‘, 2-9-1946."
libtech_88_footnote,1Vide the preceding item.
libtech_89_footnote,"2Textile Commissioner, Madras"
libtech_90_footnote,"1Vide “ South Africa”, 3-9-1946"
libtech_91_footnote,"1Vide “ South Africa”, 3-9-1946"
libtech_92_footnote,1A few words are 	illegible in the source.
libtech_93_footnote,1The first 	instalment of the dictionary covered only half a column containing 	thirteen words.
libtech_94_footnote,1Son-in-law of Dr. 	M. A. Ansari
libtech_95_footnote,2The letter is 	damaged here.
libtech_96_footnote,"1A glossary of 	English-Hindustani words in Devanagari and Urdu scripts, started 	from September 1, 1946."
libtech_97_footnote,2In the source this 	letter is placed among the papers of 3-9-1946.
libtech_98_footnote,"1Gandhiji was 	commenting on the fear expressed by some Englishmen that with the 	departure of the British the gardens of the house occupied by the 	members of the Viceroy’s Executive Council would suffer neglect, 	the furniture would be ruined by oil and grease, lavatories would be 	left uncleaned, and so on."
libtech_99_footnote,1The Hindi original was published in Harijan Sevak 15-9-1946.
libtech_100_footnote,1Gandhiji’s sister
libtech_101_footnote,2The reference is to 	the formation of the Interim Government
libtech_102_footnote,"1The Hindi original of this was published in Harijan Sevak, 15-9-1946"
libtech_103_footnote,2Only extracts from the letter are translated here.
libtech_104_footnote,3Addressee’s wife
libtech_105_footnote,"1A translation of this was also published in Harijan, 15-9-1946."
libtech_106_footnote,4Addressee’s son
libtech_107_footnote,"1Vide “Congress Ministries and Ahimsa”, 6-9-1946."
libtech_108_footnote,"1Vide “Letter 	to Giriraj Kishore”, 6-9-1946."
libtech_109_footnote,2Addressee’s 	younger sister
libtech_110_footnote,1The report in The 	Hindustan Times has 	been collated with Pyarelal’s report in his “Weekly Letter” 	appearing in Harijan.
libtech_111_footnote,1What follows is from the Harijan report.
libtech_112_footnote,"1A translation of this was also published in Harijan, 15-9-1946, under the title “Regarding Hindustani”."
libtech_113_footnote,5Addressee’s 	daughter-in-law
libtech_114_footnote,"1Vice-President, 	E. I. Railwaymen’s  Union"
libtech_115_footnote,1Some three lines 	are illegible here.
libtech_116_footnote,"2On August 16, which the Muslim League had declared “Direct Action Day”, savage riots had broken out in Calcutta; vide “What Can Violence Do”,19-8-1946."
libtech_117_footnote,"1Vide “Letter 	to Abidali Jafarbhai”, 9-9-1946."
libtech_118_footnote,
libtech_119_footnote,
libtech_120_footnote,"1Vide “Letter 	to Shivaji”, 9-9-1946."
libtech_121_footnote,
libtech_122_footnote,"1Vide “Bureau Goa”, 10-9-1946 and “Telegram to Government Information Bureau, Goa”, 10-9-1946."
libtech_123_footnote,"1Presumably of August 30, 1946; vide “Letter to Vichitra Narayan Sharma”, 30-8-1946."
libtech_124_footnote,1Vide “Letter to Dr. R.G. Cochrane”. 11-9-1946.
libtech_125_footnote,"2Presumably Vithaldas Kothari; vide “Letter to Vithaldas Kothari”, 9-9-1946."
libtech_126_footnote,"1The Gujarati original of this was published in Harijanbandhu, 22-9-1946."
libtech_127_footnote,"1Ganesh Dutt, a 	worker of J. K. Iron and Steel Mills, had gone on a fast from 	September 1 to press his demand for increased bonus. He gave up the 	fast on September 12 on the persuasion of Congress workers."
libtech_128_footnote,"1Vide   “Leprosy 	and Contamination”, 11-9-1946."
libtech_129_footnote,"1Addressee’s 	daughter-in-law, wife of Satish Kalelkar"
libtech_130_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 22-9-1946."
libtech_131_footnote,"1The note is 	scribbled on a sheet bearing the date September 12, 1946."
libtech_132_footnote,"1A translation of this was also published in Harijan, 22-9-1946, under the title “Proud or Insane”."
libtech_133_footnote,"2Vide however “Persecution of Harijans”, 6-3-1946"
libtech_134_footnote,"1Krishnaji Shivaram 	Deshpande of Sri Ram Mandir, Thakurdwar, Bombay"
libtech_135_footnote,1The superscription 	and subscription are in Hindi.
libtech_136_footnote,1Gandhiji’s 	birthday according to the Vikram calender
libtech_137_footnote,2Presumably this was 	in connection with the memorandum submitted by the Sind Provincial 	Scheduled Castes Federation demanding representation for Scheduled 	Castes on the local bodies. A similar telegram was also sent to the 	Sind Harijan Sevak Sangh.
libtech_138_footnote,"1A translation of this also appeared in Harijan, 22-9-1946."
libtech_139_footnote,"1 The seventh day of the moon in the month of Shravan, observed as the day of"
libtech_140_footnote,1This appeared under the heading “Notes”.
libtech_141_footnote,"1An economist, then 	Minister for Transport and Railways in the Interim Government"
libtech_142_footnote,1The source has 	“Vahala Behn” in Hindi.
libtech_143_footnote,"1Vide “Telegram 	to Satyanand”, 18-9-1946."
libtech_144_footnote,1A residential 	school run on traditional lines
libtech_145_footnote,2B. G. Kher
libtech_146_footnote,"1Extracted from 	Pyarelal’s “Weekly letter”. A report of the speech was also 	published in The 	Hindustan Times, 	16-9-1946."
libtech_147_footnote,"1Extracted from Pyarelal’s “Weekly Letter”, 16-9-1946"
libtech_148_footnote,"2Vide “Charkha 	Jayanti”,14-9-1946."
libtech_149_footnote,2Congress Socialist 	Party
libtech_150_footnote,1Chandrashankar Shukla’s article “What Can Poor Nations Do?”  appeared  in
libtech_151_footnote,2Jivanji D. Desai
libtech_152_footnote,"1According to the source this was written in Hindi, but the Hindi version is not available. This appeared under the heading “Notes”."
libtech_153_footnote,2Under the 	eleven-day spinning course organized by Kanu Gandhi
libtech_154_footnote,2The missionary had asked whether in free India religion would be separate from the State.
libtech_155_footnote,"1A translation of this also appeared in Harijan, 22-9-1946."
libtech_156_footnote,2Vide the 	preceding item.
libtech_157_footnote,1This appeared under the heading “Notes”.
libtech_158_footnote,1Dr. Annie Besant
libtech_159_footnote,1The superscription 	is in Hindi. So are the first sentence and the words italicized in 	the text.
libtech_160_footnote,1This is in 	Devanagari script.
libtech_161_footnote,"1Bhagavad Gita 	xviii, 14; the other 	four being the field, the doer, the various means and several 	different operations"
libtech_162_footnote,"1Name assumed by 	Baldev Chaube, a village worker who had founded a Harijan Gurukul in 	Dehrighat, Distt. Azamgarh, U. P."
libtech_163_footnote,2Addressee’s 	husband and their son
libtech_164_footnote,"1The sub-titles are from Harijan, 29-9-1946, in which a translation of this appeared."
libtech_165_footnote,"1This was published 	under the heading “Notes”. The Hindi original of this appeared 	in Harijan Sevak, 	29-9-1946."
libtech_166_footnote,"2Vide “Letter 	to Dharmanand Kosambi”,15-9-1946."
libtech_167_footnote,"1Vide also 	“Letter to Mirza Ismail”,11-8-1946."
libtech_168_footnote,"2Vide “Disloyalty 	to Khadi”, 18-8-1946"
libtech_169_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 29-9-1946. The Harijan translation reproduced here has been revised to bring it into conformity with the original."
libtech_170_footnote,"2Nanalal Dalpatram 	Kavi (1877-1946), eminent Gujarati poet"
libtech_171_footnote,1The letter is in 	the Devanagari script.
libtech_172_footnote,"1The Gujarati original of this appeared in Harijanbandhu, 29-9-1946."
libtech_173_footnote,1Extracted from Pyarelal’s “Weekly Letter”
libtech_174_footnote,1This appeared under 	the heading “Notes”.
libtech_175_footnote,"1Vide “Letter 	to Mirza Ismail “,11-8-1946;20-9-1946"
libtech_176_footnote,1Vide the 	following item.
libtech_177_footnote,"1Nanalal wrote 	“Gujaratno Tapasvi”, eulogizing Gandhiji on his fiftieth 	birthday in 1919. He turned into a critic of Gandhiji after the 	Congress session at Ahmedabad in December 1921."
libtech_178_footnote,"2Vide “Telegram 	to Satyanand”, 18-9-1946."
libtech_179_footnote,3The letter 	is not 	translated here. 	The correspondent 	had suggested that 	Gandhiji should have 	noticed poet 	Nanalal’s death in 	Harijanbandhu; vide 	the preceding item.
libtech_180_footnote,1Satyendra Nath Ray
libtech_181_footnote,"1Extracted from 	Pyarelal’s “Weekly Letter”. The 	Hindustan Times,"
libtech_182_footnote,"2The reference is to 	the riots on August 16, which the Muslim League had observed as 	Direct Action Day."
libtech_183_footnote,1Extracted from 	Pyarelal’s report under the title “Some Posers”. The questions 	were asked by the Presidents and Secretaries of various Provincial 	Congress Committees who had assembled in Delhi for the A. I. C. C. 	session held on September 23 and 24.
libtech_184_footnote,"3Vide “What 	can Violence do”, 19-8-1946"
libtech_185_footnote,1Extracted from 	Pyarelal’s “Weekly Letter”
libtech_186_footnote,2This was to be in 	celebration of Gandhiji’s birthday according to the Vikram 	calendar.
libtech_187_footnote,"1Extracted from 	Pyarelal’s “Weekly Letter”, 24-9-1946"
libtech_188_footnote,"1Extracted from Pyarelal’s “Weekly Letter”, 24-9-1946. The talk took place in the course of Gandhiji’s morning walk."
libtech_189_footnote,"1A translation of 	this also appeared in Harijan, 	29-9-1946."
libtech_190_footnote,4This is in Hindi.
libtech_191_footnote,"1The Hindustan 	Times, 25-9-1946, 	which also reported the speech, assigns to this the date September 	23, probably wrongly."
