footnote_no,footnote
libtech_1_footnote,1Youngest son of 	Gandhiji
libtech_2_footnote,2Pyarelal Nayyar; 	Gandhi’s secretary since 1920; biographer of Gandhiji
libtech_3_footnote,3Mahadev Desai 	(1892-1942); Gandhiji's secretary for 25 years
libtech_4_footnote,4From the postmark
libtech_5_footnote,1 A similar appeal in regard to flood relief was made in  Young India; vide
libtech_6_footnote,"2Literally “the last born”, the castes traditionally regarded as untouchables."
libtech_7_footnote,"1Of Navajivan, 17-8-1924"
libtech_8_footnote,11856-1926; nationalist leader of Arya Samaj who was known as Mahatma Munshiram; founder of the Gurukul at Kangri near Hardwar
libtech_9_footnote,2Foreign
libtech_10_footnote,3Vallabhbhai Patel (1875-1950); Congress leader of Gujarat; first Deputy Prime Minister of India
libtech_11_footnote,3Spindle
libtech_12_footnote,1Not translated here
libtech_13_footnote,1Eldest of the five Pandava brothers in the Mahabhrata
libtech_14_footnote,"2Along with his brother, Mahomed Ali took a leading part in the Khilafat Movement."
libtech_15_footnote,4Reference is to a letter in praise of takli; not translated here
libtech_16_footnote,1King of Nishadha and husband of Damayanti in the Mahabharata
libtech_17_footnote,2Eighth-century Sanskrit poet and playwright
libtech_18_footnote,"3King of Ayodhya, whom Nala served as a trainer of horses and as an accomplished cook"
libtech_19_footnote,"3Gandhiji is quoting 	John Milton in Paradise 	Lost, I, 253: “The 	mind is its own place, and in itself. Can make a heav’n of hell, a 	hell of heav’n.”"
libtech_20_footnote,4Yudhishthira
libtech_21_footnote,1Vermilion mark
libtech_22_footnote,1Not translated here. The letter narrated the disastrous rush among villagers to cash the crops.
libtech_23_footnote,1Great Indian 	Peninsular Railway
libtech_24_footnote,2Not translated here. The correspondent described the indifference of villagers towards the digging of a well for their own benefit. The correspondent walked away in disgust.
libtech_25_footnote,"2Bhagavad Gita, 	II, 55"
libtech_26_footnote,"3Nehru (1861-1931); lawyer and politician, twice president of the Indian National Congress"
libtech_27_footnote,4All-India Congress Committee
libtech_28_footnote,1From the postmark
libtech_29_footnote,"1In reply to his telegram of August 19 to Gandhiji at Delhi, which read: “Much agitated statements in Press. Mrs. Naidu being authorized compromise. Anglo-Indian papers infer your separation from Congress. Wire attitude.”"
libtech_30_footnote,2With the Swarajists
libtech_31_footnote,1Asudomal Tekchand Gidwani of the Gujarati Vidyapith
libtech_32_footnote,"5Vide “First Test”, 24-8-1924."
libtech_33_footnote,"1Sarojini Naidu (1879-1949); poet, patriot, Congress leader and a close associate of Gandhiji"
libtech_34_footnote,"21870-1950; South African soldier and statesman; Prime Minister of South African Union, 1919-24 and 1939-48"
libtech_35_footnote,3Bajaj (1889-1942); social worker and philanthropist; close associate of Gandhiji; treasurer of Indian National Congress for many years
libtech_36_footnote,"1For M.N. Roy’s reply to this article, vide Appendix “M. N. Roy on Bolshevism”, 1-1-1925; for Gandhiji’s comments on the reply, vide “Meaning of Bolshevism”, 1-1-1925."
libtech_37_footnote,2P. C. Ray (1861-1944); scientist and patriot
libtech_38_footnote,
libtech_39_footnote,4Deliverance.
libtech_40_footnote,
libtech_41_footnote,6All-India Khadi Board
libtech_42_footnote,71853-1936; nationalist Muslim leader of Gujarat; former judge of Baroda High Court
libtech_43_footnote,1Thinker and writer; founder of the Radical Democratic Party
libtech_44_footnote,1Regarded as untouchables
libtech_45_footnote,"1The year is taken from the addressee’s book, In the Shadow of the Mahatma."
libtech_46_footnote,"2b.1894; industrialist and mill-owner; chairman, Harijan Sevak Sangh"
libtech_47_footnote,"1Tulsidas’s Ramacharitamanasa, “Balakanda”"
libtech_48_footnote,1Gandhiji had 	personally visited the scene of the riots.
libtech_49_footnote,1From the postmark
libtech_50_footnote,2From the reference to “leaving for the Ashram today”; Gandhiji left Delhi for Ahmedabad on 22-8-1924.
libtech_51_footnote,2Gandhiji’s nephew
libtech_52_footnote,2This was a form of 	greeting used by Gandhiji and the addressee for each other.
libtech_53_footnote,1Not translated here. They were critical of the British parliamentary system.
libtech_54_footnote,2Not translated here
libtech_55_footnote,"1b. 1879; 	lawyer, journalist, 	author and statesman; 	Governor-General of 	India, 1948-50"
libtech_56_footnote,1Of Belgaum Congress
libtech_57_footnote,"2Vide “First 	Test’’, 24-8-1924."
libtech_58_footnote,3Niece of 	Rabindranath Tagore; married to Rambhuj Dutt Chowdhari
libtech_59_footnote,"4Chaturvedi; 	resigned from Chiefs’ College, Indore, in July 1920; co-worker of 	Andrews at Shantiniketan and later, co-author of his biography"
libtech_60_footnote,1From the reference 	to the articles sent by the addressee having been received;
libtech_61_footnote,"21871-1940; British 	missionary; co-worker of Gandhiji and Tagore; honoured as 	“Deenabandhu”, brother of the poor"
libtech_62_footnote,"1“Indian Labour in 	Burma” in Young 	India, 28-8-1924; it 	described the 	Exploitation and 	criminal prosecution 	of Indian labourers by 	the recruiting  	contractors, the pitiable condition of women and overcrowding in ships."
libtech_63_footnote,2At the Municipal 	Hall; Vallabhbhai Patel read out the address.
libtech_64_footnote,3Of August 14; it 	read: “Arrived safely. My dearest love. Sending articles.”
