chapter_no,date,title,content
1,,COMPENSATION FOR MURDERlibtech_1_footnote,
2,"August 9, 1946","WHAT A CHILD
CAN GIVElibtech_2_footnote","
       	I have been asked whether the brother or other relatives of the late 	Rajabali should demand compensation from the Government for his 	murder. The deceased himself would not have considered such a death 	a loss. He would have held that such a murder, if allowed to go 	unavenged, would ultimately put an end to further murders and was 	therefore beneficial. To demand even the smallest compensation for 	the death of such a man is bound to wash away to some extent the 	good that it might do. How can the spirit of the deceased tolerate 	this? I find much substance in this argument. Murder cannot be 	avenged by accepting compensation for it. The proper way to avenge 	murder is not to answer murder with murder. Those who hold this view 	will not demand money for murder or commit murder in retaliation. 	Avenging murder with murder will only lead to an increase in  	murders. We can see it clearly today. It may satisfy the individual 	but I am certain that is can never bring peace to society or advance 	it.  	The question can certainly arise what an individual can do in a 	society where murder for murder is the rule. The answer would lie 	not in precept but in setting an example. And only those have a 	right to set an example who have the right to avenge, namely, the 	relatives of Rajabali. In the end the decision has to be theirs. I 	have only pointed out the way of ahimsa as I have understood it.  SEVAGRAM, 	August 9, 1946 [From 	Gujarati]  Harijanbandhu, 	18-8-1946       	In Madras there is a little girl of five years called Aruna.libtech_3_footnoteLast January when I was in Madras she watched me spin 	and was seized with the desire to do so herself. The atmosphere in 	which she is being reared has a spinning bias, but her cultured 	parents have been averse to forcing anything on her. They were 	content with what they were        
 able to make her do by suggestion and example. When Aruna evinced enthusiasm for spinning they were very pleased to give her encouragement. The result was that in a single day Aruna  had prepared a sliver and brought it to me. Then when she saw me spin that sliver her joy knew no bounds. I explained to her the defects of the sliver and her parents helped her to remove them. Since then she has been making slivers and spinning quite well. Thus this five-year- old girl learnt two things at the same time : to clean and card cotton and make slivers and also to give to others the produce of her labour. When children take money from their parents to give it to others all the merit goes to the parents. A child truly gives when it gives what it has earned with its own labour, be it slivers or some other thing.
 SEVAGRAM, August 9, 1946
 [From Gujarati]
 Harijanbandhu, 18-8-1946
 "
3,"August 	9, 1946",LETTER TO KONDA VENKATAPPAYYA,"
  
 
       DEAR 	FRIEND,  SEVAGRAM, 	 via WARDHA, C.P.,  August 	9, 1946 
  I 	am acknowledging your letter to Bapuji on his behalf. He hopes it 	will not be necessary for Shri Shriramulu to fast again.  I 	hope Shrimati Parvati will have an interesting and successful time 	in Switzerland. "
4,"August 	9, 1947",LETTER TO VINODINI,"
      From 	a photostat : G. N. 3231       Yours sincerely,  AMRIT KAUR 
   
        CHI. 	VINODINI,  SEVAGRAM,  August 	9, 1947 
  	I preserved your article Arunani Puni till today.  My  first  	reading of it was cursory but interesting at it is, I do not 	consider it fit for publication. I see a mother’s love in every 	single line, yet I would not call it literature. I cannot claim to 	know much about literature. 
 Besides, your article is, however unconsciously, laden with praise for me; no one is likely to gain from the publication of such an article. I therefore refrained from publishing it but preserved it because I had a mind to draw a lesson from it— how much a child can accomplish if it is led along the right way. You will find it in Harijan.libtech_4_footnotelibtech_5_footnoteYou might not have a copy and I can understand that as a mother you would value it, hence I am returning the article.
      VINODINIBEHN 	MADRAS  Blessings 	from  BAPU "
5,"August 	9, 1946","SPEECH AT SEKSARIA
COLLEGE OF COMMERCElibtech_6_footnote","
  From 	a copy of the Gujarati : Pyarelal Papers. Courtesy : Pyarelal        WARDHA,  August 	9, 1946  Giving 	a severe 	castigation to the 	unruly crowd that 	had indulged in 	window smashing 	and would 	have smashed in the 	roof too 	if they 	could, in the 	afternoon, Gandhiji 	remarked that it 	augured ill 	for the independence to 	come.libtech_7_footnoteThe Working 	Committee which 	was holding its 	meeting in 	their city was 	considering how 	to win 	Independence for 	the people of 	India in 	the shortest 	time. It was 	not labouring for 	a change 	of masters. 	If the masses 	wanted to enjoy 	independence, they had 	first to 	learn the 	secret of 	observing voluntary 	discipline. Otherwise discipline would 	have to be 	imposed upon 	them by the 	powers that 	be. That would not be 	independence but 	its negation. 	Every people got 	the Government 	they deserved. 	If they indulged 	in hooliganism, so 	would the 	Government and 	its officials in 	the name of 	law and order. The result 	would not be 	freedom or 	independence but 	a balancing 	of anarchies, 	each trying 	to keep 	the other in 	check. Voluntary 	discipline was the first 	requisite of 	corporate freedom. If the people were well-behaved the Government officials would      
 become their true servants. Otherwise they would ride on their necks, not without a semblance of justification. During the Boer War he had seen thousands of soldiers perform a noiseless march through a dense, tropical jungle in the middle of the night, in pitch darkness for not even match-stick was to be struck to light a cigarette, lest it should betray their movements to the enemy. The whole troop formation moved like one man in perfect silence and harmony. The need for discipline for a nation on its march towards independence was infinitely greater. Without it, Ramarajya which meant the kingdom of God on earth would remain an empty dream.
 The principal and the Management of the Seksaria College had taken a big step in deciding to make the mother tongue the medium of instruction in their college. But the reform would be still-born if they were lazy or if the public did not co-operate.
 A fear had been expressed, observed Gandhiji, that the propagation of Rashtrabhasha or the national tongue would prove inimical to the provincial languages. That fear was rooted in ignorance. The present step of the Seksaria college was a living refutation of that suspicion. Provincial tongues provided the sure foundation on which the edifice of the national tongue should rest. The two were intended to complement, not supplant each other.
 He deprecated the suggestion that it would need a lot of research  and preparation to enable them to impart technical education through the medium of the mother tongue. Those who argued like that were unaware of the rich treasure of expressions and idioms that were buried in the dialects of our villages. In Gandhiji’s opinion there was no need to go to Sanskrit or Persian in search  for  many  expressions. He had been in Champaran and he had found that the village folk there could fully express themselves with ease and without the help of a single foreign expression or idiom. As an illustration of their resourcefulness, he mentioned the word have gadi which they had coined to denote a motor car. He challenged university scholars to coin a more poetic expression than that for a motor car.
 One of the speakers had remarked that the reform would mean a saving of at least there years to the alumni of the College. But Gandhiji was of opinion that the saving in time and labour would be even greater.
 Moreover, what they learnt through the mother tongue, they would easily be able to communicate to their mothers and sisters at home and thereby bring the latter into line with themselves. Woman had been described as man’s better half. Today there was a hiatus between the thought world of men and women respectively in India, thanks to the intrusion of the foreign medium. Our womenfolk were backward and ignorant with the result that India was today like a patient with paralysis of the better side. India could not realize her full
 stature unless that handicap was removed.
 Harijan, 18-8-1946
 "
6,"August 10, 1946",HOW TO THINK OF GOD,"
  
A correspondent writes:
 You say that the rule should be that during prayer, everyone should sit with closed eyes and think of nothing but God. The question arises as to how and in what form we have to think of God ?
 True meditation consists in closing the eyes and ears of the
 mind to all else except the object of one’s devotion. Hence the closing of eyes during prayers is an aid to such concentration. Man’s conception of God is naturally limited, Each one has, therefore, to think of Him as best appeals to him, provided that the conception is pure and uplifting.
 SEVAGRAM, August 10, 1946
 Harijan, 18-8-1946
 "
7,"August 	10, 1946",LETTER TO MANGALDAS PAKVASA,"
  
 
        BHAI 	PAKVASA,  SEVAGRAM,  August 	10, 1946 
  	I am sending you the draft of the Trust Deed of the Panchgani 	property and all the details of the auction sale carried through the 	High Court. The rest you will be able to obtain from the High Court 	itself. And whatever you cannot get now, you will be able to get 	from there when it is available. If, however, I can supply anything, 	please let me know. The Trust Deed must be in Gujarati or Marathi  	or Hindustani and if it is in Hindustani, It should be in Nagari and 	Urdu scripts. But not in English. We have adopted this as our 	policy. Afterwards you will have to show to Mavalankar the final 	draft which emerges. Shantilal insists that this should be done. I 	hope you are keeping good health. Observe the rules.  Blessings 	from  BAPU  From 	a photostat of the Gujarati : C. W. 4785. Courtesy : Mangaldas 	Pakvasa 
  "
8,"August 10,1946",LETTER TO ADVAIT KUMAR GOSWAMI,"
  
 
SEVAGRAM, WARDHA,  C. P.,
 August 10,1946
 
BHAI ADVAIT KUMAR GOSWAMI,
 Gandhiji has received both your letters. He does not send any messages. It is good that Raja Mahendra Pratap is coming back. You will all be pleased.
 About South Africa Gandhiji feels that none of us should go there. They won’t allow the party to land at all.
 Yours,
 AMRIT KAUR
 From a photostat of the Hindi : G. N. 805
 "
9,"August 11, 1946","TALK WITH A
FRIENDlibtech_8_footnote","
  
 [Before August 11, 1946]libtech_9_footnote
 FRIEND : You have called mine a negative attitude. But I am quite clear in my you mind. I do not mind the Congress High Command carrying on negotiations with the Cabinet Mission. But suppose the negotiations fail. What then? The British Government is prepared with its plan of action in that case. But we are not. It is my belief that we shall have to go through another struggle before freedom can be won. I find that you have a revolutionary mentality. I do not like himsa any more than you do. It is bad. My goal is the same as yours. Show a sure non-violent way of achieving our goal of Independence within a definite period and I shall most willingly follow you. In a way I do believe in ahimsa. A repetition of the 1933-37 pattern of struggle won’t do. The leaders are put behind the bars at the very commencement of the struggle and then all contact between them and the masses ceases. It is not fair that we should sit in jails in comparative comfort and safety and expect the people to face the fire. The leaders should bear the brunt. Let there be, say, a hundred people with your name on the top followed by those of other front-rank Congress leaders to start a chain fast unto death, after giving due notice to the Government, and I am sure before the list is exhausted India will be free.
 
 The interviewer added that he himself would in that event, be prepared to abandon his own programme and join the fast. His complaint was that no top-ranking Congressman with the exception of Jairamdas Daulatram had yet received a bullet, although perhaps hundreds had died in recent years of bullets and lathi charges at the hands of the police and the military.
 G. If and when the call comes to fast unto death, I will do so irrespective of others joining or not. Fasting unto death is the last and the most potent weapon in the armoury of satyagraha. It is a sacred thing. But it must be accepted with all its implications. It is not the fast itself but what it implies that matters. Have not even hypocrites been known to make a pretence of fasting ? Such fasts are a plague and a nuisance. They do not count. If I fast and you send a hundred or even ten men who would undertake it with a pure heart, I shall be happy. But such a fast should not be undertaken inside the prison.
  What 	I mean 	is that 	mere jail-going is 	not enough. 	People should remain 	outside and 	face repression. Nine 	young boys faced the bullets 	and died before 	the Secretariat at 	Patna. Think how 	it would 	have electrified the 	masses if 	it had been 	Rajendra Babu instead of 	these poor boys.  I 	agree with 	you there. I 	have said before 	that merely 	filling the 	prisons is 	not enough. 	It is only 	the jail-going of 	the pure in 	heart that 	can bring swaraj. In 	fact in 	1922, my 	instructions were 	that no one 	was to follow 	me in jail 	and that all should spin 	and carry out in full the constructive 	programme. The 	eighteen-fold 	constructive programme, 	if carried 	out in 	its entirety 	will, in 	my opinion, render 	civil disobedience 	unnecessary. The people 	of Bardoli 	in 1922 	solemnly promised to 	carry out 	the constructive 	programme, to banish 	untouchability and 	liquor from their 	midst and 	to make 	khadi universal to 	the exclusion 	of mill 	cloth, imported or 	Indian. They have 	failed to 	fulfil their pledge up 	till now. 
  You 	say jail-going does 	not end the fight. 	We wanted 	to agitate 	for the 	abolition of 	the classification 	of political 	prisoners by the 	upper class prisoners 	voluntarily reducing 	themselves to 	‘C’ class by 	refusing to accept privileged 	treatment. But 	some said that it 	was against 	your ideology. 	You wanted 	people to remain 	in the class in which they were placed. That 	is hardly 	correct. In fact 	I do not 	want even the 
 distinction between the political and non-political prisoners. I stand for fair and humane treatment of all prisoners. But mine has been a lonely voice. Even when power was in our hands, we failed to abolish
 classification. I am the originator or jail-going as part of satyagraha. My jail-going was born out of ahimsa and ahimsa and privilege go ill together. I have fought the Government from inside the jail. As it is, today all sorts of people go to jail. Inside the jail, they behave anyhow, even apologize and come out. Jail-going has become a farce.
 Harijan, 18-8-1946
 "
10,"August 11, 1946",A DISCUSSIONlibtech_10_footnote,"
  
 [Before August 11, 1946]libtech_11_footnote
 QUESTION :  What should be done about the strikes ?libtech_12_footnote
 ANSWER : Does it mean that the Congress has lost its hold on the people ?
 Q.	No, but the Congress has not spoken with one voice and that has created confusion in the public mind.
A.	If    the    strike  is   unjustified	on	merits,   it   should	be
 unequivocally denounced.
 Q.	By whom?
A.	By the Congress, of course.
 Q.	What do you mean by the Congress? The Working Committee might have. It has not.
A.	By Congress, I mean the 400 millions of India speaking
through the Working Committee.
 A militant suffragette who happened to be present here joined in : “But the Working Committee no longer speaks with one voice, thanks to your choice which you have imposed upon the country. You have stifled democracy.”
 Gandhiji explained that the present Working Committee was not his choice but that of the Congress President who had been democratically elected. His part consisted mainly in persuading the Congress President to exercise his  choice unfettered by consideration of personalities or the old tradition. The present Working Committee could not stay there for a day if it did hot reflect the mind of democracy. The only condition was that democracy should be wide awake and functioning. As an illustration, he mentioned the case of Mr. Churchill, who, in spite of his unique victories and achievements, had been set aside by the British people the moment he
 
 ceased to reflect the nation’s mind.
 The return of labour to power in such overwhelming strength is a great event in the history of political democracy. It has a lesson which we would do well to take to heart.
 Another in the company suggested that some sinister influence was at the back of the present strike fever. The motive was not economic but political. What was the remedy ?
A. You should reason with the strikers, warn them of the danger
and resign if they or the people at large do not listen to you.
 Q. But we owe a responsibility to the country. Shall we be justified in abandoning the country to sinister influences, who in fact want the Congress to go out of office and want to create chaos?
A. That is the only way in which democracy can function. It
 will educate the people. Sinister influences will not flourish if popular support is lacking. Once the people realize that the Congress won’t carry on its rule by force, they will cease to act thoughtlessly or in an irresponsible manner and the sinister influence will be sterilized.
 Harijan, 18-8-1946
 "
