chapter_no,date,title,content
1,,STATEMENT TO THE PRESS,
2,"September 	25,1925","SPEECH AT PUBLIC
MEETING, BIKRAMlibtech_1_footnote","
       	It is matter of great grief and disappointment to me not to be able 	to complete the whole of the Bihar tour as was previously arranged. 	I see that the continuous travelling for the past 12 months has put 	a severe strain upon my constitution. I must therefore take the tour 	in easy stages. The Reception Committee has kindly accommo- dated 	me. I hope that the committee and the people in the parts which are 	being omitted will forgive me. I shall endeavour early next year to 	finish the balance of the tour.  The 	Searchlight, 	25-9-1925       September 	25,1925  Mahatmaji 	. . . first 	apologized for 	not being able to go to 	them the previous day 	as arranged. Then he told them that he did not know what he was to 	say to them as the thing 	which he wanted 	to say 	they must have heard 	already. Their 	presence in 	such large numbers was 	a sufficient 	proof of it. 	The belief was 	growing in 	him every 	day that they had 	nothing except 	the charkha 	which would appease 	the hunger 	of crores 	of Indian 	villagers. They 	knew that for four 	months in the 	year they had 	no work 	and that 	time could be employed 	best in 	plying the 	charkha. The 	poorest of 	them had to 	spend on 	cloth at 	least five or 	ten rupees 	in a 	year. The 	small sum 	amounted to 	crores which could be 	saved and 	brought in 	the villages 	only by 	the charkha. 	He did 	not know why 	people did 	not understand such a 	simple thing. If 	they did 	not do such 	a simple 	work even, 	it was impossible 	to establish 	swaraj, or Ramarajya 	or whatever 	they might call it. 	Those who 	did not spin formerly, 	he hoped, 	would begin to spin 	now. Then he turned 	towards the organizers 	of the 	meeting and 	said he 	was grieved 	to see 	the children who 	sang the 	opening song were 	not clad in 	khaddar. He 	hoped that they would not 	repeat the 	mistake. He 	told the 	Hindus that Hinduism 	recognized nothing like 	untouchability. If 	anybody thought 	that touching another man was a sin, he was himself committing a sin.  As 	to Hindu-Muslim unity he did not know what was to be said. He had 	lost all influence over both communities. But he did not forget that 	unless both communities joined hands, swaraj was a dream, never to 	be realized.  In 	the end with an appeal for Deshbandhu Das Memorial Fund he 	concluded.  The 	Searchlight, 	27-9-1925      
  "
3,"September 25,1925",LETTER TO CHHAGANLAL GANDHI,"
  
 [About September 25,1925]libtech_2_footnote
 
CHI. CHHAGANLAL,
 I have your letter. The coconut for Nimu should be sent to Amreli for religious reasons. It seems better if it is not sent to the Ash- ram. This is just my feeling. If the same feeling persists, it can be made use of in future. Ramdas is independent. He has set up a house in Amreli. He finds peace there. Therefore, I would feel happy if the coconut is sent there. I would like that the marriage, whenever it is to take place, should take place at Dr. Mehta’s bungalow. However, I will abide by the wishes of Nimu’s grandfather. I feel that its performance at Dr. Mehta’s bungalow will add to the solemnity of the occasion.
 It is good that Nimu has started menstruating. We will be happy to get her married the moment she reaches the age when she can bear the burden of children. If her grandfather is indifferent, I would like to influence Nimu from today itself to postpone her marriage. We seem to believe that Radha, Moti and others have reached the age of marriage. However if their minds are pure, age is of no consequence. Take the case of Miss Schlesin. I find such women here too. Only we believe that the girls should be married off the moment their bodies are filled out. But the experience of the whole world shows that it is not true. Sixteen is the minimum age. Average age should be 20 years. At that age, one is mentally mature. I wish I am able to talk to Nimu as freely as I am able to talk with Ramdas today. Now I would not write anything more. I am happy that we all think of Nimu’s good. If we find that she is getting impatient, we will solemnize her marriage soon as we did in Rami’s case. I decided to do that after ascertaining Rami’s desire myself. I hope you know my programme.
 Blessings from
 BAPU
 From the Gujarati original : S.N. 32852
 
 
 
  "
4,"September 26,1925",LETTER TO VALLABHBHAI PATEL,"
  
 Saturday, September 26,1925
 BHAI VALLABHBHAI,
 I shall reach Bombay on the 20th [October]. Will you come with me to Kutch on the 21st? If so, you should be in Bombay on the 20th. There is a telegram from Devdhar about Manibehn. I have sent it to her. He is willing to take her in December. We may not put Dahyabhai to work in a mill. If we place him with Birla, it is very likely that he would be put to work only in a mill. We shall talk it over when we meet. I am discussing this with Jamnalalji.
     [PS.]        	I have no time to write more. [From Gujarati]  Bapuna 	Patro—Sardar Vallabhbhaine  Blessings 	from  BAPU 
   "
5,"September 26,1925",LETTER TO MANIBEHN PATEL,"
         CHI. 	MANI,     Saturday [September 26,1925]libtech_3_footnote 
  	I enclose Devdhar’s telegram. I think it is better to wait till 	then. But, meanwhile if you like, I will try to put you in the 	Sevasadan at Bombay or, if you knows about the schools at Calcutta, 	but he is not in favour of your joining it. He is, however, willing 	to make arrangements at the Girls’ School at Wardha. There is 	Marathi in Wardha and you will feel at home there, so it is better 	to have your first experience there.  	Let me know what you wish to do. Send your reply to me at Patna.libtech_4_footnote  Blessings 	from  BAPU [From 	Gujarati]  Bapuna 	Patro—Manibehn Patelne     
  "
6,,KHADI PROGRAMME,"
  
 Although the following letter is full of criticism, I print it in the hope that all workers may learn from it whatever is worth learning:libtech_5_footnote
 I hope that no worker will misunderstand the aim behind this criticism. It is the duty of khadi workers to accept whatever part of it is applicable. What has been described as?inducement” by the critic I would call protection or?bounty” as it is known in English. We have forsaken khadi for a long time. It is natural that help should be necessary in the initial stage in order to propagate khadi amongst people who have less or no patriotism in them. Everyone knows that such assistance cannot be given for ever. Even  during  the  period when assistance is given, there must be a gradual butcontinuous improvement in the quality of khadi, the cost of production should come down and the quantum of help diminish. All this is happening. There has been an improvement in the quality, there has been a reduction in the cost and in the assistance given. I am not pained by the fact that the cloth produced in the Amreli Centre is being sent to Bombay, but it pains me that so little is sold in Amreli itself. This is a measure of the sad plight of our country. The thoughtful people of Amreli have not understood their natural duty of  wearing  khadi.  They fail to take advantage of the Ganga which flows by their  doorstep. Time alone will improve this state of affairs. The residents of Amreli should let the khadi centre know if it is to blame for sending out locally-manufactured cloth. As far as I know the centre does try to sell khadi locally but its efforts have not met with the success they deserve. In these circumstances, we cannot indeed deprive the poor in Amreli of the help they receive by way of wages for spinning. It is, of course, necessary to see that the women who spin start wearing khadi themselves. Experience suggests that even this cannot be brought about all at once. The women who spin for money do so only to earn something and cannot be asked to buy expensive khadi. They will wear khadi only if we reduce its price for them.
 Hence, khadi workers who wish to make khadi wholly self- supporting should take account of the difficulties involved. If they do
 
 not, it will be impossible to advance the cause of khadi. In such circumstances, one should use one’s common sense as to when one should rest satisfied with a little and when one may rest satisfied with anything short of perfection.
 But we also need the services of workers who are disinclined to work in such an imperfect field and aim at perfection. The following ways are open to them:
  If 	they have the 	necessary strength—that 	is, the strength 	to work 	and maintain 	themselves with a 	little—they should 	spend all their 	time in 	carding, spinning and, 	if they 	feel inclined, weaving 	and thus 	become self-reliant.  Those 	who do 	not have 	such strength should 	spend in spinning 	all the time 	they can spare 	form their own work 	and gift 	that yarn 	for the sake of the country. 
 It should not be necessary to say that they themselves should exclusively wear khadi and persuade others to do so . Let us consider in this connection the principles on which the khadi movement is based:
  Crores 	of people 	in India 	are so 	poor that a 	few pice have the 	same value to 	them as 	one rupee. Crores 	of them 	remain unemployed for 	four months 	in a 
year.
 For such persons, there is no other work which can be taken 
up by one and all and which will produce immediate results.
 A khadi worker should objectively apply these principles to his own sphere of work. Only then can we say that the khadi movement is being carried on in a scientific manner. In other words:
  Those 	who have 	other occupations 	from which 	they earn 	something should not 	be induced 	to spin 	for money.  Only 	in those 	parts where the people 	are very 	poor should they 	induce them 	to spin 	for money 	and even 	in such 	places they 	should pay 	no more 	in wages 	than the country 	can afford. 	Experience shows 	that not more 	than four annas can be 	paid for 	a seer 	(the weight of 	forty rupees ) 	of number 	six yarn .  In 	other places those who 	spin can be helped 	only by 	way of 	instruction, etc. 	To spend 	money for them 	is to harm 	the interests 	of the poor 	who really 	need it. 	It would 	be a 	different matter if 	they themselves offered to pay for instruction. It would also be a different 
 matter if in a place like Bardoli some people gifted cotton and it was then distributed among others.
  No 	money should be 	spent for 	those who 	spin by 	way of 	yajna. 	Yarn received in 	this manner should be 	treated as 	a pure gift. It 	is wrong 	to accept 	anything as gift 	if securing 	the gift 	costs as much 	as the 	thing itself.  Other 	expenses should be 	incurred only 	on training 	khadi workers, 	that is, 	on giving 	training in 	spinning, etc., 	on carrying 	on propaganda for 	khadi and 	on improvements 	in the 	spinning-wheel. To 	put it 	briefly, money 	should be 	spent only when it 	is likey to 	benefit the 	poor for 	whose sake 	the spinning 	movement has 	been conceived. 
 Wherever these principles are not followed, there is either ignorance or false attachment, or both, behind the work being done.
[From Gujarati]
 Navajivan, 27-9-1925
 "
7,,7. SOME QUESTIONS,"
 A teacher from Kutch has asked several questions, which I reproduce below and answer, as they deserve to be answered in public:
  I 	am a 	school-teacher. I 	do not 	posses the 	required strength of 	character, truthfulness 	or capacity 	for brahmacharya, 	though of 	course I 	have been making every 	effort to 	develop these 	qualities. My 	father is 	in debt. In 	these circumstances, do you advise me to resign my post as teacher? 
 I think that the idea of resigning on the ground of not possessing the necessary strength of character is a very good one. Nevertheless, it is necessary to exercise discretion in this matter. It should not be considered necessary to resign if, as we go ahead with our work, our shortcomings gradually disappear. None of us  is  perfect. At present we do not come across much strength of character among teachers. We may be satisfied if we are conscientious in our own work and put in our best effort. In such matters, however, the same rule cannot be applied to all. Everyone should decide for  himself.
 The question about the father’s debt is easy to answer. If it was properly incurred, it should be repaid. If he cannot repay  it  by working as a teacher, he should take up another job or another
 profession and repay it.
  Apart 	from the moral 	benefit, is there 	any advantage 	to health 	to be derived 	from a weekly day of silence? 
In a general way, one may say, silence is beneficial to health.
 However, a person who finds no happiness in silence will derive no benefit to his health.
  In 	your book entitled 	General Knowledge 	about Health you have 	said that both 	milk and salt 	should be given 	up, the former 	from the point 	of view 	of non-violence 	and the latter 	for the sake of 	health. Anyone who 	gives up 	milk would 	also have to give 	up ghee, 	buttermilk and other 	milk products. Has your 	opinion on this subject undergone any change, or does it remain what it was? 
 My views on this subject have not changed, but my practice has. It is my conviction that those who do without milk derive benefit spiritually. Giving up milk and milk products helps one in observing brahmacharya. Anyone who gives up milk should also give up buttermilk or ghee. Whether out of my strong desire to live or as a matter of necessity, I consented to take goat’s milk. If I were not working in public life, I would again give up milk and continue my experiment. Unfortunately, I have not met any doctor, vaid or hakim who would guide me in my experiment of milk-free diet. I had hoped that vaids would be helpful. I had assumed that the health of the soul had a place in their system. But I have not met a vaid who would inspire confidence in me. I have, therefore, been obliged to use milk. I see that it is useful for preserving one’s life and health and, therefore, no longer advise anyone to give it up. I do not, however, wish to alter the views expressed in my book. Some of my friends still experiment with a milk-free diet, and I neither discourage nor encourage them.
 There are two opinions regarding salt. I do not think that going without salt does any harm. However, I no longer insist upon avoiding salt completely. I know that temporary or permanent abstinence from salt is beneficial from the spiritual point of view. We should remember that through water, etc., we take in a little quantity  of salt every day.  If anyone wants to try the experiment of milk-free or salt-free diet for the purpose of health, it is desirable that he should do so after consulting a good doctor or vaid. Anyone who wants to try this for spiritual reasons should be strong in his desire for a life of abstinence.
  Anyone 	who wants 	to practise 	ahimsa would have to 	abstain from almost all 	kinds of food. 	Even eating fruit involves violence, as 	there is 	life in 	fruits and 	flowers too. However, there can be no objection to eating ripe fruits which 
 have fallen from the tree without anyone having plucked them. But a poor person like me would find it very expensive to live on such fruits. One may, however, live only on wheat, availing oneself of the freedom permitted in certain times and circumstances. Even wheat may be taken only in the form of porridge made from the bran. Vegetables and fruits may be excluded altogether. Would you believe it possible, then, or say from experience, that a young man of nineteen, such as I am, who wishes to remain a brahmachari for life, can live his whole life eating only this porridge morning and evening and whether it can provide sufficient nourishment for him?
Even the ripe fruit that falls to the ground has life in it and,
 therefore, eating it should also be regarded as a sin. The fact of our having a body is itself an evil, and wherever there is evil there is suffering. Hence the imperative need for moksha. One cannot, however, be rid of the body by destroying it. Our association with the body can be totally ended only through complete freedom from desire, indifference to material happiness and renunciation. Desire or the ego is the root cause of the body. Once they have vanished, the body cannot but cease to exit. But while the body continues to exist, one must have the minimum quantity of food necessary to keep it functioning. Man’s essential requirements of nutrition are met by fruits and foods obtained from plants. Anyone who subsists on the smallest quantity of these, obtaining them with the least violence to ethical principles may be said to be free from sin though living on impure food. Such a person eats not in order to satisfy his palate but to keep himself alive, to keep the body functioning. It will now be seen that a ripe fruit which has fallen off the tree, if eaten to gratify one’s palate will be tainted food while a cooked meal of vegetables and cereals, prepared and served in the normal course, will be pure food if eaten to satisfy one’s hunger and without any thought of gratifying the palate.
 I believe that a person of self-control who is free from any disease, can subsist only on porridge of wheat bran. My advice to the correspondent is that it will be enough if he takes ordinary food, without chillies or other spices, paying no attention to its taste or savour. For observing brahmacharya, the essential thing is to learn to be indifferent to the pleasures which objects of sense give. A person who enjoys all manner of rich dishes cannot be said  to  have  conquered the desire for material pleasure. The common people, however, who eat ordinary food may be regarded as having done so. In the last analysis, every individual should examine himself to find
 out when he eats in order to gratify his palate and when to meet the needs of his body. Even in the matter of food, we have no straight path before us. The only straight path there is in life is one’s heart. The external world is a deceitful illusion; it is like  an  enormous banyan tree with intertwining boughs, and one has to live in this and attain union with the Brahman.
  If 	the mind is 	hankering after food and 	the body, too, is 	very hungry, does it 	do any good to repress 	the desire and fast? 
Whether or not a fast will do any good depends on one’s motive
 and one’s capacity to undertake it. The poet has compared the mind to a drunken ape, and to be sure there is no end to its desires. These should be checked every moment.
  I 	do not 	take tea, but 	the other members of 	my family do. 	As I 	am the 	earning member, would it 	be proper on 	my part to 	prevent them from doing 	so by 	not buying 	any tea at 	all? Irrespective 	of whether 	or not 	I am 	the earning 	member, would it 	be regarded as 	coercion on 	my relatives if 	I made them give 	up tea 	by resorting 	to fasting? 
 The head of the family or the earning member who stops other members from taking tea because he himself does not do so is employing coercion. The right thing for him is to reason with them patiently. As long as they are not converted to his views, I believe that he should buy tea for them. Resorting to  fasting  simply  because others do not stop doing a particular thing is a form of blackmail, and that is coercion.
  I 	believe that no 	one is reformed through 	physical punishment. 	If, nevertheless, 	I punished 	pupils in my class, 	would that not be 	violence on 	my part? If 	I did 	not punish the 	naughty or 	the dull pupils 	myself and sent them 	instead to 	the head master, knowing 	that he would 	punish them, would I not, 	in that case, be 	guilty of violence? 
 There is violence in punishing pupils and also in sending them to the head master in order that they may be punished. The correspondent has not asked whether a teacher is free to punish any pupil, but the question is implied in the one which he has asked. I myself can imagine a situation in which it becomes one’s duty to punish a child who has done something wrong, knowing that it is wrong. Every teacher should think and decide for himself what his duty is. The general rule, however, is that a teacher should never inflict physical punishment on a pupil. If anyone should have this right at all, let it rest with the parents. A punishment is just only if the pupil
 himself accepts it as such. Such occasions are not frequent. Even when an occasion has arisen, the pupil should not be punished if there is any doubt about the punishment being justified. In any case, no one should be punished in anger.
  Supposing 	I am not really 	angry—for I know 	that anger has a harmful 	effect both on 	health and 	character—but even 	then pretend to 	be angry with 	a pupil 	or threaten 	to punish 	without intending to do 	so, would 	that be a dishonest 	act on 	my part? 
 We find many people guilty of this wrong. To pretend to punish is altogether reprehensible.
  I 	accept the 	argument that 	observing brahmacharya 	is the 	only right 	method of 	birth-control. Though 	my heart 	accepts this, my reason 	revolts against 	it and 	doubts whether, in 	the same way that there 	can be 	no wrong in 	the use of 	any of 	the other 	sense-organs, that it 	might do 	harm on 	the contrary 	not to use 	them, it 	might not 	be harmful 	not to 	exercise this 	function of 	the body. 	It was 	to this 	effect that the president 	of the 	committee for 	birth-control had addressed a letter to you in The Chronicle. Would you, therefore, deal with 
 this argument?
 There is no such principle that the use of all organs of the body is essential. The man who deliberately gives up the use of speech lays the world under an obligation. Dharma requires not that we use the sense-organs but that we control them. Control of the senses practised intelligently and voluntarily is beneficial spiritually, and not harmful. The use of the sexual organs is permitted only for the sake of procreation. However, the Shastras honour those who renounce the desire for progeny. The glorification of passion is taken to  such lengths in this age that irreligion has come to be known as religion. It is a grave error to believe that the world is benefited by the encouragement or gratification of lust. This is my conviction, this is the testimony of the Shastras and this is the undisputed experience of people who have realized the self. In India, we are forced into the prison of marriage right from childhood. In such circumstances, to devise means for the gratification of passion and establish associations for popularizing them is the very limit of ignorance and of blind imitation. To say that passion cannot be curbed or that curbing it is harmful is itself very harmful. I have no doubt that the Indian nation will lose vigour and finally perish if a movement for encouraging the gratification of lust ever comes to thrive in this country of weaklings. Methods of birth-control which permit the gratification of lust may
 not be harmful in countries where the human body has the strength of a monster and is nourished on food and drink proper for a monster, but India’s good lies only in the lesson of self-control.
  One 	who practises ahimsa 	cannot use any conveyance 	and must give up 	eating almost all 	edible substances. 	The question 	then arises, 	why did God 	create these substances 	and these 	animals which draw the 	vehicles? God’s will 	is inscrutable, 	but, I 	shall be 	obliged if 	all the same you could 	say something 	on this subject. 
The answer to this is included in the answer given above.
 Nevertheless, it could be added that one who practises ahimsa does not necessarily refuse the use of vehicles for conveyance when absolutely necessary. There are many things which it is best  to  give  up altogether. There are some which it would be enough to give up as far as possible. All God’s creations are related to one another. Every creature is the living image of some human desire or other. Just as, therefore, it is good to renounce desire, it is good to stop exploiting other living beings. Everyone should set his own limits. For instance, those who can make do with earth may not use soap, but they should also not be guilty of greater violence by criticizing others who do use soap. While walking on thorny or hot ground, one may freely use shoes to protect one’s feet, but one should walk barefoot when there is no need to wear shoes.
 There are some other questions which need not be stated, as they can be inferred from the answers given.
  It 	is absolutely necessary 	for anyone 	doing exercise 	to wear 	drawers. Even in the West they think it necessary to do this.  It 	is beneficial to 	drink hot 	water in 	the morning 	soon after 	rising and 	brushing one’s 	teeth. Many people drink even cold water 	which is 	clean. In 	any case, the 	practice does no harm.  To 	grow one’s hair while 	living as 	a householder 	means either 	accumulating dirt 	on one’s 	person or spending 	much time in 	keeping it 	clean. The 	best thing for 	a man 	is to keep 	only a small 	tuft of 	hair in 	the centre 	and have the rest cut or 	shaved. If 	people would listen to 	me, I 	would certainly 	have even girl’s hair 	cut. We believe 	that hair adds to 	one’s beauty because 	we are 	used to growing 	hair long. 	Beauty lies in 	conduct and 	not in external 	appearance. That hair 	cannot be 	cut or shaved 	as it is something 	natural is a mere superstition. 	We cut 	our nails. 	If we failed to 	do so, 	they would 	accumulate dirt, or we would have to be cleaning them the whole day. 
 By taking a bath we constantly remove the outer layer on skin. We shall not consider here the rules which apply to those who live in forests and have stopped doing many things which people normally do.
[From Gujarati]
 Navajivan, 27-9-1925
 "
8,,MY NOTES,"
    
 
 IS IT TRUE?
 I was absolutely taken aback by the account which I read in Navajivan of the High School in Borsad. I feel all the time that it could not be true. I have a faint recollection that I have met the head master of that school. I know him as a brave person. Vallabhbhai has lived in Borsad and has unfurled the flag of victory there. Could such disgraceful conduct be possible on the part of the principal, parents and students? If Vithalbhai, who is the President of the Assembly, can attend it in only a khadi shirt, cannot the students of Barsad go to school clad in a similar way?
 If Shri Kalidas Davelibtech_6_footnotelibtech_7_footnotehas been misinformed, I request the head master to correct his error. If the information is correct and there is anything which he would like to say in defence, I am prepared to hear it and publish it. If there is no defence, I hope that teachers, trustees and parents would not descend so low in order to secure recognition for the school.
 THE?GOSHALA” AT CHAIBASA
 Chaibasa is a small town in Chhotanagpur. The scenery there is beautiful and the climate is good. I was taken to see the goshala there. The secretary is an energetic man. His views are liberal but the donors do not let him have his way. The criticism I have made against other goshalas applies to this one too. This institution has been in existence for twenty-seven years. During this period, a sum of one and a half lakhs of rupees has been received by way of donations and ten thousand head of cattle have been provided shelter. Two to three hundred are given shelter every year. But we cannot rest satisfied with this. A goshala, if run systematically, would become self-supporting
 
 in twenty-seven years. Milk, curds, etc., are produced in this one. But how much can one person do? How is it possible to have the animals examined so long as there is no expert in animal husbandry available?
 A special feature of this goshala which was brought to my knowledge was that dead cattle were given away free. Nothing was charged for their hides. The more I think about the matter the more I realize that by not utilizing hides, etc., of dead cows through the goshala we encourage cow-slaughter and reduce our capacity to protect cows. One of the principal tasks of those working in this field is to fight the superstitious prejudice against trading in hides of dead cattle. One dead cow, it may be said, saves the life of another cow. I am making a thorough study of the economics of this subject. But even my present partial study is enough to convince me that we lose at least ten rupees on each animal which dies by not directly utilizing its hide. In any case, it is ultimately we who use this hide.
[From Gujarati]
 Navajivan, 27-9-1925
 "
9,"September 	27, 1925",LETTER TO BISHAN NATH,"
         DEAR 	FRIEND,       September 	27, 1925 
  	You have not told me why you are leaving the board nor why your 	interest or faith in khadi is on the wane. I see nothing wrong in 	accepting wages for national service faithfully rendered. 
      LALA 	BISHAN 	NATH 	PUNJAB 	KHADDAR 	BOARD 	PURI LAHORE  From 	a photostat : G.N. 7942  Yours sincerely,  M.  K.  GANDHI 
 
 
 
 
 BHAISHRI VALJI,"
10,"September 27,1925",LETTER TO V.G. DESAI,"
    
 Aso Sud  10 [September 27,1925]libtech_8_footnote
  	I have both your letters. You may come and stay at Dr. Mehta’s 	bungalow. Occupy only the portion that you need, so that the rest 	may be available for other visitors. Decide this matter with Chi. 	Chha- ganlal and Maganlal. Start collecting literature on 	cow-protection. Think over it and find out how the cow-protection 	movement started. Take help, if you need, from someone. Collect 	literature on dairies and tanneries. I hope you will become a 	spinning member of the cow- protection association. Much against my 	wish, I am publishing that pamphletlibtech_9_footnoteas a supplement of Y.I. Read my 	explanation in Y.I.  Vandemataram 	from  MOHANDAS  From 	a photostat of the Gujarati : C.W. 7741. Courtesy : V.G. Desai   "
