footnote_no,footnote
libtech_1_footnote,"1The Hindi original 	of this appeared in Harijan 	Sevak, 5-10-1947."
libtech_2_footnote,1The letter is 	written on a sheet of paper on which this date is scribbled.
libtech_3_footnote,1Fifth Guru of the Sikhs
libtech_4_footnote,1Two persons raised 	their hands.
libtech_5_footnote,"1Vide the 	preceding item and “Letter to Narandas Gandhi”, 1-10-1947"
libtech_6_footnote,1An economist: 	founder of Sagar University
libtech_7_footnote,"2The Hindustan 	Times, 29-9-1947, 	reports that the prayer was however held after the speech “inside 	Gandhiji’s room with only members of his party”."
libtech_8_footnote,"3The paragraph from 	Winston Churchill’s speech of September 27, is"
libtech_9_footnote,1Vide also 	the preceding item.
libtech_10_footnote,"2Anantrai P. 	Pattani, Dewan of Bhavnagar"
libtech_11_footnote,3The reference is to 	setting up a “Provisional” Government under Shamaldas Gandhi.
libtech_12_footnote,"1Minister, Medical 	and Public Health, Central Provinces"
libtech_13_footnote,"2Vide “Take 	Care”, 11-9-1947."
libtech_14_footnote,2Addressee’s 	husband
libtech_15_footnote,"1Green Pamphlet; vide “The Grievances of the British Indians in South Africa: An Appeal to the Indian Public”, 14-8-1896."
libtech_16_footnote,"2Ravi Shankar 	Shukla, Chief Minister, Central Provinces"
libtech_17_footnote,"1From the reference 	to the “written speech today” in which Gandhiji clarified his 	stand on the war; vide 	“Speech at Prayer 	Meeting”, 29-9-1947."
libtech_18_footnote,2Vide the 	preceding item.
libtech_19_footnote,1Manilal Gandhi
libtech_20_footnote,2Harilal Gandhi
libtech_21_footnote,"1Saraswati, 	addressee’s wife, was undergoing one month’s imprisonment for 	participating in the agitation for self-government in Mysore State."
libtech_22_footnote,1Vide the 	following item.
libtech_23_footnote,"2Vide “Telegram 	to Narandas Gandhi”, 29-9-1947."
libtech_24_footnote,"3The addressee’s 	wife, who was doing a post-graduate course in medicine in London"
libtech_25_footnote,"1Dr. John R. Mott; 	American evangelist; Chairman, International Missio- nary Council"
libtech_26_footnote,2Gandhiji was suffering from a severe attack of cough and flu.
libtech_27_footnote,3Ramdas Gandhi
libtech_28_footnote,4Devdas Gandhi
libtech_29_footnote,
libtech_30_footnote,"1Vide also 	“Letter to Sita Gandhi”, 23-7-1947 and “Letter to Sita 	Gandhi”, 28-7-1947."
libtech_31_footnote,
libtech_32_footnote,1The letter is 	placed in the source among those of this date.
libtech_33_footnote,1From Amman and another place in Middle East
libtech_34_footnote,1From Dilhiman Gandhiji—I
libtech_35_footnote,"1Vide Appendix “Note on Gandhiji’s 78th birthday”, after 25-9-1947."
libtech_36_footnote,1Gandhiji’s family friend who helped him to go to England for his studies.
libtech_37_footnote,"1A. V. Thakkar, 	Secretary, Kasturba Gandhi National Memorial Trust"
libtech_38_footnote,2Small soul
libtech_39_footnote,2Illegible in the 	source
libtech_40_footnote,1The addressee used 	to send dhotis to Gandhiji on his birthday.
libtech_41_footnote,"1Governor of Orissa, 	1947; later Central Minister of Home and Defence; Chief Minister, 	Madhya Pradesh"
libtech_42_footnote,"3Sucheta Kripalani, 	Organizing Secretary, Kasturba Gandhi National Mem- orial Trust"
libtech_43_footnote,2Addressee’s 	husband
libtech_44_footnote,1The source has “October”.
libtech_45_footnote,"2Vide “Speech 	at Prayer Meeting”, 4-10-1947."
libtech_46_footnote,"1St. Luke, xxii. 	42"
libtech_47_footnote,"1Vide “Speech at Prayer Meeting”, 28-9-1947."
libtech_48_footnote,"1Quoting this letter 	after the one dated October 6, 1947, the addressee says: “In a 	previous letter he had asked me whether I could not be spared from 	Noakhali. I had replied that it was all a matter of comparative 	need. If he needed me at Delhi, I could come.” To which this was 	Gandhiji’s reply."
libtech_49_footnote,2Omissions as in the 	source
libtech_50_footnote,3ibid
libtech_51_footnote,1Addressee’s brother
libtech_52_footnote,2In Masaurhi in Bihar
libtech_53_footnote,3The addressee was 	Governor of the U.P.
libtech_54_footnote,1The superscription is in the Devanagari script.
libtech_55_footnote,2Vide the 	preceding item.
libtech_56_footnote,"1Muhammed Ahmed 	Hunar, Gandhiji’s Secretary for Urdu work, who accompanied 	Gandhiji on his Noakhali and Bihar tours"
libtech_57_footnote,"1Vide “Telegram 	to Sudhir Ghosh”, 30-9-1947."
libtech_58_footnote,"1From Dilhiman 	Gandhiji—I, p. 85"
libtech_59_footnote,"2The addressee was 	posted as Public Relations Officer at India House, London. He 	was finding 	it difficult 	to function 	under V. 	K. Krishna Menon who 	had been appointed 	High Commissioner in 	London on 	August 15, 1947."
libtech_60_footnote,1Ghulam Rasool Qureshi
libtech_61_footnote,2ibid
libtech_62_footnote,"1Bal Gangadhar Tilak was deported in 1908 for writing two articles in Kesari. Vide “Sentence on the Great Tilak”, 1-8-1908."
libtech_63_footnote,"1 From	Dilhiman Gandhiji —I, p. 91. The discussion took place after Suhrawardy’s second trip to Karachi."
libtech_64_footnote,"1On November 6, 	1946."
libtech_65_footnote,"1Vide “Speech 	at Prayer Meeting”, 6-10-1947."
libtech_66_footnote,2Amina
libtech_67_footnote,3Gandhiji was asked: 	“Could Ramanama set a broken bone?”
libtech_68_footnote,1Originally drafted by Suhrawardy this bears corrections in pencil by Gandhiji.
libtech_69_footnote,4The addressee used 	to call Gandhiji “Spinner of Destiny”.
libtech_70_footnote,"1The words, “of his letter to you”, have been added by Gandhiji."
libtech_71_footnote,"2Gandhiji was sentenced to six years’ imprisonment on March 18, 1922, but was released for health reasons on February 5, 1924."
libtech_72_footnote,"1Chief Minister, Assam"
libtech_73_footnote,"2This was written two days after Gandhiji’s discussion with H.S. Suhrawardy,"
libtech_74_footnote,"1According to a report in Harijan, 19-10-1947, it was proposed to resume the satyagraha in South Africa on October 12."
libtech_75_footnote,"2In place of this paragraph, the original draft had: “You have been good enough to ask Shaheed Saheb to let you know precisely what I would like you to agree to. I adopt the letter written by Shaheed Saheb and the declarations annexed as my own views, and would request you to agree to them, or at least let me know your reactions. I suggest that a conference may be convened at the highest level, in which you should participate if possible, when these points may be considered, and agreed to in the main. In my opinion such an agreement will immediately ease the tension and inaugurate a new era of co-operation beneficial for both the States.”"
libtech_76_footnote,"3In place of this and the following two sentences, the original draft had: “I am sorry if I have given you offence; that was not my intention; I only hoped that the suggestions would be given effect to. Shaheed Saheb has also shown to me the letter he sent to you before leaving Karachi as well as the declarations annexed to the letter.   I agree with the suggestions made by him with the following addition.”"
libtech_77_footnote,
libtech_78_footnote,1Shankarrao Deo
libtech_79_footnote,2The addressee was thinking of resigning as Chief Minister due to health and other reasons.
libtech_80_footnote,3Nandlal Mehta
libtech_81_footnote,"1One of the twelve disciples of Jesus Christ, who betrayed him to the priests"
libtech_82_footnote,"2The Gujarati original of this appeared in Harijanbandhu, 19-10-1947."
libtech_83_footnote,2The addressee used 	to send a pair of dhotis to Gandhiji on his birthday.
libtech_84_footnote,1Since Gandhiji was 	observing silence his written speech was read out after the prayers.
libtech_85_footnote,1In the source the letter is placed between those of October 14 and 16.
libtech_86_footnote,"2Vide “Letter to Amritlal T. Nanavati”, 24-9-1947."
