footnote_no,footnote
libtech_1_footnote,"1Issued by Gandhiji, 	from the Yeravda Central Prison, Poona. The earlier six statements 	were issued on the 4th, 5th, 7th, 9th, 14th and 15th November, 1932."
libtech_2_footnote,"2In sympathy 	with Kelappan’s 	fast for the opening 	of the 	Guruvayur Temple 	to Harijans; 	vide “Statement 	on Untouchability-IX”, 	26-11-1932. The fast 	was to 	commence on 	January 2, 	1933, but 	was postponed."
libtech_3_footnote,"2The addressee had 	written: “If you could assure me that your fast did not imply 	undue pressure, I will not undertake one.”"
libtech_4_footnote,"1Between the leaders acting on behalf of the depressed classes and of the rest of the Hindu community, regarding the representation of the depressed classes in legislatures and certain other matters affecting their welfare. For the text of the agreement, vide Appendix”Agreement between depressed classes leaders and caste Hindu Leaders”."
libtech_5_footnote,"1Vide”Statement on Untouchability—VIII”, 17-11-1932."
libtech_6_footnote,"1About health; vide 	“Letter to E. E. 	Doyle”, 18-11-1932."
libtech_7_footnote,"1Editor, Indian Social Reformer"
libtech_8_footnote,2Scriptures
libtech_9_footnote,1(1859-1937); Gujarati poet and man of letters
libtech_10_footnote,"1Vide “Statement 	on Untouchability—I”, 4-11-1932."
libtech_11_footnote,1The superscription 	in this and other letters to Mirabehn is in Devanagari.
libtech_12_footnote,"1Kisan Ghumatkar, 	Premabehn Kantak’s friend"
libtech_13_footnote,2The source has this 	in Devanagari.
libtech_14_footnote,"1Also called Yeravda 	Mandir. This place-name is not reproduced in subsequent letters. 	Gandhiji was in Yeravda Prison from January 4, 1932 to May 8, 1933."
libtech_15_footnote,"1The last two sentences of this paragraph have been reproduced under the dateline November 18, 1932 in”Letter to Padmaja Naidu”, 18-11-1932."
libtech_16_footnote,"2Vide “Telegram 	to Manibehn Patel”, 15-11-1932."
libtech_17_footnote,"2The account was 	reproduced with Gandhiji’s remarks in Harijan, 	25-3-1933,"
libtech_18_footnote,3Dahyabhai Patel
libtech_19_footnote,1A follower of 	Vinoba Bhave
libtech_20_footnote,"2The telegram was published under the date-line, “Lahore, November 18, 1932”, as having been sent by Mahatma Gandhi, Sardar Vallabhbhai Patel and Mahadev Desai on the death of Mrs. Lajpat Rai. Vide also “Diary, 1932”, entry under this date."
libtech_21_footnote,"1In an earlier 	letter dated November 12, 1932, Gandhiji had asked the addressee 	about his participation in the eradication of untouchability; vide 	“Interview to the 	Hindu”, 12-11-1932."
libtech_22_footnote,3Mind and Vision
libtech_23_footnote,"1Secretary, Servants of the People Society"
libtech_24_footnote,"1Vide”Statement 	on Untouchability—V”, 14-11-1932."
libtech_25_footnote,1Padmaja Naidu’s 	birthday fell on November 18.
libtech_26_footnote,"1Vide also 	“Telegram to Manibehn Patel”, 19-11-1932."
libtech_27_footnote,"3From “Diary, 1932”, entry under November 18, 1932"
libtech_28_footnote,2Vide the 	preceding item.
libtech_29_footnote,"3The telegram is not 	available; vide, 	however,”Letter to Jamnalal Bajaj”, 2-11-1932."
libtech_30_footnote,4Madan Mohan Malaviya
libtech_31_footnote,"1Literally, that which is fixed or immutable; here the true  essence  of  Hinduism."
libtech_32_footnote,"2On November 12, 	1932; Vide”Interview 	to the Hindu”, 12-11-1932."
libtech_33_footnote,3Child
libtech_34_footnote,4ibid
libtech_35_footnote,"5From “Diary, 1932”, entry under this date. Vide also the following item."
