footnote_no,footnote
libtech_1_footnote,"1The Kochrab 	Ashram which was 	established on 	May 20, 1915 	on  the 	outskirts of Ahmedabad"
libtech_2_footnote,"2Vide An 	Autobiography, Part V, Ch. VI."
libtech_3_footnote,1Gandhiji returned 	to Ahmedabad on May 20 from Rajkot and Limbdi.
libtech_4_footnote,1The source is 	damaged here.
libtech_5_footnote,2The Satyagraha 	Ashram
libtech_6_footnote,1G. A. Natesan
libtech_7_footnote,2G. B. Veeraswamy
libtech_8_footnote,"2From the references to the arrival from Hardwar of Maganlal Gandhi’s party at Ahmedabad and the draft constitution of the Ashram in the letter, it appears to have been written in 1915."
libtech_9_footnote,3From the contents
libtech_10_footnote,1The Kaisar-i-Hind 	Gold Medal; vide the 	following item.
libtech_11_footnote,1The letter is incomplete.
libtech_12_footnote,"1Vide “Draft 	Constitution for the Ashram”, before 20-5-1915"
libtech_13_footnote,"2This appears to 	have been written in 1915, for Gandhiji left Ahmedabad for Poona on 	June 10, 1915, and returned from there on June 16. Vide 	“Diary for 1915”."
libtech_14_footnote,"1Vide “Speech at Surat on place of English”, 3-1-1910."
libtech_15_footnote,"2From the reference to the draft constitution, the letter appears to have been written in 1915."
libtech_16_footnote,"1This was written after “Letter to Ranchhodlal Patwari”, 5-6-1915."
libtech_17_footnote,"3Sir Purushottamdas Thakurdas, economist, and a cotton magnate of Bombay"
libtech_18_footnote,"2From the reference to the scheme of the Ashram, the letter appears to have been written at the same time as “Letter to Ranchhodlal Patwari”, 5-6-1915 and “Letter to Purshottamdas Thakurdas”, 8-6-1915."
libtech_19_footnote,"3Virchand Panachand Shah, Jain scholar and philosopher"
libtech_20_footnote,"4Vide “Draft Constitution for the Ashram”, before 20-5-1915."
libtech_21_footnote,"1This was written on the next day after “Letter to Ranchhodlal Patwari”, 9-6-1915."
libtech_22_footnote,2Gandhiji was awarded this medal on June 26 at Poona.
libtech_23_footnote,38th-century philosopher
libtech_24_footnote,"1From the 	reference to 	the draft 	constitution of the 	Ashram, the 	letter appears 	to have 	been written in 	1915. Though 	Gandhiji was in 	Poona on 	this day, he 	wrote the 	letter as 	from Ahmedabad presumably 	because he was to leave 	Poona for 	Ahmedabad on this day."
libtech_25_footnote,"2Harihar Sharma, a 	teacher of the Ganganath Vidyalaya, Baroda, who joined Gandhiji at 	this time"
libtech_26_footnote,"3The boys 	and teachers 	referred to in the 	letter arrived 	in Ahmedabad 	with Maganlal 	Gandhi on 	May 23, 1915 	from Gurukul; vide 	“Diary for 	1915”. Though 	Gandhiji was in Bombay 	on this 	day, the letter 	is dated as  from  	Ahmedabad, presumably because he was to leave Bombay for Ahmedabad the following day."
libtech_27_footnote,415th-century philosopher
libtech_28_footnote,1From the contents
libtech_29_footnote,"2The enclosure probably was a copy of the draft constitution for the Satyagrahashram; vide “Draft Constitution for the Ashram”, Before 20-5-1915."
libtech_30_footnote,"3In the published 	letter, this sentence reads: “It is to this settlement that"
libtech_31_footnote,"1This was sent to the addressee, Jehangir Bomanji Petit, who was Secretary of the South African Indian Fund, as a draft. It was eventually printed and made public on October 31, 1915, with additions and alterations indicated in footnotes."
libtech_32_footnote,2Vide “Diary for 1915”.
libtech_33_footnote,"1The published 	letter here adds: “For these, disbursements will still have to be"
libtech_34_footnote,2The two sentences 	that follow are omitted in the published letter.
libtech_35_footnote,"1In the published letter, this paragraph is replaced by the following:"
libtech_36_footnote,"1In the published letter, this sentence reads: “ . . . and covered the whole of South Africa. At the time of the settlement, the points of Passive Resistance were as follows:”"
libtech_37_footnote,"2In the published letter, this sentence reads: “Whilst the actual courting of imprisonment has ceased, the struggle itself has by no means ended.”"
libtech_38_footnote,2The published letter has “I consider” instead of “are considered”.
libtech_39_footnote,3These two words are omitted in the published letter.
libtech_40_footnote,1The published letter has “the” instead of “our”.
libtech_41_footnote,2The published letter has “adopted”.
libtech_42_footnote,"3In the published letter, this portion of the sentence reads: “ . . . more was not—could not be—asked . . . ”"
libtech_43_footnote,3This word is deleted in the published letter.
libtech_44_footnote,"4In the published letter, these two sentences are replaced by the following:  “We have only fought for removal of legal disabilities as to immigration but"
libtech_45_footnote,"1In the published letter, income and expenditure are shown  in  parallel columns."
libtech_46_footnote,2Valiama Hall 			(expended)
libtech_47_footnote,"4In the published letter, the sentence ends here and “and” is omitted."
libtech_48_footnote,3The published letter has the following entries here:
libtech_49_footnote,5Taken from the published letter
libtech_50_footnote,
libtech_51_footnote,2These entries have been omitted in the published letter.
libtech_52_footnote,1From the postmark
libtech_53_footnote,2This letter is not available.
libtech_54_footnote,"1From the reference 	to Narandas, it appears that this letter was written before the one 	to the addressee dated September 24, 1915. Jeth 	Sud 11 in the year 	1915 corresponded to June 23."
libtech_55_footnote,3The first page of this letter is missing.
libtech_56_footnote,"4The addressee went to Madras on July 7, 1915."
libtech_57_footnote,5Second son of Gandhiji
libtech_58_footnote,1From the contents
libtech_59_footnote,"3Gandhiji’s 	co-worker in South Africa, who had placed at the disposal of the 	satyagrahis the Tolstoy Farm; Vide 	“Letter to H. 	Kallenbach”, 30-5-1910."
libtech_60_footnote,1From the 	addressee’s reply
libtech_61_footnote,2Superior
libtech_62_footnote,"1In his reply dated July 18, the Acting Deputy Traffic Manager (Commercial) said: “From enquiries made, I find that you did not intimate at Dadar your intention to ride on to V. Terminus, and since you had already ridden as far as Parel before any intimation was given to the train staff, you were correctly encessed, and I cannot grant you any relief.”"
libtech_63_footnote,1On June 26 at Poona
libtech_64_footnote,"1While seconding the 	following resolution 	moved by Mrs. 	Ramabai Ranade: 	“The Conference 	places on record 	its sense 	of, profound 	grief at the 	irreparable loss 	the country 	and the Empire 	have sustained in the 	untimely and 	the universally mourned 	death of the late Mr. Gopal Krishna 	Gokhale, than whom 	no more self-sacrificing 	and devoted patriot 	and no more far-sighted 	statesman ever consecrated his 	life in 	the cause of 	his country.”"
libtech_65_footnote,2Vaidya Jatashanker
libtech_66_footnote,2In 1912
libtech_67_footnote,"1This appears to 	have been written after Manilal Gandhi went to Madras on July 7, 	1915"
libtech_68_footnote,"2In the original, 	Gandhiji has written in Tamil script these first two words of Tamil 	devotional song by Manikkavachagar."
libtech_69_footnote,"1From C. F. Andrews’ 	reference to his illness in the letter to which this is a reply, 	this correspondence seems to have taken place in 1915."
libtech_70_footnote,2Written to Gandhiji 	on July 11 from Simla where Andrews was convalescing. The Ietter is 	not reproduced here.
libtech_71_footnote,3Youngest son of 	Gandhiji
libtech_72_footnote,"4During the First 	World War, Britain and, with her, India considered Germany as an 	enemy country"
libtech_73_footnote,"5The addressee went 	to Madras on July 7, 1915."
libtech_74_footnote,1This sentence is left incomplete in the original.
libtech_75_footnote,"1Chhaganlal, Maganlal, Narandas and Jamnadas"
libtech_76_footnote,"2From the reference to Gandhiji receiving the addressee’s letter  after “returning from Poona”. Gandhiji was in Poona from July 10 to 12, 1915, and returned to Ahmedabad on the 14th. In 1915, Ashadha Sud 5 corresponded to July 16."
libtech_77_footnote,3The Servants of 	India Society
libtech_78_footnote,4The letter is 	incomplete.
libtech_79_footnote,"1Gandhiji’s elder sister, Raliatbehn, also known as Gokibehn."
libtech_80_footnote,"2The year is evident from the contents, e.g., the reference to Narandas Gandhi and Gandhiji’s sister; vide “Draft Constitution for the Asjram”, Before 20-5-1915, “Letter to Narandas Gandhi”, 19-6-1915; 16-9-1915."
libtech_81_footnote,"3Vide “Letter 	to J.B. Petit”, 16-6-1915."
libtech_82_footnote,4Of recruitment of 	indentured labour in India
libtech_83_footnote,
libtech_84_footnote,"1From the reference 	to the Viramgam papers, the letter could have been written either on 	July 22, 1915 or July 11, 1916 or July l, 1917. On July 1, 1917, 	Gandhiji was in Motihari. We do not know where he was on July 11, 	1916. He was in Ahmedabad on July 22, 1915."
libtech_85_footnote,"2President, Servants 	of India Society"
libtech_86_footnote,"1This letter appears 	to have been written in 1915, for Gandhiji had two interviews with 	Tilak on July 11 at Poona."
libtech_87_footnote,"3This appears to 	have been written after “Letter to Chhotalal Tejpal”, 31-7-1915."
libtech_88_footnote,2From the postmark
libtech_89_footnote,
libtech_90_footnote,"1This appears to 	have been written during the early years of Gandhiji’s stay in 	India after his return from South Africa. In 1917, 1918 and 1919, he 	was not in Ahmedabad on this date. We do not know whether he was in 	Ahmedabad on August 1, 1916 but we know that he was there in 1915 on 	this date."
libtech_91_footnote,1From the postmark
libtech_92_footnote,"2Vide “Letter 	to J. B. Petit”, 16-6-1915."
libtech_93_footnote,2A Sanskrit primer
libtech_94_footnote,"1In the source, this 	letter is ascribed to the years 1915-16. We do not know where 	Gandhiji was on August 17, 1916. He was in Ahmedabad on August 17, 	1915."
libtech_95_footnote,1Manilal Gandhi was 	in Madras at this time.
libtech_96_footnote,1From the contents
libtech_97_footnote,2This telegram is 	not available.
libtech_98_footnote,"1Totaram Sandhya, 	who had lived twenty-one years in Fiji and written a book on his 	life there. Later, he joined Gandhiji’s Ashram at Sabarmati."
libtech_99_footnote,"2He had been to 	Madras before for this training; vide 	“Letter to 	Sundaram”, on 	 or after 13-7-1915."
libtech_100_footnote,"3Ramanbhai Mahipatram Nilkanth, addressee’s husband"
libtech_101_footnote,1The reference is to the admission of an “untouchable”; vide “Letter to
libtech_102_footnote,2A reproduction of the sketch by Gandhiji appears on an art-sheet facing page
libtech_103_footnote,1Dudabhai Malji 	Dafda
libtech_104_footnote,2The date is evident from the contents of the letter. Bhadarva Sud 6 in 1915 corresponded to this date.
libtech_105_footnote,1Naiker referred to 	in the letter joined Gandhiji in 1915.
libtech_106_footnote,2An untouchable
libtech_107_footnote,We donot have an expression corresponding to    (‘Kindly Light’)	does not convey the same sense as in ‘one step enough for me’. It should not be difficult for us to find from among our literary works an expression parallel to Newman’s
libtech_108_footnote,1Dudhabhai Dafda
libtech_109_footnote,2A few words are illegible here.
libtech_110_footnote,"3The reference is to 	Dudabhai, the first ‘untouchable’ who joined the Ashram with his 	family on September 26; vide 	“Diary for 1915”. 	Gandhiji accepted him at the suggestion of Amritlal Thakkar. The 	event caused a stir in the socio-religious life of Ahmedabad and 	people thought of even boycotting the Ashram."
libtech_111_footnote,"1Dudabhai referred 	to in the letter arrived with his wife at the Ashram on Sunday, 	September 26, 1915."
libtech_112_footnote,2This letter is not 	available.
libtech_113_footnote,"1This is in reply to 	West’s letter dated August 23, 1915. On West’s letter Gandhiji 	has written “Reply, 26th Sept.”"
libtech_114_footnote,"2Vide “Letter 	to A. H. West”, 3-8-1915."
libtech_115_footnote,1From the contents
libtech_116_footnote,"1From the reference to Maganlal;s Tamil studies; vide ”leeter to A. H. West”, 5-11-1915"
libtech_117_footnote,2The source is damaged here.
libtech_118_footnote,"3As a consequence of Gandhiji’s decision to admit an untouchable family to the Ashram. Also vide “Letter to Narandas Gandhi”, 16-9-1915"
libtech_119_footnote,"5Subsequently, Premal Jyoti Taro Dakhavi, Narasimharao Divetia’s Gujarati translation of Gandhiji’s favourite hymn, Newman’s Lead, Kindly Light, came to be accepted; vide also “Letter to Verrier Elwin”, 27-5-1932."
libtech_120_footnote,"1Under the auspices of the District Congress Committee at the Empire Theatre, Sir Ibrahim Rahimtullah presiding"
libtech_121_footnote,
libtech_122_footnote,2The results were published in their Report on Indentured Labour in Fiji.
libtech_123_footnote,3Son of Narandas 	Gandhi
libtech_124_footnote,"3Pragji Khandubhai 	Desai, a passive resister during the South African struggle"
libtech_125_footnote,4Vide the 	following item.
libtech_126_footnote,"1(1840-1900), historian, an authority on Indian affairs and author of Indian Empire; served in India for 25 years, was sympathetic to lndian aspirations; member of the British Committee of the Indian National Congress in London"
libtech_127_footnote,4Imam Abdul Kadir 	Bawazeer; Muslim priest and passive resister; President of the 	Hamidia Islamic Society
libtech_128_footnote,2Chairman of the Committee appointed by the British Government in England
libtech_129_footnote,3Recommending prohibition of recruitment of indentured labour in India; vide
libtech_130_footnote,"1Arthur James Balfour (1848-1930), British statesman, Conservative leader and Prime Minister"
libtech_131_footnote,"2From Gandhiji’s request to the addressee to procure a Tamil teacher, it would appear that the latter was in Madras. Maganlal Gandhi left for Madras on October 28."
libtech_132_footnote,3The original is not clear at this point.
libtech_133_footnote,"4On March 4, 1912"
libtech_134_footnote,4Naidoo
libtech_135_footnote,1The first two pages of the letter are not available.
libtech_136_footnote,"2Herbert Kitchin, a theosophist who edited Indian Opinion after Nazar’s premature death. Lived with Gandhiji for a time and worked with him during the Boer War"
libtech_137_footnote,
libtech_138_footnote,522 in number
libtech_139_footnote,
libtech_140_footnote,"6McNeill and Chimanlal were sent by the Indian Government to report on conditions prevailing in Jamaica, Trinidad, British Guiana and Fiji—Colonies where the indenture system was still permitted."
libtech_141_footnote,1Patel
libtech_142_footnote,"1From the reference to Gandhiji’s cable to the addressee regarding Chhaganlal Gandhi, the letter appears to have been written in 1915."
libtech_143_footnote,2Not available
libtech_144_footnote,"5Chanchalbehn Gandhi, wife of Harilal, Gandhiji’s eldest son"
libtech_145_footnote,1Vide the following item.
libtech_146_footnote,1This appears to 	have been written in 1915; vide 	the following item.
libtech_147_footnote,1The letter is 	incomplete.
libtech_148_footnote,2Committee for the 	South African Indian Fund; vide 	“Letter to J. B. 	Petit”. 16-6-1915.
libtech_149_footnote,"3Popularly known as 	Thakkar Bapa, who dedicated his life to the uplift of the tribals 	and the untouchables"
libtech_150_footnote,4This cable is not 	available.
libtech_151_footnote,"5Vide “Letter 	to J. B. Petit”, 16-6-1915."
libtech_152_footnote,"6Dattatreya Balkrishna Kalelkar (1885- ); educationist, writer and constructive worker; Padma Vibhushan; vide also “Circular Letter for Funds for Ashram”, 1-7-1917."
libtech_153_footnote,1From the postmark
libtech_154_footnote,"2Secretary of the 	Servants of India Society, Poona"
libtech_155_footnote,"1The meeting to 	felicitate Dr. Deva, referred to in the letter, took place on this"
libtech_156_footnote,"1Held in Premabhai Hall, Sir Chinubhai presiding; Gandhiji proposed the condolence resolution."
libtech_157_footnote,"2Lord Sydenham, ex-Governor of Bombay"
libtech_158_footnote,3Vide the 	preceding item.
libtech_159_footnote,4Pranjivan Mehta
libtech_160_footnote,
libtech_161_footnote,
libtech_162_footnote,7Sodha
libtech_163_footnote,
libtech_164_footnote,3Son of Chhaganlal 	Gandhi
libtech_165_footnote,1Joseph
libtech_166_footnote,"3Ex-Governor of Bombay and chairman of the Consolidated Gold Fields of South Africa, vide “Lord Harris and British Indians”, 19-11-1903."
libtech_167_footnote,2The year has been 	inferred from the contents. Kartak 	Vad 11 corresponded 	to November 17 in 1915.
libtech_168_footnote,"1(1820-1891), 	educationist and social reformer of Bengal"
libtech_169_footnote,"1Son-in-law of Revashanker Jagjivan Mehta, elder brother of Gandhiji’s life-long friend and supporter, Dr. Pranjivan Mehta. Gandhiji first met him in 1891 at the suggestion of Dr. Mehta. A business man and an expert jeweller, he lived his life in the spirit of karmayoga. His was the first profound influence on Gandhiji in his mature years, comparable to that of Ruskin and Tolstoy later; vide An Autobiography,"
libtech_170_footnote,1A   part   of   Gandhiji’s   letter   received    in    Phoenix   and   reproduced  in
libtech_171_footnote,"1In honour of N. C. Mehta, who had been admitted to the Indian Civil Service"
libtech_172_footnote,"2Gujarati, 28-11-1915, has here: “He had gyana, vairagya and bhakti.”"
libtech_173_footnote,3First line of a 	hymn by Shankaracharya
libtech_174_footnote,2In which the caste system is accepted as one of the unchanging foundations of Hinduism
libtech_175_footnote,1Act of penitence
libtech_176_footnote,2The source is damaged here.
libtech_177_footnote,"3From the contents; vide “Letter to Madhuriprasad”, 10-9-1915 to “Letter to A.H. West”, 26-9-1915."
libtech_178_footnote,"4A Gujarati poet, 1785-1850"
libtech_179_footnote,1This appeared as an article in Samalochak.
libtech_180_footnote,1Wankaner
libtech_181_footnote,2Indenture
libtech_182_footnote,3ibid
